year,grandes_ADJ oies_NOUN,grandes_ADJ fois_NOUN
1982,1.738100685599875e-08,4.966001831974154e-09
1983,8.841442245000053e-09,6.315316047889041e-10
1984,2.3196033982486597e-09,5.799008495621649e-10
1985,6.015557829641693e-09,1.2031116103372597e-09
1986,4.196139880008332e-09,4.196139880008332e-09
1987,5.49973533381376e-09,6.110816852533674e-10
1988,1.139345240375178e-08,5.996553809062277e-10
1989,1.0976243913773942e-08,5.488122178931576e-10
1990,4.90378582185258e-09,5.44865097484859e-10
1991,6.4476115557710045e-09,2.9307325455363298e-09
1992,6.611933001110515e-09,5.509944167592096e-10
1993,7.754890507527534e-09,5.539207426075166e-10
1994,7.384897138251745e-09,1.5824779264761446e-09
1995,1.3556126887692699e-08,0.0
1996,1.3879040139386234e-08,1.067618438099771e-09
1997,3.835915585170824e-09,2.3974471297094624e-09
1998,1.954933015468896e-08,2.3840645013706308e-09
1999,1.3710603319339043e-08,4.570201161957499e-10
2000,1.2370488189361595e-08,8.836062992401139e-10
2001,2.2344179839706158e-08,0.0
2002,1.4019908789464353e-08,8.76244299341522e-10
2003,1.3750845795357236e-08,1.2500769308587678e-09
2004,9.690540592188768e-09,3.9643119897903034e-09
2005,9.007499190971657e-09,2.251874686720612e-09
2006,7.823991010624809e-09,4.1178899179428186e-10
2007,2.7961355453243186e-09,1.1983438685803094e-09
2008,5.108927503272298e-09,4.257439678578834e-10
2009,5.721831008997924e-09,4.76819250749827e-10
2010,5.668551850135373e-09,4.723793023408973e-10
2011,9.55992973672437e-09,2.2943831279320648e-09
2012,5.106378986319271e-09,1.3617010852229328e-09
2013,1.1156500168141292e-08,8.367375126105969e-10
2014,1.0394137106572998e-08,3.2481677347817595e-09
2015,7.093041182182347e-09,1.7732603163622684e-09
2016,9.528164313099552e-09,1.86420612280358e-09
2017,9.307762255383878e-09,7.54683426862357e-10
2018,8.26069346260283e-09,5.162933414126769e-10
2019,7.90806181649728e-09,7.65296326310505e-10
