year,les_DET arts_NOUN,les_DET phares_NOUN
1936,8.075059724887979e-06,5.698615841431831e-07
1937,8.427235201224903e-06,1.1445326553172208e-06
1938,8.57259976783098e-06,6.703015607012475e-07
1939,7.879494802409681e-06,5.245859258096175e-07
1940,7.721459155618504e-06,4.1586838617213573e-07
1941,8.886974484312304e-06,5.283189672411481e-07
1942,9.824778160805181e-06,4.612001767156926e-07
1943,8.933254939336166e-06,6.038729383206487e-07
1944,8.026538850458564e-06,5.526680162404318e-07
1945,9.822874602605225e-06,6.339446629866075e-07
1946,9.886768481237596e-06,5.109045417839297e-07
1947,9.142116141447332e-06,5.602809418636667e-07
1948,9.121513770082856e-06,4.6205523407394367e-07
1949,8.554540869454286e-06,5.418988671124225e-07
1950,8.55614837291796e-06,4.956078389906082e-07
1951,9.28608102412909e-06,5.586574407523415e-07
1952,7.6228390071264585e-06,5.630925414834564e-07
1953,8.137471866120904e-06,5.58084247481716e-07
1954,8.794305330184216e-06,5.677843493145929e-07
1955,8.75301796554595e-06,5.490580599065709e-07
1956,8.776084627015734e-06,5.790837940278237e-07
1957,8.289032365382809e-06,5.857629958860855e-07
1958,8.281343028215815e-06,7.006590108105115e-07
1959,8.078604409433865e-06,5.495280124279134e-07
1960,8.048929387882708e-06,6.041887444796501e-07
1961,8.60460033891286e-06,6.149121132281721e-07
1962,8.677064656126277e-06,7.553270231497322e-07
1963,8.478289188929011e-06,6.976871413932884e-07
1964,8.923356503487412e-06,6.029212558100738e-07
1965,9.607814121181946e-06,6.281905911009744e-07
1966,9.197079535283592e-06,5.771715834157476e-07
1967,1.0728903589551919e-05,5.664955673445604e-07
1968,1.2051366724108448e-05,5.906211715256404e-07
1969,1.0032289225136992e-05,5.645404843601654e-07
1970,9.81275927358638e-06,5.270138849766681e-07
1971,9.676116107470989e-06,5.410732453192679e-07
1972,1.1419193810979777e-05,4.6017417182353526e-07
1973,8.860821026246413e-06,5.08868699178322e-07
1974,8.237524667720209e-06,4.5567129647317017e-07
1975,8.102876968507644e-06,4.5863184583438965e-07
1976,8.767978428636525e-06,4.5479672416970374e-07
1977,8.182243263377131e-06,4.131377768779032e-07
1978,9.090887019169713e-06,4.823760231253971e-07
1979,8.971660548695581e-06,4.230976826669064e-07
1980,9.31341388366036e-06,4.985877020136087e-07
1981,8.140982302506927e-06,5.180624977896287e-07
1982,8.773683816798439e-06,4.841851746206771e-07
1983,8.693663851033762e-06,5.361703392381401e-07
1984,9.239560128548874e-06,5.306092745738233e-07
1985,8.697895367504316e-06,5.227520016859444e-07
1986,9.26028118897193e-06,5.436998220531564e-07
1987,9.099617415131434e-06,5.609729791800078e-07
1988,9.411591150865206e-06,5.1870189787806e-07
1989,1.0907094250001137e-05,4.5277006766042405e-07
1990,1.0592177801527214e-05,5.116283297024182e-07
1991,1.0199535211086186e-05,5.451162627956307e-07
1992,1.0690944463931373e-05,5.972779577589904e-07
1993,1.062309159749475e-05,5.627834753774152e-07
1994,1.0124694149737934e-05,6.525084071951071e-07
1995,1.0446351197401782e-05,4.5873934728657417e-07
1996,1.0359101665358139e-05,5.503573077270119e-07
1997,1.0175245122923116e-05,5.255204347243136e-07
1998,1.0695867374010959e-05,5.17342021444378e-07
1999,1.1373402969638846e-05,4.848983369276638e-07
2000,1.1156412845991781e-05,5.164678711366832e-07
2001,1.0877672245612757e-05,5.927779350711759e-07
2002,1.142052967395557e-05,6.462301644916124e-07
2003,1.075191163835143e-05,5.29199210064224e-07
2004,1.0760464988379681e-05,6.056587967262494e-07
2005,1.147014904745447e-05,6.296241963354987e-07
2006,1.1301548738629208e-05,6.234485251388477e-07
2007,1.1538453314585695e-05,7.301908369061749e-07
2008,1.0299172309657934e-05,7.906065380147709e-07
2009,1.069553261601186e-05,8.558905388866833e-07
2010,8.610057506075464e-06,1.1861444111360697e-06
2011,7.672417424942068e-06,1.420987964850795e-06
2012,6.899399060955602e-06,1.6738710555408431e-06
2013,6.206639849182238e-06,1.76802633466977e-06
2014,6.930074349043025e-06,1.7955870857955247e-06
2015,7.883028843025386e-06,1.6282962586045002e-06
2016,8.182207324125557e-06,1.6148166881446713e-06
2017,5.813326005466024e-06,1.811240133875458e-06
2018,6.161960971695635e-06,1.7512669898689381e-06
2019,6.80807632846836e-06,1.6601828876083857e-06
