year,dernières_ADJ oies_NOUN,dernières_ADJ fois_NOUN
1856,0.0,2.5368226630462232e-08
1857,0.0,1.1715622250108026e-08
1858,0.0,3.034079298913639e-08
1859,0.0,1.8331824946926645e-08
1860,0.0,2.5174511364411956e-08
1861,0.0,1.6977470096435354e-08
1862,0.0,3.298130124562704e-08
1863,0.0,2.597202808374277e-08
1864,0.0,2.3973639073915365e-08
1865,0.0,1.8827376990770972e-08
1866,0.0,2.6274308950746672e-08
1867,0.0,2.523461972714358e-08
1868,0.0,2.6181332657415624e-08
1869,0.0,1.4162205630441349e-08
1870,0.0,2.408300403544672e-08
1871,0.0,3.292564798584863e-08
1872,0.0,2.7213026498884574e-08
1873,0.0,4.908523720814628e-08
1874,0.0,2.2106053876314036e-08
1875,0.0,3.032409523484603e-08
1876,0.0,1.753344314181504e-08
1877,0.0,2.5976227391311113e-08
1878,0.0,1.5701630218245555e-08
1879,0.0,3.9099681714560575e-08
1880,0.0,1.9253539207397807e-08
1881,0.0,2.719277958362909e-08
1882,0.0,2.861815673327328e-08
1883,0.0,3.728409936343269e-08
1884,0.0,3.6969503014461225e-08
1885,0.0,2.9649923405372647e-08
1886,6.453463874400711e-10,2.0651084398082276e-08
1887,0.0,2.546280519766242e-08
1888,0.0,3.550744054336974e-08
1889,1.8795409673089125e-09,1.7542383545787743e-08
1890,0.0,1.7041404731799048e-08
1891,0.0,2.039750413018737e-08
1892,6.268512375839919e-10,2.6954603882245465e-08
1893,0.0,3.7566341148931315e-08
1894,0.0,4.159015887239548e-08
1895,0.0,3.7315409429083957e-08
1896,0.0,1.7691087705884456e-08
1897,0.0,2.9716238358901137e-08
1898,0.0,3.7910979244770715e-08
1899,0.0,2.7637891975018647e-08
1900,0.0,3.7894686499839736e-08
1901,0.0,3.24146860464225e-08
1902,0.0,1.718599307309887e-08
1903,0.0,4.050165358648883e-08
1904,0.0,4.460938995975994e-08
1905,0.0,4.025391930895239e-08
1906,0.0,4.166789580040131e-08
1907,0.0,2.3657079850636364e-08
1908,4.911389073214423e-10,2.0627833663411366e-08
1909,0.0,5.280944037622248e-08
1910,1.068830135508847e-09,3.634022505139001e-08
1911,5.320374141248863e-10,4.149891807969652e-08
1912,0.0,3.64659484830554e-08
1913,0.0,4.1363318104004065e-08
1914,0.0,1.9420557606508737e-08
1915,0.0,2.3561524287174507e-08
1916,0.0,4.9443578120644815e-08
1917,0.0,3.61891991929042e-08
1918,0.0,3.101321510712296e-08
1919,0.0,3.4069039145379065e-08
1920,0.0,3.48322650722821e-08
1921,0.0,3.4077363153528495e-08
1922,0.0,4.352981974875547e-08
1923,0.0,4.140219900250486e-08
1924,1.289162443462999e-09,3.2229060309418855e-08
1925,1.0998177923937646e-09,4.8391981977147225e-08
1926,0.0,4.124071395494866e-08
1927,0.0,2.6758140592164636e-08
1928,0.0,3.999114284169991e-08
1929,0.0,5.904415445456834e-08
1930,0.0,5.671945757512731e-08
1931,0.0,2.2810713318222042e-08
1932,0.0,3.835837958376942e-08
1933,0.0,2.7529589274877253e-08
1934,0.0,3.5944740517379614e-08
1935,0.0,3.7101681726881e-08
1936,0.0,3.6374142808881516e-08
1937,0.0,2.895957251780601e-08
1938,5.186085783037697e-09,2.7226949583791793e-08
1939,0.0,2.7529290846928234e-08
1940,0.0,2.5357829613881222e-08
1941,2.9515025978810172e-09,4.7224041566096275e-08
1942,0.0,6.371844563091145e-08
1943,0.0,2.9032351633873077e-08
1944,0.0,7.069009200222354e-08
1945,0.0,6.317661416233022e-08
1946,0.0,4.037120149291695e-08
1947,0.0,4.4107220986688844e-08
1948,0.0,5.109787437618252e-08
1949,0.0,4.810334175431308e-08
1950,0.0,1.4889506516624351e-08
1951,0.0,3.4116485636559446e-08
1952,0.0,3.690681538159879e-08
1953,0.0,4.417269394707546e-08
1954,0.0,2.34540866728139e-08
1955,0.0,3.566530892840092e-08
1956,0.0,4.971050771018781e-08
1957,0.0,3.0922631566454584e-08
1958,8.272243445794913e-10,3.4743422361316334e-08
1959,2.325224457422337e-09,2.4802393028267034e-08
1960,0.0,3.391208380776334e-08
1961,6.948159270159238e-10,3.543561177821175e-08
1962,0.0,3.55149545328004e-08
1963,0.0,3.685650185047962e-08
1964,1.2167936658258327e-09,4.1979379972190145e-08
1965,0.0,3.228505462971043e-08
1966,5.539074754423723e-10,3.600398557068729e-08
1967,0.0,3.254021407883556e-08
1968,0.0,3.638046663922978e-08
1969,1.3625273131978588e-09,3.76965907378235e-08
1970,9.197450023812337e-10,2.575285940054073e-08
1971,3.083038491169532e-09,2.8261185391897925e-08
1972,0.0,2.975485102751918e-08
1973,5.513203782392395e-10,3.6387145740945925e-08
1974,0.0,3.31908722728258e-08
1975,5.711480177694739e-10,3.541117621352896e-08
1976,0.0,2.513951891103261e-08
1977,1.7630346071939584e-09,2.5857840313392444e-08
1978,0.0,2.613860239364385e-08
1979,0.0,2.5163485517509798e-08
1980,0.0,3.581644847372445e-08
1981,0.0,4.554395616196416e-08
1982,6.207502289967692e-10,4.779776929808577e-08
1983,0.0,4.294414779337785e-08
1984,5.799008495621649e-10,2.8415142239168745e-08
1985,0.0,2.707001200974446e-08
1986,0.0,3.7765257587807355e-08
1987,0.0,3.422057304192094e-08
1988,0.0,3.1182079140990027e-08
1989,0.0,4.50026007570159e-08
1990,5.44865097484859e-10,2.7243254763220648e-08
1991,0.0,4.396098773895574e-08
1992,0.0,3.4712648755430564e-08
1993,5.539207426075166e-10,3.711268803385792e-08
1994,0.0,3.850696472795789e-08
1995,0.0,4.22951167422525e-08
1996,1.067618438099771e-09,3.149474281372022e-08
1997,4.79489448146353e-10,3.5002731380018304e-08
1998,0.0,4.005228504411207e-08
1999,9.140402323914998e-10,4.25028723327614e-08
2000,8.836062992401139e-10,4.1087691471375365e-08
2001,4.3812117822561447e-10,4.556460098115167e-08
2002,0.0,4.118348329029686e-08
2003,4.1669229178253886e-10,5.2086537749573836e-08
2004,0.0,4.5809830595544554e-08
2005,0.0,4.954124577238872e-08
2006,0.0,5.60033015517547e-08
2007,3.994479469415779e-10,7.269952817523517e-08
2008,0.0,6.726754975261429e-08
2009,9.53638501499654e-10,7.86751783721229e-08
2010,9.447586046817946e-10,9.305872339382404e-08
2011,7.64794394481072e-10,1.22367097787901e-07
2012,1.0212758416727752e-09,1.460424385868464e-07
2013,2.789125042035323e-10,1.3415692023954762e-07
2014,4.330890368553497e-10,1.422697550879093e-07
2015,8.866301581811342e-10,1.3809264487463224e-07
2016,2.0713400439298368e-10,1.4934362013718783e-07
2017,0.0,1.896770953635496e-07
2018,2.5814667070633845e-10,1.9644961923859228e-07
2019,0.0,1.7652834571890708e-07
