year,six_DET iles_NOUN,six_DET fils_NOUN
1871,0.0,7.116189082445601e-08
1872,0.0,7.982487915114689e-08
1873,0.0,1.0714948217582787e-07
1874,0.0,1.0515312209857797e-07
1875,1.716458086775674e-09,7.49520079335042e-08
1876,0.0,9.069022111063418e-08
1877,0.0,1.0266794903124321e-07
1878,0.0,6.884561271069956e-08
1879,0.0,6.170418598294702e-08
1880,1.2835692508872398e-09,8.792449079919606e-08
1881,0.0,8.9945346726239e-08
1882,1.3310770263785798e-09,7.587139094766826e-08
1883,0.0,9.92136192090598e-08
1884,6.601696966868076e-10,9.1763585174931e-08
1885,0.0,8.121500627567002e-08
1886,1.2906927748801422e-09,8.583107158344205e-08
1887,0.0,9.597519423643064e-08
1888,0.0,1.1793543319704725e-07
1889,0.0,6.766347782072302e-08
1890,3.2771931834929546e-09,8.651790039948537e-08
1891,0.0,9.178876569926331e-08
1892,6.268512375839919e-10,1.0217675217027988e-07
1893,0.0,8.560199038498695e-08
1894,3.150769645188234e-09,1.0208493339547431e-07
1895,4.213029924926559e-09,8.486246283467835e-08
1896,5.89702897624278e-10,5.012474779686471e-08
1897,5.826713556089658e-10,6.118049078462917e-08
1898,0.0,6.676858577137068e-08
1899,5.527578395003729e-10,6.522542328468717e-08
1900,0.0,6.125442775228862e-08
1901,4.470991132876634e-09,7.936009183140413e-08
1902,4.910283846193408e-10,7.070808649700666e-08
1903,1.6200660812870638e-09,8.370341708641149e-08
1904,1.0749250378694342e-09,7.7394600062064e-08
1905,5.160759042333041e-10,8.153999042637139e-08
1906,1.0288369045596824e-09,5.710044947981885e-08
1907,5.142843373384665e-10,6.531411389509856e-08
1908,4.911389073214423e-10,8.349361713122505e-08
1909,1.1001967115120692e-09,7.206288454852938e-08
1910,5.344150677544235e-10,8.550641228399769e-08
1911,3.1922244847493175e-09,9.949099832873287e-08
1912,0.0,8.022508646288173e-08
1913,0.0,7.848424765644069e-08
1914,0.0,9.040603998755614e-08
1915,0.0,1.2369799384792657e-07
1916,1.0987462051303964e-09,9.119593147310923e-08
1917,1.0966424435210342e-09,1.3379038465988202e-07
1918,0.0,1.06823298651193e-07
1919,0.0,9.023691505127829e-08
1920,0.0,6.663563612008261e-08
1921,0.0,8.330021916691521e-08
1922,0.0,5.3858929760508545e-08
1923,1.0615948120573648e-09,6.157249998750558e-08
1924,0.0,7.863890827408682e-08
1925,0.0,7.148815939217457e-08
1926,0.0,8.136681306503135e-08
1927,1.1149224876660924e-09,5.2401357142350946e-08
1928,0.0,5.713020456710183e-08
1929,0.0,5.1245868659677285e-08
1930,0.0,6.932378404655992e-08
1931,1.1405356659111021e-09,5.816731718510937e-08
1932,0.0,4.60300545457315e-08
1933,1.1470662197865522e-09,6.538277741441334e-08
1934,1.1981580172459871e-09,5.751158305145054e-08
1935,0.0,5.6250937241486554e-08
1936,0.0,3.273672888326473e-08
1937,2.5182236296217297e-09,5.288269544490021e-08
1938,0.0,3.8895642262559704e-08
1939,0.0,6.576441435868219e-08
1940,0.0,4.564409250562562e-08
1941,0.0,5.60785480274717e-08
1942,0.0,3.944475324146879e-08
1943,0.0,5.516146917017295e-08
1944,3.2131861615880553e-09,8.675602281016381e-08
1945,0.0,8.714016086486254e-08
1946,0.0,4.1763311919851276e-08
1947,0.0,1.7881307101674793e-08
1948,0.0,3.4790041070209554e-08
1949,3.9268033269479474e-09,3.337782672474532e-08
1950,0.0,3.616023036556726e-08
1951,2.1322803522849654e-09,4.904244832459881e-08
1952,0.0,4.112473694917185e-08
1953,0.0,3.5553629373907825e-08
1954,1.9545072227344917e-09,2.931760767488356e-08
1955,1.8771215692936494e-09,4.035811507208109e-08
1956,0.0,4.534993758298356e-08
1957,0.0,2.4738105619537265e-08
1958,0.0,4.384289198355873e-08
1959,0.0,4.650448615084457e-08
1960,0.0,4.0140834434154726e-08
1961,6.948159270159238e-10,5.7669720332498287e-08
1962,0.0,5.834599781096017e-08
1963,0.0,3.944292514823644e-08
1964,0.0,5.5972510071278236e-08
1965,0.0,4.815398302326912e-08
1966,5.539074754423723e-10,3.711180018850513e-08
1967,9.860671168482327e-10,4.634515426982233e-08
1968,4.4914158503495116e-10,2.8295920689869192e-08
1969,4.5417578031781147e-10,5.6317795288363115e-08
1970,0.0,4.966622957347511e-08
1971,1.541519245584766e-09,4.367637984614703e-08
1972,2.5650733759263744e-09,4.463227937234748e-08
1973,0.0,3.1425260837991686e-08
1974,0.0,4.2191788784951e-08
1975,0.0,5.140332204334186e-08
1976,0.0,3.4281160909976904e-08
1977,1.1753563677885381e-09,3.467301112891619e-08
1978,0.0,5.0495026271413224e-08
1979,0.0,2.984506408676424e-08
1980,5.685150683554241e-10,4.15015997123902e-08
1981,0.0,2.5302197670384885e-08
1982,6.207502289967692e-10,4.531476704983106e-08
1983,1.89459470334441e-09,7.325766782084742e-08
1984,5.799008495621649e-10,5.219107546139412e-08
1985,1.2031116103372597e-09,2.8874678315027325e-08
1986,5.994485463567401e-10,4.076250093021372e-08
1987,6.110816852533674e-10,4.827545163621494e-08
1988,0.0,4.6773120265797274e-08
1989,1.0976244357863152e-09,3.5123980168805247e-08
1990,1.634595292454577e-09,3.05124451260852e-08
1991,1.1722930404189924e-09,2.9307326621097474e-08
1992,1.1019888335184191e-09,3.2508671088393726e-08
1993,0.0,5.982344042365639e-08
1994,0.0,3.0594573929842994e-08
1995,5.422450821690461e-10,3.741491028108612e-08
1996,0.0,2.829188927577775e-08
1997,0.0,4.171558076748738e-08
1998,0.0,3.862184783098854e-08
1999,0.0,3.107736645802106e-08
2000,4.4180314962005696e-10,3.976228457602815e-08
2001,0.0,3.4173450902397207e-08
2002,4.38122149670761e-10,3.4611649546434364e-08
2003,0.0,3.000184545243201e-08
2004,4.404791253964646e-10,3.39168926277722e-08
2005,0.0,2.9274372703724794e-08
2006,1.2765458912156191e-08,4.1590686783443687e-08
2007,0.0,3.6749211340669774e-08
2008,0.0,3.2782284664634176e-08
2009,0.0,2.860915504498962e-08
2010,0.0,3.306655199653008e-08
2011,0.0,2.906218632414692e-08
2012,3.404252713057332e-10,2.8936147700164838e-08
2013,0.0,3.542188886651587e-08
2014,0.0,3.118241115318554e-08
2015,0.0,3.147537058767469e-08
2016,0.0,3.5627050198883126e-08
2017,0.0,8.57823471422936e-08
2018,0.0,2.5298373063087354e-08
2019,0.0,3.0356754221472215e-08
