year,deux_DET autographes_NOUN,deux_DET photographes_NOUN
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,2.842877711017877e-09,0.0
1806,0.0,0.0
1807,2.8469551160981155e-09,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,8.091670444798638e-09,0.0
1816,2.3176038865813098e-09,0.0
1817,0.0,0.0
1818,0.0,0.0
1819,0.0,0.0
1820,8.306536791735653e-09,0.0
1821,0.0,0.0
1822,0.0,0.0
1823,0.0,0.0
1824,0.0,0.0
1825,0.0,0.0
1826,8.807984341885344e-10,0.0
1827,0.0,0.0
1828,0.0,0.0
1829,0.0,0.0
1830,0.0,0.0
1831,0.0,0.0
1832,0.0,0.0
1833,0.0,0.0
1834,8.401078055442213e-09,0.0
1835,6.050470346963266e-09,0.0
1836,9.409049983588602e-09,0.0
1837,4.174734336004349e-09,0.0
1838,6.312161904276081e-09,0.0
1839,2.09744255297295e-09,0.0
1840,1.2739377330817092e-09,0.0
1841,5.1364388298225094e-09,0.0
1842,2.683306021822318e-09,0.0
1843,7.678984614845064e-09,0.0
1844,1.2623690981428126e-08,0.0
1845,3.90615950696116e-09,0.0
1846,0.0,0.0
1847,1.6179670936367074e-09,0.0
1848,8.045221711050488e-10,0.0
1849,1.1731181359664333e-08,0.0
1850,1.0183494048021657e-08,0.0
1851,1.6123596680017727e-08,0.0
1852,2.0182691296000144e-08,0.0
1853,1.7915795513800958e-09,0.0
1854,8.313063237785911e-09,1.0391328908454511e-09
1855,7.429711956774554e-09,1.5920811335945473e-09
1856,8.801221695886596e-09,5.694908100650764e-09
1857,8.298565445929995e-09,4.881509085841174e-10
1858,8.80861672492017e-09,4.893676019968041e-10
1859,5.092173349652285e-09,0.0
1860,6.408057362516928e-09,4.577183909670879e-10
1861,5.659156698811785e-09,9.431927461278633e-10
1862,1.7168348520613108e-08,1.8071945329101169e-09
1863,2.4973103585068657e-09,5.494082966350788e-09
1864,1.9178911792039344e-09,9.589455896019672e-10
1865,6.118897832863013e-09,3.294791106611683e-09
1866,2.919367858567057e-09,3.8924903300596725e-09
1867,6.308654931785895e-09,4.85281148598915e-10
1868,3.951899363308087e-09,1.4819622196071691e-09
1869,1.806902072409855e-08,4.395167341186834e-09
1870,1.7202146374017957e-08,2.8670243956696595e-09
1871,7.434824089713743e-09,5.3105884134652115e-09
1872,9.675742762560446e-09,2.4189357183956872e-09
1873,2.1549616202598543e-08,1.1972008939764578e-09
1874,3.5847653734322193e-09,8.961913433580548e-09
1875,1.0298748520654044e-08,1.716458086775674e-09
1876,2.0556450541775462e-08,7.859819461941697e-09
1877,2.102837493023202e-08,8.040260901509555e-09
1878,1.4493813038640724e-08,2.4156354694326865e-09
1879,8.55305559710473e-09,6.109325489944695e-09
1880,6.417846254436199e-10,3.2089231272180996e-09
1881,1.8825771164188154e-08,2.789003084036068e-09
1882,1.5972924316542958e-08,5.989846618703609e-09
1883,1.4534479397809719e-08,1.0742876144220759e-08
1884,3.300848483434038e-09,3.300848483434038e-09
1885,6.445635802876382e-09,7.090199205528336e-09
1886,2.452316305578961e-08,3.2267319927115068e-09
1887,4.700825773085171e-08,8.487601843576442e-09
1888,2.9166827175686194e-08,6.340614699951175e-09
1889,4.009687581962851e-08,1.2530273485467092e-09
1890,3.539368781391161e-08,5.898947663673937e-09
1891,2.103492580118882e-08,1.9122659011827636e-09
1892,9.402768563759878e-09,6.268512375839919e-10
1893,1.6011882930655474e-08,6.774258154429447e-09
1894,1.260307835870833e-08,1.1342770722677642e-08
1895,1.023164486468886e-08,6.6204759452404005e-09
1896,1.4152869542982671e-08,8.255840677762194e-09
1897,1.6897469201637705e-08,2.330685422435863e-09
1898,1.3014215927142914e-08,4.526684027617023e-09
1899,2.1004797901014172e-08,9.39688327150634e-09
1900,1.6092264853995175e-08,5.710158235139318e-09
1901,1.90017126477926e-08,8.941982487797873e-09
1902,9.820567692386817e-09,1.9641135939885146e-09
1903,1.4580594509538969e-08,4.320176216765503e-09
1904,1.7198801494089366e-08,3.7622376325430196e-09
1905,1.2901898049921812e-08,4.64468330463319e-09
1906,1.2860461473529483e-08,3.0865107691901983e-09
1907,1.902852053703441e-08,4.6285588695127444e-09
1908,2.062783344136676e-08,5.40252820258047e-09
1909,3.135560672218318e-08,8.251475502873973e-09
1910,1.977335750691367e-08,6.412980813053082e-09
1911,2.4473721715878582e-08,3.7242617878519013e-09
1912,1.4065437259347391e-08,5.209421227725386e-10
1913,1.856046383252874e-08,3.1817937728995105e-09
1914,1.2723813114234872e-08,7.366418142140674e-09
1915,8.246533123035249e-09,1.0602685840410686e-08
1916,8.789969863087777e-09,3.2962386153911893e-09
1917,1.5352993987249874e-08,3.289927441585405e-09
1918,1.2635013924011673e-08,5.743188147278033e-09
1919,1.1970202828948118e-08,5.524709134618888e-09
1920,1.1358347595802343e-08,7.572231730534895e-10
1921,2.120369302360814e-08,2.27182422873895e-09
1922,3.098732825890238e-08,4.426761346376651e-09
1923,2.866306081372727e-08,8.492758496458919e-09
1924,2.7072411645789884e-08,3.867487219366694e-09
1925,2.969507972849783e-08,4.399271169575059e-09
1926,1.4489980104670508e-08,1.1146138456652466e-09
1927,2.564321699427552e-08,4.4596899506643695e-09
1928,2.9707707849269127e-08,2.2852082448565625e-09
1929,1.893869061575515e-08,2.2280812750352652e-09
1930,2.2057567772293396e-08,2.100720708497761e-09
1931,1.3686427990933225e-08,2.2810713318222042e-09
1932,1.0959536389520963e-08,1.0959536611565568e-09
1933,2.523545727939336e-08,4.588264879146209e-09
1934,3.1152108448395666e-08,0.0
1935,2.393656828303392e-08,0.0
1936,1.9399543305098632e-08,0.0
1937,7.554670999887492e-09,1.1332006444320086e-08
1938,9.075650453382877e-09,1.1668692678767911e-08
1939,9.176430282309411e-09,1.5294050470515685e-09
1940,0.0,2.5357829169792012e-09
1941,2.6563522936839945e-08,0.0
1942,2.4273694165799498e-08,3.034211770724937e-09
1943,8.709705845433291e-09,0.0
1944,1.6065930807940276e-08,6.4263723231761105e-09
1945,1.089252021913012e-08,8.714016175304096e-09
1946,6.960552134671616e-09,9.744772988540262e-09
1947,1.7881306435540978e-08,8.344609447874518e-09
1948,8.697510489596993e-09,5.435944139264848e-09
1949,2.8469324453439526e-08,4.908504158684934e-09
1950,4.2541445921528975e-09,7.444753258312176e-09
1951,8.529121409139861e-09,5.330700769690111e-09
1952,1.2653764258629963e-08,5.272401848444019e-09
1953,8.619061908632375e-09,6.464296653518886e-09
1954,1.074978994708431e-08,5.863521668203475e-09
1955,1.2201290200408721e-08,7.508486277174597e-09
1956,9.593255523299149e-09,8.72114158667614e-09
1957,9.718541527092839e-09,1.0602045019680872e-08
1958,8.272243334772611e-09,8.272243445794913e-09
1959,1.3176271851378374e-08,1.6276571201956358e-08
1960,1.2457500420115508e-08,9.689166580173492e-09
1961,7.642975363708615e-09,8.337791235213388e-09
1962,1.331810839388936e-08,1.2683912586908264e-08
1963,5.172842487688456e-09,5.172842487688456e-09
1964,4.867174552281028e-09,1.0951143047943646e-08
1965,1.2585700037703873e-08,1.477451694320564e-08
1966,6.092982118843793e-09,4.431259803538978e-09
1967,1.0846738396352862e-08,1.5777074313660933e-08
1968,1.167768146070891e-08,1.2575964492000935e-08
1969,9.083515578600654e-09,6.812636649256021e-09
1970,1.149681222445409e-08,1.3796175313274261e-08
1971,1.49013525962971e-08,1.181831410512757e-08
1972,1.3338381954497436e-08,6.6691908662264154e-09
1973,1.2680368532969055e-08,1.4885650545526374e-08
1974,2.250228725575454e-09,1.8001828694380606e-08
1975,1.028066431985053e-08,1.8847885030481848e-08
1976,1.1998406601598788e-08,9.141642998145016e-09
1977,1.2341241639735046e-08,1.7630345627850375e-08
1978,7.72276864680066e-09,2.7920778578049976e-08
1979,2.223749873131453e-08,1.462993282075331e-08
1980,4.548120546843393e-09,3.6953478055323785e-08
1981,1.391620929602766e-08,2.9730083284107423e-08
1982,1.1173503788874939e-08,3.227901146374279e-08
1983,1.2630632317822688e-08,3.915495927486745e-08
1984,6.958809972701374e-09,3.073474452719438e-08
1985,5.4140022465176685e-09,3.789801628073519e-08
1986,1.0190625343575732e-08,2.93729782718799e-08
1987,1.0388388371751489e-08,2.9943003632126874e-08
1988,1.6790350221285166e-08,2.1587593046490383e-08
1989,3.2928733073589456e-09,2.9635859988275115e-08
1990,9.262706268664544e-09,2.942271493111548e-08
1991,1.1136783606424672e-08,2.3445860364290638e-08
1992,8.815910890191958e-09,3.195767561692264e-08
1993,1.052449438709857e-08,3.434308570859912e-08
1994,1.002236071911966e-08,2.5319648155885943e-08
1995,1.1929391696696712e-08,3.307695095600138e-08
1996,1.2277611816102763e-08,2.935950593752068e-08
1997,1.0069278189028807e-08,3.356426137024471e-08
1998,1.2873949017944142e-08,3.814503379828693e-08
1999,3.1991407301035224e-09,3.336246767737805e-08
2000,4.859834423776022e-09,2.6066385272471848e-08
2001,3.5049694258049158e-09,2.8915996708178682e-08
2002,8.762443215459825e-09,3.9430992693212374e-08
2003,1.5000922726216004e-08,3.7502306593495405e-08
2004,4.845270407116686e-09,3.171449680650085e-08
2005,9.00749885790475e-09,3.828187322696408e-08
2006,5.7650457740976435e-09,2.2236605001779708e-08
2007,9.586750948642475e-09,4.154258803623634e-08
2008,6.386159323579221e-09,3.320803010353757e-08
2009,9.53638501499654e-10,3.7191901558486506e-08
2010,5.668551850135373e-09,2.692562084405381e-08
2011,2.294383183443216e-09,3.365095357921177e-08
2012,5.446804396402882e-09,3.063827413996023e-08
2013,2.2313000336282585e-09,3.653753788412928e-08
2014,4.763979349897696e-09,3.8544925917705086e-08
2015,2.2165753954528356e-09,2.6377247053233077e-08
2016,2.071340043929837e-09,2.029913326317967e-08
2017,3.773416967778331e-09,2.5407674186794793e-08
2018,2.3233200918681973e-09,3.2268334670959575e-08
2019,1.785691428057845e-09,2.984655678162085e-08
