year,tes_DET iles_NOUN,tes_DET fils_NOUN
1800,3.144164484325529e-09,1.509198952476254e-07
1801,0.0,5.9529565277216534e-08
1802,0.0,2.0811913259422e-07
1803,0.0,1.326230716358623e-07
1804,0.0,2.8920657335618216e-07
1805,0.0,6.595476467197159e-07
1806,0.0,9.797674849210125e-08
1807,0.0,1.7935817187009206e-07
1808,2.2660739951163578e-09,1.495608881185717e-07
1809,0.0,6.325285739627873e-08
1810,0.0,1.4742798981615124e-07
1811,0.0,1.9053783262279467e-07
1812,0.0,2.3471432220034671e-07
1813,0.0,1.2940837734731758e-07
1814,0.0,2.2970743174255404e-07
1815,0.0,1.5104452066871943e-07
1816,2.3176038865813098e-09,6.025770460382773e-08
1817,0.0,1.3856173897153212e-07
1818,0.0,9.656153743264895e-08
1819,0.0,2.1012632167582979e-07
1820,0.0,2.5987595098087013e-07
1821,9.86148829262845e-10,3.7966729404814714e-07
1822,1.0025615893027862e-09,3.4488118672015844e-07
1823,0.0,2.421258304963203e-07
1824,0.0,1.802118161364774e-07
1825,0.0,2.324636962924842e-07
1826,0.0,2.4310036650376787e-07
1827,0.0,1.3549391963962876e-07
1828,9.172301251858528e-10,2.568244443779122e-07
1829,0.0,1.0545006334794493e-07
1830,2.0873671680021744e-09,2.4317827751474397e-07
1831,0.0,3.991348798138006e-07
1832,0.0,3.26072264300592e-07
1833,1.1583628500844156e-09,3.3708360192008513e-07
1834,0.0,2.884370022826488e-07
1835,0.0,1.9512766868956533e-07
1836,6.720750067579218e-10,3.5216730509546323e-07
1837,6.957890930081589e-10,2.3517671809969443e-07
1838,1.2624323808552163e-09,3.080335115868138e-07
1839,0.0,2.3141782889979368e-07
1840,1.2739377330817092e-09,2.484178525108405e-07
1841,0.0,2.581060591921869e-07
1842,6.708265054555795e-10,3.501714314069204e-07
1843,0.0,3.1365697772400836e-07
1844,5.488561272137815e-10,2.288729987753868e-07
1845,1.6740683839167048e-09,2.0814250234479914e-07
1846,1.1709002656346001e-09,2.657943580786082e-07
1847,2.6966118227278457e-09,3.661998881909767e-07
1848,0.0,2.4779283513964856e-07
1849,8.379414939696517e-10,2.1199920130499095e-07
1850,1.3577992064028876e-09,1.778717013678488e-07
1851,6.449438760824933e-10,2.0960676749837148e-07
1852,2.6042181744401205e-09,2.69536594821318e-07
1853,1.1943863675867306e-09,2.203642850417964e-07
1854,1.0391328908454511e-09,2.1302224162411676e-07
1855,1.0613874223963649e-09,3.162934554268304e-07
1856,5.177189232874468e-10,2.718024294523502e-07
1857,1.9526036898476207e-09,3.4853974639759144e-07
1858,4.893676019968041e-10,3.317912362632569e-07
1859,0.0,2.55117891256873e-07
1860,9.154367819341758e-10,2.7829277726709734e-07
1861,1.8863854922557266e-09,5.168696475266188e-07
1862,1.8071945051545413e-09,3.704748756661047e-07
1863,1.4983862484108101e-09,3.141616602420072e-07
1864,4.794727948009836e-10,4.29128142798163e-07
1865,4.706844358715045e-10,3.544253761589289e-07
1866,0.0,5.561395646225264e-07
1867,4.85281148598915e-10,4.581053971719484e-07
1868,9.87974813071446e-10,4.984332981905482e-07
1869,1.953407657850903e-09,2.2806034927214114e-07
1870,0.0,2.5459176100639525e-07
1871,0.0,2.6128096486388586e-07
1872,0.0,2.666876621759684e-07
1873,0.0,1.897563368657984e-07
1874,0.0,2.628828017492424e-07
1875,0.0,2.1856233001216196e-07
1876,0.0,2.3337617705010416e-07
1877,6.184815992682502e-10,1.9296625719533722e-07
1878,0.0,2.421674487607106e-07
1879,6.10932526790009e-10,2.339871558731943e-07
1880,0.0,2.9907163501263767e-07
1881,0.0,1.6245942280335157e-07
1882,0.0,1.916750873576234e-07
1883,0.0,2.597248380808992e-07
1884,0.0,2.297390615524364e-07
1885,6.445635691854079e-10,1.9336906920131014e-07
1886,0.0,2.3813280947138082e-07
1887,0.0,1.9652063087960414e-07
1888,1.268122939990235e-09,2.466499076092532e-07
1889,0.0,2.8193114331998004e-07
1890,0.0,2.2416002387615208e-07
1891,0.0,2.2054801007698188e-07
1892,0.0,2.432182739653399e-07
1893,6.158416554491453e-10,1.804416047690438e-07
1894,2.520615716150587e-09,1.7392248263803367e-07
1895,6.018614495673091e-10,1.570858341182202e-07
1896,1.179405795248556e-09,2.170106672139127e-07
1897,0.0,1.5790394369830096e-07
1898,0.0,1.9464740752539456e-07
1899,0.0,2.631127298258207e-07
1900,0.0,1.713047552698299e-07
1901,5.588738916095792e-10,1.620734346730046e-07
1902,0.0,1.394520654507403e-07
1903,0.0,1.8846768679026127e-07
1904,0.0,1.3329069936673932e-07
1905,1.0321518084666081e-09,1.0269910610816169e-07
1906,0.0,1.3323437553225403e-07
1907,1.028568674676933e-09,1.6919954504146517e-07
1908,4.911389073214423e-10,1.8810620705522751e-07
1909,5.500983557560346e-10,2.0958746960175745e-07
1910,1.068830135508847e-09,1.4696414751824705e-07
1911,1.5961122423746588e-09,1.686558626090573e-07
1912,5.209421227725386e-10,1.9274857976370185e-07
1913,0.0,1.2780204894369263e-07
1914,0.0,2.0960808200243264e-07
1915,1.1780761921542648e-09,2.591767582771354e-07
1916,1.0987462051303964e-09,3.120439089343563e-07
1917,3.2899273305631027e-09,2.774505389879778e-07
1918,1.1486376294556067e-09,3.4803719017872936e-07
1919,0.0,2.3480013489063367e-07
1920,7.572231730534895e-10,2.1353693036019195e-07
1921,0.0,1.5599859004566952e-07
1922,0.0,1.8961294045993782e-07
1923,1.0615948120573648e-09,2.0701098257802641e-07
1924,0.0,2.2947091160574473e-07
1925,0.0,2.0566591985016203e-07
1926,0.0,1.7945283481424212e-07
1927,5.574612549352764e-09,1.6723836981924478e-07
1928,1.1426041224282812e-09,1.8281665248309764e-07
1929,0.0,1.4928144054238146e-07
1930,0.0,1.7225910475815454e-07
1931,1.1405356659111021e-09,1.562533906707131e-07
1932,0.0,1.4466588904582522e-07
1933,5.735331320977366e-09,1.0323595844852207e-07
1934,0.0,1.1382500986201194e-07
1935,1.196828414151696e-09,1.6994964102678978e-07
1936,2.424942913137329e-09,1.5155892985063701e-07
1937,0.0,1.4983430229875694e-07
1938,0.0,2.1262951932499163e-07
1939,1.5294050470515685e-09,1.6211693498746627e-07
1940,0.0,1.0143131579098963e-07
1941,0.0,3.305682980681013e-07
1942,0.0,3.034211850660995e-07
1943,0.0,3.164526312104954e-07
1944,0.0,2.891867509902113e-07
1945,0.0,2.0913638199004936e-07
1946,0.0,2.0742445272503574e-07
1947,0.0,2.8371672655680413e-07
1948,0.0,1.1632919783011175e-07
1949,9.817008317369869e-10,1.433283172147526e-07
1950,0.0,2.2866027293844127e-07
1951,0.0,1.4712734230926117e-07
1952,1.0544803918932644e-09,1.8347958885556181e-07
1953,2.1547654771580937e-09,1.7884552860891745e-07
1954,0.0,1.534288127658101e-07
1955,9.385607846468247e-10,1.3515275654185643e-07
1956,0.0,1.2384020742217672e-07
1957,8.835037701437898e-10,1.4754512989156865e-07
