year,tes_DET iles_NOUN,tes_DET fils_NOUN
1958,0.0,1.952249513159643e-07
1959,0.0,1.8524287614951618e-07
1960,0.0,1.7094458115707312e-07
1961,0.0,1.7995732726205915e-07
1962,6.341956404476434e-10,1.9596645550734593e-07
1963,6.466053248388448e-10,1.804028855190154e-07
1964,0.0,1.7521828521438465e-07
1965,0.0,1.7838860699725956e-07
1966,5.539074754423723e-10,1.5786362839165236e-07
1967,4.930335584241163e-10,2.065810615903274e-07
1968,8.982831700699023e-10,1.693263840252257e-07
1969,4.5417578031781147e-10,1.6350328735370567e-07
1970,0.0,1.411808598916764e-07
1971,0.0,1.9114837979117283e-07
1972,0.0,1.851982966982746e-07
1973,1.102640756478479e-09,1.3948405630515026e-07
1974,5.625571675160757e-10,1.6820459070032712e-07
1975,0.0,1.7705588817307216e-07
1976,0.0,2.1311454911909777e-07
1977,0.0,1.516209708896099e-07
1978,0.0,2.3821770689380628e-07
1979,5.851973350345929e-10,2.1359703428203147e-07
1980,5.685150683554241e-10,1.5747867188053988e-07
1981,6.325549528618524e-10,1.4801785797047273e-07
1982,6.207502289967692e-10,1.7008556607578385e-07
1983,0.0,1.7493426085479769e-07
1984,1.1598016991243298e-09,1.559933275885328e-07
1985,6.015558051686298e-10,1.8227141396209845e-07
1986,0.0,2.1340368139277643e-07
1987,6.110816852533674e-10,2.1326751298289537e-07
1988,0.0,1.5710970835414173e-07
1989,5.488122178931576e-10,2.0360932850849167e-07
1990,5.44865097484859e-10,1.5201736314196523e-07
1991,0.0,1.506396571926416e-07
1992,0.0,1.6254334589405062e-07
1993,1.1078414852150331e-09,1.7226934900804736e-07
1994,5.274926606624319e-10,1.925348254161463e-07
1995,1.626735190995987e-09,1.6972271499327007e-07
1996,0.0,1.4946657511671901e-07
1997,0.0,2.3063441823012454e-07
1998,0.0,1.6926858670274214e-07
1999,4.570201161957499e-10,1.7503870175517022e-07
2000,0.0,2.4873517290302516e-07
2001,4.3812117822561447e-10,2.6243457540431336e-07
2002,4.38122149670761e-10,2.8828436526850965e-07
2003,0.0,1.612599174194429e-07
2004,4.404791253964646e-10,2.321324981124917e-07
2005,0.0,2.008672339570694e-07
2006,0.0,1.5812697018446897e-07
2007,0.0,2.4086711647441916e-07
2008,0.0,2.1329773325362567e-07
2009,0.0,2.040786366563907e-07
2010,0.0,2.659495450529903e-07
2011,0.0,3.2503763058855384e-07
2012,0.0,3.7174439171394624e-07
2013,0.0,3.692801442412019e-07
2014,0.0,3.449554224488338e-07
2015,0.0,3.717196968011649e-07
2016,0.0,4.600446281699533e-07
2017,0.0,1.2837164362622389e-06
2018,0.0,3.123574607855062e-07
2019,0.0,3.7933188501426685e-07
