year,les_DET autos_NOUN,les_DET photos_NOUN
1800,5.659496160603794e-08,0.0
1801,1.1905913144261149e-08,0.0
1802,2.2378401354217203e-09,0.0
1803,1.1702035562777269e-08,0.0
1804,0.0,0.0
1805,5.685755422035754e-09,0.0
1806,2.881669125542885e-09,0.0
1807,5.693910232196231e-09,0.0
1808,4.305540546312159e-08,0.0
1809,2.25903047379461e-08,0.0
1810,2.106114038724627e-08,0.0
1811,5.0141535368197765e-09,0.0
1812,3.467370746079723e-08,2.6672082320544632e-09
1813,2.818226718659389e-07,0.0
1814,0.0,0.0
1815,1.3486118000116676e-08,0.0
1816,9.270415546325239e-09,0.0
1817,2.0239354192597148e-08,0.0
1818,2.1458119281447807e-08,0.0
1819,7.349245834120666e-08,0.0
1820,1.3053129244156025e-08,0.0
1821,7.88919063410276e-09,2.9584463767662328e-09
1822,5.714601059025881e-08,0.0
1823,2.4706717560718516e-08,0.0
1824,9.263223965660927e-09,0.0
1825,1.937197469104035e-08,0.0
1826,3.4351139488464355e-08,0.0
1827,2.0278000445461686e-08,0.0
1828,2.293075357373553e-08,0.0
1829,5.401100988677854e-08,8.57317605795771e-10
1830,2.40047222099804e-08,0.0
1831,2.02685670469549e-08,0.0
1832,2.5706941575442954e-08,1.3529969367098715e-09
1833,4.285942678539101e-08,0.0
1834,3.827157613045529e-08,0.0
1835,4.689114518896531e-08,0.0
1836,1.276942496186706e-08,0.0
1837,4.940102549255698e-08,0.0
1838,1.641162095111781e-08,0.0
1839,1.5381245610512906e-08,0.0
1840,2.1656941795455964e-08,0.0
1841,1.9903700465562224e-08,1.926164561183441e-09
1842,3.7566283417334034e-08,0.0
1843,1.6244005429655317e-07,0.0
1844,3.0735942291304497e-08,1.097712254427563e-09
1845,5.8034370642445765e-08,5.580227946389016e-10
1846,1.7563503540429792e-08,0.0
1847,3.937053350000497e-08,0.0
1848,2.8962798159781755e-08,0.0
1849,1.92726548053912e-08,2.513824481908955e-09
1850,2.987158342904195e-08,0.0
1851,1.7413485098316528e-08,0.0
1852,4.948014709071913e-08,0.0
1853,1.6124215740376258e-08,0.0
1854,6.858277235011201e-08,1.558699391779328e-09
1855,2.812676669350367e-08,0.0
1856,2.0708756209852908e-08,2.588594560926083e-09
1857,4.246913049010814e-08,1.4644527812635033e-09
1858,2.153217404377017e-08,4.893676019968041e-10
1859,3.97189512391094e-08,0.0
1860,3.020941438669489e-08,0.0
1861,1.8863854756023812e-08,0.0
1862,2.1686334505943705e-08,0.0
1863,5.5939753496048183e-08,4.994620828036034e-10
1864,3.3083623174334775e-08,4.794727948009836e-10
1865,1.03550575891731e-08,4.706844358715045e-10
1866,9.244664811447478e-09,0.0
1867,2.0867089389753346e-08,0.0
1868,3.1615193130107855e-08,1.4819622196071691e-09
1869,7.667125245802708e-08,0.0
1870,1.0894692525909022e-07,0.0
1871,4.248470730772169e-08,0.0
1872,3.6284036109002216e-08,6.047339295989218e-10
1873,2.5141218884527916e-08,0.0
1874,4.002988018836362e-08,5.974609140757536e-10
1875,5.1493743713493245e-09,0.0
1876,3.264848014161714e-08,5.441413541973361e-09
1877,9.895705699314306e-09,4.9478527941460015e-09
1878,4.1065803646489485e-08,0.0
1879,2.2604503158163425e-08,3.0546627449723474e-09
1880,2.6954953824542827e-08,1.2835692508872398e-09
1881,2.440377683265993e-08,0.0
1882,7.986462158271479e-09,0.0
1883,1.0742876033198456e-08,7.58320695126713e-09
1884,3.1688145440966764e-08,0.0
1885,2.707166985027598e-08,6.445635691854079e-10
1886,2.968593326713176e-08,1.2906927748801422e-09
1887,2.21983433301709e-08,0.0
1888,1.4583414031932307e-08,3.1703073499755874e-09
1889,9.39770516961147e-09,6.265136742733546e-10
1890,7.865263995654459e-09,0.0
1891,6.374220040683554e-09,6.374220040683554e-10
1892,2.0059239824732344e-08,6.268512375839919e-10
1893,1.2932674930965504e-08,5.542574899042307e-09
1894,1.8904617427040193e-08,6.301539290376468e-10
1895,2.888934869105242e-08,0.0
1896,5.307326078618502e-09,1.4742572718162705e-08
1897,3.0298909825532405e-08,1.7480140668268973e-09
1898,5.488604359893401e-08,2.26334195829736e-09
1899,1.9899282222013426e-08,1.6582735185011188e-09
1900,3.789468849824118e-08,6.229263549428765e-09
1901,4.023892041793431e-08,2.2354955442338564e-08
1902,2.5042448226209046e-08,3.928227076954727e-09
1903,7.776317212382367e-08,2.1600881083827517e-09
1904,6.610788805261336e-08,6.987012746151322e-09
1905,8.412037288962892e-08,1.4450125318532514e-08
1906,9.156648239638798e-08,4.938417141886475e-08
1907,1.9645661497591504e-07,3.39427668194503e-08
1908,2.4016692945494356e-07,2.5539224068893418e-08
1909,1.8098235637920013e-07,3.300590067922826e-08
1910,1.533771181172483e-07,2.93928290595602e-08
1911,2.2717997083532282e-07,2.979409563508284e-08
1912,2.401543219843205e-07,6.407588060142189e-08
1913,3.3727013587503407e-07,6.734796897944761e-08
1914,4.520301906119073e-07,5.6922321078900495e-08
1915,7.669275772226314e-07,6.12599633242894e-08
1916,1.0745737881734385e-06,8.350471247808855e-08
1917,1.0845793859681763e-06,1.8423592607064165e-07
1918,9.361396422491453e-07,1.9756567581907802e-07
1919,7.421525913819949e-07,1.3351380445669747e-07
1920,5.89119635296953e-07,1.1736959493191534e-07
1921,5.194904701966152e-07,1.416103749818376e-07
1922,6.654897818370031e-07,1.5862561397739228e-07
1923,6.518191901783155e-07,1.443768891107311e-07
1924,5.208216146135314e-07,2.5783249668620556e-07
1925,7.533752151012152e-07,1.8366957732496303e-07
1926,6.821436686621496e-07,1.6050439199943867e-07
1927,7.391935893386048e-07,2.20754657220823e-07
1928,8.101063320165025e-07,2.730823851493369e-07
1929,8.344164184048708e-07,2.896505577609787e-07
1930,9.022595648389142e-07,2.9830233216898705e-07
1931,9.443635500261394e-07,3.375985571096862e-07
1932,8.077178486054493e-07,4.800276940386539e-07
1933,7.501813119592526e-07,3.29207992422198e-07
1934,8.003695697311741e-07,4.624889982096647e-07
1935,7.456241011283282e-07,5.026679446018534e-07
1936,8.244805722590343e-07,3.8314097849934114e-07
1937,7.844266328715932e-07,5.061629479996554e-07
1938,7.104937592705696e-07,5.432424785567491e-07
1939,6.591735512984087e-07,5.811739214323097e-07
1940,5.249070653690069e-07,5.933732012408655e-07
1941,7.614876786909974e-07,4.6928889929631623e-07
1942,7.49450322246048e-07,5.522265382751357e-07
1943,7.925832083977014e-07,6.00969698894005e-07
1944,6.876218563434122e-07,5.84799870750885e-07
1945,9.650772936353746e-07,7.40691376677205e-07
1946,7.656607019512762e-07,8.241293727451193e-07
1947,7.259810579363091e-07,7.963141825939601e-07
1948,6.534004424185724e-07,8.414841374815296e-07
1949,4.996857380090702e-07,8.118665846268414e-07
1950,5.689918509688141e-07,8.869891559015741e-07
1951,5.597236152343754e-07,1.0053701657852798e-06
1952,5.093140339473834e-07,1.2980653139038623e-06
1953,5.871735827556179e-07,1.2357580629895892e-06
1954,5.482392797517832e-07,1.5411289666644734e-06
1955,4.955600987344155e-07,1.3045994933236216e-06
1956,5.503040327869968e-07,1.3823008941926673e-06
1957,6.060836064691877e-07,1.3844504280768888e-06
1958,4.2519330945012257e-07,1.4004907882281259e-06
1959,6.665642926506621e-07,1.4408639970042714e-06
1960,4.720008286440702e-07,1.3364129358706123e-06
1961,4.815074273190056e-07,1.5077505963745352e-06
1962,4.5281570076882716e-07,1.6406641236699215e-06
1963,5.18577484287519e-07,1.5350410080827714e-06
1964,4.934098349895777e-07,1.4558935674813256e-06
1965,4.399522803844036e-07,1.3981070878799073e-06
1966,3.9715166988418815e-07,2.060535791770235e-06
1967,4.412650449481248e-07,1.4721981926868466e-06
1968,4.046765700316257e-07,1.3478739333550038e-06
1969,3.488069930390747e-07,1.3834194305673009e-06
1970,3.3432731449956066e-07,1.296380617077375e-06
1971,2.980270543684327e-07,1.4593049399991287e-06
1972,2.9498346010292664e-07,1.6165092802111758e-06
1973,3.8427029142029667e-07,1.7642252316818485e-06
1974,4.162922957462456e-07,1.8097463794219948e-06
1975,3.278389701932838e-07,1.6900269770303566e-06
1976,3.736646507768171e-07,1.7946188108908245e-06
1977,3.4555478656272953e-07,2.023375941462291e-06
1978,2.9762363318308616e-07,1.9687119845457346e-06
1979,2.551460328570343e-07,2.0277087457998277e-06
