year,jeunes_ADJ acteurs_NOUN,jeunes_ADJ facteurs_NOUN
1800,5.0306631749208464e-08,0.0
1801,6.429193177837078e-08,1.6668277424969347e-08
1802,7.832440473976021e-08,0.0
1803,2.5354410126965377e-08,1.3652374342143503e-08
1804,1.408955085935304e-07,0.0
1805,1.7057265822018053e-08,0.0
1806,3.7461699520235925e-08,0.0
1807,5.124519120158766e-08,0.0
1808,3.6257183921861724e-08,0.0
1809,2.25903047379461e-08,0.0
1810,1.3806747745093162e-07,1.8721014072298203e-08
1811,7.521229861140455e-09,0.0
1812,4.5342538612658245e-08,0.0
1813,2.300593315851529e-08,0.0
1814,2.8320094713762956e-08,0.0
1815,2.697223555614414e-09,0.0
1816,1.622322720606917e-08,0.0
1817,2.80237220096069e-08,0.0
1818,3.5763532135746345e-09,1.1921177378582115e-09
1819,1.3456364911235141e-08,0.0
1820,5.102586797534059e-08,7.119888678630559e-09
1821,4.437669787193954e-08,5.9168927535324656e-09
1822,7.819980396561732e-08,4.010246357211145e-09
1823,4.743689885344793e-08,8.894418535021487e-09
1824,2.863178316658832e-08,0.0
1825,6.516027895031584e-08,6.163809906922779e-09
1826,3.2589543508265706e-08,8.807984341885344e-10
1827,2.3964910056406552e-08,0.0
1828,3.66892045633449e-08,0.0
1829,1.628903412154159e-08,0.0
1830,4.4878394334091354e-08,0.0
1831,4.989185953263586e-08,0.0
1832,4.464889968858188e-08,2.705993873419743e-09
1833,1.853380560135065e-08,0.0
1834,4.2005389389032644e-08,0.0
1835,3.479020449503878e-08,0.0
1836,4.435695188931277e-08,0.0
1837,2.1569462660409044e-08,4.174734336004349e-09
1838,2.651107955387033e-08,3.1560809521380406e-09
1839,9.088918062616358e-09,6.9914751765765e-10
1840,1.7198159341091923e-08,2.5478754661634184e-09
1841,1.7977535904378783e-08,0.0
1842,2.0795621225033756e-08,0.0
1843,2.008349753168659e-08,5.906911071384968e-10
1844,3.512679214168202e-08,0.0
1845,2.7901139176833567e-08,0.0
1846,3.219975752699611e-08,1.1709002656346001e-09
1847,2.1033571329098777e-08,0.0
1848,1.850401076808339e-08,0.0
1849,1.508294644736452e-08,0.0
1850,3.4623880651452055e-08,0.0
1851,9.029214709244116e-09,0.0
1852,2.408901877970493e-08,0.0
1853,2.5679307569248522e-08,0.0
1854,3.792835201466005e-08,0.0
1855,3.3964397516683675e-08,0.0
1856,4.970101485923806e-08,0.0
1857,3.905207179855097e-08,0.0
1858,6.557525722428181e-08,0.0
1859,4.073738679721828e-08,0.0
1860,1.4646988510946812e-08,9.154367819341758e-10
1861,2.8295781717702084e-08,0.0
1862,2.6204320491274302e-08,0.0
1863,3.646073309937492e-08,0.0
1864,4.315254997777629e-08,4.794727948009836e-10
1865,2.3063536858103362e-08,0.0
1866,2.432806489593986e-08,0.0
1867,2.426405742994575e-08,0.0
1868,3.754304245262574e-08,0.0
1869,3.662639258550371e-08,0.0
1870,2.1789386295267832e-08,1.7202146374017957e-09
1871,4.354682658913589e-08,0.0
1872,1.2094679036067646e-08,3.0236697590169115e-09
1873,1.97538145840781e-08,0.0
1874,2.6288279997288555e-08,0.0
1875,2.5174719198162165e-08,2.8607636259891933e-09
1876,3.023007266733657e-08,0.0
1877,1.4843558382438005e-08,5.566334504436554e-09
1878,2.959153455606156e-08,0.0
1879,3.604501941367744e-08,1.221865053580018e-09
1880,4.813384535395926e-08,2.5671385017744797e-09
1881,2.5101027034679646e-08,0.0
1882,3.4608003574021495e-08,1.3310770263785798e-09
1883,3.791603475633565e-08,5.687405213450347e-09
1884,2.5086448474098688e-08,1.9805090900604227e-09
1885,4.834226885463977e-08,1.933690763067375e-09
1886,4.38835527916126e-08,1.936039106809062e-09
1887,3.395040693021656e-08,6.528924623161458e-10
1888,4.9456794215529953e-08,5.072491537916335e-09
1889,3.00726554769426e-08,1.2530273485467092e-09
1890,3.5393686204088226e-08,6.554386478008212e-10
1891,3.952016314201501e-08,1.9122659011827636e-09
1892,4.952124754709075e-08,2.5074049503359674e-09
1893,4.741980674793922e-08,4.926733299104313e-09
1894,4.4740929183717526e-08,6.301539290376468e-10
1895,2.6481902892783182e-08,1.5648398132839247e-08
1896,5.366296207398591e-08,2.358811590497112e-09
1897,2.4472196713531957e-08,0.0
1898,3.677930848766664e-08,2.26334195829736e-09
1899,3.924580482816964e-08,2.7637891975018647e-09
1900,5.294874227956825e-08,4.1528426253378825e-09
1901,2.9620316865930363e-08,1.3412973176585297e-08
1902,3.6827128013783295e-08,2.1114221038232017e-08
1903,3.67214987306852e-08,1.4040573148577096e-08
1904,3.3860139581065596e-08,1.1286712897629059e-08
1905,4.076999715607599e-08,1.238582185703052e-07
1906,2.572092228092515e-08,7.767718823714631e-08
1907,4.371417006154843e-08,6.58283951793237e-08
1908,3.487086175368859e-08,3.4379725066813194e-08
1909,4.1257376182102234e-08,5.225934263108911e-08
1910,4.4890864359103944e-08,2.5117507629346392e-08
1911,3.511446777793026e-08,4.628725447375359e-08
1912,3.5945006970905524e-08,6.251305428861542e-08
1913,2.8105844762649212e-08,7.742364660501266e-08
1914,1.9420557606508737e-08,5.0895250958138405e-08
1915,8.246533234057551e-09,3.65203616237153e-08
1916,3.955486249651585e-08,0.0
1917,1.4256351654751143e-08,1.096642476827725e-08
1918,2.756730310693456e-08,2.067547733020092e-08
1919,1.9336480860943084e-08,4.051453350584211e-08
1920,2.3473917920568965e-08,2.6502811945050553e-08
1921,3.256281289054641e-08,3.483463828501954e-08
1922,7.082817887749115e-08,5.902348387820666e-09
1923,4.458698299458774e-08,1.6985516992917837e-08
1924,4.512068585427187e-08,2.4494086536819282e-08
1925,6.708888378170741e-08,1.9796719818998554e-08
1926,5.3501466368288675e-08,7.802297141701331e-09
1927,6.243566019747959e-08,2.2298449753321847e-08
1928,3.5420729460611255e-08,3.427812322875923e-08
1929,2.785101571589621e-08,7.241263766388784e-08
1930,4.411513643276521e-08,7.247486388806124e-08
1931,5.018356930008849e-08,1.9389105432310316e-08
1932,2.7398842306070037e-08,4.7126006652575825e-08
1933,4.588265056781893e-08,1.7205993296798283e-08
1934,5.990790441501304e-08,2.6359476379411717e-08
1935,3.590485420090772e-08,1.555876938397205e-08
1936,6.426098764222843e-08,4.7286388582534755e-08
1937,6.295559273894469e-08,1.2591118148108649e-08
1938,6.871563584809337e-08,2.074434313215079e-08
1939,5.8117393564316444e-08,1.6823455517567254e-08
1940,3.296517903095264e-08,5.578722372945322e-08
1941,4.427253941230447e-08,2.6563522936839945e-08
1942,5.158160121254696e-08,9.102635312174812e-09
1943,7.258088174921795e-08,8.709705845433291e-09
1944,1.0282195717081777e-07,0.0
1945,7.62476446425353e-08,8.714016175304096e-09
1946,8.07424029858339e-08,0.0
1947,9.298279479708071e-08,1.1920870957027319e-09
1948,7.392883816237372e-08,2.174377566888097e-09
1949,7.755436826073492e-08,3.9268033269479474e-09
1950,8.614642865722999e-08,0.0
1951,6.076999170545605e-08,7.462981344019681e-09
1952,6.85412260281737e-08,1.0544803918932644e-09
1953,1.0019659413273985e-07,1.0773827385790469e-09
1954,1.280202184261725e-07,3.9090144454689835e-09
1955,1.023031259705931e-07,9.385607846468247e-10
1956,1.0029312846882021e-07,1.744228317335228e-09
1957,1.0160293584249303e-07,4.417518795207798e-09
1958,9.678525003664618e-08,0.0
1959,7.440718263751478e-08,4.650448914844674e-09
1960,9.343124673932834e-08,4.152500121534786e-09
1961,8.824162023302051e-08,1.3896318540318475e-09
1962,7.9908652139693e-08,0.0
1963,8.535189977010305e-08,3.2330267352165265e-09
1964,8.274196972024583e-08,6.083968440151466e-09
1965,7.496699083731073e-08,1.0944086747954884e-09
1966,5.2621210500092275e-08,7.754704434148607e-09
1967,7.050380190776195e-08,5.423369309198733e-09
1968,1.0914140347040302e-07,2.6948494546985557e-09
1969,7.312230110301243e-08,4.5417578031781147e-10
1970,7.72585835306927e-08,3.6789800095249348e-09
1971,7.913131838677145e-08,0.0
1972,8.464742506930634e-08,2.565073486948677e-09
1973,6.560712506598065e-08,3.859242703185828e-09
1974,5.2880373857533414e-08,0.0
1975,6.453972645203976e-08,1.7134440533084216e-09
1976,7.484720043748894e-08,1.7140580066410394e-09
1977,6.111853423362845e-08,2.938390863960194e-09
1978,8.138610496644105e-08,3.5643548113029055e-09
1979,8.48536103603692e-08,2.3407893401383717e-09
1980,7.276992874949428e-08,5.685150683554241e-10
1981,8.412980889715982e-08,1.2651099057237047e-09
1982,9.683703439122837e-08,1.8622506869903077e-09
1983,8.525676520321213e-08,2.5261264191556165e-09
1984,1.0612185263880747e-07,5.799008495621649e-10
1985,1.1610026717789879e-07,0.0
1986,1.228869450642378e-07,1.1988970927134801e-09
1987,1.1549443712510765e-07,6.110816852533674e-10
1988,1.4031935791081196e-07,5.996553809062277e-10
1989,1.1415293954541994e-07,3.841685636274406e-09
1990,1.1278707745532301e-07,4.358920779878872e-09
1991,1.2133233440181357e-07,9.96449056600568e-09
1992,9.477103901645023e-08,0.0
1993,1.7005366714784032e-07,4.4313659408601325e-09
1994,1.4189552643983916e-07,4.747434001473039e-09
1995,1.5074412829108041e-07,8.133675954979935e-09
1996,9.501803788225516e-08,1.067618438099771e-09
1997,1.9371373127796687e-07,2.3974471297094624e-09
1998,1.44474313401588e-07,4.291316191284977e-09
1999,1.1242694597513037e-07,2.7421207526856506e-09
2000,1.7981388111820706e-07,6.627047355323157e-09
2001,1.4195126141203218e-07,1.3143635069212678e-09
2002,1.1566424973352696e-07,8.76244299341522e-10
2003,1.200073853624417e-07,1.2500769308587678e-09
2004,1.3082230054806132e-07,1.3214374039449694e-09
2005,1.328606060724269e-07,9.007499190971657e-10
2006,1.6224485932525567e-07,1.2353669198716943e-09
2007,1.2942113869485183e-07,3.1955835755326234e-09
2008,1.2644595415167714e-07,5.108927503272298e-09
2009,1.4209213361482398e-07,5.245011536203492e-09
2010,1.0817485929237591e-07,2.3618964561933353e-09
2011,1.1816073453019271e-07,3.82397197240536e-10
2012,9.838290537800276e-08,0.0
2013,1.1407521327555514e-07,4.741512515948898e-09
2014,8.943288776208647e-08,6.496335691608124e-10
2015,9.708600146041135e-08,1.329945265027277e-09
2016,8.927475647624306e-08,4.1426800878596737e-10
2017,9.458698713160629e-08,7.54683426862357e-10
2018,8.570469134383529e-08,7.744400121190154e-10
2019,7.780512589761202e-08,5.1019755087367e-10
