year,petits_ADJ oeufs_NOUN,petits_ADJ feux_NOUN
2000,3.97622823555821e-09,3.755326716259333e-08
2001,1.7524847129024579e-09,3.855466346180947e-08
2002,3.066854992184176e-09,5.1260291733523644e-08
2003,1.6667691671301554e-09,5.208653741650693e-08
2004,5.726228824443069e-09,4.580982992941074e-08
2005,2.702249757291497e-09,6.035024613382234e-08
2006,1.6471559671771274e-09,6.465087265539182e-08
2007,1.997239706952314e-09,3.714866070314571e-08
2008,2.1287198670449925e-09,6.13071345634264e-08
2009,1.430457752249481e-09,6.341695768519173e-08
2010,9.447586046817946e-10,9.919965260341002e-08
2011,1.1471915639660324e-09,7.877382032783764e-08
2012,2.0425516833455504e-09,9.191482064352385e-08
2013,8.367375126105969e-10,9.957176416719449e-08
2014,1.5158115873603606e-09,9.831121113024199e-08
2015,1.10828768384863e-09,1.0927716759256967e-07
2016,1.2428040818690533e-09,9.569590675440054e-08
2017,7.54683426862357e-10,8.678859053645738e-08
2018,3.3559066636712487e-09,1.0867974842287964e-07
2019,2.2958890344426663e-09,8.622338643071714e-08
