year,petits_ADJ oeufs_NOUN,petits_ADJ feux_NOUN
1800,4.7162465932615305e-08,1.131899241002543e-07
1801,5.2386017301842e-08,4.286128785224719e-08
1802,2.9091921760482364e-08,3.1329761895904085e-08
1803,4.095712213825209e-08,3.90067853572873e-08
1804,2.7190360185613827e-08,4.69651695311768e-08
1805,1.421438877713399e-08,5.685755422035754e-09
1806,2.881669125542885e-08,5.76333825108577e-09
1807,3.4163463169534225e-08,3.4163463169534225e-08
1808,4.5321479902327155e-09,1.1330369531492579e-08
1809,2.259030518203531e-09,2.25903047379461e-08
1810,1.6380887757350138e-08,1.1700633351097167e-08
1811,1.0028307073639553e-08,1.2535384286138651e-08
1812,2.6672082320544632e-09,4.800974906515876e-08
1813,0.0,1.1502966579257645e-08
1814,0.0,3.1466772298927026e-08
1815,1.0788894222457657e-08,8.091670622434322e-08
1816,2.3176038865813098e-09,2.0858434979231788e-08
1817,6.227493631882908e-09,1.5257359109455138e-07
1818,2.1458118837358597e-08,2.384235386898581e-08
1819,1.449147024601416e-08,2.794783426907088e-08
1820,4.746592452420373e-09,2.7292905713238724e-08
1821,2.9584463767662328e-09,1.972297702934611e-08
1822,7.017931125119503e-09,4.3110148340019805e-08
1823,9.882686891060644e-10,3.261286707356703e-08
1824,6.736890156844311e-09,3.9579230559638745e-08
1825,3.522177216552791e-09,2.0252519661312363e-08
1826,1.4973572604048968e-08,2.2019960965735663e-08
1827,1.8434546111834038e-09,2.765181922326221e-08
1828,4.586150570418113e-09,3.026859407562199e-08
1829,5.143905745796928e-09,2.8291481157793896e-08
1830,4.174734336004349e-09,5.844628248041772e-08
1831,1.5591206103948707e-09,3.897801548191637e-08
1832,4.058990921151917e-09,2.1647950987357945e-08
1833,5.791814139399776e-09,1.459537202208594e-07
1834,2.8003592777992026e-09,3.360431222176885e-08
1835,7.563087933704082e-10,7.260564416355919e-08
1836,1.3441500135158435e-09,4.032450107160912e-08
1837,7.653680356156656e-09,4.5226290268374214e-08
1838,6.312161904276081e-10,1.7042837363590024e-08
1839,4.194885327990505e-09,2.3771015378315496e-08
1840,0.0,2.6115722917552375e-08
1841,1.926164561183441e-09,3.338685417020315e-08
1842,5.366612043644636e-09,3.018719141323345e-08
1843,5.31621990873532e-09,2.8943864305297495e-08
1844,2.7442805805577564e-09,2.7991662321369404e-08
1845,2.7901139176833567e-09,2.2320911341466854e-08
1846,5.854501328173001e-10,1.6978054517835517e-08
1847,2.6966118227278457e-09,2.8044762956369595e-08
1848,0.0,2.252662056889676e-08
1849,1.6758829879393033e-09,1.8434713311421547e-08
1850,2.7155984128057753e-09,2.987158254086353e-08
1851,3.2247193804124663e-09,2.5152811389261842e-08
1852,5.208436348880241e-09,2.929745512858517e-08
1853,4.180352064508952e-09,1.791579506971175e-08
1854,1.558699391779328e-09,2.7017454939937124e-08
1855,0.0,4.563965916304369e-08
1856,1.5531567143511893e-09,2.0708757375587084e-08
1857,0.0,3.417056504417815e-08
1858,9.787352039936081e-10,2.6915218498402282e-08
1859,2.036869339860914e-09,3.258990943777462e-08
1860,4.577183909670879e-10,3.61597543019343e-08
1861,1.4147891747029462e-09,4.102888340185018e-08
1862,0.0,3.388489711042553e-08
1863,9.989241656072068e-10,2.0477944673302773e-08
1864,4.794727948009836e-10,3.452204211384924e-08
1865,4.706844358715045e-10,3.9066808454890634e-08
1866,3.8924903300596725e-09,3.989802621617855e-08
1867,3.396968040192405e-09,4.2219461704462447e-08
1868,4.93987406535723e-10,2.173544577654951e-08
1869,0.0,3.271957937922565e-08
1870,1.7202146374017957e-09,3.1537268796455464e-08
1871,0.0,2.2304472935275044e-08
1872,3.0236697590169115e-09,2.7817760539505798e-08
1873,1.7958012854535355e-09,3.23244258026989e-08
1874,1.1949218281515073e-09,2.1508592240593316e-08
1875,4.005069165202713e-09,2.6319025181464895e-08
1876,0.0,1.9951848839738773e-08
1877,1.8554447978047506e-09,3.525345027011184e-08
1878,0.0,3.623453181944569e-08
1879,6.10932526790009e-10,3.4823152361695975e-08
1880,1.9253538763308597e-09,3.208923016195797e-08
1881,6.972507571312292e-10,2.3009274985330563e-08
1882,1.9966155395678697e-09,3.261138559196297e-08
1883,6.319338941018771e-10,1.4534479397809719e-08
1884,6.601696966868076e-10,3.1688145440966764e-08
1885,0.0,1.933690718658454e-08
1886,6.453463874400711e-10,2.3232470169887165e-08
1887,2.6115698492645834e-09,3.982643903555072e-08
1888,6.340614699951175e-10,3.550744054336974e-08
1889,6.265136742733546e-10,2.9446143023914573e-08
1890,6.554386478008212e-10,3.211649257650606e-08
1891,0.0,3.250852387282066e-08
1892,1.2537024751679837e-09,4.011847920537548e-08
1893,6.158416554491453e-10,3.387129154930335e-08
1894,1.2603078580752936e-09,4.852185142567578e-08
1895,6.018614495673091e-10,3.671354775747204e-08
1896,0.0,3.4202766840962795e-08
1897,1.7480140668268973e-09,2.563753909168298e-08
1898,3.960848538042683e-09,3.847681284696591e-08
1899,3.3165470370022376e-09,3.537650172802387e-08
1900,1.5573159428683425e-09,4.152842336679896e-08
1901,3.353243460679778e-09,4.470991044058792e-08
1902,2.9461704187383475e-09,3.83002145554201e-08
1903,1.0800440541913758e-09,2.2680924471885078e-08
1904,3.7622376325430196e-09,4.783416418518982e-08
1905,3.6125313851442797e-09,2.890025074808733e-08
1906,1.0288369045596824e-09,2.4177667312663687e-08
1907,3.599990305858114e-09,4.525702124169584e-08
1908,1.4734167219643268e-09,4.0764529529724314e-08
1909,3.300590023513905e-09,3.740668819141035e-08
1910,1.6032452032632705e-09,3.4202564336283103e-08
1911,1.0640748282497725e-09,2.447372160485628e-08
1912,3.646594803896619e-09,2.4484279492753558e-08
1913,5.833288518886093e-09,5.037840367094759e-08
1914,6.027069510139427e-09,2.9465672568562695e-08
1915,2.3561523843085297e-09,2.238344798399794e-08
1916,6.592477230782379e-09,6.70235194011326e-08
1917,6.57985488317081e-09,4.1672411299487067e-08
1918,5.743188147278033e-09,3.216185273657857e-08
1919,8.287063479883727e-09,3.775218004875569e-08
1920,5.300562211374427e-09,4.921950491620919e-08
1921,7.572747429129834e-10,3.710646367949266e-08
1922,2.2133805899215986e-09,4.574319945049865e-08
1923,1.0615948120573648e-09,4.564857558619906e-08
1924,2.578324886925998e-09,5.414482373566898e-08
1925,1.0998177923937646e-09,4.2892892793133797e-08
1926,2.229227691330493e-09,4.458455293843144e-08
1927,8.919379901328739e-09,4.9056588125040435e-08
1928,2.2852082448565625e-09,3.427812345080383e-08
1929,5.570202965543558e-09,6.015819509208598e-08
1930,1.0503603542488804e-09,2.7309368988426286e-08
1931,7.983749661377715e-09,4.904303363417739e-08
1932,3.287861094491973e-09,2.739884241709234e-08
1933,1.0323596200123575e-08,4.7029714789204036e-08
1934,3.5944740517379614e-09,4.7926322466196325e-08
1935,1.196828414151696e-09,3.949533677882755e-08
1936,3.6374143697059935e-09,4.243650053581405e-08
1937,1.2591118148108649e-09,3.651424407280501e-08
1938,0.0,5.315737894306949e-08
1939,0.0,6.423501019980904e-08
1940,0.0,4.564409095131339e-08
1941,1.4757512545315876e-08,3.5418032950929046e-08
1942,3.3376331032286544e-08,5.76500234217292e-08
1943,0.0,3.4838823381733164e-08
1944,3.2131861615880553e-09,4.177142187700156e-08
1945,2.178504043826024e-09,7.189063211399116e-08
1946,2.7842208538686464e-09,4.5939644088832665e-08
1947,0.0,3.9338875268413176e-08
1948,2.5005341797168512e-08,5.435943961629164e-08
1949,3.9268033269479474e-09,3.435952833363842e-08
1950,3.190608444114673e-09,6.062155932795577e-08
1951,5.330700769690111e-09,3.944718685033877e-08
1952,6.326882129314981e-09,4.3233696400690746e-08
1953,3.232148326759443e-09,4.417269394707546e-08
1954,2.9317608341017376e-09,5.081718623678455e-08
1955,8.447047505910632e-09,4.3173795205575516e-08
1956,3.488456634670456e-09,4.971050771018781e-08
1957,4.417518795207798e-09,3.6223653410161205e-08
1958,7.445019267748876e-09,4.549733745307094e-08
1959,7.750747599288843e-09,3.1778064624177205e-08
1960,6.2287499602575735e-09,5.951916848268013e-08
1961,5.55852741612739e-09,5.628008992175637e-08
1962,6.976152100435229e-09,8.561641423598942e-08
1963,7.759263453976928e-09,4.008953169432061e-08
1964,9.734349326606662e-09,4.9280142633278956e-08
1965,1.6416130677043839e-09,2.6265809083270142e-08
1966,2.215629901769489e-09,4.375869044892511e-08
1967,2.465167847631733e-09,6.902469568137448e-08
1968,4.042274071025531e-09,3.997360076279932e-08
1969,2.7250546263957176e-09,5.2230213876125475e-08
1970,8.277704743875347e-09,3.8629289655922605e-08
1971,5.138397263237948e-09,3.545494220436041e-08
1972,1.4364410994005539e-08,3.7963086174652716e-08
1973,7.1671650836435674e-09,3.30792239155997e-08
1974,2.812785782069227e-09,3.31908722728258e-08
1975,1.028066431985053e-08,4.0551507929365016e-08
1976,9.712995741040231e-09,5.656391621755574e-08
1977,3.526069214387917e-09,3.290997696581144e-08
1978,1.1881182260253809e-08,5.999996943728547e-08
1979,2.3407893401383717e-09,5.091216837005419e-08
1980,3.411090521154847e-09,4.093308558772435e-08
1981,6.325549417596221e-09,4.8706731092806876e-08
1982,3.1037510339615437e-09,4.4694015599588965e-08
1983,3.157658134966823e-09,3.599730291625747e-08
1984,8.69851302098823e-09,5.277097869793579e-08
1985,1.0828004270990732e-08,5.474157949159064e-08
1986,5.994485352545098e-09,5.2152024920815165e-08
1987,3.6664902225425067e-09,4.766437067260654e-08
1988,2.99827696004229e-09,4.377484308371038e-08
1989,1.0976243913773942e-08,4.390497743145261e-08
1990,9.262707045820662e-09,5.176218526026233e-08
1991,3.5168792322792797e-09,6.154538567670897e-08
1992,5.509944056569793e-09,4.573253825634893e-08
1993,4.985286850001103e-09,3.37891670199042e-08
1994,5.802419433820205e-09,4.747434090290881e-08
1995,4.337960657352369e-09,5.1513282528503623e-08
1996,1.067618438099771e-09,4.6441403611652277e-08
1997,4.794894259418925e-09,5.322332796708906e-08
1998,0.0,5.864798779953162e-08
1999,5.484241505371301e-09,5.667049310376093e-08
