year,étions_VERB aux_ADP,etions_VERB aux_ADP
1800,5.973912209356058e-08,0.0
1801,4.524246932646747e-08,2.3811825844433088e-09
1802,1.3427040812530322e-08,0.0
1803,5.460949736857401e-08,0.0
1804,3.9549615138412264e-08,0.0
1805,4.8328921309348516e-08,0.0
1806,3.7461699520235925e-08,0.0
1807,5.693910054560547e-08,0.0
1808,5.4385775882792586e-08,0.0
1809,5.1957702140725814e-08,0.0
1810,7.020380365929668e-08,0.0
1811,3.5099073869560016e-08,0.0
1812,1.600324850414836e-08,0.0
1813,3.738464116054274e-08,0.0
1814,5.664018942752591e-08,0.0
1815,5.3944472000466703e-08,0.0
1816,8.1116134253989e-08,0.0
1817,9.185553295765203e-08,0.0
1818,3.099506074022429e-08,1.1921177378582115e-09
1819,3.519356894798875e-08,0.0
1820,2.7292905713238724e-08,0.0
1821,9.762873531826699e-08,0.0
1822,9.123310462655354e-08,0.0
1823,1.1266263300058199e-07,0.0
1824,7.915846111927749e-08,0.0
1825,1.364843740248034e-07,0.0
1826,5.19671061738336e-08,0.0
1827,5.346018383534101e-08,9.217273055917019e-10
1828,6.787502826455238e-08,0.0
1829,1.0630738245254179e-07,0.0
1830,4.905312778191728e-08,0.0
1831,1.02901957177437e-07,0.0
1832,6.764985016616265e-08,0.0
1833,1.332117278707301e-07,1.1583628500844156e-09
1834,6.16079063320285e-08,0.0
1835,7.563087933704082e-08,0.0
1836,7.325617445985699e-08,0.0
1837,5.705470584871364e-08,0.0
1838,4.5447563934430946e-08,0.0
1839,4.61437359433603e-08,0.0
1840,3.821813265858509e-08,0.0
1841,5.393260948949319e-08,0.0
1842,4.9641162291891305e-08,6.708265054555795e-10
1843,4.1939067330076796e-08,0.0
1844,3.732221642849254e-08,0.0
1845,3.682950477923441e-08,0.0
1846,4.625055893825447e-08,5.854501328173001e-10
1847,4.7999691332734074e-08,0.0
1848,4.183515400768556e-08,0.0
1849,9.133562173246901e-08,0.0
1850,4.0055077477063605e-08,6.788996032014438e-10
1851,5.611011744122152e-08,0.0
1852,3.6459056218518526e-08,3.2552727180501506e-09
1853,6.330247970254277e-08,0.0
1854,5.0917510208137173e-08,0.0
1855,2.1227748447927297e-08,0.0
1856,4.659470320689252e-08,0.0
1857,9.616572782533694e-08,0.0
1858,3.866004050223637e-08,0.0
1859,6.416138376152958e-08,5.092173349652285e-10
1860,4.394096464466202e-08,0.0
1861,7.545541791387222e-08,0.0
1862,7.545037306044833e-08,0.0
1863,8.940371287735616e-08,4.994620828036034e-10
1864,4.8426752385921645e-08,4.794727948009836e-10
1865,8.754730629334517e-08,0.0
1866,6.47126512376417e-08,4.865612912574591e-10
1867,8.152723296461772e-08,0.0
1868,8.051994626612213e-08,0.0
1869,7.715960492760132e-08,1.953407657850903e-09
1870,8.085008573743835e-08,0.0
1871,7.222400455475508e-08,0.0
1872,7.619647846013322e-08,0.0
1873,5.986004225633224e-08,0.0
1874,4.899179373296647e-08,0.0
1875,4.806082642971887e-08,0.0
1876,6.166935406781704e-08,0.0
1877,8.720590471966716e-08,0.0
1878,3.985798358030479e-08,0.0
1879,5.1318330918093125e-08,0.0
1880,5.134277003548959e-08,0.0
1881,4.044054335849978e-08,0.0
1882,5.0580926114207614e-08,0.0
1883,2.9068958795619437e-08,0.0
1884,5.8755102116947455e-08,0.0
1885,5.414333870135124e-08,0.0
1886,6.130790808356323e-08,0.0
1887,3.7867764035581786e-08,0.0
1888,7.03808211710566e-08,0.0
1889,4.009687515349469e-08,0.0
1890,7.275369284798217e-08,6.554386478008212e-10
1891,3.4420789774003424e-08,0.0
1892,3.8864776286118285e-08,0.0
1893,4.495644034818724e-08,0.0
1894,3.7809236630437226e-08,0.0
1895,4.634333095054899e-08,0.0
1896,6.132910357337096e-08,0.0
1897,4.5448366847722355e-08,0.0
1898,3.508180057565369e-08,0.0
1899,6.633094074004475e-08,0.0
1900,3.6856476981483866e-08,0.0
1901,3.073806453812722e-08,0.0
1902,2.3078333910575566e-08,0.0
1903,2.2680925582108102e-08,0.0
1904,3.0635362691100454e-08,0.0
1905,3.302885787093146e-08,0.0
1906,2.41776678677752e-08,0.0
1907,3.085705913008496e-08,0.0
1908,4.125566732682273e-08,0.0
1909,4.2357573448725816e-08,0.0
1910,3.4202564336283103e-08,0.0
1911,4.575521828087403e-08,0.0
1912,4.375913675858101e-08,0.0
1913,3.181793672979438e-08,0.0
1914,2.6117300322425763e-08,0.0
1915,4.358881966481931e-08,0.0
1916,1.0657838345196069e-07,0.0
1917,5.3735480065597585e-08,0.0
1918,6.087779524932557e-08,0.0
1919,7.182121919413476e-08,0.0
1920,6.13350792377787e-08,0.0
1921,5.300923078266351e-08,1.5145494858259667e-09
1922,4.943216680430851e-08,1.4755870969551665e-09
1923,3.3971033985835675e-08,0.0
1924,5.0277336072213075e-08,0.0
1925,6.158979459769398e-08,0.0
1926,5.238685218955652e-08,0.0
1927,5.351628118432927e-08,0.0
1928,4.913197670930458e-08,0.0
1929,5.124586976990031e-08,0.0
1930,5.3568378177715203e-08,0.0
1931,3.649714130915527e-08,0.0
1932,3.3974561830518724e-08,0.0
1933,3.9000251916831985e-08,0.0
1934,4.7926320689839486e-08,0.0
1935,3.8298509252854274e-08,0.0
1936,3.15242587589637e-08,1.2124714565686645e-09
1937,4.280980192561401e-08,0.0
1938,4.6674770715071645e-08,0.0
1939,3.8235125288110794e-08,0.0
1940,4.564409294971483e-08,0.0
1941,3.246652724442356e-08,0.0
1942,3.944475324146879e-08,0.0
1943,4.3548528338988035e-08,0.0
1944,4.4984606262232774e-08,0.0
1945,7.62476446425353e-08,2.178504043826024e-09
1946,4.037120149291695e-08,0.0
1947,4.0530959921625254e-08,0.0
1948,4.4574740343250596e-08,0.0
1949,5.5956945743673714e-08,0.0
1950,2.7651939404904624e-08,0.0
1951,3.838104589704017e-08,0.0
1952,3.690681538159879e-08,0.0
1953,5.171437322815109e-08,0.0
1954,5.0817188679275205e-08,0.0
1955,3.9419553843345057e-08,0.0
1956,5.407107650512444e-08,0.0
1957,4.770920369878695e-08,0.0
1958,3.722509589465517e-08,0.0
1959,2.0927018340444192e-08,0.0
1960,4.429333344546649e-08,0.0
1961,5.697490479406042e-08,0.0
1962,5.200404373795209e-08,0.0
1963,4.9142006020019835e-08,0.0
1964,4.137098486012292e-08,0.0
1965,5.8003660541317004e-08,0.0
1966,3.711179985543822e-08,0.0
1967,4.437302081328198e-08,0.0
1968,4.4015873612579526e-08,4.4914158503495116e-10
1969,4.723428048691858e-08,0.0
1970,3.862929176534635e-08,0.0
1971,2.8775026805760717e-08,0.0
1972,3.1293897251316594e-08,0.0
1973,3.583582497412863e-08,0.0
1974,3.09406438248061e-08,0.0
1975,2.8557401776652114e-08,0.0
1976,3.599522102604169e-08,0.0
1977,4.172515133404886e-08,0.0
1978,4.158414057542359e-08,0.0
1979,2.63338808537128e-08,1.1703946700691858e-09
1980,3.524793257270176e-08,5.685150683554241e-10
1981,4.364629191400127e-08,0.0
1982,3.848651530802272e-08,0.0
1983,3.915495838668903e-08,0.0
1984,4.1172960152380256e-08,0.0
1985,3.9101127669027846e-08,0.0
1986,4.3160294893596074e-08,0.0
1987,4.522004459772688e-08,0.0
1988,3.537966719591168e-08,0.0
1989,4.555141330797596e-08,0.0
1990,4.0320017546946474e-08,0.0
1991,4.8650161232899336e-08,0.0
1992,3.7467621893938485e-08,0.0
1993,4.874502579355067e-08,2.2156829704300662e-09
1994,3.270454485004848e-08,0.0
1995,4.12106260228029e-08,0.0
1996,4.5373784729463296e-08,0.0
1997,4.842843281949172e-08,0.0
1998,4.338997428021685e-08,4.768129224785866e-10
1999,4.707307255102933e-08,0.0
2000,5.2132772765389745e-08,0.0
2001,3.28590878950763e-08,0.0
2002,5.2136535089175595e-08,0.0
2003,5.125315283294185e-08,4.1669229178253886e-10
2004,5.682180770349987e-08,0.0
2005,5.899912025597587e-08,0.0
2006,6.259192986135531e-08,8.235779835885637e-10
2007,5.472436725995067e-08,0.0
2008,7.067350082934354e-08,0.0
2009,6.150968090423703e-08,0.0
2010,7.132927493103125e-08,0.0
2011,7.380265998335744e-08,0.0
2012,8.034036369508613e-08,0.0
2013,9.98506735072624e-08,0.0
2014,9.766157660351382e-08,0.0
2015,1.0484401968824386e-07,0.0
2016,1.0232420066813575e-07,0.0
2017,1.0288850660344906e-07,0.0
2018,1.0351681822839964e-07,0.0
2019,1.0535579519910243e-07,0.0
