year,pas_ADV été_VERB,pas_ADV eté_VERB,pas_ADV fêté_VERB
1939,7.519931386923417e-05,6.270560959364957e-08,6.117620188206274e-09
1940,7.093852764228359e-05,5.0715659227762444e-08,0.0
1941,7.56086446926929e-05,2.6563522936839945e-08,8.854508237732261e-09
1942,6.927712092874572e-05,4.247896612241675e-08,9.102635090130207e-09
1943,6.745086284354329e-05,5.2258233296242906e-08,5.806470415592457e-09
1944,7.026916864560917e-05,7.069009200222354e-08,6.4263723231761105e-09
1945,7.55832006689161e-05,4.357008265287732e-08,1.3071024262956144e-08
1946,7.283800368895754e-05,4.454753366189834e-08,4.1763312808029696e-09
1947,7.574878691229969e-05,4.7683485604466114e-08,4.7683483828109274e-09
1948,7.247417670441791e-05,4.240036233227329e-08,1.4133454406817236e-08
1949,7.47201920603402e-05,4.515823803785679e-08,5.890204768377316e-09
1950,7.419759640470147e-05,3.403315673722318e-08,1.2762433776458693e-08
1951,7.439419277943671e-05,5.650542789226165e-08,5.330700769690111e-09
1952,7.354789704550058e-05,4.8506098693223976e-08,9.490323193972472e-09
1953,7.37102163839154e-05,5.2791754967529414e-08,6.464296653518886e-09
1954,7.368003571173176e-05,7.036226179479854e-08,9.772536557761669e-09
1955,7.259955600602552e-05,9.761032515598345e-08,5.631364707880948e-09
1956,7.360730523942038e-05,6.104799155082219e-08,8.72114158667614e-10
1957,7.250827184179798e-05,4.240818185508033e-08,1.7670075402875796e-09
1958,7.181796536315233e-05,5.9560154141991006e-08,3.3088973783179654e-09
1959,7.274464587680995e-05,7.440718263751478e-08,6.975672928177801e-09
1960,6.979522004257888e-05,4.844583401109048e-08,5.536666680683311e-09
1961,7.043974619591609e-05,6.183861955832981e-08,9.03260666262895e-09
1962,6.981098704272881e-05,4.3759499135376245e-08,1.331810839388936e-08
1963,6.782630953239277e-05,4.849539791962343e-08,6.466053470433053e-09
1964,7.03422338119708e-05,3.711220841751128e-08,4.258777774879263e-09
1965,7.043340883683413e-05,1.980879744678532e-07,3.2832261354087677e-09
1966,6.860143912490457e-05,4.708213552362395e-08,8.862519607077957e-09
1967,6.941419269423932e-05,4.930335606445624e-08,2.9582012395223956e-09
1968,6.672716699540615e-05,3.503304313312583e-08,4.042274071025531e-09
1969,7.060979987727478e-05,8.402251694406004e-08,1.0446043141598693e-08
1970,7.103006646502763e-05,6.392227902551895e-08,6.898087434592526e-09
1971,6.55597832519561e-05,4.264870057113512e-08,5.652237344833111e-09
1972,6.610450509469956e-05,4.463227654127877e-08,5.130146973897354e-09
1973,6.423488957807422e-05,3.583582497412863e-08,7.718485406371656e-09
1974,6.649481656495482e-05,7.369499144260772e-08,9.563471792262135e-09
1975,6.376696546794847e-05,5.5401358167728176e-08,7.4249242310031605e-09
1976,6.482339085778221e-05,5.4278505245974884e-08,7.998937512354587e-09
1977,6.364143337123096e-05,8.756404668019968e-08,1.469195431980097e-08
1978,6.422075966838747e-05,6.59405614555908e-08,5.940591130126904e-09
1979,6.55444455333054e-05,8.894999581343654e-08,8.192762912528906e-09
1980,6.425243918783963e-05,7.504399235358505e-08,8.527726080842513e-09
1981,6.314353231573477e-05,6.958104137311238e-08,5.69299452024552e-09
1982,6.426130858017132e-05,8.255977945736959e-08,1.0552754226011984e-08
1983,6.331925396807492e-05,5.683784465304598e-08,1.3893695083311286e-08
1984,6.356061203405261e-05,6.146949260710244e-08,4.639206796497319e-09
1985,6.331856275210157e-05,2.442316429096536e-07,4.210890747202711e-09
1986,6.386764289345592e-05,6.533988994306128e-08,1.6185110141009318e-08
1987,6.243543612072244e-05,6.294141030593892e-08,5.49973533381376e-09
1988,6.332660996122286e-05,4.257553243292023e-08,9.594486094499644e-09
1989,6.392125942511484e-05,1.0756719603932652e-07,7.134558721588746e-09
1990,6.174956070026383e-05,5.9390295348293876e-08,7.628111475810329e-09
1991,6.090120950830169e-05,5.6270067716468475e-08,1.3481369798284959e-08
1992,5.9753139794338495e-05,8.540413176660877e-08,1.7080827419135858e-08
1993,6.002562076901086e-05,4.3759737167192725e-08,1.4401939196773128e-08
1994,6.053505785530433e-05,3.006708126918056e-08,1.1077346151466827e-08
1995,6.0455990023911e-05,2.548551947256783e-08,1.7894087989134277e-08
1996,5.979944398859516e-05,7.63347216548027e-08,1.3345230698291743e-08
1997,6.0318332543829456e-05,7.575933125281153e-08,1.8700088588730068e-08
1998,5.8755747886607423e-05,3.6237782552461795e-08,1.4781200263769279e-08
1999,5.9577600040938705e-05,2.970630674781205e-08,5.484241505371301e-09
2000,5.7865167036652565e-05,1.3342454963094497e-07,1.3695897749244068e-08
2001,5.854920163983479e-05,4.512648033028199e-08,9.638665865452367e-09
2002,5.7685789215611294e-05,5.607963515785741e-08,1.0076809608960957e-08
2003,5.969991980236955e-05,4.2502612984662846e-08,1.2917460878725251e-08
2004,5.753978985012509e-05,7.091713882800832e-08,6.166707589017051e-09
2005,5.670085738529451e-05,3.332774767272895e-08,9.908249332113428e-09
2006,5.6259435950778425e-05,3.500206346984669e-08,1.317724773741702e-08
2007,5.560674981097691e-05,7.150118364052105e-08,1.6377365241737607e-08
2008,5.575670729740523e-05,6.641605665436146e-08,1.4475294740634581e-08
2009,5.476269143400714e-05,1.7165493915172192e-08,1.4781396551200032e-08
2010,5.574831448029727e-05,3.3066552163063534e-08,2.220182793166714e-08
2011,5.1174687541788444e-05,6.883149605840799e-09,2.103184648660772e-08
2012,5.3543448302662e-05,4.425528388196653e-09,2.8936147700164838e-08
2013,5.7934030337492004e-05,3.904775169871755e-09,2.370756213565528e-08
2014,5.979097477393225e-05,6.496335691608124e-10,3.096586453921191e-08
2015,5.7678393204696476e-05,6.649726325136385e-10,2.881547978006438e-08
2016,5.9064881497761235e-05,5.178350193091319e-09,2.9205894591655124e-08
2017,5.856066491105594e-05,2.5156112748447867e-09,3.144514337805049e-08
2018,5.867002619197592e-05,1.8070267504555204e-09,2.9945013579890656e-08
2019,5.807246998301707e-05,5.3570743396846865e-09,3.698932360407525e-08
