year,pas_ADV été_VERB,pas_ADV eté_VERB,pas_ADV fêté_VERB
1800,5.702256748918444e-05,1.3834323908668011e-07,0.0
1801,5.8024656027555466e-05,1.4048977448055666e-07,7.143547975374531e-09
1802,5.590572254732251e-05,9.175144555229053e-08,2.2378401354217203e-09
1803,5.6756820413284004e-05,7.216254971353919e-08,0.0
1804,7.189378811744973e-05,2.1505103120489366e-07,0.0
1805,6.375721568474546e-05,1.705726617728942e-07,5.685755422035754e-09
1806,6.782008131267503e-05,2.4494187300660997e-07,0.0
1807,8.738444012124091e-05,2.0498076480635063e-07,2.8469551160981155e-09
1808,6.880253931740299e-05,3.7390219631561195e-07,0.0
1809,7.261653809109703e-05,3.2981844810819894e-07,2.259030518203531e-09
1810,7.939815986901522e-05,1.1700633706368535e-07,9.360507036149102e-09
1811,6.474275141954422e-05,1.2535383575595915e-07,1.504245972228091e-08
1812,8.520129631506279e-05,1.680341199516988e-07,0.0
1813,7.548822031822056e-05,1.7542024011163448e-07,0.0
1814,6.682283856207505e-05,1.4474714760126517e-07,0.0
1815,7.534154428867623e-05,2.0498899289123074e-07,0.0
1816,6.700424273731187e-05,1.3905622608945123e-07,2.3176038865813098e-09
1817,6.675873009953648e-05,1.214361304846534e-07,0.0
1818,6.533759005833417e-05,1.096748292184202e-07,3.5763532135746345e-09
1819,6.678186764474958e-05,1.563008567018187e-07,1.035105001712111e-09
1820,6.707054126309231e-05,1.6494408328071586e-07,1.1866481131050932e-09
1821,7.043370715109631e-05,1.3806084098177962e-07,9.86148829262845e-10
1822,6.59013821859844e-05,1.1729970594842598e-07,0.0
1823,6.539867899846286e-05,1.0574474629265751e-07,0.0
1824,6.605521048186347e-05,7.831634718513669e-08,0.0
1825,6.806431338191032e-05,1.4969252504215547e-07,8.805443041381977e-10
1826,6.967908120714128e-05,2.774515053260984e-07,2.642395191543301e-09
1827,8.323474321514368e-05,4.3689874473784585e-07,1.1982455028203276e-08
1828,8.643793262308463e-05,4.980559538125817e-07,8.255071293206129e-09
1829,8.393567986786366e-05,2.151867164457144e-07,2.571952872898464e-09
1830,8.397790952585638e-05,2.515277515158232e-07,0.0
1831,8.89790098881349e-05,1.9489007740958186e-07,0.0
1832,8.580706344218925e-05,1.420646782435142e-07,0.0
1833,7.576504140160978e-05,1.50587169400751e-07,1.1583628500844156e-09
1834,7.710042700637132e-05,1.2601616106167057e-07,1.8669061851994684e-09
1835,7.131235906854272e-05,9.907645193152348e-08,0.0
1836,7.033063593553379e-05,8.804182272115213e-08,0.0
1837,7.058432674966753e-05,8.627785064163618e-08,6.262101948095733e-09
1838,7.029918197076768e-05,9.341999884782126e-08,5.680945491803868e-09
1839,7.611898763570935e-05,1.0487212875887053e-07,1.3982950353153e-09
1840,7.415081927319989e-05,9.554533164646273e-08,3.1848443882154243e-09
1841,7.872362766647711e-05,1.2263247128885268e-07,6.420548537278137e-10
1842,7.52499618101865e-05,1.1739464156335089e-07,4.024959032733477e-09
1843,7.469052798114717e-05,9.982679927134086e-08,0.0
1844,7.646663289051503e-05,7.958414016684401e-08,5.488561272137815e-10
1845,7.7225333370734e-05,1.0993048960017404e-07,1.1160455892778032e-09
1846,7.683096191613004e-05,1.5690064003592852e-07,0.0
1847,8.029917080421001e-05,1.197295631527595e-07,9.707802561820245e-09
1848,8.307173993671313e-05,1.568818248642856e-07,0.0
1849,9.39391102292575e-05,2.329477410967229e-07,0.0
1850,8.236477879108861e-05,1.7787169781513512e-07,0.0
1851,8.297847671201453e-05,1.3672810439402383e-07,0.0
1852,8.27418698463589e-05,1.334661874352605e-07,4.557382027314816e-09
1853,7.358255970757455e-05,9.43565225952625e-08,0.0
1854,7.453388388967142e-05,1.5898733352059935e-07,0.0
1855,7.239935803227127e-05,1.0242388270853553e-07,1.5920811335945473e-09
1856,7.691180508118123e-05,1.6049285989083728e-07,3.6240324075009767e-09
1857,7.467732939403504e-05,1.2838368945722323e-07,9.763018171682347e-10
1858,7.518350321333855e-05,1.492571186645364e-07,4.893676130990343e-09
1859,7.546396955149248e-05,6.874434177461808e-08,2.036869339860914e-09
1860,7.29873136151582e-05,8.147387120516214e-08,4.119465657481669e-09
1861,7.559124060207978e-05,5.611996911625283e-08,2.357981809808507e-09
1862,7.619764801347628e-05,7.273958146924997e-08,1.3553959066214816e-09
1863,7.670139166293666e-05,6.1433837572622e-08,2.4973103585068657e-09
1864,7.45599390938878e-05,5.370095124135332e-08,4.794728170054441e-09
1865,7.546671986347064e-05,5.7894187222018445e-08,1.6473954644879996e-08
1866,7.637114322278649e-05,5.352174170525359e-08,6.3252967308358166e-09
1867,7.537580677308142e-05,5.28956434209249e-08,4.85281148598915e-09
1868,7.532517338404432e-05,6.224241388963492e-08,1.4819622196071691e-09
1869,7.749217184027657e-05,6.934597251984087e-08,2.441759683335931e-09
1870,7.798420847393572e-05,6.651496420317926e-08,3.4404292748035914e-09
1871,8.84542241692543e-05,1.2108142755096196e-07,2.1242354542039266e-09
1872,8.257158333435655e-05,5.624025689598966e-08,4.8378714367913744e-09
1873,8.062549750320613e-05,6.105724281724179e-08,1.2570609442263958e-08
1874,8.002152753761038e-05,7.82673765797881e-08,1.0156835372754358e-08
1875,7.87522440077737e-05,5.8359578503086595e-08,5.721527140956084e-10
1876,7.908006227808073e-05,5.2600327649088285e-08,1.209202959984168e-09
1877,7.680366252316162e-05,4.391219476929109e-08,3.710889595609501e-09
1878,8.04068404249847e-05,4.9520526346213956e-08,9.058632954861423e-09
1879,7.8760196629446e-05,3.176849006081284e-08,3.665595160740054e-09
1880,7.950684812385589e-05,4.941741593711413e-08,6.417846254436199e-10
1881,8.155602699844167e-05,6.414706632540401e-08,1.3945015142624584e-09
1882,8.05042072897777e-05,4.9249848643739824e-08,1.9966154951589488e-08
1883,7.951560837682337e-05,6.066565561013704e-08,6.319338829996468e-09
1884,7.939399074530229e-05,7.393900602892245e-08,1.3203393933736152e-09
1885,8.150054782163352e-05,7.8636752220973e-08,2.5782542767416317e-09
1886,7.888585241744295e-05,5.227305877042454e-08,4.5174246565693466e-09
1887,8.45221511553973e-05,7.573552807116357e-08,2.6115698492645834e-09
1888,8.219401934184134e-05,4.9456794215529953e-08,0.0
1889,8.14762242953293e-05,5.6386230795624215e-08,5.6386229019267375e-09
1890,8.454437920590863e-05,8.455158706510701e-08,5.898947996740844e-09
1891,8.224337216233835e-05,5.609313546983685e-08,8.92390783491237e-09
1892,8.003762195585296e-05,6.519253048509199e-08,8.149066310636499e-09
1893,8.387702109757811e-05,6.158416709922676e-08,3.695050043717174e-09
1894,8.142030128510669e-05,5.986462525697789e-08,4.411077725308132e-09
1895,8.235150016844273e-05,5.356566745717828e-08,1.0833506536300774e-08
1896,8.062123379204422e-05,6.073939573525422e-08,7.66613794667137e-09
1897,8.26752366265282e-05,6.642453342919907e-08,5.2440420894583895e-09
1898,8.244845230365172e-05,6.903192684148962e-08,6.224190496340043e-09
1899,8.17235850263387e-05,7.351679442990644e-08,1.2160672469008205e-08
1900,7.852194539736956e-05,6.281174336209006e-08,7.786579381274805e-09
1901,8.196724229492247e-05,5.6446264551368586e-08,5.588738916095792e-10
1902,7.524813554482535e-05,6.481574388317313e-08,5.4013122863239005e-09
1903,8.226209320127964e-05,8.046328048294527e-08,6.480264325148255e-09
1904,8.085640001809224e-05,6.127072538220091e-08,8.061937784020756e-09
1905,8.079064718913287e-05,5.8316576456718394e-08,5.160759042333041e-10
1906,7.917157199699432e-05,4.578324208637241e-08,2.0576738091193647e-09
1907,7.996504427865148e-05,7.30283744587723e-08,3.0857059130084963e-09
1908,8.058705134317279e-05,5.35341406759926e-08,2.4556945366072114e-09
1909,7.801769970683381e-05,1.0286839113859969e-07,6.0510818578052294e-09
1910,7.823141640983522e-05,8.283433317046729e-08,5.34415089958884e-09
1911,7.764713518554345e-05,6.278041553287039e-08,3.1922244847493175e-09
1912,7.903994264779612e-05,6.928529927563432e-08,3.646594803896619e-09
1913,7.837288285372779e-05,7.15903638592863e-08,1.0075680734189518e-08
1914,7.963299140101299e-05,7.634287868540923e-08,6.027069510139427e-09
1915,9.188876720145345e-05,7.775302890422608e-08,8.246533234057551e-09
1916,8.517810056218877e-05,6.262853702310167e-08,7.69122365795738e-09
1917,8.471672481391579e-05,6.68951898319392e-08,0.0
1918,8.146253094309941e-05,5.6283244731503146e-08,1.1486376294556067e-08
1919,8.623426401754841e-05,8.379142002468143e-08,2.762354567309444e-09
1920,7.95902160461992e-05,5.83061847692079e-08,3.786115865267448e-09
1921,7.916474714875221e-05,5.6038331308627676e-08,7.572747429129834e-10
1922,7.938216003822163e-05,4.869437475463201e-08,1.1066902949607993e-08
1923,7.833402196411043e-05,4.352538596208433e-08,5.307974060286824e-09
1924,7.87214157753624e-05,6.059063650809549e-08,2.3204924204378585e-08
1925,7.518354686908424e-05,1.1768050711680189e-07,2.1996355847875293e-09
1926,7.40337636671029e-05,2.6750733184144337e-08,1.114613823460786e-08
1927,7.735109102213755e-05,5.686104742608222e-08,2.2298449753321847e-09
1928,7.844434003345668e-05,5.9415413034002995e-08,0.0
1929,7.648557220818475e-05,2.33948540540041e-08,3.342121912552898e-09
1930,7.564905536128208e-05,4.20144132817768e-08,0.0
1931,7.662118878215551e-05,5.360517718600022e-08,3.4216069977333063e-09
1932,7.886044477345422e-05,6.02774505864545e-08,1.4247397928102146e-08
1933,7.520739745814353e-05,4.01473165823063e-08,9.176529758292418e-09
1934,7.393473788397387e-05,3.5944740517379614e-08,4.7926320689839486e-09
1935,7.374617416644469e-05,2.8723881939640705e-08,7.180970484910176e-09
1936,7.467005343642086e-05,4.607391446143083e-08,9.699771652549316e-09
1937,7.700350397499278e-05,5.9178255185088346e-08,3.777335333410292e-09
1938,7.571166497655213e-05,4.408173026604345e-08,6.482607339819424e-09
