year,derniers_ADJ oeufs_NOUN,derniers_ADJ feux_NOUN
1925,2.1996355847875293e-09,9.788378463326808e-08
1926,0.0,1.1034677405152848e-07
1927,0.0,8.027442099933779e-08
1928,0.0,7.769708076921233e-08
1929,0.0,9.0237290084616e-08
1930,0.0,8.717990818141175e-08
1931,1.1405356659111021e-09,8.211856883377777e-08
1932,0.0,9.096415054532514e-08
1933,1.1470662197865522e-09,6.997103851880127e-08
1934,0.0,8.267290674268679e-08
1935,2.393656828303392e-09,1.1609235617271452e-07
1936,3.6374143697059935e-09,9.821018798206183e-08
1937,1.2591118148108649e-09,7.680581859403901e-08
1938,3.8895642262559704e-09,7.519824296586819e-08
1939,1.5294050470515685e-09,9.94113253938167e-08
1940,0.0,7.100192078723921e-08
1941,0.0,9.739958528598436e-08
1942,0.0,1.3047110769548453e-07
1943,2.9032352077962287e-09,9.580676185727555e-08
1944,0.0,1.0603514333240582e-07
1945,2.178504043826024e-09,1.089252021913012e-07
1946,1.3921104269343232e-09,1.1832938895395273e-07
1947,1.1920870957027319e-09,1.2874540322727057e-07
1948,2.174377566888097e-09,1.2067795829295846e-07
1949,9.817008317369869e-10,8.835307196974895e-08
1950,3.190608444114673e-09,1.0529007998805184e-07
1951,4.264560704569931e-09,9.38203320588471e-08
1952,2.1089607837865287e-09,1.0439355913050008e-07
1953,0.0,1.0666089467203932e-07
1954,1.9545072227344917e-09,1.2997472720321923e-07
1955,0.0,1.0605736555646672e-07
1956,0.0,1.3604980653170173e-07
1957,6.184526224473075e-09,9.630191055709503e-08
1958,8.272243445794913e-10,1.1415696032912592e-07
1959,2.325224457422337e-09,1.2943749061467003e-07
1960,0.0,1.280354167132458e-07
1961,6.948159270159238e-10,1.7578842781418302e-07
1962,6.341956404476434e-10,1.185945862625104e-07
1963,6.466053248388448e-10,1.4548619753362857e-07
1964,2.4335873316516654e-09,1.3202210830121075e-07
1965,0.0,1.5923646401461156e-07
1966,5.539074754423723e-10,1.0247288306786118e-07
1967,0.0,1.3065389237176817e-07
1968,8.982831700699023e-10,1.2575963903582732e-07
1969,0.0,1.0673130729221825e-07
1970,2.7592350626548523e-09,1.163477435506266e-07
1971,5.138397485282553e-10,1.300014613736522e-07
1972,1.0260293725750103e-09,1.1748036132797068e-07
1973,0.0,1.1522596277124819e-07
1974,0.0,1.2038723684604236e-07
1975,0.0,1.0737582822883951e-07
1976,5.713526873840635e-10,1.0112942649964651e-07
1977,0.0,1.0049296711445166e-07
1978,5.940591352171509e-10,1.2712865249397964e-07
1979,5.851973350345929e-10,1.2347663602696457e-07
1980,0.0,1.404232259361038e-07
1981,0.0,1.556085231779747e-07
1982,1.2415004579935385e-09,1.6387806711648523e-07
1983,6.315316047889041e-10,1.724081317711068e-07
1984,5.799008495621649e-10,2.006456996106465e-07
1985,0.0,2.1836475250225362e-07
1986,0.0,1.9242298865407292e-07
1987,2.4443267410134695e-09,2.4809916832069234e-07
1988,2.398621523624911e-09,2.2067318550256232e-07
1989,5.488122178931576e-10,2.4477025295510657e-07
1990,1.089730194969718e-09,2.528173981275472e-07
1991,0.0,2.1804650529588798e-07
1992,0.0,2.363766071766804e-07
1993,2.7696036575264316e-09,2.24337898480087e-07
1994,0.0,2.268218382006637e-07
1995,3.795715741716776e-09,2.5539742942726207e-07
1996,1.067618438099771e-09,2.2206463512475239e-07
1997,0.0,2.421421656517708e-07
1998,5.72175506974304e-09,2.636775362496735e-07
1999,4.570201161957499e-10,2.166275345771851e-07
2000,4.4180314962005696e-10,2.3724829523175117e-07
2001,2.190605918883648e-09,2.3833792139882348e-07
2002,0.0,2.138036050425285e-07
2003,0.0,2.2043022851470084e-07
2004,0.0,2.0878710405014544e-07
2005,0.0,2.5716408913467603e-07
2006,0.0,2.7466325747127485e-07
2007,0.0,2.50054422945567e-07
2008,0.0,2.971692962816519e-07
2009,0.0,2.4937646436740124e-07
2010,0.0,2.489438868380489e-07
2011,3.82397197240536e-10,2.3555667572061623e-07
2012,0.0,2.42723214305407e-07
2013,0.0,2.3093954837349884e-07
2014,0.0,2.957998246344573e-07
2015,2.2165753954528356e-10,2.4515324131835214e-07
2016,4.1426800878596737e-10,2.2867594040576478e-07
2017,0.0,2.158394458717794e-07
2018,2.5814667070633845e-10,2.0935695199675308e-07
2019,0.0,2.07905495541727e-07
