year,premiers_ADJ oeufs_NOUN,premiers_ADJ feux_NOUN
1800,9.432493897065797e-09,1.6664071722516383e-07
1801,9.524730337773235e-09,2.762171789072454e-07
1802,1.1189200677108602e-08,2.506380951672327e-07
1803,1.950339223455444e-09,3.959188745739084e-07
1804,9.887403784603066e-09,3.163969211072981e-07
1805,1.7057265822018053e-08,2.8144489760961733e-07
1806,5.76333825108577e-09,2.564685530614952e-07
1807,2.8469551160981155e-09,1.9643989901396708e-07
1808,0.0,1.6089124699192325e-07
1809,0.0,2.1008983708270534e-07
1810,1.8721014072298203e-08,2.9485596542144776e-07
1811,2.5070767684098882e-09,3.0586335242333007e-07
1812,0.0,1.3869482984318893e-07
1813,0.0,3.077043686516845e-07
1814,3.776012391654149e-08,2.1397404736944736e-07
1815,0.0,2.7241958377999254e-07
1816,0.0,1.8540831092650478e-07
1817,0.0,2.5999784725172503e-07
1818,7.152706427149269e-09,2.9206884732957406e-07
1819,1.0351049795076506e-08,2.3393373282942775e-07
1820,0.0,3.571810793800978e-07
1821,9.86148829262845e-10,1.6665914870372944e-07
1822,0.0,3.04778723148047e-07
1823,0.0,2.8956273467883875e-07
1824,0.0,2.4758071504038526e-07
1825,0.0,4.024087445486657e-07
1826,8.807984341885344e-10,3.5936577091888466e-07
1827,9.217273055917019e-10,2.4610119453427615e-07
1828,1.8344602503717056e-09,1.981217110369471e-07
1829,0.0,2.9663189593520656e-07
1830,1.0436835840010872e-09,1.7325147894098336e-07
1831,0.0,2.1204040479005926e-07
1832,0.0,2.6789339813149127e-07
1833,0.0,3.0580778798139363e-07
1834,0.0,2.2869600968533632e-07
1835,2.2689263801112247e-09,2.1781693249067757e-07
1836,6.720750067579218e-10,2.2514512920679408e-07
1837,0.0,1.822967448106283e-07
1838,1.8936485712828244e-09,2.0577647319441894e-07
1839,0.0,2.0904511188746255e-07
1840,0.0,2.2102820196323592e-07
1841,0.0,1.8812207258633862e-07
1842,0.0,2.2338522853715403e-07
1843,0.0,1.6834697191825398e-07
1844,3.2931368743049916e-09,1.8386680267212796e-07
1845,2.2320911785556063e-09,1.8414752389617206e-07
1846,0.0,1.6334058727807133e-07
1847,5.393223645455691e-10,1.0732514965638984e-07
1848,0.0,1.4642303369782894e-07
1849,0.0,1.40774176315972e-07
1850,0.0,1.6293590476834652e-07
1851,0.0,1.4253259905672166e-07
1852,0.0,1.3932567810570617e-07
1853,5.971931837933653e-10,1.6004777592115715e-07
1854,5.195664454227256e-10,2.2133531274448615e-07
1855,5.306937111981824e-10,1.9847945509354759e-07
1856,0.0,1.5220936688820075e-07
1857,0.0,1.3961115996607987e-07
1858,4.893676019968041e-10,1.389803969686909e-07
1859,0.0,1.675325052019616e-07
1860,4.577183909670879e-10,1.98649786398164e-07
1861,9.431927461278633e-10,1.5845638756672997e-07
1862,0.0,1.9698420317126875e-07
1863,0.0,1.5633163741313183e-07
1864,2.8768367688059016e-09,1.7548704533965065e-07
1865,0.0,1.402639639991321e-07
1866,4.865612912574591e-10,1.4158933936414542e-07
1867,0.0,1.2617309153029055e-07
1868,1.4819622196071691e-09,1.6795571866623504e-07
1869,4.883519144627257e-10,1.2404139226873667e-07
1870,2.2936195165357276e-09,1.599799617224562e-07
1871,2.1242354542039266e-09,1.5719342627562582e-07
1872,0.0,1.4695034167289123e-07
1873,5.986004469882289e-10,1.1732569049627273e-07
1874,1.1949218281515073e-09,1.410007826052606e-07
1875,2.8607636259891933e-09,1.1671915700617319e-07
1876,0.0,1.3240772034350812e-07
1877,0.0,1.5214646964523126e-07
1878,0.0,1.3346385685508722e-07
1879,1.832797580370027e-09,1.23408369745448e-07
1880,1.2835692508872398e-09,1.476104642961218e-07
1881,4.183504653809678e-09,1.0040410813871858e-07
1882,0.0,1.1780031883290576e-07
1883,1.2638677882037541e-09,1.1817164136118663e-07
1884,6.601696966868076e-10,1.4127631686733366e-07
1885,0.0,1.121540620374617e-07
1886,6.453463874400711e-10,1.1487165352264128e-07
1887,2.6115698492645834e-09,9.401651368534658e-08
1888,6.340614699951175e-10,1.2491011602833169e-07
1889,6.265136742733546e-10,1.052542941692991e-07
1890,6.554386366985909e-09,1.1011369593916243e-07
1891,1.9122659011827636e-09,1.0517462811776568e-07
1892,0.0,6.581937839200691e-08
1893,1.4780200174868696e-08,7.328515749804865e-08
1894,0.0,8.885170643679885e-08
1895,6.018614495673091e-10,9.509410858754563e-08
1896,5.89702897624278e-10,7.13540515562272e-08
1897,0.0,7.982597338695996e-08
1898,0.0,1.0750873968845553e-07
1899,5.527578395003729e-10,9.231055742020544e-08
1900,1.038210628578895e-09,1.0953122142609573e-07
1901,1.1177477832191585e-09,1.251877534969026e-07
1902,0.0,8.838510723307991e-08
1903,0.0,9.720396576540224e-08
1904,5.374625189347171e-10,1.0534265015849087e-07
1905,1.0321518084666081e-09,1.3417972866136552e-07
1906,0.0,1.2448926156594098e-07
1907,0.0,9.359975194911385e-08
1908,0.0,9.036956072350222e-08
1909,4.950885035270858e-09,9.351671792501293e-08
1910,1.6032452032632705e-09,1.122271626741167e-07
1911,5.852411444351446e-09,7.7677462684278e-08
1912,1.0418842455450772e-09,1.5107320905372035e-07
1913,3.181793939432964e-09,1.1030218871610487e-07
1914,5.357394972094198e-09,7.768223042603495e-08
1915,2.3561523843085297e-09,8.246533411693235e-08
1916,1.0987462051303964e-09,1.0547963569251806e-07
1917,1.0966424435210342e-09,8.115154059851193e-08
1918,0.0,1.229042254635715e-07
1919,2.762354567309444e-09,1.42721646056998e-07
1920,3.028892692213958e-09,1.2342738386905694e-07
1921,7.572747429129834e-10,1.1510576314321952e-07
1922,1.4755870969551665e-09,9.886433360861702e-08
1923,3.1847844361720945e-09,1.3163776202418376e-07
1924,1.289162443462999e-09,1.0571132236236735e-07
1925,0.0,1.242794098743616e-07
1926,1.2260752413340015e-08,7.690835701623655e-08
1927,1.1149224876660924e-09,1.0145794959726118e-07
1928,4.570416489713125e-09,1.1883082606800599e-07
1929,1.1140406375176326e-09,1.4816740190326527e-07
1930,6.302162347537887e-09,9.978423065604147e-08
1931,1.2545892325022123e-08,9.352392282835353e-08
1932,4.383814644626227e-09,7.671675916753884e-08
1933,2.2941324395731044e-09,6.652984296806608e-08
1934,4.7926320689839486e-09,8.02765853791243e-08
1935,3.590485242455088e-09,1.2327332399308943e-07
1936,1.2124714565686645e-09,9.578524640119213e-08
1937,1.0072894518486919e-08,6.043736533456467e-08
1938,3.8895642262559704e-09,7.90878047496335e-08
1939,2.141167065872196e-08,8.717609034647467e-08
1940,5.0715658339584024e-09,8.368083825871508e-08
1941,2.9515025978810172e-09,9.149658097840074e-08
1942,0.0,1.1226583751522412e-07
1943,0.0,1.1322617154974068e-07
1944,0.0,1.0603514510876266e-07
1945,1.089252066321933e-08,1.241747327185294e-07
1946,1.3921104269343232e-09,1.1972149138728128e-07
1947,1.1920870957027319e-09,1.0847992371054715e-07
1948,8.697510267552389e-09,1.0437012321062866e-07
1949,5.890204768377316e-09,1.011151837815305e-07
1950,1.1698897850465073e-08,9.571825643206466e-08
1951,1.3859822622919182e-08,8.422507136174318e-08
1952,8.435843135146115e-09,1.012301140690397e-07
1953,7.54167928107563e-09,1.0342874645630218e-07
1954,3.9090144454689835e-09,9.088458341466321e-08
1955,5.631364707880948e-09,9.57331991457977e-08
1956,8.72114114258693e-09,1.0203735456570939e-07
1957,9.718541527092839e-09,8.746687285565713e-08
1958,3.3088973783179654e-09,8.685855590329083e-08
1959,4.650448914844674e-09,7.750747954560211e-08
1960,2.076250060767393e-09,9.343124673932834e-08
1961,6.948159270159238e-10,9.102088682766407e-08
1962,8.244543714397423e-09,8.878738810835785e-08
1963,2.5864212993553792e-09,8.535189977010305e-08
1964,1.2167936880302932e-08,8.456716216187488e-08
1965,1.0944086747954884e-09,8.80998953789458e-08
1966,1.1078149508847446e-09,8.53017496638131e-08
1967,7.395503320850594e-09,8.13505351970889e-08
1968,9.88111459321317e-09,9.252316601759958e-08
1969,8.175163657142548e-09,6.085955561729861e-08
1970,2.7592350626548523e-09,6.484201975354154e-08
1971,4.1107179882260425e-09,9.197731287713395e-08
1972,4.6171320100540925e-09,8.875154122733875e-08
1973,2.7566018356850464e-09,7.442825022963007e-08
1974,3.3753431161187564e-09,4.331690206527128e-08
1975,5.140332159925265e-09,5.425906124401081e-08
1976,1.7140580066410394e-09,5.1993094274394025e-08
1977,1.1753563677885381e-09,6.64076367229427e-08
1978,5.346532105932056e-09,6.891085746474346e-08
1979,4.096381456264453e-09,6.788289397263725e-08
1980,5.116635559687666e-09,6.594774504264933e-08
1981,4.427884725544118e-09,5.3767170271612486e-08
1982,8.690503427999374e-09,6.145427278170246e-08
1983,8.209910973278056e-09,7.262613621605851e-08
1984,4.639206796497319e-09,6.610869718315371e-08
1985,3.0077789148208467e-09,5.895246957265954e-08
1986,7.792831269171074e-09,5.2751470747125495e-08
1987,5.49973533381376e-09,6.538574126579988e-08
1988,7.195864348830128e-09,4.197587699650285e-08
1989,4.390497743145261e-09,6.915033878840404e-08
1990,4.90378582185258e-09,6.102489180648263e-08
1991,3.5168792322792797e-09,5.7442360201775955e-08
1992,1.1019888335184191e-09,6.99762878753063e-08
1993,1.661762283333701e-09,8.308811061397137e-08
1994,2.637463358823311e-09,5.749669895749321e-08
1995,4.337960657352369e-09,6.669614549537073e-08
1996,5.338092190498855e-10,6.619234227400739e-08
1997,5.753873377756236e-09,6.185413781167881e-08
1998,5.2449422582867555e-09,5.674073833006332e-08
1999,9.140402323914998e-10,4.981519197144735e-08
2000,0.0,6.052702872239024e-08
2001,1.7524847129024579e-09,4.8631449089953094e-08
2002,1.752488598683044e-09,4.6002824660718034e-08
2003,1.2500769308587678e-09,5.708684369665207e-08
2004,4.404791253964646e-10,5.9905161720053e-08
2005,1.3511248786457486e-09,5.4044996034008363e-08
2006,1.2353669198716943e-09,5.80622483425941e-08
2007,0.0,6.950394038085506e-08
2008,0.0,6.641605665436146e-08
2009,0.0,6.866197566068877e-08
2010,0.0,7.369116872268933e-08
2011,3.82397197240536e-10,6.538991925708615e-08
2012,6.808505426114664e-10,7.897866538542075e-08
2013,2.789125042035323e-10,9.929285482712658e-08
2014,0.0,9.354722863008647e-08
2015,2.2165753954528356e-10,1.163702094686414e-07
2016,2.0713400439298368e-10,1.2759454648403334e-07
2017,2.515611330355938e-10,7.54683426862357e-08
2018,5.162933414126769e-10,9.732129768735831e-08
2019,0.0,7.984591832155274e-08
