year,petits_ADJ arts_NOUN,petits_ADJ phares_NOUN
1867,4.464586567110018e-08,1.0190904120577216e-08
1868,7.656804967837161e-08,4.44588676984381e-09
1869,1.953407657850903e-09,1.2697149998075474e-08
1870,1.3761716655125156e-08,3.4404292748035914e-09
1871,8.496941816815706e-09,0.0
1872,7.861541084785983e-09,0.0
1873,1.9155214303623325e-08,2.3944017879529156e-09
1874,1.1351757756017378e-08,0.0
1875,1.1443054281912168e-09,1.716458086775674e-09
1876,4.836811839936672e-09,1.209202959984168e-09
1877,3.710889595609501e-09,6.184815992682502e-10
1878,3.0195443923020093e-09,6.039088673581716e-10
1879,8.55305515301552e-09,1.221865097988939e-08
1880,3.8507077526617195e-09,8.984985200299889e-09
1881,6.2752567586699115e-09,2.2312024228199334e-08
1882,3.3276925659464496e-09,1.9966155395678697e-09
1883,1.2638677882037541e-09,0.0
1884,6.601696966868076e-10,3.9610181801208455e-09
1885,4.511945095320158e-09,7.7347630522695e-09
1886,5.808117320427186e-09,7.744156427236248e-09
1887,6.528924567650307e-09,3.9173548849191775e-09
1888,2.1558090423923204e-08,7.60873763994141e-09
1889,1.9421923624918236e-08,1.1277245803853475e-08
1890,7.865263829121005e-09,3.9326319978272295e-09
1891,9.561330172047633e-09,3.824531802365527e-09
1892,1.2537024751679837e-09,1.8805537127519756e-09
1893,1.2932674486876294e-08,6.774258043407144e-09
1894,5.041231432301174e-09,4.411077725308132e-09
1895,6.018614495673091e-09,6.6204757231957956e-09
1896,5.89702897624278e-10,5.89702897624278e-10
1897,4.078699600285063e-09,5.826713334045053e-09
1898,7.355861253444118e-09,6.7900258748920805e-09
1899,4.9748205555033564e-09,4.4220627160029835e-09
1900,3.633737311048435e-09,1.4015843596837385e-08
1901,3.353243460679778e-09,5.029864968975062e-09
1902,9.329539640834383e-09,4.419255628107521e-09
1903,8.100330628479924e-09,1.296052865029651e-08
1904,5.374625189347171e-09,3.7622376325430196e-09
1905,8.773290538499623e-09,2.0643036169332163e-09
1906,1.0802787109298606e-08,5.144184633820714e-09
1907,2.5714216866923323e-09,5.142843484406967e-09
1908,9.822778146428846e-10,3.929111258571538e-09
1909,3.300590023513905e-09,1.2102163715610459e-08
1910,3.206490406526541e-09,5.878565634276356e-09
1911,1.0640748282497725e-09,2.6601871816467337e-09
1912,1.5628263128064646e-09,4.688478938419394e-09
1913,3.181793939432964e-09,6.893886794756554e-09
1914,2.0090231700464756e-09,9.37544086809794e-09
1915,3.534228465440492e-09,7.068456930880984e-09
1916,1.0987462051303964e-09,0.0
1917,0.0,0.0
1918,3.44591288836682e-09,5.743188147278033e-09
1919,1.8415696745321952e-09,1.5653341733923298e-08
1920,5.300562211374427e-09,6.057785384427916e-09
1921,1.5145494858259667e-09,6.058197943303867e-09
1922,5.902348387820666e-09,1.3280283539529592e-08
1923,0.0,1.0615948120573648e-08
1924,0.0,7.734974438733389e-09
1925,5.499089184013428e-09,4.399271169575059e-09
1926,4.458455382660986e-09,4.458455382660986e-09
1927,5.574612327308159e-09,6.689535148041159e-09
1928,1.3711249025050165e-08,2.2852082448565625e-09
1929,1.1140406375176326e-09,5.570202965543558e-09
1930,2.100720708497761e-09,4.201441416995522e-09
1931,2.2810713318222042e-09,5.7026783295555106e-09
1932,5.4797681947604815e-09,2.1919073223131136e-09
1933,0.0,3.4411986593596566e-09
1934,2.3963160344919743e-09,4.7926320689839486e-09
1935,0.0,1.0771455727365264e-08
1936,1.2124714565686645e-09,4.849885826274658e-09
1937,3.777335333410292e-09,2.5182236296217297e-09
1938,1.2965214457594243e-09,2.5930428915188486e-09
1939,1.5294050470515685e-09,6.117620188206274e-09
1940,5.0715658339584024e-09,2.5357829169792012e-09
1941,2.9515025978810172e-09,5.9030051957620344e-09
1942,1.517105907566929e-08,3.034211770724937e-09
1943,2.9032352077962287e-09,1.4516175816936538e-08
1944,6.4263723231761105e-09,3.2131861615880553e-09
1945,0.0,4.357008087652048e-09
1946,0.0,4.1763312808029696e-09
1947,2.3841741914054637e-09,8.344609447874518e-09
1948,1.0871887834440486e-09,5.435944139264848e-09
1949,9.817008317369869e-10,1.9634016634739737e-09
1950,0.0,1.0635361480382244e-09
1951,0.0,1.1727541604500402e-08
1952,0.0,3.1634410646574906e-09
1953,4.3095309543161875e-09,1.1851209791302608e-08
1954,1.9545072227344917e-09,1.3681550115052232e-08
1955,0.0,0.0
1956,3.488456634670456e-09,2.616342476002842e-09
1957,1.7670075402875796e-09,5.301022731885041e-09
1958,8.272243445794913e-10,2.4816730892496253e-09
1959,0.0,7.750747821333448e-10
1960,6.920833350854139e-10,2.076250060767393e-09
1961,0.0,4.86371165564492e-09
1962,5.707760764028791e-09,3.170978146727066e-09
1963,1.2932106496776896e-09,5.819448034571906e-09
1964,0.0,0.0
1965,1.0944086747954884e-09,1.0944086747954884e-09
1966,3.877352328096606e-09,4.431259803538978e-09
1967,1.972134178185314e-09,1.4791006197611978e-09
1968,4.491415683816058e-09,1.3474247273492779e-09
1969,2.7250546263957176e-09,9.083515606356229e-10
1970,0.0,3.219107425067591e-09
1971,1.541519245584766e-09,3.5968783507200897e-09
1972,3.5911027485013847e-09,7.69522046084603e-09
1973,2.205281512956958e-09,0.0
1974,1.6876715580593782e-09,3.3753431161187564e-09
1975,0.0,1.7134440533084216e-09
1976,1.7140580066410394e-09,1.7140580066410394e-09
1977,1.7630346071939584e-09,2.938390863960194e-09
1978,4.158414057542359e-09,4.158414057542359e-09
1979,1.7555920051037788e-09,2.925986564150662e-09
1980,2.8425752862659692e-09,3.411090521154847e-09
1981,1.2651099057237047e-09,3.795329828193417e-09
1982,3.103751144983846e-09,2.483000915987077e-09
1983,1.2630632095778083e-09,5.052252838311233e-09
1984,5.799008495621649e-10,1.1598016991243298e-09
1985,0.0,2.4062232206745193e-09
1986,2.3977941854269602e-09,2.3977941854269602e-09
1987,6.110816852533674e-10,3.0554083707556856e-09
1988,1.798966087207532e-09,2.398621523624911e-09
1989,1.0976244357863152e-09,6.585746614717891e-09
1990,1.089730194969718e-09,1.089730194969718e-09
1991,2.344586080837985e-09,2.344586080837985e-09
1992,5.509944167592096e-10,4.4079553340736766e-09
1993,0.0,1.1078414852150331e-09
1994,1.5824779264761446e-09,2.1099706426497278e-09
1995,3.253470381991974e-09,7.0491861237087505e-09
1996,0.0,3.736664311304594e-09
1997,4.79489448146353e-10,2.3974471297094624e-09
1998,1.43043876743576e-09,4.7681290027412615e-09
1999,2.285100553223174e-09,2.285100553223174e-09
2000,4.4180314962005696e-10,6.627047355323157e-09
2001,1.3143635069212678e-09,4.381211837767296e-09
2002,1.3143663935011318e-09,7.886198361006791e-09
2003,2.083461403401543e-09,4.583615265119079e-09
2004,2.642874807889939e-09,5.285749615779878e-09
2005,9.007499190971657e-10,2.251874686720612e-09
2006,2.0589450144825605e-09,2.4707338397433887e-09
2007,1.5977918155218873e-09,3.595031605740928e-09
2008,8.514879357157668e-10,6.811903485726134e-09
2009,9.53638501499654e-10,4.291373478793048e-09
2010,2.3618964561933353e-09,4.2514138876015295e-09
2011,0.0,6.883149605840799e-09
2012,1.0212758139171996e-09,1.0212757750593937e-08
2013,2.2313000891394097e-09,8.08846234434668e-09
2014,8.661780875884872e-10,8.228691505962615e-09
2015,1.9949178975409154e-09,7.093041265449074e-09
2016,3.314143987021012e-09,7.663958356829426e-09
2017,0.0,7.043711836018929e-09
2018,2.323320036357046e-09,6.9699601645822895e-09
2019,2.55098775436835e-10,8.16316081397872e-09
