year,leurs_DET oies_NOUN,leurs_DET foies_NOUN
1879,3.665595160740054e-09,1.832797580370027e-09
1880,6.417846254436199e-10,0.0
1881,1.6036766581351003e-08,6.9725074602899895e-09
1882,9.983077475794744e-09,6.655385131892899e-09
1883,5.687405213450347e-09,5.0554711528150165e-09
1884,9.902545450302114e-09,0.0
1885,3.86738152613475e-09,5.156508553483263e-09
1886,5.808117542471791e-09,7.744156427236248e-09
1887,5.876032105334161e-09,9.79338704576449e-09
1888,3.804368819970705e-09,1.9655905347804037e-08
1889,6.265136853755848e-09,3.759081934617825e-09
1890,3.9326319978272295e-09,2.6217545912032847e-09
1891,7.0116419337296065e-09,7.649063604731055e-09
1892,6.268512375839919e-09,2.5074049503359674e-09
1893,6.158416554491453e-10,0.0
1894,4.411077725308132e-09,6.301539290376468e-09
1895,3.611168697403855e-09,4.213030146971164e-09
1896,3.5382172747233653e-09,3.5382172747233653e-09
1897,8.740070001067579e-09,4.07869948926276e-09
1898,8.487532454637403e-09,3.3950129374460403e-09
1899,8.291367592505594e-09,2.2110313580014918e-09
1900,7.26747462209687e-09,1.2977633190303095e-08
1901,1.0059729937950124e-08,7.265360757457984e-09
1902,9.820567692386817e-10,0.0
1903,7.020286574288548e-09,4.860198021816586e-09
1904,3.7622376325430196e-09,1.9886112312406112e-08
1905,1.5482277682110634e-09,5.160758931310738e-09
1906,7.716276506641861e-09,8.745113966313056e-09
1907,1.1828539925318182e-08,3.599990305858114e-09
1908,2.4556945366072114e-09,1.964555629285769e-09
1909,4.950885035270858e-09,6.051082024338683e-09
1910,1.6032452032632705e-09,3.206490406526541e-09
1911,4.788336838146279e-09,1.5961122423746588e-09
1912,5.730363294986773e-09,2.0837684910901544e-09
1913,9.545381374209683e-09,4.242391771214216e-09
1914,7.366418142140674e-09,6.027069510139427e-09
1915,8.246533234057551e-09,5.890381071793627e-09
1916,3.2962386153911893e-09,0.0
1917,2.1932848870420685e-09,1.0966424435210342e-09
1918,1.1486376294556067e-09,4.594550517822427e-09
1919,1.3811772170413406e-08,9.207848372660976e-10
1920,3.028892692213958e-09,1.2115570324766622e-08
1921,3.0290989716519334e-09,1.438822039290244e-08
1922,3.6889677978990676e-09,4.426761179843197e-09
1923,1.3800733000834953e-08,9.554353308516284e-09
1924,3.867487219366694e-09,6.4458122173149945e-09
1925,9.898360353588487e-09,1.0998178368026856e-08
1926,3.343841648018042e-09,3.343841648018042e-09
1927,7.804457524684949e-09,1.1149224654616319e-08
1928,2.2852082448565625e-09,1.0283437212876834e-08
1929,4.4561625500705304e-09,7.798284684668033e-09
1930,7.352522590764465e-09,3.1510811737689437e-09
1931,3.4216069977333063e-09,0.0
1932,4.383814644626227e-09,5.4797681947604815e-09
1933,2.2941324395731044e-09,4.588264879146209e-09
1934,3.5944740517379614e-09,3.5944740517379614e-09
1935,9.574627313213568e-09,4.787313656606784e-09
1936,0.0,9.699771652549316e-09
1937,5.0364472592434595e-09,1.2591118148108649e-09
1938,2.5930428915188486e-09,9.075650453382877e-09
1939,7.647025235257843e-09,4.588215141154706e-09
1940,2.5357829169792012e-09,7.607348528892999e-09
1941,8.854508237732261e-09,5.9030051957620344e-09
1942,6.068423541449874e-09,9.102635090130207e-09
1943,8.709705845433291e-09,2.9032352077962287e-09
1944,0.0,1.2852744646352221e-08
1945,2.178504043826024e-09,0.0
1946,1.2528993842408909e-08,8.352662561605939e-09
1947,7.152522574216391e-09,5.960435700558264e-09
1948,3.2615663503321457e-09,9.784699273041042e-09
1949,1.9634016634739737e-09,5.890204768377316e-09
1950,5.317680518146517e-09,1.2762433776458693e-08
1951,4.264560704569931e-09,2.1322803522849654e-09
1952,1.0544804140977249e-08,4.2179215675730575e-09
1953,9.69644453618912e-09,4.3095309543161875e-09
1954,9.772536113672459e-10,3.9090144454689835e-09
1955,1.8771215692936494e-09,1.220129064449793e-08
1956,6.976913269340912e-09,1.3953826538681824e-08
1957,3.534015080575159e-09,7.068030272172621e-09
1958,1.6544486891589827e-09,1.3235589180204954e-08
1959,5.425523585955716e-09,6.975673039200103e-09
1960,4.844583401109048e-09,6.920833350854139e-09
1961,3.47407969059077e-09,4.86371165564492e-09
1962,3.805173953708163e-09,8.8787386332001e-09
1963,4.526237162849611e-09,4.526237162849611e-09
1964,3.6503808864551957e-09,9.125952438182594e-09
1965,6.5664522708175355e-09,6.0192477668863376e-09
1966,4.431259803538978e-09,5.539074976468328e-09
1967,3.451234853457663e-09,4.930335695263466e-09
1968,7.186265360559219e-09,1.3923389080572335e-08
1969,6.358460868938209e-09,3.6334062425424918e-09
1970,7.817832603507213e-09,5.518470042042978e-09
1971,1.541519245584766e-09,1.3359833239690033e-08
1972,2.565073486948677e-09,6.156176013405457e-09
1973,1.6539611902288698e-09,7.718485406371656e-09
1974,6.1881286761433785e-09,6.750686232237513e-09
1975,5.140332159925265e-09,5.140332159925265e-09
1976,8.570290255249802e-09,6.856232415142216e-09
1977,1.057820764316375e-08,7.052138428775834e-09
1978,2.3762365408686037e-09,9.504946163474415e-09
1979,5.266775904289034e-09,1.0533551808578068e-08
1980,7.390696055153967e-09,7.95921106799824e-09
1981,5.69299452024552e-09,6.325549417596221e-09
1982,5.586751949948621e-09,6.2075020679230875e-09
1983,1.2630632095778083e-09,2.5261264191556165e-09
1984,5.799008384599347e-09,5.219107812592938e-09
1985,4.210890747202711e-09,4.210890747202711e-09
1986,5.395036861699509e-09,5.994485408056249e-09
1987,4.277571630240118e-09,6.721898426764739e-09
1988,2.99827696004229e-09,3.597932174415064e-09
1989,1.0976244357863152e-09,7.134558721588746e-09
1990,4.358920779878872e-09,5.448650863826288e-09
1991,2.9307325455363298e-09,4.10302547493302e-09
1992,3.30596661157756e-09,7.162927639914329e-09
1993,6.647049133334804e-09,3.877445031719162e-09
1994,1.0549853213248639e-09,5.274926717646622e-09
1995,3.795715741716776e-09,8.133675954979935e-09
1996,1.067618438099771e-09,2.135236876199542e-09
1997,1.917957792585412e-09,8.151320507465698e-09
1998,2.86087753487152e-09,4.291316191284977e-09
1999,5.0272213059088244e-09,4.113181045761749e-09
2000,3.092622158362701e-09,2.2090156370779823e-09
2001,4.8193329327261836e-09,5.257454027685071e-09
2002,4.381221607729913e-09,6.133709984368352e-09
2003,3.333538334260311e-09,1.0000615446870142e-08
2004,1.7619165015858584e-09,8.369103632333008e-09
2005,4.5037495954858286e-10,3.15262471684008e-09
2006,4.117890028965121e-09,4.117890028965121e-09
2007,1.997239706952314e-09,3.994479552682506e-09
2008,2.1287198670449925e-09,5.5346716099080595e-09
2009,1.430457752249481e-09,8.582746735541491e-09
2010,7.558068837454357e-09,6.613310177261411e-09
2011,2.6767803529281764e-09,1.1854312975678738e-08
2012,2.382976926895708e-09,5.787229612197464e-09
2013,5.020424964641279e-09,1.1714325509615264e-08
2014,8.445236510112863e-09,8.228691422695888e-09
2015,9.309617077235544e-09,7.093041182182347e-09
2016,8.285359953674742e-09,1.0356700386182638e-08
2017,4.024978128569501e-09,7.295272663743191e-09
2018,4.130346731301415e-09,3.614053334377587e-09
2019,5.612172948588068e-09,6.63256816135771e-09
