year,premières_ADJ oies_NOUN,premières_ADJ fois_NOUN
1800,3.144164484325529e-09,1.3519907327008696e-07
1801,2.3811825844433088e-09,1.7858869227893592e-07
1802,0.0,1.2979472785445978e-07
1803,0.0,1.794312112224361e-07
1804,2.4718509461507665e-09,2.4224138428508013e-07
1805,0.0,1.449867568226182e-07
1806,0.0,1.3255677799861587e-07
1807,0.0,1.708173016368164e-07
1808,2.2660739951163578e-09,9.290903335568146e-08
1809,0.0,1.0165637576164954e-07
1810,0.0,1.8487001796074765e-07
1811,5.0141535368197765e-09,1.6045291317823285e-07
1812,0.0,1.4136203674297576e-07
1813,0.0,1.4378707646756084e-07
1814,0.0,9.754699448194515e-08
1815,0.0,1.2137506644194218e-07
1816,0.0,1.7382029682266875e-07
1817,0.0,2.568841068750771e-07
1818,4.768470951432846e-09,1.6689648418832803e-07
1819,0.0,1.521604389154163e-07
1820,1.1866481131050932e-09,1.1629151686065597e-07
1821,0.0,1.2129630988511053e-07
1822,1.0025615893027862e-09,1.4136118409169285e-07
1823,0.0,1.1859224002819246e-07
1824,0.0,1.625274705929769e-07
1825,8.805443041381977e-10,1.0390422744421812e-07
1826,0.0,1.4797413427913853e-07
1827,0.0,1.5024154720322258e-07
1828,5.503380862137419e-09,1.2841221064263664e-07
1829,0.0,1.2602568233432976e-07
1830,2.0873671680021744e-09,1.80557265139214e-07
1831,1.5591206103948707e-09,1.6526678336958867e-07
1832,0.0,1.4477066656581883e-07
1833,0.0,1.7259606011066353e-07
1834,9.334530925997342e-10,1.1761508744712046e-07
1835,2.2689263801112247e-09,1.376482003934143e-07
1836,6.720750067579218e-10,1.3508707752407645e-07
1837,0.0,1.315041373572967e-07
1838,6.312161904276081e-10,1.3381783503518818e-07
1839,2.0974426639952526e-09,1.6849455164447136e-07
1840,0.0,1.3694830158783589e-07
1841,1.2841097074556274e-09,1.3097918838411715e-07
1842,0.0,1.3282364363931265e-07
1843,0.0,1.5298900279958616e-07
1844,5.488561272137815e-10,1.2678576410962705e-07
1845,0.0,1.283452490952186e-07
1846,5.854501328173001e-10,1.3816622868034756e-07
1847,5.3932236454556914e-09,1.5586415713642054e-07
1848,0.0,2.067621949208842e-07
1849,8.379414939696517e-10,1.3323270309228974e-07
1850,6.788996032014438e-10,1.0998173394227706e-07
1851,0.0,1.1995956583632505e-07
1852,0.0,1.5560203792119864e-07
1853,5.971931837933653e-10,1.6840847649746138e-07
1854,1.558699391779328e-09,1.3093074358039303e-07
1855,0.0,1.3001995569084102e-07
1856,0.0,1.1338044458852892e-07
1857,0.0,1.5864904412410397e-07
1858,0.0,1.5415079701597278e-07
1859,0.0,1.507283258206371e-07
1860,0.0,1.240416906966857e-07
1861,0.0,1.367629494097855e-07
1862,0.0,1.1294965673869228e-07
1863,0.0,1.0838326858220171e-07
1864,0.0,1.567876068975238e-07
1865,0.0,1.3461574610573734e-07
1866,0.0,1.1726127269184872e-07
1867,4.85281148598915e-10,8.249779170910188e-08
1868,0.0,1.0768925307047539e-07
1869,3.906815315701806e-09,9.42519164937039e-08
1870,8.601073631098188e-09,1.4679164905828657e-07
1871,3.18635318130589e-09,1.5188282986855484e-07
1872,0.0,1.3243672469798184e-07
1873,0.0,1.2989629283310933e-07
1874,5.974609140757536e-10,1.1411503209046714e-07
1875,0.0,1.0870901689941093e-07
1876,0.0,1.4994117236710736e-07
1877,4.329371083855449e-09,1.5029102939934091e-07
1878,6.039088673581716e-10,1.3225604789113277e-07
1879,6.10932526790009e-10,1.0141479833691847e-07
1880,1.2835692508872398e-09,9.947661538944885e-08
1881,0.0,1.5478967441140412e-07
1882,0.0,1.4774954593121947e-07
1883,3.791603475633565e-09,1.238590385810312e-07
1884,3.300848483434038e-09,1.2741274701966177e-07
1885,0.0,1.0441929987337062e-07
1886,6.453463874400711e-10,1.4520293234454584e-07
1887,3.9173548849191775e-09,1.7628096316002484e-07
1888,0.0,1.32518849227381e-07
1889,0.0,1.2968833118520706e-07
1890,1.3108772956016423e-09,1.8417826197492104e-07
1891,0.0,1.561683973250183e-07
1892,6.268512375839919e-10,1.2474339428081294e-07
1893,0.0,1.6381387979436113e-07
1894,0.0,1.7329233514828957e-07
1895,0.0,1.612988711485741e-07
1896,0.0,1.645271083816624e-07
1897,0.0,1.701400407227993e-07
1898,0.0,1.5617060000749916e-07
1899,0.0,1.6582734474468452e-07
1900,0.0,1.4742590792593546e-07
1901,0.0,1.7436865107356425e-07
1902,4.910283846193408e-10,1.3748794458479097e-07
1903,5.400220270956879e-10,1.5282623166967824e-07
1904,0.0,1.3382816632656613e-07
1905,0.0,1.6772466437942057e-07
1906,0.0,1.6358507082259166e-07
1907,5.142843373384665e-10,1.517138770168458e-07
1908,0.0,1.6453152795747883e-07
1909,0.0,1.864833478748551e-07
1910,4.275320542035388e-09,1.9292383512947708e-07
1911,3.7242617878519013e-09,1.6386752577091102e-07
1912,5.209421227725386e-10,1.5367793082532444e-07
1913,0.0,1.3734742765336705e-07
1914,0.0,1.2054138665007486e-07
1915,0.0,1.2958838624399505e-07
1916,0.0,1.7140440888852027e-07
1917,0.0,1.568198655377273e-07
1918,0.0,1.4932288650015835e-07
1919,9.207848372660976e-10,1.583749877909213e-07
1920,0.0,1.438723984392709e-07
1921,0.0,1.43124921692106e-07
1922,0.0,1.8961294756536518e-07
1923,0.0,2.1444215292376612e-07
1924,2.578324886925998e-09,1.8821771163857193e-07
1925,1.0998177923937646e-09,1.506750351154551e-07
1926,0.0,1.415559580664194e-07
1927,0.0,2.274441897043289e-07
1928,5.713020723163709e-09,1.725332197111129e-07
1929,0.0,1.8158861792016978e-07
1930,1.0503603542488804e-09,1.5440296863289404e-07
1931,0.0,1.3230213369297417e-07
1932,0.0,1.20554901172909e-07
1933,0.0,1.1355955820135932e-07
1934,1.1981580172459871e-09,1.066360653112497e-07
1935,0.0,1.3883209248888306e-07
1936,1.2124714565686645e-09,1.2367209478725272e-07
1937,0.0,1.1835651037017669e-07
1938,0.0,1.0112866988265523e-07
1939,1.5294050470515685e-09,1.6517574863428308e-07
1940,0.0,1.1664601373695405e-07
1941,0.0,1.7709015764921787e-07
1942,0.0,1.5474479653221351e-07
1943,0.0,1.219358836124229e-07
1944,0.0,2.0243072640369064e-07
1945,0.0,1.481382696510991e-07
1946,0.0,1.7401380603132566e-07
1947,0.0,1.2755332079450454e-07
1948,1.0871887834440486e-09,1.5003205078301107e-07
1949,9.817008317369869e-10,1.2467600640775345e-07
1950,0.0,1.3719616731577844e-07
1951,1.0661401761424827e-09,1.4392892921932798e-07
1952,0.0,1.212652449567031e-07
1953,0.0,1.206668684972101e-07
1954,0.0,2.628812296734395e-07
1955,0.0,1.2952138206401287e-07
1956,0.0,1.5087574922745262e-07
1957,0.0,1.5638016748198424e-07
1958,3.3088973783179654e-09,1.4062814557291858e-07
1959,1.0851047171911432e-08,1.2711225849670882e-07
1960,0.0,1.321879210536281e-07
1961,0.0,1.3062539494512748e-07
1962,1.2683912808952869e-09,1.306442953818987e-07
1963,0.0,1.0668988181805616e-07
1964,1.2167936658258327e-09,1.6122515944516635e-07
1965,1.0944086747954884e-09,1.1819613376928828e-07
1966,1.6617224263271169e-09,1.5177064938143303e-07
1967,1.9721342336964653e-09,1.4297972938948078e-07
1968,1.7965663401398047e-09,1.280053538721404e-07
1969,0.0,1.3171097634767648e-07
1970,0.0,1.3336303084088286e-07
1971,1.541519245584766e-09,1.634010402540298e-07
1972,5.130146862875051e-10,1.210714657418066e-07
1973,5.513203782392395e-10,1.3286820887969952e-07
1974,5.625571675160757e-10,1.1982467640336836e-07
1975,0.0,1.1822763923419188e-07
1976,0.0,1.331251695546598e-07
1977,0.0,1.363413417720949e-07
1978,5.940591352171509e-10,1.3366330620101508e-07
1979,0.0,1.3810657151225314e-07
1980,1.7055452605774235e-09,1.6600640151409607e-07
1981,1.8976649140967083e-09,1.385295291811417e-07
1982,6.207502289967692e-10,1.365650490470216e-07
1983,0.0,1.4777839396629133e-07
1984,5.799008495621649e-10,1.704908498822988e-07
1985,1.2031116103372597e-09,1.4076405818741478e-07
1986,0.0,1.8163291315431707e-07
1987,6.110816852533674e-10,1.8760208320145466e-07
1988,1.1993107618124554e-09,1.7390006235018518e-07
1989,1.0976244357863152e-09,1.5531385599842906e-07
1990,1.089730194969718e-09,1.6400439051267313e-07
1991,5.861465202094962e-10,1.6177644113213319e-07
1992,0.0,1.812771586173767e-07
1993,1.661762283333701e-09,2.3320063746723463e-07
1994,1.0549853213248639e-09,1.999197252189333e-07
1995,0.0,1.9791944794178562e-07
1996,1.067618438099771e-09,1.8790083800013235e-07
1997,1.917957792585412e-09,1.8604190188398206e-07
1998,4.768129224785866e-10,2.207643774454482e-07
1999,0.0,2.399355594207009e-07
2000,8.836062992401139e-10,2.3327206122303323e-07
2001,1.3143635069212678e-09,2.1949871609194815e-07
2002,1.3143663935011318e-09,2.3483347888486605e-07
2003,1.2500769308587678e-09,2.483486127857759e-07
2004,4.404791253964646e-10,2.444659230604884e-07
2005,9.007499190971657e-10,2.666219813818316e-07
2006,4.1178899179428186e-10,3.1172427839010197e-07
2007,7.988958938831558e-10,2.796135731841787e-07
2008,0.0,3.6060512798030686e-07
2009,0.0,3.762103801818739e-07
2010,0.0,4.3600610410976515e-07
2011,1.529588788962144e-09,4.974987746209081e-07
2012,3.404252713057332e-10,5.419570356934855e-07
2013,5.578250084070646e-10,5.324439484866161e-07
2014,1.0827225782605865e-09,5.723271669921814e-07
2015,4.433150790905671e-10,5.780828473689326e-07
2016,8.285360175719347e-10,6.033813519934483e-07
2017,1.0062445321423752e-09,6.580839340131206e-07
2018,1.0325866828253538e-09,8.087735068329494e-07
2019,5.1019755087367e-10,7.688677214900963e-07
