year,belles_ADJ âmes_NOUN,belles_ADJ ames_NOUN,belles_ADJ femmes_NOUN
1840,1.6242705669355928e-07,2.8663599493938818e-08,4.554327404093783e-07
1841,1.6115576784159202e-07,1.9903700021473014e-08,5.778493914476712e-07
1842,1.7575653998846974e-07,4.360372329870188e-08,5.299529561852978e-07
1843,2.8235035642865114e-07,5.1390127708828004e-08,4.40064866324974e-07
1844,1.8112251609636587e-07,5.708103856250091e-08,4.0999552197718003e-07
1845,1.847055415282739e-07,2.3436957263811564e-08,4.112627891572629e-07
1846,2.054929950645601e-07,1.4636253098387897e-08,4.074732942171977e-07
1847,1.3051601399638457e-07,9.707802561820245e-09,3.699751403019036e-07
1848,1.3998685233218566e-07,2.252662056889676e-08,3.9341134083770157e-07
1849,8.044238342108656e-08,1.8434713311421547e-08,3.8461513440779527e-07
1850,1.7040379418631346e-07,1.5614691761811628e-08,2.9328464279387845e-07
1851,1.4188765362632694e-07,9.674158363282004e-09,3.9406072005476744e-07
1852,2.141969446256553e-07,5.208436348880241e-09,4.446702632776578e-07
1853,2.669453635917307e-07,1.0749477752369785e-08,4.1504927139612846e-07
1854,1.9327872280427982e-07,3.3252252507054436e-08,3.465508200406475e-07
1855,3.4176673580077477e-07,2.3350523292720027e-08,5.349392608877679e-07
1856,2.334912352353058e-07,1.7602443946884705e-08,4.6801790176687064e-07
1857,2.2357311024734372e-07,4.8326938895115745e-08,4.759471323723119e-07
1858,2.6279039389009995e-07,1.7127865348243176e-08,4.1057941757571825e-07
1859,3.040027536371781e-07,2.189634606963864e-08,4.572771672428644e-07
1860,3.565626229828922e-07,8.696649622663699e-09,4.5405664650388644e-07
1861,3.305890459159855e-07,8.017138064531082e-09,4.0180012206292304e-07
1862,2.7559715931602113e-07,1.671654992208005e-08,3.6460150454331597e-07
1863,2.816966286900424e-07,7.491931519609807e-09,3.6760408761438157e-07
1864,4.531017907538626e-07,9.109982990196386e-09,5.211869051890972e-07
1865,3.544253672771447e-07,8.001635798393636e-09,3.6007358517053945e-07
1866,2.9582926686089195e-07,1.1190909532388105e-08,4.3839173713422497e-07
1867,3.416379286136362e-07,4.85281148598915e-09,4.319002187003207e-07
1868,2.6082534532179125e-07,1.2843672791973404e-08,3.5962284528068267e-07
1869,3.887281252445973e-07,1.5627261262807224e-08,3.3549775935171056e-07
1870,2.4312367941092816e-07,1.8922360567330543e-08,2.769545517367078e-07
1871,1.8693272352265922e-07,7.434824311758348e-09,1.7206306779371516e-07
1872,2.449172313845338e-07,1.0280476914203973e-08,2.9934329859315767e-07
1873,2.4901777351260534e-07,4.788803575905831e-09,3.0229321623664873e-07
1874,2.3360722423149127e-07,2.1508592240593316e-08,2.802091785270022e-07
1875,2.219952506266054e-07,3.1468399441791917e-08,4.153828569997131e-07
1876,2.454682146435516e-07,1.1487427897804992e-08,5.556287874242116e-07
1877,2.5357746835652506e-07,2.040989244278535e-08,2.313121143515673e-07
1878,2.2767363816456054e-07,1.5701630218245555e-08,3.0678569373776554e-07
1879,2.5475887355241866e-07,7.94212251520321e-09,4.2093250840480323e-07
1880,2.0922178123328194e-07,3.8507077526617195e-09,3.3372799634889816e-07
1881,2.1754223666903272e-07,1.6036766581351003e-08,2.558910239258694e-07
1882,2.342695495372027e-07,1.4641846846075168e-08,3.0215448987291893e-07
1883,2.0032304348660546e-07,1.3902545781263598e-08,2.925853834767622e-07
1884,2.1785599813028966e-07,3.300848483434038e-09,2.825526337346673e-07
1885,1.340692250551001e-07,4.511945039809007e-09,3.519317033351399e-07
1886,2.574932125298801e-07,1.0325542199041138e-08,2.76853597824811e-07
1887,1.63876009651176e-07,1.0446279397058333e-08,2.467933484240348e-07
1888,1.813415764218007e-07,1.014498351992188e-08,2.923023316725448e-07
1889,1.8795410028360493e-07,1.6915869593958632e-08,2.4371382778554107e-07
1890,1.8942176893688156e-07,3.2771931834929546e-09,2.1563931795753888e-07
1891,2.0461246208469674e-07,7.649063604731055e-09,2.8811473384848796e-07
1892,2.0372665687773406e-07,1.002961980134387e-08,2.024729468530495e-07
1893,1.7489902859324502e-07,3.695050043717174e-09,2.715861739943648e-07
1894,2.476504903370369e-07,7.561847148451761e-09,2.1299203467606276e-07
1895,1.5708583589457703e-07,7.824199066419624e-09,2.6722648271970684e-07
1896,1.6157859761278814e-07,1.7691086373616827e-09,2.5357223876198987e-07
1897,1.8878552054957254e-07,5.826713334045053e-09,1.9344689405897952e-07
1898,1.5334141778566845e-07,8.487532454637403e-09,2.1558332718996098e-07
1899,2.1557555385243177e-07,8.291367592505594e-09,2.067314284204258e-07
1900,1.8168685755881597e-07,1.557315876254961e-08,2.600717721179535e-07
1901,1.7436865107356425e-07,2.794369402536745e-09,2.2354956286108063e-07
1902,1.4338029075133818e-07,9.820567692386817e-10,1.8217153296973265e-07
1903,1.8252744382607489e-07,1.0800440541913758e-09,1.9710803655925702e-07
1904,1.714505373229258e-07,3.2247751136083025e-09,2.380958932235444e-07
1905,1.89915937198748e-07,4.64468330463319e-09,2.208804801284714e-07
1906,1.913636680228592e-07,1.0288369045596824e-09,1.90334830563188e-07
1907,2.0005660417155013e-07,4.6285588695127444e-09,1.5994243085515336e-07
1908,1.9694670072567533e-07,2.2101250607420297e-08,1.9498214953728166e-07
1909,2.117878636909154e-07,1.6502950117569526e-09,2.579961346782511e-07
1910,1.96664743157271e-07,4.275320542035388e-09,2.43158865487203e-07
1911,1.8568105986105365e-07,3.7242617878519013e-09,2.31436274589214e-07
1912,2.401543213181867e-07,1.5628263128064646e-09,1.9795800199062796e-07
1913,2.7363427079762914e-07,6.363587878865928e-09,3.309065448320325e-07
1914,2.5380657575624355e-07,2.678697486047099e-09,2.3706472518369992e-07
1915,1.5314989809667168e-07,2.3561523843085297e-09,9.424609714869803e-08
1916,2.0546553969325032e-07,0.0,1.42837009775576e-07
1917,1.7217286085724481e-07,0.0,1.7765607651654136e-07
1918,2.0675477685472288e-07,1.1486376294556067e-09,1.412824275348612e-07
1919,2.5966133421206905e-07,5.524709134618888e-09,1.583749877909213e-07
1920,2.370108518334746e-07,6.815008557481406e-09,2.1959472462640406e-07
1921,1.6508589339991886e-07,3.7863738810983705e-09,2.158233058935366e-07
1922,1.8739956431090832e-07,7.377935595798135e-09,2.5601437414479733e-07
1923,1.9639503534563119e-07,6.369568872344189e-09,3.1954004953149706e-07
1924,1.895068777457709e-07,1.1602462102189293e-08,2.6943496322928695e-07
1925,2.8045354838468484e-07,1.4297631523163545e-08,3.9043530364324397e-07
1926,2.418711915197491e-07,1.114613823460786e-08,3.143211131373391e-07
1927,2.1629496416153415e-07,1.2264147031260109e-08,3.4005137194981216e-07
1928,1.9310009236050973e-07,1.0283437212876834e-08,2.9250665534164e-07
1929,2.517731729767547e-07,8.912325100141061e-09,2.695978480460326e-07
1930,1.460000902397951e-07,6.302162347537887e-09,3.5082035765299224e-07
1931,1.5625339244706993e-07,6.843213995466613e-09,2.7943124791818263e-07
1932,1.4356993460751255e-07,7.6716757391182e-09,2.2028667956419667e-07
1933,1.45677404361777e-07,4.588264879146209e-09,2.362956479373679e-07
1934,1.6175133055185142e-07,4.7926320689839486e-09,2.564058263487823e-07
1935,1.9508303239490488e-07,4.787313656606784e-09,3.063880740228342e-07
1936,1.0912243197935823e-07,8.487299751891442e-09,1.8429565784572333e-07
1937,1.611663122957907e-07,2.5182236296217297e-09,2.3167658014244807e-07
1938,1.659547450572063e-07,6.482607339819424e-09,2.139260431022194e-07
1939,1.345876512459654e-07,1.5294050470515685e-08,2.1564611074609275e-07
1940,1.5468275194052694e-07,2.5357829169792012e-09,2.155415472770983e-07
1941,1.5938114472646703e-07,4.7224041566096275e-08,2.036536841387715e-07
1942,1.4867637787574495e-07,1.8205270180260413e-08,2.912843228841666e-07
1943,1.9161352327046188e-07,8.709705845433291e-09,2.9903321774327196e-07
1944,2.2813621569639508e-07,0.0,2.0885710227958043e-07
1945,1.3506725338174874e-07,0.0,2.2438591429363441e-07
1946,2.0046390147854254e-07,2.0881657292193267e-08,2.4222720185207436e-07
1947,3.778916095598106e-07,7.152522574216391e-09,2.551066415890091e-07
1948,1.869964734169116e-07,1.6307831529616124e-08,2.1308899533778458e-07
1949,1.7474275182394194e-07,1.1780409536754632e-08,2.5131541292466864e-07
1950,1.744199238373767e-07,8.508289184305795e-09,2.0207187390042236e-07
1951,1.8764066567200643e-07,6.396841278899501e-09,1.9830207520499243e-07
1952,1.8347958530284814e-07,1.687168627029223e-08,2.551842612774635e-07
1953,1.3898237227749632e-07,0.0,2.0147057000485802e-07
1954,1.2899747048322752e-07,5.863521668203475e-09,2.56040436852345e-07
1955,1.2764427026468184e-07,9.385607846468247e-10,2.1586897958059126e-07
1956,1.8837666004856146e-07,6.104799332717903e-09,2.4855253855093906e-07
1957,1.7935126095380838e-07,4.417518795207798e-09,2.376625189981496e-07
1958,1.629631896093997e-07,1.2408365002158916e-08,2.3410449045968562e-07
1959,1.782672001127139e-07,1.4726420971555854e-08,2.0306958958826726e-07
1960,2.2146666367461876e-07,8.305000243069571e-09,2.3600041743065958e-07
1961,2.487441008725e-07,9.72742331128984e-09,2.5847151619018405e-07
1962,1.864535192908079e-07,2.0928455413127267e-08,2.6445957246323815e-07
1963,1.5906491057648964e-07,1.8751554975438012e-08,2.2243223440909787e-07
1964,1.9225339542572328e-07,1.1559539991878864e-08,2.792541522467218e-07
1965,2.0027678715450747e-07,2.7360217202954118e-08,2.7797980806099076e-07
1966,1.9165199205417593e-07,8.862519607077957e-09,2.9689439884350577e-07
1967,2.2137206201477966e-07,1.7749208325312793e-08,2.529262133066368e-07
1968,2.2591821391415579e-07,4.177016776907294e-08,2.973317236865114e-07
1969,1.6304910843700782e-07,2.043791091921321e-08,2.4343822246919444e-07
1970,1.683133348251431e-07,1.609553734738256e-08,2.2487765249934455e-07
1971,1.937175824195947e-07,1.284599360218408e-08,2.944301797924709e-07
1972,1.5852154433559917e-07,2.1546616935097518e-08,2.421429314836132e-07
1973,1.1963652468693908e-07,6.064523994098181e-09,2.3320852449160157e-07
1974,1.243251404048351e-07,1.6876715580593782e-09,1.8676898605463066e-07
1975,1.4392929870155058e-07,1.0851811893530794e-08,1.9590376609812665e-07
1976,1.4283817506566265e-07,1.199840671262109e-08,2.1711402098389954e-07
1977,1.2458777121082676e-07,3.526069214387917e-09,1.8629398823577503e-07
1978,1.5089102589627146e-07,1.6039596317796168e-08,2.702969084111828e-07
1979,1.4512893642404379e-07,1.9311512389208474e-08,2.4636807438582764e-07
1980,1.500879847071701e-07,7.390696055153967e-09,2.38776323158163e-07
1981,1.195528795960854e-07,1.644642821929665e-08,2.606126372484141e-07
1982,1.3159905165593955e-07,1.4277254933858785e-08,2.2843607894174056e-07
1983,1.2188560560844053e-07,3.157658134966823e-09,2.1724687826463196e-07
1984,1.4787471513955097e-07,5.219107812592938e-09,2.1340350997434143e-07
1985,1.5459984581411845e-07,6.617113967877231e-09,2.4723942715354497e-07
1986,1.498621315931814e-07,2.997242676272549e-09,3.2070497013592103e-07
1987,1.5582583046125364e-07,1.0388388815840699e-08,2.615429650631995e-07
1988,1.6130729818542022e-07,1.798966087207532e-09,2.9203218332440883e-07
1989,1.7507109362213669e-07,1.0427432250992297e-08,2.809918555612967e-07
1990,1.1769085972446192e-07,8.717841559757744e-09,2.6153523435823445e-07
1991,2.315278777587082e-07,6.4476117778156095e-09,2.954178341951774e-07
1992,1.7797120221985097e-07,6.060938417817852e-09,2.821091413807153e-07
1993,2.10489886853793e-07,5.539207315052863e-09,2.8859270173597906e-07
1994,1.7354508941025415e-07,7.384897138251745e-09,2.6743879288915196e-07
1995,1.816520978081826e-07,1.1929391696696712e-08,2.700380434816907e-07
1996,2.3647749003430363e-07,9.074756945892659e-09,2.7224271548220713e-07
1997,1.6350590215097327e-07,7.671831170341648e-09,2.7139103053741565e-07
1998,1.7785121997349052e-07,1.144351013948608e-08,2.8656455697273486e-07
1999,1.7092551729547267e-07,7.769341614505265e-09,3.0163326414367475e-07
2000,1.9748600266211724e-07,3.092622158362701e-09,2.6419829168844444e-07
2001,1.81820283273737e-07,8.762423675534592e-09,2.957318088192551e-07
2002,1.7130575713508733e-07,1.4019908789464353e-08,3.3078222827498394e-07
2003,1.5542622122666216e-07,1.7084383685528337e-08,3.304369897705328e-07
2004,1.6253679291367007e-07,7.047666006343434e-09,3.2243070791082573e-07
2005,1.7564623533417034e-07,1.3511248786457486e-09,3.2246848036265874e-07
2006,1.8571682858237182e-07,2.4707338397433887e-09,3.6155074667476583e-07
2007,1.7535765550746873e-07,1.5578470069499417e-08,4.146269816374115e-07
2008,2.0435710723631928e-07,2.9802078582719105e-09,4.261697199581249e-07
2009,1.6831720017762564e-07,1.430457752249481e-09,5.116270358485053e-07
2010,1.7289082165916625e-07,3.3066551718974324e-09,5.224515007284936e-07
2011,1.583124458193197e-07,3.059177577924288e-09,4.875564059148019e-07
2012,1.6204242569983762e-07,3.744677901096338e-09,6.270633434724004e-07
2013,1.860346401372226e-07,4.741512515948898e-09,6.233694307411497e-07
2014,2.1892650181598583e-07,0.0,7.128645620468888e-07
2015,2.0591986071849533e-07,6.649726325136385e-10,6.929014944034861e-07
2016,1.8869907592033996e-07,1.4499380585064614e-09,6.673857342320844e-07
2017,1.582319555382128e-07,2.515611330355938e-10,6.107904368946038e-07
2018,1.8483301289506926e-07,1.290733298020541e-09,7.442368428201007e-07
2019,2.265277174728908e-07,2.2958890344426663e-09,6.933584586477082e-07
