year,autres_ADJ autographes_NOUN,autres_ADJ photographes_NOUN
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,1.1330369531492579e-08,0.0
1809,4.518061036407062e-09,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,9.440030979135372e-09,0.0
1815,2.4275012222574333e-08,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,0.0,0.0
1819,0.0,0.0
1820,0.0,0.0
1821,7.88919063410276e-09,0.0
1822,7.017931125119503e-09,0.0
1823,0.0,0.0
1824,0.0,0.0
1825,7.044354433105582e-09,0.0
1826,0.0,0.0
1827,0.0,0.0
1828,0.0,0.0
1829,0.0,0.0
1830,1.0436835840010872e-09,0.0
1831,3.1182412207897414e-09,0.0
1832,2.705993873419743e-09,0.0
1833,1.6217079235048004e-08,0.0
1834,2.8003592777992026e-09,0.0
1835,0.0,0.0
1836,8.064899859050456e-09,0.0
1837,4.87052354003481e-09,0.0
1838,1.009945904684173e-08,0.0
1839,3.4957374772659477e-09,0.0
1840,6.369688665408546e-10,0.0
1841,4.494383976094696e-09,0.0
1842,1.341653010911159e-09,0.0
1843,1.0041748821354446e-08,0.0
1844,9.330554107123135e-09,0.0
1845,9.486387508861327e-09,0.0
1846,4.0981511517657054e-09,0.0
1847,0.0,5.393223645455691e-10
1848,0.0,8.045221711050488e-10
1849,3.1841775438579134e-08,0.0
1850,7.467895635215882e-09,0.0
1851,7.094382858952031e-09,0.0
1852,1.3021090872200602e-09,0.0
1853,5.3747388761848924e-09,2.9859659189668264e-09
1854,6.234797567117312e-09,1.558699391779328e-09
1855,1.2736649068756378e-08,9.552486801567284e-09
1856,4.659470143053568e-09,0.0
1857,4.881508974818871e-09,6.8341128311999455e-09
1858,9.787352039936081e-10,8.808616946964776e-09
1859,3.055304009791371e-09,9.675129142294736e-09
1860,1.0985241161165504e-08,4.119465657481669e-09
1861,1.4147890858851042e-08,1.3676294763342867e-08
1862,2.0782737752966796e-08,4.9697850279528666e-09
1863,1.1987089987286481e-08,5.494082966350788e-09
1864,1.582260189536555e-08,8.151037178549814e-09
1865,1.2708479601997169e-08,6.589582213223366e-09
1866,1.4596839292835284e-09,4.865612912574591e-10
1867,1.94112459439566e-09,2.426405742994575e-09
1868,6.915823469455518e-09,3.457911734727759e-09
1869,1.2697149553986264e-08,0.0
1870,5.160643912205387e-09,2.2936195165357276e-09
1871,3.18635318130589e-09,1.1683295220166201e-08
1872,1.3304146229131675e-08,2.4189357183956872e-09
1873,3.591602570907071e-09,3.591602570907071e-09
1874,9.559374625212058e-09,4.182226565063729e-09
1875,1.0298748520654044e-08,2.2886108563824337e-09
1876,1.874264654588842e-08,1.209202959984168e-09
1877,1.8554447978047506e-09,0.0
1878,1.268208649207736e-08,1.2078177347163432e-09
1879,9.163987790827832e-09,3.665595160740054e-09
1880,2.1178893305773272e-08,1.9253538763308597e-09
1881,4.183504653809678e-09,0.0
1882,6.655385131892899e-09,0.0
1883,7.58320695126713e-09,1.8958017378167824e-09
1884,3.300848483434038e-09,0.0
1885,2.5782542767416317e-09,0.0
1886,1.5488312854472497e-08,1.936039106809062e-09
1887,2.9380160526670807e-08,2.6115698492645834e-09
1888,1.0779045211961602e-08,7.60873763994141e-09
1889,3.759081934617825e-09,4.385595886446936e-09
1890,5.243509182406569e-09,2.6217545912032847e-09
1891,6.3742202627281586e-09,8.286486163910922e-09
1892,1.191017329205124e-08,0.0
1893,3.079208221734575e-09,4.310891643655168e-09
1894,6.9316934414587195e-09,0.0
1895,6.018614495673091e-09,3.611168697403855e-09
1896,5.307326134129653e-09,0.0
1897,4.661370844871726e-09,5.826713556089658e-10
1898,1.9804241802034994e-08,3.960848538042683e-09
1899,3.3165470370022376e-09,5.527578395003729e-09
1900,6.22926377147337e-09,4.671947717582725e-09
1901,2.794369402536745e-09,0.0
1902,4.419255628107521e-09,5.4013122863239005e-09
1903,6.480264325148255e-09,4.320176216765503e-09
1904,9.13686282189019e-09,1.0749250378694342e-09
1905,7.2250627702885595e-09,0.0
1906,2.572092316910357e-09,1.0288369045596824e-09
1907,7.199980611716228e-09,3.599990305858114e-09
1908,2.9468334439286537e-09,9.822778146428846e-10
1909,2.7504918342913243e-09,0.0
1910,6.947395991829808e-09,1.068830135508847e-09
1911,1.3300935464144459e-08,5.320374141248863e-10
1912,5.730363294986773e-09,7.814131564032323e-09
1913,1.113627856597077e-08,1.590896969716482e-09
1914,1.0045115850232378e-08,4.68772043404897e-09
1915,2.3561523843085297e-09,0.0
1916,1.648119329900055e-08,1.0987462051303964e-09
1917,6.57985488317081e-09,0.0
1918,0.0,1.1486376294556067e-09
1919,2.762354567309444e-09,0.0
1920,4.543339038320937e-09,0.0
1921,3.786373714564917e-09,7.572747429129834e-10
1922,1.623145884366295e-08,2.2133805899215986e-09
1923,5.307974060286824e-09,1.0615948120573648e-09
1924,3.867487219366694e-09,0.0
1925,1.0998178368026856e-08,0.0
1926,5.57306911730393e-09,1.1146138456652466e-09
1927,5.574612327308159e-09,0.0
1928,3.4278122562625413e-09,1.1426041224282812e-09
1929,2.2280812750352652e-09,0.0
1930,5.2518016602221e-09,1.0503603542488804e-09
1931,9.124285327288817e-09,0.0
1932,6.575722188983946e-09,1.0959536611565568e-09
1933,2.2941324395731044e-09,3.4411986593596566e-09
1934,0.0,2.3963160344919743e-09
1935,1.196828414151696e-09,1.196828414151696e-09
1936,4.849885826274658e-09,7.274828739411987e-09
1937,1.888667711114067e-08,1.2591118148108649e-09
1938,1.2965214457594243e-09,6.482607339819424e-09
1939,4.588215141154706e-09,0.0
1940,7.607348528892999e-09,0.0
1941,5.9030051957620344e-09,0.0
1942,2.1239483061208375e-08,0.0
1943,2.9032352077962287e-09,2.9032352077962287e-09
1944,1.2852744646352221e-08,0.0
1945,8.714016175304096e-09,0.0
1946,5.568441707737293e-09,2.7842208538686464e-09
1947,1.4305045148432782e-08,2.3841741914054637e-09
1948,2.174377566888097e-09,2.174377566888097e-09
1949,2.2579119018928395e-08,4.908504269707237e-09
1950,1.0635361258337639e-08,3.190608444114673e-09
1951,5.330700769690111e-09,1.0661401761424827e-09
1952,5.272402070488624e-09,6.326882129314981e-09
1953,4.3095309543161875e-09,7.54167928107563e-09
1954,8.795282724349818e-09,1.9545072227344917e-09
1955,3.754243138587299e-09,6.569925492527773e-09
1956,3.488456634670456e-09,8.72114114258693e-09
1957,1.3252556385623393e-08,3.534015080575159e-09
1958,1.7371711180658167e-08,4.1361216673863055e-09
1959,7.750747599288843e-09,5.425523585955716e-09
1960,8.997083578154985e-09,5.536666680683311e-09
1961,6.25334317660986e-09,6.25334317660986e-09
1962,7.610347907416326e-09,5.0735651235811474e-09
1963,5.819448034571906e-09,5.1728425987107585e-09
1964,1.9468698653213323e-08,7.909158661334459e-09
1965,8.20806533852192e-09,4.377634699181954e-09
1966,4.985167278981351e-09,2.769537488234164e-09
1967,5.423369309198733e-09,1.4791006197611978e-09
1968,8.084548142051062e-09,2.6948494546985557e-09
1969,9.991866889436096e-09,3.6334062425424918e-09
1970,5.518470125309705e-09,7.817832603507213e-09
1971,3.5968783507200897e-09,1.0790635052160269e-08
1972,1.1799337507056862e-08,2.0520587451500205e-09
1973,6.615844760915479e-09,6.064523994098181e-09
1974,2.812785782069227e-09,9.563471792262135e-09
1975,1.2565256390928425e-08,7.4249242310031605e-09
1976,1.1427053969725876e-08,1.1427053969725876e-08
1977,1.4104276857551667e-08,9.402850942308305e-09
1978,1.0693064211864112e-08,2.316830638449119e-08
1979,1.1703946256602649e-08,2.3407892513205297e-08
1980,3.97960553399912e-09,2.38776323158163e-08
1981,6.958104314946922e-09,1.4548763971333756e-08
1982,3.1037510339615437e-09,2.483000827169235e-08
1983,5.052252838311233e-09,3.789189761960188e-08
1984,7.538711266352749e-09,4.291266364475632e-08
1985,5.414002135495366e-09,6.436646771135202e-08
1986,4.196139880008332e-09,4.6756987615026446e-08
1987,1.0388388815840699e-08,2.810975807676641e-08
1988,4.197587610832443e-09,4.257553243292023e-08
1989,2.7440609784434855e-09,4.50026007570159e-08
1990,5.448650863826288e-09,4.086488303300939e-08
1991,4.68917216167597e-09,3.57549367890897e-08
1992,3.30596661157756e-09,3.691662442406596e-08
1993,7.200969598386564e-09,4.2651898013446043e-08
1994,3.6924485691258724e-09,3.323203756622206e-08
1995,8.675921314704738e-09,4.9886548225686056e-08
1996,4.804283193493575e-09,5.818520421030371e-08
1997,4.315404922294874e-09,4.5072006571444945e-08
1998,7.152193948201102e-09,4.625085381348981e-08
1999,5.4842413388378475e-09,3.4733528053720875e-08
2000,6.185244316725402e-09,4.373851325567557e-08
2001,3.5049694258049158e-09,3.986902896713218e-08
2002,3.9430991805033955e-09,3.724038322161505e-08
2003,4.166922806803086e-09,4.2502612984662846e-08
2004,4.404791198453495e-09,3.171449591832243e-08
2005,4.503749373441224e-09,8.016674257760315e-08
2006,4.529678854225949e-09,4.0355320862772714e-08
2007,5.991719120856942e-09,3.595031472514165e-08
2008,6.811903568992861e-09,4.981204426712793e-08
2009,2.860915504498962e-09,3.9575997590191037e-08
2010,2.8342759250676863e-09,5.432362115698197e-08
2011,1.911985902935953e-09,5.009403380995536e-08
2012,2.0425516833455504e-09,5.310634065835984e-08
2013,3.3469500504423877e-09,3.5700800538052135e-08
2014,1.9489005964601347e-09,4.590743785115592e-08
2015,1.5516027351836215e-09,3.79034403863443e-08
2016,2.278474076078396e-09,2.982729796485728e-08
2017,1.7609279590047322e-09,5.2073154677145794e-08
2018,1.8070267504555204e-09,4.078717452671299e-08
2019,1.7856913725466939e-09,4.7448370565916775e-08
