year,les_DET oies_NOUN,les_DET foies_NOUN
1885,4.10586999510798e-07,9.990735527765082e-08
1886,4.5238780543854773e-07,1.4197620146205736e-07
1887,4.968511522207564e-07,1.292727045409947e-07
1888,4.3496617152527506e-07,1.2681229133448824e-07
1889,4.4858378878132044e-07,1.0337475320199019e-07
1890,4.817473957530183e-07,2.5168843720280165e-07
1891,4.2707273628650455e-07,2.0716215765048673e-07
1892,5.904938618073174e-07,1.3477301941122732e-07
1893,5.413248107544177e-07,1.2193664566950702e-07
1894,3.7494157112405446e-07,1.8841602411612257e-07
1895,3.9482110825161953e-07,1.3120579467340576e-07
1896,5.183488394067126e-07,9.789068045051863e-08
1897,4.492396001865018e-07,1.4333715370185018e-07
1898,4.837893285980499e-07,1.5617058934935812e-07
1899,5.378333831629334e-07,2.2607795102658201e-07
1900,4.2981919623485965e-07,1.3133364085149424e-07
1901,3.917705884148859e-07,2.0734220917972834e-07
1902,3.3831854984178733e-07,1.3552382993609058e-07
1903,3.9529613271582775e-07,1.7496713411446763e-07
1904,4.6651745932990707e-07,1.7628769999333826e-07
1905,4.180214836502216e-07,1.6720859452590275e-07
1906,4.840677552131467e-07,2.3869015919331105e-07
1907,4.4639880325547665e-07,2.1342799527701573e-07
1908,4.16976919659362e-07,1.8712392879649542e-07
1909,3.9001974716512677e-07,1.4357567756917433e-07
1910,5.509819449578401e-07,2.517094976894896e-07
1911,4.878783039785617e-07,1.5109862339102165e-07
1912,4.3759138845800294e-07,2.0473025230671738e-07
1913,3.887091333254489e-07,1.193172654012642e-07
1914,4.855139064119385e-07,1.4063161923871803e-07
1915,2.473959943571913e-07,6.597226498428199e-08
1916,2.6809406961092463e-07,1.0438089059761069e-07
1917,3.893080684491679e-07,1.6230307764431018e-07
1918,3.652667697195966e-07,1.9986295107798924e-07
1919,4.797288877256278e-07,1.6850363016018832e-07
1920,4.3616053879702577e-07,1.9157746145026522e-07
1921,4.4300572987765463e-07,1.893186798440638e-07
1922,4.84730355410079e-07,1.7485707459741207e-07
1923,4.299459046563925e-07,1.677319829695989e-07
1924,4.963275417324553e-07,2.0497682484688085e-07
1925,3.838364168728958e-07,1.330779468844412e-07
1926,4.514186233706141e-07,1.749943780993135e-07
1927,4.325899194412841e-07,2.285591129691511e-07
1928,3.850575769348552e-07,1.9081489277539276e-07
1929,4.1999331834574605e-07,1.982992330340494e-07
1930,3.497700085119959e-07,2.3002892390877605e-07
1931,3.25052660343772e-07,2.2924767506538046e-07
1932,2.487814780849362e-07,1.632970967335723e-07
1933,4.886502225076583e-07,1.6288340098924436e-07
1934,3.9059950296405077e-07,1.8331818196770655e-07
1935,4.176931147625851e-07,2.6689273369129296e-07
1936,4.910509403543983e-07,2.3400698623277094e-07
1937,3.361828575521031e-07,2.480450227437814e-07
1938,3.656190541434512e-07,2.320773369035578e-07
1939,4.863508173968967e-07,2.6152826393399664e-07
1940,3.52473818132637e-07,4.4122623421571916e-07
1941,1.345885138448466e-06,2.803927365846448e-07
1942,5.006449459443729e-07,2.3666851944881273e-07
1943,6.532279093196536e-07,2.0322646676618206e-07
1944,4.530592363494179e-07,1.5423293930894033e-07
1945,4.6837837075486277e-07,2.570634762832924e-07
1946,4.705333092047681e-07,2.0742445627774941e-07
1947,3.7193117963241207e-07,1.6808427716341612e-07
1948,5.175018493730477e-07,3.261566448031772e-07
1949,3.16107669373622e-07,2.4738861625905884e-07
1950,4.094614123317797e-07,1.818646779838673e-07
1951,4.040671335303614e-07,2.004343464534486e-07
1952,4.112473401818306e-07,2.2354983997274758e-07
1953,3.8247087186249473e-07,3.9539945717592673e-07
1954,4.3780963210338086e-07,2.433361494524888e-07
1955,3.144178606362402e-07,2.0272912593100045e-07
1956,3.1657744337110216e-07,2.398314009610658e-07
1957,3.454499761801344e-07,2.45614046434639e-07
1958,4.309838868010729e-07,2.1259665672346273e-07
1959,6.960171283765249e-07,1.720665991911119e-07
1960,4.429333402278246e-07,2.519183404103842e-07
1961,4.2383771337028975e-07,1.7787287198700596e-07
1962,3.640283017247725e-07,2.9616936103593616e-07
1963,3.633921794587991e-07,2.2113902176101874e-07
1964,3.814648197320025e-07,2.3484117406269434e-07
1965,3.2175616215823766e-07,1.6799172719572653e-07
1966,3.5505469142549373e-07,2.320872276584396e-07
1967,3.3033247959224354e-07,1.9672038753526522e-07
1968,3.876091891896749e-07,2.1603710109729946e-07
1969,5.173062227470382e-07,1.585073530208092e-07
1970,3.3386743991670187e-07,1.43480226810766e-07
1971,3.2834358609790115e-07,1.5466576464007176e-07
1972,3.303814661848037e-07,1.6416469961200164e-07
1973,2.84481314949403e-07,1.240470881569422e-07
1974,3.200950375870093e-07,1.6257901691574261e-07
1975,2.918566441856285e-07,1.2165452822898715e-07
1976,2.7653470180410977e-07,9.770130926511911e-08
1977,3.7846475819947045e-07,1.0578207199074541e-07
1978,4.829700692710048e-07,1.1227717600093001e-07
1979,3.388292570960516e-07,1.0182433385352851e-07
1980,3.54753392883822e-07,1.1881965100712932e-07
1981,3.554958780682682e-07,1.9103159232258804e-07
1982,3.401711134998209e-07,1.3532354792289425e-07
1983,3.5555230404327176e-07,1.408315473128141e-07
1984,3.815747575686146e-07,1.4903451983627747e-07
1985,3.332619105123058e-07,1.0467071120956462e-07
1986,3.2909725256047295e-07,1.4506655077184405e-07
1987,3.7337091995937044e-07,1.4054879393654574e-07
1988,3.4240321689082975e-07,1.667041953368198e-07
1989,3.1227413765932965e-07,1.0811600859028658e-07
1990,3.154768948299136e-07,1.6509413036658316e-07
1991,3.950627576188026e-07,1.0785095749810125e-07
1992,3.845941041191736e-07,1.2121876924453545e-07
1993,3.788817872774075e-07,1.8168600313117622e-07
1994,3.8559713733121725e-07,9.336620321320765e-08
1995,3.3185399583857134e-07,1.4640617518324461e-07
1996,3.763354907704297e-07,9.288280367059087e-08
1997,4.1331989386605983e-07,1.078851292746208e-07
1998,3.943242976589545e-07,7.390600309520323e-08
1999,3.934943126893131e-07,1.2202437371655606e-07
2000,3.088204154622076e-07,9.012784563111609e-08
2001,4.359305627588128e-07,8.937672024700305e-08
2002,4.714194483668166e-07,9.244377530137626e-08
2003,3.7752320558581687e-07,9.250569021901356e-08
2004,3.255140867963746e-07,9.338157358484978e-08
2005,3.5804809073169963e-07,9.052536942277811e-08
2006,3.446673750850948e-07,1.1447734138414489e-07
2007,3.4592192310611836e-07,1.366111974654416e-07
2008,3.533675041467177e-07,1.456044338432605e-07
2009,4.0672683043752045e-07,1.5687353638327295e-07
2010,3.561739898572114e-07,2.111535417625987e-07
2011,7.32673059999911e-07,2.8756269543350754e-07
2012,4.592336786402029e-07,2.8595722234570076e-07
2013,5.667502041006856e-07,2.5046342599921445e-07
2014,5.31833337813481e-07,2.533570810925312e-07
2015,5.257716888529274e-07,2.3540030902324816e-07
2016,7.146123239820668e-07,2.1231234903495988e-07
2017,4.170883656229307e-07,2.0753793616989924e-07
2018,4.773131925261964e-07,1.7734675683556134e-07
2019,5.255034762896571e-07,1.7627325021862816e-07
