year,gros_ADJ airs_NOUN,gros_ADJ fers_NOUN
1862,0.0,9.352231705728187e-08
1863,0.0,4.345320059329083e-08
1864,9.589455896019672e-10,3.21246771406436e-08
1865,0.0,2.7770381993974524e-08
1866,0.0,1.4110277612999766e-08
1867,0.0,6.308654931785895e-08
1868,1.4819622196071691e-09,4.3964877960434023e-08
1869,0.0,1.8069021279210062e-08
1870,0.0,4.4152175249223546e-08
1871,1.0621177271019633e-09,6.585129597169725e-08
1872,4.8378714367913744e-09,2.963196266136947e-08
1873,0.0,5.447264017632847e-08
1874,0.0,3.943241999593283e-08
1875,0.0,4.520006324781889e-08
1876,4.836811839936672e-09,4.836811928754514e-08
1877,6.184815992682502e-10,2.6594709656713178e-08
1878,0.0,3.683844052027041e-08
1879,0.0,3.971061579566282e-08
1880,0.0,1.6044616302224313e-08
1881,0.0,5.3688308132571194e-08
1882,0.0,1.1314154280128719e-08
1883,1.2638677882037541e-09,2.4013488642005143e-08
1884,6.601696966868076e-10,1.9144920315739e-08
1885,6.445635691854079e-10,2.384885189332664e-08
1886,0.0,4.2592861571044693e-08
1887,0.0,1.958677448010704e-08
1888,0.0,1.77537216039525e-08
1889,0.0,2.6313573542324775e-08
1890,0.0,2.4251230357208442e-08
1891,0.0,2.0397504796321186e-08
1892,0.0,2.0686090174137917e-08
1893,0.0,1.1700991398022609e-08
1894,0.0,2.646646524162577e-08
1895,1.2037228991346183e-09,3.671354997791809e-08
1896,0.0,2.3588116571104933e-08
1897,5.826713556089658e-10,2.7385553380554484e-08
1898,0.0,3.395012893037119e-08
1899,0.0,3.040168117252051e-08
1900,0.0,2.699347634305127e-08
1901,0.0,1.7325090917452712e-08
1902,0.0,3.0443759957421435e-08
1903,0.0,2.5381035051452727e-08
1904,5.374625189347171e-10,1.9348650681649815e-08
1905,1.0321518084666081e-09,2.631987161549887e-08
1906,0.0,4.372556983156528e-08
1907,0.0,2.3142794347563722e-08
1908,1.964555629285769e-09,2.357466755142923e-08
1909,1.1001967115120692e-09,1.705304847332556e-08
1910,0.0,4.5425280648103694e-08
1911,5.320374141248863e-10,6.384448880680793e-08
1912,0.0,1.40654377034366e-08
1913,2.6514948014977335e-09,2.4924051045260853e-08
1914,1.3393487430235496e-09,1.3393487763302403e-08
1915,0.0,2.8273827723523937e-08
1916,0.0,1.648119329900055e-08
1917,2.1932848870420685e-09,2.3029491202919417e-08
1918,0.0,1.8378202071289707e-08
1919,0.0,6.4454939163738345e-09
1920,0.0,1.817335570919454e-08
1921,0.0,1.4388219726768625e-08
1922,0.0,3.8365264742878935e-08
1923,0.0,7.431163684401554e-09
1924,0.0,1.5469948877466777e-08
1925,0.0,7.698724546756353e-09
1926,0.0,8.916910765321973e-09
1927,3.3447675740205796e-09,4.9056588125040435e-08
1928,0.0,1.82816659588525e-08
1929,0.0,8.912325322185666e-09
1930,0.0,1.7856125467119455e-08
1931,0.0,3.4216069977333063e-09
1932,0.0,8.767629289252454e-09
1933,2.2941324395731044e-09,1.4911860635180574e-08
1934,0.0,2.2765002327673756e-08
1935,0.0,1.795242532409702e-08
1936,0.0,4.849885826274658e-09
1937,0.0,5.0364472592434595e-09
1938,0.0,1.4261735792331365e-08
1939,0.0,7.647025235257843e-09
1940,0.0,1.0143131667916805e-08
1941,0.0,8.854508237732261e-09
1942,3.6410540360520827e-08,9.102635090130207e-09
1943,0.0,1.1612940831184915e-08
1944,3.2131861615880553e-09,2.5705489292704442e-08
1945,2.178504043826024e-09,6.535512131478072e-09
1946,0.0,4.1763312808029696e-09
1947,0.0,4.7683483828109274e-09
1948,0.0,1.0871887834440486e-09
1949,0.0,1.9634016634739737e-09
1950,0.0,9.571825110299415e-09
1951,0.0,7.462981344019681e-09
1952,0.0,5.272402070488624e-09
1953,0.0,1.1851209791302608e-08
1954,0.0,7.818028890937967e-09
1955,0.0,8.447047505910632e-09
1956,0.0,1.1337483840634377e-08
1957,0.0,8.835037590415595e-09
1958,0.0,1.1581140491045971e-08
1959,0.0,2.015194411342236e-08
1960,2.076250060767393e-09,8.305000243069571e-09
1961,0.0,4.16889545107324e-09
1962,0.0,1.5220695481765745e-08
1963,0.0,3.879631726988464e-09
1964,6.083968329129164e-10,1.5818317322668918e-08
1965,0.0,6.5664522708175355e-09
1966,5.539074754423723e-10,9.970334780007306e-09
1967,9.860671168482327e-10,1.232583901611406e-08
1968,0.0,1.257596426995633e-08
1969,2.2708788183223305e-09,1.4079449134341004e-08
1970,2.2993624781975086e-09,5.978342709767048e-09
1971,5.138397485282553e-10,4.624557625731995e-09
1972,3.0780880067027283e-09,1.4364410994005539e-08
1973,0.0,1.7090930948260308e-08
1974,1.6876715580593782e-09,1.1476166150714562e-07
1975,0.0,6.282628195464213e-09
1976,1.142705374768127e-09,1.2569759455516305e-08
1977,0.0,1.5279633558407113e-08
1978,5.940591352171509e-10,1.0693064211864112e-08
1979,0.0,6.437170796402825e-09
1980,0.0,1.7055452161685025e-08
1981,6.325549528618524e-10,3.795329828193417e-09
1982,0.0,1.427725515590339e-08
1983,0.0,3.915495838668903e-08
1984,0.0,2.2616133243946734e-08
1985,1.2031116103372597e-09,5.414002135495366e-09
1986,1.1988970927134801e-09,3.5966913891627428e-09
1987,1.2221633705067347e-09,6.110816741511371e-09
1988,0.0,7.795519785247507e-09
1989,0.0,8.780995486290522e-09
1990,0.0,1.0352436741190019e-08
1991,5.861465202094962e-10,4.10302547493302e-09
1992,0.0,4.958949750832886e-09
1993,5.539207426075166e-10,7.754890063438324e-09
1994,0.0,1.5824779708850656e-08
1995,0.0,5.964695848348356e-09
1996,5.338092190498855e-10,5.871901187504136e-09
1997,0.0,2.876936688878118e-09
1998,0.0,4.7681290027412615e-09
1999,0.0,9.140402212892695e-09
2000,0.0,2.6508187866980393e-09
2001,4.3812117822561447e-10,7.886181124794334e-09
2002,4.38122149670761e-10,2.1467985611423046e-08
2003,4.1669229178253886e-10,9.58392298855415e-09
2004,4.404791253964646e-10,9.250062049659391e-09
2005,4.5037495954858286e-10,8.557123898356167e-09
2006,0.0,1.5647981355115803e-08
2007,0.0,1.0385647009059085e-08
2008,0.0,8.089135583588813e-09
2009,0.0,5.245011536203492e-09
2010,4.723793023408973e-10,3.3066551718974324e-09
2011,0.0,4.5887662558641296e-09
2012,6.808505426114664e-10,6.468080293586809e-09
2013,2.789125042035323e-10,2.7891249310130206e-09
2014,4.330890368553497e-10,3.681256854903836e-09
2015,0.0,4.211493376260478e-09
2016,8.285360175719347e-10,6.421153941893465e-09
2017,0.0,2.264050280587071e-09
2018,0.0,5.421080029321956e-09
2019,7.65296326310505e-10,3.826481798085979e-09
