year,mains_NOUN in_ADJ,mains_NOUN fines_ADJ
1889,6.265136742733546e-10,5.450668894013688e-08
1890,1.3108772956016423e-09,6.685473863399238e-08
1891,0.0,6.246735750892185e-08
1892,6.268512375839919e-10,6.581937839200691e-08
1893,1.2316833108982905e-09,5.2962381147381166e-08
1894,1.8904617871129403e-09,6.364554394622246e-08
1895,3.611168697403855e-09,5.717683748684976e-08
1896,1.179405795248556e-09,6.427761434224522e-08
1897,1.7480140668268973e-09,4.8944393427063915e-08
1898,2.26334195829736e-09,6.676858532728147e-08
1899,0.0,8.236091986191241e-08
1900,0.0,9.13625370912996e-08
1901,2.235495566438317e-09,9.556743663097222e-08
1902,9.820567692386817e-10,8.592996891820803e-08
1903,5.400220270956879e-10,1.2744520461183129e-07
1904,5.374625189347171e-10,1.0588011889467452e-07
1905,1.0321518084666081e-09,1.001187257543279e-07
1906,2.572092316910357e-09,9.259532163241602e-08
1907,1.0285686968813934e-08,7.765693510464189e-08
1908,9.822778146428846e-10,8.889614377949329e-08
1909,3.300590023513905e-09,7.866406548373561e-08
1910,1.068830135508847e-09,1.0367651981368908e-07
1911,0.0,1.0800359717677566e-07
1912,5.209421227725386e-10,7.136907242966117e-08
1913,2.121195885607108e-09,9.545381374209683e-08
1914,9.37544086809794e-09,1.1920203490944914e-07
1915,5.890381071793627e-09,4.830112487752558e-08
1916,0.0,8.020847275247434e-08
1917,0.0,1.0966424213165737e-07
1918,0.0,9.648556442698464e-08
1919,9.207848372660976e-10,1.0681104356535798e-07
1920,0.0,9.616734075734712e-08
1921,0.0,1.340376343250682e-07
1922,2.2133805899215986e-09,1.1878476158244666e-07
1923,2.1231896241147297e-09,1.3694572942313243e-07
1924,0.0,1.2118127301619097e-07
1925,2.1996355847875293e-09,1.2757885770042776e-07
1926,0.0,1.0254447602164873e-07
1927,4.4596899506643695e-09,1.0926240179287561e-07
1928,2.2852082448565625e-09,1.3139947441231925e-07
1929,3.342121912552898e-09,1.459393246250329e-07
1930,2.100720708497761e-09,1.2499288004619302e-07
1931,0.0,1.1975625113791466e-07
1932,0.0,1.0411559969725204e-07
1933,2.2941324395731044e-09,8.602996359741155e-08
1934,2.3963160344919743e-09,9.944711365506009e-08
1935,0.0,1.1968283786245593e-07
1936,0.0,9.457277627689109e-08
1937,0.0,1.1961562051965302e-07
1938,0.0,1.3224519079813035e-07
1939,0.0,1.2235240376412548e-07
1940,0.0,5.325144059042941e-08
1941,0.0,1.5938114472646703e-07
1942,0.0,1.3350532412914617e-07
1943,0.0,1.5387146845569077e-07
1944,0.0,1.2210107058763242e-07
1945,0.0,1.7428033061150927e-07
1946,1.3921104269343232e-09,1.3085838190818322e-07
1947,1.1920870957027319e-09,1.6808428426884348e-07
1948,4.348755133776194e-09,1.3589860259344277e-07
1949,0.0,7.362756093698408e-08
1950,2.1270722960764488e-09,1.2124311865591153e-07
1951,2.1322803522849654e-09,7.569595084078173e-08
1952,1.0544803918932644e-09,1.1388388543309702e-07
1953,0.0,1.023513576114965e-07
1954,0.0,1.0945240092041786e-07
1955,9.385607846468247e-10,1.220129064449793e-07
1956,0.0,9.593255612116991e-08
1957,0.0,1.1308848257840509e-07
1958,8.272243445794913e-10,1.1498418217570361e-07
1959,1.5501495642666896e-09,9.145882273742245e-08
1960,6.920833350854139e-10,9.896791652863612e-08
1961,1.3896318540318475e-09,1.1881352435239023e-07
1962,1.2683912808952869e-09,1.1478940820097705e-07
1963,6.466053248388448e-10,9.440437764851595e-08
1964,1.2167936658258327e-09,8.51755572739421e-08
1965,0.0,8.043903676480113e-08
1966,5.539074754423723e-10,1.0911977454952648e-07
1967,2.465167847631733e-09,7.839233262529888e-08
1968,4.4914158503495116e-10,1.149802457689475e-07
1969,4.5417578031781147e-10,8.49308676720284e-08
1970,1.3796175313274261e-09,7.7718453894704e-08
1971,1.0276794970565106e-09,7.964516157699109e-08
1972,0.0,5.0275438923108595e-08
1973,1.6539611902288698e-09,6.670976659961525e-08
1974,0.0,6.975708544132431e-08
1975,1.1422960355389478e-09,6.853775857962319e-08
1976,0.0,7.82753204475739e-08
1977,5.876781838942691e-10,7.169673921225694e-08
1978,0.0,7.663362566745491e-08
1979,5.851973350345929e-10,9.129078648584255e-08
1980,1.7055452605774235e-09,9.607904871700157e-08
1981,0.0,8.349725533207675e-08
1982,1.2415004579935385e-09,9.497478714592944e-08
1983,0.0,8.841442422635737e-08
1984,0.0,1.0554195739587158e-07
1985,6.015558051686298e-10,8.12100324765197e-08
1986,2.3977941854269602e-09,9.531231626169756e-08
1987,0.0,9.105117015906217e-08
1988,1.798966087207532e-09,7.855485506524928e-08
1989,0.0,6.695508858456378e-08
1990,5.44865097484859e-10,7.791570766357836e-08
1991,1.1722930404189924e-09,5.5097771678447316e-08
1992,0.0,7.824120729083006e-08
1993,5.539207426075166e-10,7.200969776022248e-08
1994,0.0,9.178372550877612e-08
1995,0.0,9.218166496793856e-08
1996,1.6014276571496566e-09,6.779377059729086e-08
1997,0.0,8.534912154800622e-08
1998,0.0,8.153500630214694e-08
1999,0.0,6.672493668702373e-08
2000,8.836062992401139e-10,6.450326139884055e-08
2001,8.762423564512289e-10,7.491872366927055e-08
2002,4.38122149670761e-10,8.806254925275425e-08
2003,0.0,7.333784424190526e-08
2004,0.0,9.07387018855843e-08
2005,0.0,7.386149292187838e-08
2006,4.1178899179428186e-10,1.1735986049643543e-07
2007,0.0,1.1623935591842383e-07
2008,8.514879357157668e-10,1.1793108001256769e-07
2009,0.0,1.611649054211739e-07
2010,0.0,2.0170595860236062e-07
2011,3.82397197240536e-10,1.984641500030193e-07
2012,3.404252713057332e-10,2.4714873347875255e-07
2013,0.0,2.6803490982274525e-07
2014,0.0,3.3217929740203544e-07
2015,1.7732603163622684e-09,2.7153049586559064e-07
2016,2.0713400439298368e-10,2.862591941266146e-07
2017,0.0,2.865281203412451e-07
2018,0.0,2.7570064276005724e-07
2019,2.55098775436835e-10,2.568844763572997e-07
