year,des_DET ânes_NOUN,des_DET anes_NOUN,des_DET fans_NOUN
1852,4.433681433102521e-07,2.213585514887484e-08,0.0
1853,5.822633433183455e-07,3.941474835400527e-08,0.0
1854,4.7228590194237086e-07,1.2989161302101593e-08,6.234797345072707e-09
1855,6.246264874221197e-07,2.812676669350367e-08,4.776243400783642e-09
1856,5.21342935932978e-07,1.656700510110909e-08,2.5885946719483854e-09
1857,5.057243690487212e-07,1.0739320155384036e-08,4.881509085841174e-10
1858,5.206871254159751e-07,5.3830435664536935e-09,4.893676019968041e-10
1859,4.628785588156603e-07,5.601390817844276e-08,0.0
1860,6.343976686196129e-07,5.492620802627357e-09,1.8308735638683515e-09
1861,4.6970999756368315e-07,7.545542246578663e-09,2.357981809808507e-09
1862,5.10532438546818e-07,2.6656119561652147e-08,1.355395878865906e-09
1863,4.2504224673223234e-07,7.491931075520597e-09,7.491931297565202e-09
1864,4.794728112322844e-07,1.7740493518658695e-08,4.794727948009836e-10
1865,5.15399440237374e-07,7.530950751899468e-09,9.41368871743009e-10
1866,5.279189867479772e-07,9.244664589402873e-09,9.731225825149181e-10
1867,4.940161826283429e-07,2.1837651686951176e-08,4.367530337390235e-09
1868,4.3619087097823694e-07,1.1361710239299327e-08,7.409810987013543e-09
1869,5.225365762306922e-07,1.2697149553986264e-08,4.395167230164532e-09
1870,4.3750792322327925e-07,9.17447806614291e-09,1.7202146374017957e-09
1871,4.184743831459059e-07,4.248470908407853e-09,2.1242354542039266e-09
1872,4.0154333769137907e-07,1.8142017332856142e-08,0.0
1873,4.256049317419297e-07,3.5916026819293734e-09,4.788803575905831e-09
1874,5.562360829713953e-07,9.559374958278966e-09,0.0
1875,4.6287154997770585e-07,5.149374260327022e-09,5.721527140956084e-09
1876,4.734029559472219e-07,8.464420497844571e-09,4.836811617892067e-09
1877,4.694275297367767e-07,8.658742611800108e-09,2.4739263970730008e-09
1878,4.728606375348221e-07,9.662541877730746e-09,4.831270883354222e-09
1879,4.5331193909703416e-07,3.665595160740054e-09,3.665595160740054e-09
1880,4.2935390265341766e-07,1.0268554007097919e-08,4.492492378105339e-09
1881,5.236352915716225e-07,1.0458761079412682e-08,5.5780060570498335e-09
1882,4.2860679627665377e-07,2.6621540527571597e-09,3.3276925659464496e-09
1883,5.219774026343771e-07,1.2638677604481785e-08,1.2638677882037541e-09
1884,5.604840644934939e-07,1.650424241717019e-08,1.3203393933736152e-09
1885,4.589292541545831e-07,4.511945039809007e-09,7.734762830224895e-09
1886,5.124050193039409e-07,9.03484920211639e-09,1.9360391623202133e-09
1887,4.805288509324157e-07,7.1818171409887555e-09,3.917354718385724e-09
1888,4.793504659872383e-07,7.608737417896805e-09,5.07249175996094e-09
1889,4.4169214508116283e-07,8.144677599020156e-09,5.01210956072029e-09
1890,4.463537202070711e-07,9.176141180233799e-09,3.932631886804927e-09
1891,4.44283145384361e-07,5.099375810502238e-09,0.0
1892,4.2500514751964147e-07,2.3820346362057876e-08,2.5074049503359674e-09
1893,3.744317220721882e-07,1.539604133071748e-08,1.847525021858587e-09
1894,4.28504680627384e-07,1.0082462864602348e-08,0.0
1895,4.327383695823528e-07,1.745398225949657e-08,2.4074457982692365e-09
1896,4.387389420656973e-07,1.2973464080801023e-08,1.179405795248556e-09
1897,3.4727213549246017e-07,6.992056267307589e-09,1.7480140668268973e-09
1898,3.6270055225884335e-07,1.0185039034382726e-08,2.8291774478717002e-09
1899,3.670311947701066e-07,8.291367592505594e-09,5.527578395003729e-09
1900,3.5402983655785647e-07,1.038210628578895e-08,2.595526460424935e-09
1901,3.850641236979868e-07,7.265360424391076e-09,2.235495566438317e-09
1902,2.9805423462647695e-07,8.838510812125833e-09,0.0
1903,3.807155355417535e-07,9.1803746826713e-09,0.0
1904,3.638621359769445e-07,1.289910045443321e-08,0.0
1905,3.622852902118723e-07,1.2901897772366056e-08,5.160759042333041e-10
1906,4.192510338896227e-07,1.1831624124880591e-08,2.0576738091193647e-09
1907,4.211988819946555e-07,1.3885676775071687e-08,0.0
1908,4.218883216111635e-07,1.1787333775714615e-08,4.911389073214423e-10
1909,3.9442053001437216e-07,9.351671881319135e-09,0.0
1910,5.07694310591944e-07,5.34415089958884e-09,0.0
1911,3.543369255787354e-07,9.044636151145369e-09,5.320374141248863e-10
1912,3.698689123865506e-07,1.614920552839294e-08,4.688479104952847e-09
1913,3.7810315944852846e-07,9.015082680363662e-09,5.30298971401777e-10
1914,3.8305373539770926e-07,1.0714790055210699e-08,1.3393487430235496e-09
1915,3.463543967185956e-07,8.246533456102156e-09,0.0
1916,3.0764892677836997e-07,4.394984820521586e-09,0.0
1917,3.454423564974718e-07,6.57985488317081e-09,0.0
1918,3.3655083342409853e-07,1.9526838812566893e-08,0.0
1919,3.057005648621214e-07,1.4732557007679503e-08,9.207848372660976e-10
1920,3.2636318181289425e-07,8.329454903588385e-09,0.0
1921,2.5368703759909295e-07,2.2718242842501013e-09,0.0
1922,3.6078105392078896e-07,5.164554783831932e-09,3.6889677423879164e-09
1923,2.8556899644982536e-07,1.2739137300599168e-08,1.0615948120573648e-09
1924,5.014841999440023e-07,1.5469949321555987e-08,0.0
1925,4.355278457879308e-07,1.3197813952814386e-08,0.0
1926,3.6113487578148806e-07,1.0031524499964917e-08,0.0
1927,3.9245272276389187e-07,8.919379901328739e-09,1.1149224876660924e-09
1928,3.450664474158316e-07,3.4278122562625413e-09,0.0
1929,2.9967693127019857e-07,5.570203187588163e-09,1.1140406375176326e-09
1930,3.8023044091062275e-07,8.402882945013346e-09,2.100720708497761e-09
1931,4.094523156084051e-07,9.124285327288817e-09,5.7026783295555106e-09
1932,3.3645778341195864e-07,1.534335103414719e-08,2.1919073223131136e-09
1933,3.624729298934426e-07,4.244145102028085e-08,0.0
1934,3.654381970363829e-07,9.585264137967897e-09,0.0
1935,3.9016605057895504e-07,3.2314367182095793e-08,0.0
1936,3.6495389643675935e-07,8.487300195980652e-09,1.2124714565686645e-09
1937,2.883366123640485e-07,2.5182236296217297e-09,3.777335444432595e-09
1938,3.5135731391022773e-07,5.186085672015395e-09,0.0
1939,3.2270446848059464e-07,1.5294050470515685e-08,0.0
1940,2.2314890202324023e-07,1.2678914806940611e-08,0.0
1941,4.0435584569564753e-07,8.854507793643052e-09,0.0
1942,3.853448808932569e-07,0.0,0.0
1943,4.0064647244264506e-07,8.709705623388686e-09,0.0
1944,4.1771420455916086e-07,9.639558484764166e-09,0.0
1945,3.311326080002175e-07,2.178504043826024e-09,0.0
1946,3.327144035836227e-07,9.744772988540262e-09,1.3921104269343232e-09
1947,3.2663186466663774e-07,1.3112957830685446e-08,1.1920870957027319e-09
1948,3.109360005026929e-07,2.3918153901902883e-08,3.2615663503321457e-09
1949,2.8076643410201996e-07,4.908504269707237e-09,2.945102384188658e-09
1950,3.6798349523081697e-07,1.9143651330821854e-08,4.2541445921528975e-09
1951,3.699506461174451e-07,1.0661401761424827e-08,2.1322803522849654e-09
1952,3.247799629235715e-07,1.4762725597528004e-08,0.0
1953,3.3722080594600357e-07,5.386913803917537e-09,2.1547654771580937e-09
1954,2.6874473224580697e-07,4.886268056836229e-09,9.772536113672459e-10
1955,3.538374189204774e-07,8.447047061821422e-09,2.815682353940474e-09
1956,3.3489182271750906e-07,1.83143975540645e-08,3.488456634670456e-09
1957,2.9155624492460674e-07,7.951533764760654e-09,6.184526335495377e-09
1958,2.647117884890804e-07,2.481673033738474e-09,8.272243445794913e-10
1959,2.999539487902325e-07,8.525822381422188e-09,3.8753737996444215e-09
1960,3.4050499220228403e-07,6.920833350854139e-09,3.460416619915918e-09
1961,3.8353839393323597e-07,4.1688955620955426e-09,2.08444772553662e-09
1962,3.627598994526693e-07,3.1709782577493684e-09,4.43936931660005e-09
1963,3.064909268601923e-07,6.466053248388448e-09,6.466053248388448e-10
1964,3.2123352777801983e-07,1.0342746159519578e-08,3.6503808864551957e-09
1965,2.736021729177196e-07,1.3680108157387849e-08,5.47204326295514e-09
1966,3.035413103091855e-07,3.3234448526542337e-09,9.416427193542631e-09
1967,3.2441607755728796e-07,5.4233690871541285e-09,2.9582012395223956e-09
1968,3.5257614872108434e-07,1.3923388997305608e-08,6.287982023955863e-09
1969,3.211022745475134e-07,2.725054681906869e-09,1.0900218921916505e-08
1970,2.9891711861296244e-07,5.5184699032651e-09,8.7375777724219e-09
1971,3.504387162678313e-07,5.652237122788506e-09,7.70759622792383e-09
1972,2.6830667820831877e-07,4.617132232098697e-09,1.1286322876280508e-08
1973,3.0818808838262157e-07,5.513203726881244e-09,1.1577728109557484e-08
1974,2.750904628534556e-07,5.625571786183059e-09,9.563471847773286e-09
1975,2.6558383270369745e-07,6.8537762132336866e-09,5.140332159925265e-09
1976,2.216848491443102e-07,4.570821388050206e-09,1.25697592334717e-08
1977,2.532892837692202e-07,6.464459856303506e-09,1.2928920156696222e-08
1978,2.8752462988279603e-07,1.0693064655953322e-08,6.534650598410963e-09
1979,2.4051610747477525e-07,5.266775904289034e-09,8.777959914496591e-09
1980,2.6777058970139933e-07,3.97960553399912e-09,1.4781392165819085e-08
1981,3.036263704903064e-07,4.427884725544118e-09,2.2139423350164833e-08
1982,2.836828487673415e-07,4.966001831974154e-09,2.358850825778802e-08
1983,2.601910260580098e-07,2.5261264191556165e-09,2.4629733252901076e-08
1984,3.0444795573458805e-07,3.4794050418618383e-09,1.6817124248724724e-08
1985,2.70098553301068e-07,4.812446552371341e-09,1.9851341681587087e-08
1986,2.9013310443026796e-07,5.994485463567401e-10,2.158014755782034e-08
1987,2.4076618387880444e-07,4.277571852284723e-09,2.627651163322753e-08
1988,2.66846640339935e-07,1.1993107618124554e-09,2.458587083919994e-08
1989,2.9251691913145805e-07,3.841685414229801e-09,1.8659615852456568e-08
1990,3.062141988863232e-07,4.90378582185258e-09,3.650596192006361e-08
1991,2.919009709501097e-07,2.9307326565586322e-09,2.989347192006164e-08
1992,2.501514551056516e-07,5.509944167592096e-10,3.5263643172189774e-08
1993,2.9579366334075985e-07,4.985286683467649e-09,3.932837344677864e-08
1994,3.2546296302449207e-07,2.1099706426497278e-09,2.742961918711373e-08
1995,2.873898967692412e-07,1.626735190995987e-09,1.8978578431028126e-08
1996,2.658370048536085e-07,3.2028553142993132e-09,2.8825698494827634e-08
1997,2.920090658165009e-07,1.438468344439059e-09,5.37028168601239e-08
1998,2.999153241312058e-07,2.8608774238492174e-09,4.720447854822396e-08
1999,3.075745245162409e-07,2.7421206971744994e-09,4.7987111839731256e-08
2000,2.9291547853915745e-07,6.627047244300854e-09,4.5947527116396714e-08
2001,2.7338760633099923e-07,3.06684819206815e-09,5.783199552578111e-08
2002,3.07561751178298e-07,3.5049770863437857e-09,5.3450902814944357e-08
2003,3.350205961538677e-07,5.000307390368164e-09,5.8336919295243206e-08
2004,3.1582352733039443e-07,8.809582507929292e-10,7.003618396339562e-08
2005,3.5219320704271695e-07,4.053374524914943e-09,8.91742417685748e-08
2006,3.4507917323622905e-07,4.117889806920516e-09,8.85346356227501e-08
2007,4.034424376797574e-07,1.9972397624634652e-09,1.0545425546681919e-07
2008,3.9338742219285905e-07,5.534671720930362e-09,1.1197066207557782e-07
2009,3.7811766340212216e-07,1.907277002999308e-09,1.2206572530537585e-07
2010,4.2325186733194187e-07,9.447586046817946e-10,1.52106133910479e-07
2011,5.085882488486959e-07,4.5887662558641296e-09,2.1490721913153266e-07
2012,5.368506812430951e-07,2.3829769546512836e-09,2.6348916470908534e-07
2013,5.302126879769276e-07,5.578250084070646e-10,2.46279747817546e-07
2014,5.59767601160388e-07,1.0827226060161621e-09,2.410140549358175e-07
2015,5.672216456531487e-07,1.3299452372717013e-09,2.542412023132101e-07
2016,6.021385328125461e-07,1.4499380029953102e-09,2.5498195999063e-07
2017,5.775843661126601e-07,1.0062445598979508e-09,3.5495276407004894e-07
2018,4.899623817777865e-07,5.162933414126769e-10,3.4849800789604757e-07
2019,4.321373117122107e-07,7.65296326310505e-10,3.2014896689247507e-07
