year,soixante - dix âmes,soixante - dix femmes
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,6.229897042686616e-09
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,2.920916841731014e-09,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,5.0662816164503965e-09
1817,0.0,3.4122471515019015e-09
1818,1.303322894052883e-09,0.0
1819,0.0,1.0175481790497543e-08
1820,3.8846179606366604e-09,6.474363267727767e-09
1821,0.0,9.720289462222809e-09
1822,0.0,0.0
1823,0.0,8.63669757933394e-09
1824,0.0,4.5937693649023e-09
1825,0.0,3.363746614581942e-08
1826,0.0,3.844236484695784e-09
1827,0.0,9.054589078516528e-09
1828,0.0,0.0
1829,0.0,4.682747078987859e-09
1830,0.0,0.0
1831,0.0,1.3691585643016424e-08
1832,0.0,1.7791526474297825e-08
1833,0.0,1.2673780247496325e-08
1834,0.0,3.068623133373194e-09
1835,8.299605447348313e-10,8.299605447348313e-09
1836,7.343489705213813e-10,8.81218742421197e-09
1837,0.0,4.554592480943143e-09
1838,0.0,1.3764486217482386e-09
1839,0.0,3.821289507044412e-09
1840,0.0,7.654393452405372e-09
1841,1.403958060919308e-09,6.317811163114584e-09
1842,7.335207996561621e-10,4.401124797936973e-09
1843,1.2908356605834115e-09,1.09721032259813e-08
1844,1.19679477439405e-09,2.094390794127321e-08
1845,0.0,4.880323700717781e-09
1846,3.2033022900890273e-09,1.153188833313834e-08
1847,4.123419827806174e-09,0.0
1848,4.40450831362682e-09,1.7618032588373467e-09
1849,0.0,9.174211390572395e-10
1850,0.0,7.430066562008619e-10
1851,7.05856872951216e-10,9.176139126321203e-09
1852,2.140059685018514e-09,6.4201790550555415e-09
1853,1.307408403761201e-09,1.9611126056418016e-09
1854,5.683183923466117e-10,0.0
1855,1.1635575836166367e-09,4.654230334466547e-09
1856,5.671140224094984e-10,1.7013420672284951e-09
1857,5.349697573819867e-09,0.0
1858,0.0,9.64977808770584e-09
1859,0.0,6.689112375113382e-09
1860,1.5053946977872101e-09,2.0071928563680785e-09
1861,4.647459306283963e-09,1.0844072306781527e-08
1862,2.475542437707645e-09,2.970651058475937e-09
1863,4.386090601826709e-09,1.6447839756850158e-09
1864,2.6247697348935617e-09,2.6247697348935617e-09
1865,7.223447617832335e-09,1.5478816006719853e-09
1866,1.6017918103017337e-09,3.2035836206034674e-09
1867,0.0,1.2775996260927514e-08
1868,5.409911407738832e-10,3.2459468446432993e-09
1869,1.0714624743002332e-09,4.285849897200933e-09
1870,1.256657666814931e-09,0.0
1871,1.1664925692045358e-09,0.0
1872,1.3267023035723469e-09,2.4543993504266837e-08
1873,6.560424203883031e-09,6.560424425927636e-10
1874,1.3110328378473923e-09,1.966549145748786e-09
1875,0.0,1.2573940777471648e-09
1876,0.0,6.640831218263088e-10
1877,0.0,5.446048167989659e-09
1878,6.64683752482631e-10,6.646837746870915e-09
1879,0.0,2.688211653278927e-09
1880,0.0,2.8267932439263177e-09
1881,7.684392566709164e-10,9.221270858006392e-09
1882,0.0,1.3922503316887713e-08
1883,0.0,5.573287609195177e-09
1884,1.454968479031038e-09,2.1824526630354057e-09
1885,0.0,4.9714588001847915e-09
1886,2.1334387589888593e-09,0.0
1887,0.0,5.0418367258942e-09
1888,0.0,0.0
1889,0.0,1.38281242012539e-09
1890,1.4457949282231652e-09,1.0120564830629064e-08
1891,1.4054414299025098e-09,7.027207149512549e-10
1892,2.7668753954657177e-09,0.0
1893,0.0,8.151530117572747e-09
1894,2.0876429474014913e-09,2.0876429474014913e-09
1895,1.99258720634532e-09,6.64195753952157e-10
1896,0.0,3.2521771942128908e-09
1897,6.441841504667423e-10,4.509288942244893e-09
1898,0.0,5.618333354107108e-09
1899,1.22008203540247e-09,1.830123053103705e-09
1900,2.8680022801097493e-09,2.868002224598598e-09
1901,0.0,8.017550179317823e-09
1902,0.0,2.1628610014090555e-09
1903,5.960992255360509e-10,3.5765954642386077e-09
1904,0.0,6.528749540990475e-09
1905,0.0,6.83747547469693e-09
1906,5.675657166470671e-10,1.7026970944300501e-09
1907,5.683689630053834e-10,3.410213889054603e-09
1908,0.0,0.0
1909,0.0,0.0
1910,0.0,6.4881944261685476e-09
1911,0.0,5.871810260238419e-10
1912,0.0,2.8738609270106963e-09
1913,1.1702200319874123e-09,5.265990310476809e-09
1914,0.0,2.2159780677100116e-09
1915,0.0,0.0
1916,0.0,3.6280081161521593e-09
1917,0.0,2.41220465824199e-09
1918,0.0,5.055078577953509e-09
1919,0.0,0.0
1920,0.0,1.6686753090411344e-09
1921,0.0,1.6713919137600897e-09
1922,0.0,2.4431661138635263e-09
1923,1.173141472854411e-09,0.0
1924,2.849811275851266e-09,0.0
1925,0.0,3.6555558580175784e-09
1926,1.2345703348515258e-09,0.0
1927,2.4685360422438407e-09,0.0
1928,1.2651650838080286e-09,7.590990946937382e-09
1929,0.0,3.7027880761542065e-09
1930,0.0,0.0
1931,0.0,0.0
1932,0.0,1.455458420451805e-08
1933,0.0,0.0
1934,0.0,2.6548352405342257e-09
1935,0.0,0.0
1936,1.342229327683242e-09,0.0
1937,0.0,0.0
1938,0.0,4.303233325231304e-09
1939,0.0,0.0
1940,0.0,0.0
1941,6.561927001769163e-09,0.0
1942,0.0,6.728790857835065e-09
1943,0.0,9.634118391943503e-09
1944,0.0,1.0648351533859568e-08
1945,7.208885932641351e-09,0.0
1946,0.0,4.619207683020932e-09
1947,2.633565587828457e-09,0.0
1948,2.4064130688117302e-09,1.2032065344058651e-09
1949,0.0,4.326429881018612e-09
1950,1.176276409609045e-09,4.70510563843618e-09
1951,2.359811901442299e-09,8.259341655048047e-09
1952,1.1680282296921973e-09,2.3360564593843947e-09
1953,1.1908261043913626e-09,4.7633044175654504e-09
1954,0.0,3.242016877180731e-09
1955,1.0387826154811819e-09,2.0775652309623638e-09
1956,0.0,6.752823522582219e-09
1957,0.0,3.911510559895248e-09
1958,9.148918289625385e-10,0.0
1959,2.5723245755671087e-09,5.144649151134217e-09
1960,2.2960096046631406e-09,7.653365718951477e-10
1961,2.3004387283975802e-09,2.3004387283975802e-09
1962,6.994257950587723e-10,3.497129030805013e-09
1963,7.132183177382956e-10,1.4264366354765912e-09
1964,0.0,6.04018168814946e-09
1965,1.2067726817832636e-09,6.637249527763345e-09
1966,0.0,1.8331725026854429e-09
1967,3.2591320753283526e-09,4.345509396763703e-09
1968,4.940934328345747e-10,9.881868656691495e-10
1969,0.0,2.496370221649613e-09
1970,0.0,3.0347264701191534e-09
1971,5.666332403286845e-10,3.966432737811942e-09
1972,0.0,9.61010737654533e-09
1973,1.8279844304913695e-09,3.046640717485616e-09
1974,6.21929008293165e-10,1.24385801658633e-09
1975,6.315566958292607e-10,3.7893400639532615e-09
1976,4.4179575553471295e-09,3.1556841584290396e-09
1977,0.0,3.247330404576587e-09
1978,1.9630408409909705e-09,2.617387862002829e-09
1979,6.441445155047631e-10,3.2207225775238157e-09
1980,3.130833592379645e-09,3.757000377468955e-09
1981,1.3925651742852097e-09,3.481412935713024e-09
1982,0.0,1.3637428963875209e-09
1983,3.4709657370513014e-09,4.165158884461562e-09
1984,0.0,4.457691993309254e-09
1985,6.608413816167058e-10,1.9825241448501174e-09
1986,6.58354371019243e-10,1.316708742038486e-09
1987,4.02820798939274e-09,6.713679612246892e-10
1988,6.585813561166276e-10,5.268650848933021e-09
1989,0.0,4.82224526976438e-09
1990,0.0,5.969995608978707e-10
1991,5.786932266715894e-09,5.143939940666087e-09
1992,0.0,1.1466568139439914e-08
1993,0.0,2.4264286135888824e-09
1994,5.77337011531398e-10,4.618696092251184e-09
1995,0.0,4.743086368108607e-09
1996,0.0,4.666825426102861e-09
1997,5.234240263440881e-10,3.140544158064529e-09
1998,5.202560049433202e-10,2.6012800802277525e-09
1999,4.985142854074809e-10,6.480685765808403e-09
2000,1.926941051166864e-09,4.33561719859199e-09
2001,4.777466755534476e-10,4.29972013549218e-09
2002,2.38667308138929e-09,4.77334616277858e-09
2003,9.075864504382025e-10,3.176552576533709e-09
2004,0.0,6.235649774311014e-09
2005,2.452467562363836e-09,3.4334547427405937e-09
2006,0.0,3.589934793879479e-09
2007,0.0,7.41714098473345e-09
2008,1.859535192494377e-09,6.043489375606725e-09
2009,0.0,3.6509877343604558e-09
2010,1.0353725654610457e-09,1.3977530022302176e-08
2011,4.616069304574921e-09,4.196426317548685e-09
2012,2.6246955719955167e-09,6.749217185131329e-09
2013,2.156136158504296e-09,4.928311148066911e-09
2014,2.634670703827169e-09,6.466919000303051e-09
2015,2.6965583099780588e-09,6.373683247851147e-09
2016,3.4387319658435445e-09,8.252956901211306e-09
2017,8.367059267655463e-10,5.299137767478257e-09
2018,2.291995038206096e-09,4.297490807658733e-09
2019,4.815252196976871e-09,5.0985023147820385e-09
