year,bonnes_ADJ âmes_NOUN,bonnes_ADJ ames_NOUN,bonnes_ADJ femmes_NOUN
1902,2.3569361928821309e-07,1.0311595854961553e-08,2.789041269046777e-07
1903,2.700110144360224e-07,9.720396487722383e-09,2.7109104960842956e-07
1904,2.504575320472213e-07,2.956043854140944e-08,3.498880865038245e-07
1905,2.384270771926822e-07,2.5803795211665204e-09,3.1841883230132595e-07
1906,2.839589967607026e-07,1.1317205839134203e-08,3.775831389773998e-07
1907,3.0959915875428123e-07,8.742833790265081e-09,3.1988485521550203e-07
1908,3.2267826099996455e-07,1.5716444812241548e-08,3.585314074516788e-07
1909,2.656975084391888e-07,1.0451868703853506e-08,3.4546177002381384e-07
1910,2.923250406183797e-07,1.5498037075900584e-08,3.0942632300856587e-07
1911,2.596342483229819e-07,2.181353364605343e-08,3.702980291286906e-07
1912,2.6932707442028914e-07,1.354449502555255e-08,3.610129049036459e-07
1913,2.7310397854307666e-07,2.6514948014977335e-09,3.287853611588787e-07
1914,2.337163493848493e-07,4.687720545071272e-09,3.321584807203237e-07
1915,3.0865595590512385e-07,1.0602685840410686e-08,3.3457362746958097e-07
1916,3.8785739775448747e-07,5.493731025651982e-09,2.9116773081483416e-07
1917,2.2261841081672173e-07,1.0966424213165737e-08,2.500344677969224e-07
1918,3.101321510712296e-07,2.756730221875614e-08,3.687126906015692e-07
1919,2.430871859360195e-07,6.445493971884986e-09,3.6647235385212085e-07
1920,2.3776807722697413e-07,7.572231730534895e-09,4.0208550622367056e-07
1921,2.415706319425226e-07,3.0290989716519334e-09,3.2259903315345895e-07
1922,2.670812762062269e-07,1.9182631483261048e-08,3.3053150350070837e-07
1923,2.95123356863769e-07,9.554353308516284e-09,3.3334078430868885e-07
1924,2.707241151256312e-07,0.0,3.7256794971352036e-07
1925,2.2986192504959035e-07,2.1996355847875293e-09,3.497420606457524e-07
1926,2.2515199304962152e-07,5.573069228326233e-09,3.86771002780506e-07
1927,2.530873928208166e-07,3.344767462998277e-09,4.2144068856941885e-07
1928,2.2623561335421982e-07,1.0283436879809926e-08,3.713463303522957e-07
1929,2.406327723747381e-07,1.1140406375176326e-08,3.832299870776268e-07
1930,2.4893540739867603e-07,7.352522479742163e-09,2.9725196704077916e-07
1931,2.395125022758293e-07,2.8513391647777553e-08,3.21631049793325e-07
1932,2.6302888045393047e-07,3.287861094491973e-09,2.7618032849563434e-07
1933,1.6403046743107552e-07,6.882397318719313e-09,2.7529590651553804e-07
1934,2.4202790882554837e-07,2.3963160344919743e-09,2.420279159309757e-07
1935,1.8909888410689746e-07,1.196828414151696e-09,3.087817308511376e-07
1936,1.5519634644078906e-07,2.424942913137329e-09,2.8978067900808924e-07
1937,2.0649433452035737e-07,5.036447148221157e-09,2.4930413056178935e-07
1938,2.0355386709525192e-07,6.482607339819424e-09,3.176477654243115e-07
1939,2.477636087405699e-07,3.211750509990452e-08,2.554106490748609e-07
1940,2.408993680091953e-07,7.607348750937604e-09,2.3075625077417783e-07
1941,1.9184767552360427e-07,5.9030051957620344e-09,3.689378136328969e-07
1942,3.0948959306442703e-07,9.102635090130207e-09,2.88250125546341e-07
1943,2.3806528304248786e-07,2.9032352077962287e-09,4.616144053670723e-07
1944,2.1849666609341512e-07,0.0,3.373845345322479e-07
1945,2.1349339363041508e-07,0.0,4.2262979293994363e-07
1946,2.5893254473885463e-07,1.3921104269343232e-09,2.9095106501841883e-07
1947,2.6106707196049683e-07,8.344609447874518e-09,2.9563760994832933e-07
1948,1.9895554714821628e-07,4.348755133776194e-09,3.2180789322211467e-07
1949,1.5805383668521245e-07,6.871905600114303e-09,2.0419377078084722e-07
1950,2.5631220523791853e-07,2.1270722960764488e-09,3.0842549159082466e-07
1951,2.281539934756438e-07,1.0661401761424827e-09,2.494767944449805e-07
1952,2.066781519260985e-07,1.0544803918932644e-09,3.0790827254545405e-07
1953,1.885419749214634e-07,1.0773827385790469e-09,2.542623228629637e-07
1954,2.0522325883121084e-07,4.886268056836229e-09,2.3063185805582975e-07
1955,1.8865071638174413e-07,1.8771215692936494e-09,2.2900883367427127e-07
1956,2.3459871556497092e-07,1.744228317335228e-08,3.174495624147511e-07
1957,2.129244052184731e-07,9.718541527092839e-09,2.791871921425937e-07
1958,2.0266996614282107e-07,3.3088974338291166e-09,2.523034248191891e-07
1959,1.991942184531581e-07,1.240119618106661e-08,2.643005141411692e-07
1960,2.0070416439921246e-07,2.0762500052562416e-09,4.16634174271735e-07
1961,2.2928925602627714e-07,1.0422239238305764e-08,3.953502494269401e-07
1962,2.4226272898886236e-07,3.805173898197012e-09,3.836883650798484e-07
1963,2.508828629288473e-07,5.1728425987107585e-09,3.698582440314624e-07
1964,2.610022420412861e-07,5.5364111239963876e-08,4.2466100103055737e-07
1965,2.1614570755446039e-07,3.611548510251694e-08,4.2736659122688536e-07
1966,2.5368962042193743e-07,8.308612242657887e-09,3.655789253542707e-07
1967,2.3764216905419744e-07,5.1768524467199484e-08,4.639445916332363e-07
1968,2.780186321160727e-07,6.737123581235238e-09,4.868694682969021e-07
1969,1.8984547978107003e-07,1.2262745846536305e-08,3.26552400009561e-07
1970,2.0740249340178707e-07,1.7475154490131928e-08,3.8491327591927416e-07
1971,2.194095714003197e-07,4.00794997190701e-08,4.336807348792604e-07
1972,2.2367440521975368e-07,4.360624766830412e-08,4.776166711017993e-07
1973,2.0895042496249516e-07,7.718485461882807e-09,3.7489786031130734e-07
1974,1.9464478384634276e-07,8.438357679274588e-09,4.3148136041892826e-07
1975,1.8962114722853585e-07,9.138367840222372e-09,3.843826070770717e-07
1976,2.0168749870208558e-07,6.28487961673585e-09,3.3995484938209586e-07
1977,1.8629398823577503e-07,1.6454989204550685e-08,4.219529237126096e-07
1978,2.2039593261524715e-07,1.5445537626668226e-08,4.7643543199527016e-07
1979,1.7614439684621175e-07,5.266776015311336e-09,4.201716765628305e-07
1980,2.131931466919923e-07,3.979605422976817e-09,4.4173620228349364e-07
1981,2.422685554392956e-07,6.958104314946922e-09,4.187513661380038e-07
1982,2.222285786501743e-07,9.311253101884631e-09,4.599759093615319e-07
1983,1.8693334880026669e-07,2.5261264191556165e-09,3.9533879236941516e-07
1984,2.29060830747585e-07,1.0438215514163574e-08,3.606983214332615e-07
1985,1.979118593453677e-07,1.2031115881327992e-08,3.7416771991871656e-07
1986,2.2539265387422347e-07,7.792831269171074e-09,3.5247574414754013e-07
1987,2.4504376483491797e-07,4.277571907795874e-09,4.137022981964833e-07
1988,2.0688111135314102e-07,5.396898483667201e-09,3.016266693078862e-07
1989,2.337940117058679e-07,3.841685414229801e-09,3.9075430646740017e-07
1990,1.9560657449346763e-07,1.0897302060719483e-08,3.9121312611634096e-07
1991,2.2918328568266588e-07,5.275318681885466e-09,3.5696322786549217e-07
1992,2.336216340381725e-07,3.8569610283367695e-09,3.504324551650839e-07
1993,2.481564820300264e-07,1.1078415185217239e-08,3.755582724807027e-07
1994,2.4528409880986146e-07,1.0022360497075056e-08,3.3654030806573587e-07
1995,2.3099640600321436e-07,6.506940930517402e-09,3.226358156194209e-07
1996,2.508903378384275e-07,5.871901187504136e-09,3.774031096526187e-07
1997,2.349498231524194e-07,3.835915696193126e-09,3.778376740370959e-07
1998,2.3649920422030846e-07,1.6688452730839742e-08,3.351994761757737e-07
1999,2.294241028266697e-07,1.8280804092718483e-08,3.112306901087436e-07
2000,2.1869256272566417e-07,6.627047355323157e-09,3.4902448597939895e-07
2001,2.2212743999716622e-07,7.0099388516098315e-09,3.6144996817810693e-07
2002,2.0679365775322367e-07,2.628732898024566e-09,3.136954651594692e-07
2003,2.2418045375616202e-07,6.667076668520622e-09,3.7668984198546696e-07
2004,2.453468823659932e-07,2.642874807889939e-09,3.585500163438837e-07
2005,2.346453555901462e-07,9.007498746882447e-09,3.3733085835763177e-07
2006,2.6930999297292146e-07,1.400082560998328e-08,4.542032527865558e-07
2007,2.716246001455147e-07,7.190062878414949e-09,4.0743691798184045e-07
2008,2.7588208695306093e-07,9.792111205220166e-09,4.057340095009465e-07
2009,2.851379008461663e-07,4.291373478793048e-09,4.2961414981057544e-07
2010,2.8295519882703957e-07,3.77903447423833e-09,4.2372423880721044e-07
2011,2.711196032123553e-07,3.059177577924288e-09,5.108826832689317e-07
2012,3.15914661541683e-07,2.7234021704458655e-09,6.325101429283109e-07
2013,2.7668119173540617e-07,2.789125042035323e-10,6.27274211240092e-07
2014,3.525344709487399e-07,1.2992671383216248e-09,7.676503308573501e-07
2015,3.0544407536581275e-07,1.3299452372717013e-09,6.496782369858067e-07
2016,3.4736373777377594e-07,3.1070100381391796e-09,6.191235479846569e-07
2017,2.671579295565607e-07,7.54683426862357e-10,5.395986072409542e-07
2018,2.6718180379248224e-07,2.323319980845895e-09,6.08968008908306e-07
2019,2.8392494755280495e-07,1.275493877184175e-09,5.502480562302736e-07
