year,mauvais_ADJ acteurs_NOUN,mauvais_ADJ facteurs_NOUN
1891,5.099376032546843e-09,0.0
1892,8.775916882086676e-09,1.2537024751679837e-09
1893,8.621783287310336e-09,0.0
1894,1.5753848003896564e-08,0.0
1895,6.018614495673091e-09,0.0
1896,1.0024948871034667e-08,1.179405795248556e-09
1897,8.740070001067579e-09,0.0
1898,1.0185038590293516e-08,0.0
1899,1.6582735185011188e-08,0.0
1900,1.0901211489056095e-08,0.0
1901,1.7883964531506535e-08,5.588738916095792e-10
1902,1.2275709337927765e-08,0.0
1903,1.0260418292773466e-08,5.400220270956879e-10
1904,1.1824175416563776e-08,0.0
1905,1.2385822145688508e-08,5.160759042333041e-10
1906,1.3374879870298173e-08,0.0
1907,7.71426478252124e-09,5.142843373384665e-10
1908,8.840499887696751e-09,4.911389073214423e-10
1909,9.901770070541716e-09,2.2003934230241384e-09
1910,1.7101282168141552e-08,0.0
1911,1.0640748726586935e-08,7.448523575703803e-09
1912,9.376957876838787e-09,5.209421227725386e-10
1913,8.484783542428431e-09,5.30298971401777e-10
1914,1.5402511266415786e-08,3.3483718020477227e-09
1915,4.712304768617059e-09,0.0
1916,7.69122365795738e-09,0.0
1917,1.315970976634162e-08,0.0
1918,2.2972752589112133e-08,1.378365155346728e-08
1919,1.5653341733923298e-08,3.6831393490643904e-09
1920,3.028892692213958e-09,1.665890891899835e-08
1921,2.4232791773215467e-08,0.0
1922,1.623145884366295e-08,0.0
1923,1.3800733000834953e-08,7.431163684401554e-09
1924,1.1602462102189293e-08,5.156649773851996e-09
1925,2.5295809891190402e-08,2.1996355847875293e-09
1926,8.916910765321973e-09,2.229227691330493e-09
1927,1.5608915049369898e-08,6.689535148041159e-09
1928,1.2568645679778001e-08,2.2852082448565625e-09
1929,1.7824650200282122e-08,0.0
1930,1.470504518152893e-08,2.100720708497761e-09
1931,1.0264820993199919e-08,1.1405356659111021e-09
1932,2.082311922890767e-08,2.1919073223131136e-09
1933,1.9500125958415992e-08,2.2941324395731044e-09
1934,8.38710612072191e-09,3.5944740517379614e-09
1935,1.795242710045386e-08,0.0
1936,7.274828739411987e-09,3.6374143697059935e-09
1937,1.510934133364117e-08,1.2591118148108649e-09
1938,1.4261735792331365e-08,0.0
1939,6.117620188206274e-09,0.0
1940,5.0715658339584024e-09,0.0
1941,5.9030051957620344e-09,2.9515025978810172e-09
1942,5.76500234217292e-08,3.034211770724937e-09
1943,5.806470415592457e-09,0.0
1944,2.2492303131116387e-08,0.0
1945,1.089252066321933e-08,0.0
1946,1.6705325123211878e-08,1.3921104269343232e-09
1947,2.9802176726434482e-08,2.3841741914054637e-09
1948,1.6307831529616124e-08,0.0
1949,1.570721330779179e-08,0.0
1950,3.93508372553697e-08,3.190608444114673e-09
1951,2.9851925376078725e-08,0.0
1952,2.5307528517259925e-08,0.0
1953,1.939288907237824e-08,7.54167928107563e-09
1954,1.9545073115523337e-08,3.9090144454689835e-09
1955,4.129667274810345e-08,9.385607846468247e-10
1956,1.744228228517386e-08,1.744228317335228e-09
1957,8.835037590415595e-09,4.417518795207798e-09
1958,1.9026160202884057e-08,8.272243445794913e-10
1959,2.2477168570844697e-08,7.750747821333448e-10
1960,2.7683332959327345e-08,0.0
1961,1.598076693198891e-08,1.3896318540318475e-09
1962,1.8391673961559718e-08,6.341956404476434e-10
1963,3.0390449268224984e-08,0.0
1964,2.3727476872181796e-08,6.083968329129164e-10
1965,2.2982582947861374e-08,1.0944086747954884e-09
1966,2.4925835617750636e-08,1.1078149508847446e-09
1967,1.3804939413830652e-08,4.930335584241163e-10
1968,1.7516521566562915e-08,0.0
1969,2.4071315607443466e-08,9.083515606356229e-10
1970,2.0234390163409444e-08,5.518470125309705e-09
1971,2.3122789016838396e-08,1.541519245584766e-09
1972,1.6929485369132635e-08,1.5390440033513642e-09
1973,2.4809416743210022e-08,2.205281512956958e-09
1974,1.4626486688484874e-08,0.0
1975,9.138368284311582e-09,1.1422960355389478e-09
1976,2.171140245366132e-08,1.142705374768127e-09
1977,2.52701610747863e-08,5.876781838942691e-10
1978,1.485147826940647e-08,0.0
1979,1.287434159280565e-08,0.0
1980,1.1370301145063877e-08,1.1370301367108482e-09
1981,1.0753434587229549e-08,1.8976649140967083e-09
1982,1.6760255405756652e-08,1.2415004579935385e-09
1983,2.3998200759933752e-08,6.315316047889041e-10
1984,1.6237223121606803e-08,1.1598016991243298e-09
1985,1.3234227935754461e-08,3.0077789148208467e-09
1986,1.7384007122700496e-08,1.7983456945813714e-09
1987,1.2832715334809564e-08,1.2221633705067347e-09
1988,2.818380373525997e-08,5.996553809062277e-10
1989,2.3050112929468014e-08,5.488122178931576e-10
1990,2.0704874259536155e-08,5.44865097484859e-10
1991,2.1687421636329418e-08,3.5168792322792797e-09
1992,1.7080827419135858e-08,1.65298330578878e-09
1993,2.9357799746776436e-08,3.323524566667402e-09
1994,1.3714808844156323e-08,5.274926606624319e-10
1995,2.2232049090575856e-08,5.422450821690461e-10
1996,1.7615704450690828e-08,5.338092190498855e-10
1997,2.7810388658622287e-08,1.438468344439059e-09
1998,2.2410207023426665e-08,4.768129224785866e-10
1999,1.4624643718263997e-08,1.8280804647829996e-09
2000,1.8113929911578452e-08,8.836062992401139e-10
2001,2.4096664219541708e-08,4.3812117822561447e-10
2002,2.0153619217921914e-08,1.3143663935011318e-09
2003,2.25013838672794e-08,4.1669229178253886e-10
2004,1.805964444656638e-08,1.7619165015858584e-09
2005,2.2068373795036678e-08,4.5037495954858286e-10
2006,2.800165077587735e-08,2.8825228870488218e-09
2007,3.0358044966760644e-08,7.988958938831558e-10
2008,1.9158479247494142e-08,1.2772318758180745e-09
2009,2.4794601927169424e-08,1.907277002999308e-09
2010,2.4091344030807704e-08,0.0
2011,1.873746313663105e-08,1.911985902935953e-09
2012,2.3489343803362317e-08,3.4042526575461807e-09
2013,2.342865101923053e-08,5.578250084070646e-10
2014,2.815078659068604e-08,4.330890368553497e-10
2015,2.438232904466986e-08,1.10828768384863e-09
2016,2.3199008936103382e-08,6.214020409345267e-10
2017,1.7860839918171223e-08,0.0
2018,3.201018827780899e-08,1.5488800242380307e-09
2019,2.244869179435227e-08,5.1019755087367e-10
