year,ces_DET âmes_NOUN,ces_DET ames_NOUN,ces_DET femmes_NOUN
1800,3.7101140115680664e-07,1.568938090557026e-06,3.606356642649189e-06
1801,1.1905913233078991e-07,1.7025455889552177e-06,4.843325200454274e-06
1802,1.5664880947952042e-07,1.2285742627682339e-06,4.280988264326879e-06
1803,3.296073405323341e-07,1.3184293035095607e-06,3.797310398567788e-06
1804,2.471850883978277e-07,2.0392770405663896e-06,4.464162714157283e-06
1805,5.145608579226746e-07,1.1229366476683822e-06,3.3716530651872745e-06
1806,6.541388870573428e-07,9.855308356065962e-07,3.3801979100189783e-06
1807,1.7651122163897526e-07,1.326681076108116e-06,4.014206581359758e-06
1808,2.8552531361469846e-07,1.2440745766895134e-06,4.593331993874017e-06
1809,2.9593299011310137e-07,1.4864420947446888e-06,3.4630937761903624e-06
1810,5.054674012683336e-07,3.3487214796679154e-06,3.404884409974329e-06
1811,4.0363936548715174e-07,1.0203802638386605e-06,3.1338459223206883e-06
1812,6.801381147170105e-07,1.2455862261617767e-06,2.7445572072792856e-06
1813,4.572429226357144e-07,1.0151367981769965e-06,3.4853989347993775e-06
1814,4.940283009347013e-07,7.331757521100712e-07,2.976756547923287e-06
1815,6.743058804659086e-07,8.873865549041682e-07,2.8455708616093034e-06
1816,1.022063308653287e-06,1.3905623568177816e-06,2.927133778030111e-06
1817,7.286167829079204e-07,1.2797499270300605e-06,3.1199744228160853e-06
1818,8.511720750448148e-07,1.080058723124111e-06,3.2365996389671636e-06
1819,1.3280396942150219e-06,7.049065207098693e-07,3.205720076948637e-06
1820,1.097649523273958e-06,1.451270587260467e-06,3.2822686648614763e-06
1821,1.886502765557907e-06,1.4269573296310512e-06,4.2226892560393026e-06
1822,1.3755145005234226e-06,1.2441788896921935e-06,4.433327518427177e-06
1823,9.151367770243723e-07,1.2669604831927472e-06,3.191119674283982e-06
1824,9.776911724657111e-07,9.305329289333031e-07,3.2353915742078243e-06
1825,1.1526324499300244e-06,1.0487282606774784e-06,3.6630643478474667e-06
1826,7.900762213353119e-07,9.33646352896389e-07,2.717263129170533e-06
1827,8.839364724622101e-07,9.770309272738587e-07,2.60203628954514e-06
1828,8.777892368527773e-07,8.768719936824709e-07,2.771869418438655e-06
1829,7.00428504529782e-07,8.881810254490752e-07,2.7879967774424586e-06
1830,1.031159399644821e-06,1.0781250865399272e-06,3.2802975908907683e-06
1831,8.419251500413338e-07,1.1288032961687122e-06,3.5766226744726737e-06
1832,7.19794385872774e-07,8.956839931961724e-07,3.475849069900505e-06
1833,1.1143450642236985e-06,1.401619007523891e-06,4.225707584737393e-06
1834,1.1406796289747945e-06,1.426316289965257e-06,4.012914786244437e-06
1835,1.0875720306557923e-06,1.4959788146029496e-06,3.835241955130186e-06
1836,1.2225044585534306e-06,1.387162777088946e-06,5.0882798063867085e-06
1837,1.1981488228229864e-06,8.140732576933374e-07,5.32765696448223e-06
1838,1.3987750477895133e-06,7.1769281717593e-07,3.943207445900043e-06
1839,1.1927456498028732e-06,6.418174480771199e-07,3.3279422098075884e-06
1840,1.9599531597691566e-06,3.4969591666822453e-07,3.71034354884614e-06
1841,1.9768868995129196e-06,5.765652777434127e-07,3.4619598920926364e-06
1842,2.123165984357911e-06,6.594224539746563e-07,3.955193022875392e-06
1843,2.3580388557320475e-06,3.939909634098626e-07,3.7438003062106873e-06
1844,2.3523973453620783e-06,3.5730534975186856e-07,3.4177271004409704e-06
1845,2.8565185772322366e-06,2.444139841628612e-07,3.838638690467633e-06
1846,2.3049171176126038e-06,3.9693519937600286e-07,3.5536822338144702e-06
1847,1.927538100687798e-06,1.839089316391096e-07,3.500202097939109e-06
1848,1.6927146049283692e-06,5.382253354113686e-07,3.251878695209598e-06
1849,1.9490518852194327e-06,2.1367508118430578e-07,2.9562575321051554e-06
1850,1.7922949666626664e-06,2.532295457768896e-07,2.6429562183238886e-06
1851,1.854858588501429e-06,1.5736631286955571e-07,3.581373391625675e-06
1852,2.3828596198427476e-06,2.936255869556703e-07,3.0339142540469766e-06
1853,2.708271196638634e-06,9.734249051263077e-08,3.4965661654950964e-06
1854,4.285903770551158e-06,2.5198972686268917e-07,3.0945377034186095e-06
1855,2.91350842474003e-06,1.4275661186502475e-07,4.037517669530644e-06
1856,3.7368951524285876e-06,1.90002852562543e-07,3.2978695685415005e-06
1857,2.71704796261929e-06,1.9184330035670882e-07,4.524670771388628e-06
1858,2.6836918749495453e-06,2.006407138210875e-07,3.7994500985405466e-06
1859,2.774725288645641e-06,1.5021911736745608e-07,3.7829754830909224e-06
1860,2.547202811342686e-06,6.087654647046747e-08,3.732693414804089e-06
1861,2.7484637712404947e-06,1.1176834213699749e-07,3.041796531988439e-06
1862,2.627660720122549e-06,1.3825038003290047e-07,3.488789076300236e-06
1863,2.9268478414223864e-06,1.8130473833366523e-07,3.216036247977172e-06
1864,3.010130299685443e-06,2.536411125575455e-07,3.1654793986035656e-06
1865,2.9653118787109634e-06,1.299089058548475e-07,3.3362113640578173e-06
1866,2.957319537699732e-06,6.130672369764056e-08,3.4224721332520858e-06
1867,2.4817277619604283e-06,6.308654931785895e-08,3.3028234440735105e-06
1868,2.356319996010825e-06,8.84237492115858e-08,3.079517426840539e-06
1869,2.6043808531994728e-06,4.785848917165936e-08,3.773006881147012e-06
1870,2.5499314659782613e-06,7.339582452914328e-08,3.030444730711679e-06
1871,1.7408109727057308e-06,6.903765070731538e-08,3.038718716652511e-06
1872,2.313107273721471e-06,1.0824737239900628e-07,3.0200411629266455e-06
1873,2.1723210466007004e-06,7.841666072039288e-08,2.730815282347976e-06
1874,1.6047799888951886e-06,4.1822265373081535e-08,2.730396289507553e-06
1875,1.925293922511173e-06,1.4303818396399492e-07,3.4157517347921384e-06
1876,1.8011078140034442e-06,7.799359313942489e-08,3.1941096949594794e-06
1877,1.933991967462134e-06,8.040260923714015e-08,2.8815057078190875e-06
1878,1.7718686677881124e-06,8.092378989132953e-08,2.7852277355577826e-06
1879,1.7680387642826645e-06,7.51447007951711e-08,3.0876530843215733e-06
1880,1.6641475184542287e-06,2.3746030475280122e-08,2.7988226918296277e-06
1881,1.6294750508905054e-06,2.5798277736299724e-08,2.707424783920942e-06
1882,1.5926336303095923e-06,6.788492723508455e-08,2.772633450831563e-06
1883,1.5760431395506203e-06,4.0443769444564737e-08,2.444320230665653e-06
1884,1.7237030363048689e-06,2.970763635090634e-08,2.6974534250712168e-06
1885,1.5811144677968514e-06,2.3848852226393547e-08,2.439028492062789e-06
1886,1.6585402420332684e-06,2.710454793941608e-08,2.365194546882776e-06
1887,1.4892477153694017e-06,4.8966935950467416e-08,2.357594581781086e-06
1888,1.5743746502039357e-06,2.028996703984376e-08,2.6002860238349967e-06
1889,1.3664263107671104e-06,2.130146414813794e-08,2.621333095476075e-06
1890,1.516029541903663e-06,3.3427371648464543e-08,2.7856141855409078e-06
1891,1.6031162957119705e-06,2.932141229816665e-08,2.7109557834137377e-06
1892,1.5564716164817582e-06,2.9462009276670642e-08,2.505524491880351e-06
1893,1.5279031302384283e-06,4.9267332102864714e-08,2.5317249594536406e-06
1894,1.4386414690648053e-06,9.830401381805132e-08,2.533218832923012e-06
1895,1.661137559949566e-06,6.680661979174829e-08,2.6698574515648943e-06
1896,1.6641416209495219e-06,2.3588116737638387e-08,2.5758222363947425e-06
1897,1.5947714686603831e-06,1.7363606197307035e-07,2.392448593013796e-06
1898,1.6675172105351521e-06,8.317781641231647e-08,2.6220815527722152e-06
1899,1.6737507024799925e-06,2.8743407654019393e-08,2.57419318927532e-06
1900,1.6678853853591136e-06,1.661137005726232e-08,2.613176206978096e-06
1901,1.7671592971169048e-06,2.8502568527599692e-08,2.574173123548462e-06
1902,1.4023770944504577e-06,2.455141911994474e-08,2.233196994438913e-06
1903,1.3392545881174556e-06,1.566063878577495e-08,2.494901849559028e-06
1904,1.3173206028227469e-06,1.8811188162715098e-08,2.564233739121846e-06
1905,1.4481090104823124e-06,1.7546580910465792e-08,2.2960216199408023e-06
1906,1.546341877656232e-06,3.755254773807337e-08,2.503160118294545e-06
1907,1.4430817998345447e-06,4.422845201190739e-08,2.459307751223605e-06
1908,1.641386276673984e-06,4.2237946917822455e-08,2.6698311899053806e-06
1909,1.8076231782515606e-06,2.9155212466491776e-08,3.002436727683744e-06
1910,1.7058529167002234e-06,3.847788443422928e-08,3.0274613038727693e-06
1911,1.6541042668904993e-06,4.362706818028528e-08,2.737332408742077e-06
1912,1.6279440799848999e-06,1.9274858487072777e-08,2.7724539393148007e-06
1913,1.7940014203077226e-06,2.7045247430468322e-08,2.7591455875608517e-06
1914,1.6273087339868653e-06,5.8931346302859566e-08,2.521324006465875e-06
1915,1.895524547990135e-06,5.890381027384706e-08,2.762588678706379e-06
1916,2.1095926001635235e-06,2.4172416290824117e-08,2.6941257260659768e-06
1917,1.7601111608200881e-06,8.663475492554085e-08,3.450037240781967e-06
1918,1.8573470015326166e-06,3.216185273657857e-08,2.9692283192161995e-06
1919,1.7890849193236136e-06,3.9593748335509105e-08,2.91152173303999e-06
1920,1.648474835747038e-06,2.8017257402979112e-08,2.7070729231581936e-06
1921,1.4660839013913574e-06,2.1960967766521122e-08,2.8458384235818812e-06
1922,1.7884116090272073e-06,1.8444838545406128e-08,2.8375539500302693e-06
1923,1.595577003854487e-06,2.7601464669402276e-08,2.855689956504648e-06
1924,1.6939595042231304e-06,3.0939899087201184e-08,2.802639187393652e-06
1925,1.6299299545607937e-06,5.059161645171173e-08,3.011301060951155e-06
1926,1.5671470237066387e-06,4.0126098888038086e-08,2.872359971206606e-06
1927,1.6411659515824795e-06,3.9022287623424745e-08,3.2254708344225946e-06
1928,1.4945262449828078e-06,3.08503116386305e-08,2.7365367714082822e-06
1929,1.4259720373388518e-06,3.4535259985091216e-08,2.7895576408809575e-06
1930,1.1722021469040556e-06,2.9410089696924047e-08,2.482001463022243e-06
1931,1.0983358862404202e-06,6.044838851693157e-08,2.277649727489006e-06
