year,ces_DET âmes_NOUN,ces_DET ames_NOUN,ces_DET femmes_NOUN
1932,1.1781501569885222e-06,1.753525868952721e-08,2.3310933698894587e-06
1933,1.0667716026091512e-06,4.817678012081217e-08,2.393927189814349e-06
1934,1.1622132234379023e-06,1.1981580172459871e-08,2.493366793032692e-06
1935,1.2195681264870473e-06,3.949533677882755e-08,2.564803281757122e-06
1936,1.105773968390622e-06,2.909931406946953e-08,2.2915710644610954e-06
1937,1.1231277170509202e-06,2.5182236185194995e-08,2.3696483424373582e-06
1938,1.0125832403673485e-06,1.9447821797413667e-08,2.281877840459856e-06
1939,1.0644659269587464e-06,2.2941075705773528e-08,2.4057540883859474e-06
1940,1.0523499156533944e-06,1.2678914584896006e-08,2.053984132999176e-06
1941,9.651413535038955e-07,2.6563523380929155e-08,2.1723058125644457e-06
1942,9.89153051023095e-07,1.2136846860855144e-08,2.366685265542401e-06
1943,1.1467778833207376e-06,2.6129117536299873e-08,2.798718639951403e-06
1944,1.574461208520006e-06,2.2492303131116387e-08,2.618746719917908e-06
1945,1.23739031465675e-06,2.3963544482086263e-08,3.2960765850020834e-06
1946,1.2361940946448158e-06,4.1763311031672856e-08,3.2060303283287794e-06
1947,1.3494426127635961e-06,3.4570526663557644e-08,2.886042864247429e-06
1948,1.1926461311873027e-06,3.261566461354448e-08,2.594032537217572e-06
1949,9.365426194563042e-07,2.945102517415421e-08,2.8773650626590097e-06
1950,1.1635085144234836e-06,3.4033156071089365e-08,2.7417960950515408e-06
1951,9.488647378930182e-07,2.4521223718210194e-08,2.883909218098779e-06
1952,1.0903327165578958e-06,1.7926166329118587e-08,2.7279406822344754e-06
1953,7.951084626256488e-07,2.3702420470783636e-08,2.655748460256291e-06
1954,9.752991019240653e-07,5.86352189024808e-08,2.868239306508258e-06
1955,8.888170910381632e-07,1.3139850540966336e-08,2.291965330414314e-06
1956,8.65137224081991e-07,4.534993558458211e-08,3.32449917550548e-06
1957,7.624637703429471e-07,2.8272120311534366e-08,2.386343680882419e-06
1958,7.461563633626156e-07,2.1507832959066775e-08,2.557777548872764e-06
1959,7.556979042533385e-07,6.045583145208866e-08,2.3500268184761808e-06
1960,8.284237296152241e-07,1.3841666701708277e-08,2.5496350133380474e-06
1961,9.324429655066524e-07,2.987708563884084e-08,2.773705119807346e-06
1962,8.409434144596162e-07,4.4393693277022805e-08,2.6128860781682306e-06
1963,7.086794369115523e-07,1.8751554531348802e-08,2.6523751159857056e-06
1964,9.612670126557532e-07,5.1713731519242856e-08,2.9440323032758897e-06
1965,9.483051357506156e-07,6.78533365605638e-08,2.6522993721300736e-06
1966,7.727009574409749e-07,3.932743153356455e-08,2.7584591464346886e-06
1967,7.346200163738104e-07,9.712761350755272e-08,2.7156287387697375e-06
1968,9.786795374111534e-07,7.994720241377706e-08,2.830490245742112e-06
1969,6.653675335144271e-07,6.267625696221302e-08,2.3998649112400017e-06
1970,7.086635136488439e-07,6.024329723963717e-08,2.521021059465056e-06
1971,6.387028257393013e-07,2.589752332582407e-07,2.7125600183808274e-06
1972,5.843237218527975e-07,1.2979271524216074e-07,2.6928139789106353e-06
1973,5.860535381430054e-07,4.79648734064142e-08,2.641927352442508e-06
1974,4.2079276951767497e-07,2.5315073592935278e-08,2.4392478223944636e-06
1975,5.026102591898507e-07,2.9128548906243168e-08,2.7883446591658867e-06
1976,4.479404971391432e-07,3.370980761197018e-08,2.817911507690951e-06
1977,3.2851211706486083e-07,2.174409208244299e-08,3.4214624236028612e-06
1978,5.227720123457402e-07,4.6930670460909596e-08,3.460988608594562e-06
1979,4.64646674913638e-07,4.623058846853212e-08,3.3607881846364762e-06
1980,4.4457878445314236e-07,2.728872394719417e-08,3.641907483142859e-06
1981,4.744162076519842e-07,5.0604397783260424e-08,3.964854499827197e-06
1982,4.77977678770003e-07,1.924325732094445e-08,4.306144376187149e-06
1983,4.206000419060274e-07,1.9577480081522936e-08,4.007699601515924e-06
1984,5.039338475398836e-07,2.7255340484533264e-08,4.419424442403397e-06
1985,4.1447195897603706e-07,1.6843562544721635e-08,4.323381631365919e-06
1986,5.2032134689739e-07,2.3378493807513223e-08,4.211126110931218e-06
1987,4.528115304935909e-07,2.0776776965547583e-08,4.527504131601745e-06
1988,4.239563615726638e-07,2.878345822798778e-08,4.2299690790059685e-06
1989,4.291711519499586e-07,2.140367716396696e-08,4.411901272760588e-06
1990,4.1573207809619817e-07,2.6153523902117115e-08,4.370362944428052e-06
1991,4.777094098074031e-07,6.154538595426473e-08,4.80229823551781e-06
1992,4.931400106045203e-07,2.644773250404242e-08,4.762244657285919e-06
1993,4.652934286752952e-07,2.769603768548734e-08,5.21073246773085e-06
1994,5.549222628076222e-07,1.5824780152939866e-08,5.141998201452225e-06
1995,4.809713871622989e-07,2.819674393972349e-08,5.125300731378957e-06
1996,4.3718975106799007e-07,2.829188883168854e-08,5.137379787356622e-06
1997,4.732560725528856e-07,1.678213090716696e-08,5.6090673865583085e-06
1998,4.706143528210305e-07,2.145658195562561e-08,5.577757519859006e-06
1999,4.337120778075132e-07,3.793266922791361e-08,5.509377672296978e-06
2000,4.912851032656818e-07,1.413770067681952e-08,5.927230859015253e-06
2001,4.906957116190824e-07,1.8401089318942354e-08,6.20817729668488e-06
2002,5.029642373699517e-07,2.891606243338174e-08,6.131957377419894e-06
2003,4.816962970721761e-07,1.9584537214178965e-08,6.55248607017711e-06
2004,4.66026914835993e-07,2.4226351813538827e-08,6.7353661279412336e-06
2005,5.008169594589162e-07,3.1526247390445405e-08,6.364248520185356e-06
2006,4.430849607217624e-07,1.6059770402421236e-08,6.8105781565463985e-06
2007,4.433872327069821e-07,2.8760252401838216e-08,7.261564178406843e-06
2008,5.036551087300722e-07,1.0217855339611503e-08,6.49940756147771e-06
2009,4.79203333014766e-07,3.2423709050988236e-08,6.814223979745293e-06
2010,4.5773553125627586e-07,1.4171379181249222e-08,7.3795094408524164e-06
2011,4.588766238100561e-07,6.500752269822385e-09,6.211659979271644e-06
2012,6.018718750055996e-07,1.9404241213827333e-08,7.236419833134278e-06
2013,6.328524797538648e-07,1.1156500001607839e-08,7.2165819915426255e-06
2014,6.922928506014614e-07,3.6812567438815336e-09,7.523406111431541e-06
2015,8.713357999567961e-07,5.319780949086805e-09,6.779617478969158e-06
2016,1.0205492415593653e-06,1.3463710257788364e-08,7.186307357187616e-06
2017,6.311668840908169e-07,5.03122282724533e-09,6.877178293507313e-06
2018,8.619517473107408e-07,1.084215994762161e-08,7.349177508331195e-06
2019,9.275391406049494e-07,4.08158040698936e-09,7.239448109430668e-06
