year,nos_DET ânes_NOUN,nos_DET anes_NOUN,nos_DET fans_NOUN
1884,6.799747787056276e-08,6.601696966868076e-10,0.0
1885,7.412480673707478e-08,0.0,0.0
1886,3.4203359255968735e-08,6.453463874400711e-10,0.0
1887,4.113222562551755e-08,6.528924623161458e-10,0.0
1888,1.3315290869897467e-08,6.340614699951175e-10,6.340614699951175e-10
1889,2.255449249588537e-08,3.132568426877924e-09,0.0
1890,4.9813335678550175e-08,2.6217545912032847e-09,0.0
1891,1.2812182736965383e-07,0.0,0.0
1892,2.0059240268821554e-08,0.0,0.0
1893,3.263960746124894e-08,3.079208221734575e-09,0.0
1894,2.4576002788379014e-08,0.0,0.0
1895,2.6481903780961602e-08,0.0,0.0
1896,3.2433660202002557e-08,0.0,0.0
1897,1.6897469756749217e-08,5.826713556089658e-10,0.0
1898,1.3014215927142914e-08,0.0,0.0
1899,2.432134493801641e-08,5.527578395003729e-10,0.0
1900,2.9589002803476205e-08,0.0,0.0
1901,1.90017126477926e-08,0.0,0.0
1902,1.5221880200755322e-08,4.910283846193408e-10,0.0
1903,8.640352433531007e-09,1.6200660812870638e-09,0.0
1904,1.4511488011237361e-08,0.0,5.374625189347171e-10
1905,1.9094808956232612e-08,0.0,0.0
1906,1.8519064504118887e-08,5.144184522798412e-10,0.0
1907,1.1828539647762426e-08,0.0,0.0
1908,1.7681000219482712e-08,4.911389073214423e-10,0.0
1909,2.7504917454734823e-08,0.0,0.0
1910,3.313373486690807e-08,2.137660271017694e-09,0.0
1911,1.0108710757350536e-08,0.0,0.0
1912,1.8232974852150363e-08,5.209421227725386e-10,0.0
1913,2.0681660051202755e-08,0.0,0.0
1914,7.366418253162976e-09,6.696743715117748e-10,0.0
1915,1.0602685840410686e-08,0.0,2.3561523843085297e-09
1916,7.69122365795738e-09,0.0,0.0
1917,1.315970976634162e-08,0.0,0.0
1918,2.067547821837934e-08,0.0,0.0
1919,1.1049418047193171e-08,0.0,0.0
1920,3.786115865267448e-09,0.0,0.0
1921,9.844571380313027e-09,0.0,0.0
1922,1.0329110011753073e-08,1.4755870969551665e-09,0.0
1923,1.4862327368803108e-08,0.0,0.0
1924,1.933743642990038e-08,0.0,0.0
1925,3.519416980068968e-08,0.0,0.0
1926,1.226075263538462e-08,0.0,0.0
1927,6.689534814974252e-09,0.0,2.2298449753321847e-09
1928,1.2568645679778001e-08,0.0,0.0
1929,1.3368487206122381e-08,0.0,0.0
1930,1.68057662230936e-08,0.0,1.0503603542488804e-09
1931,1.2545892325022123e-08,0.0,0.0
1932,1.2055489939655217e-08,0.0,0.0
1933,8.029463538505865e-09,1.1470662197865522e-09,0.0
1934,1.677421224144382e-08,1.1981580172459871e-09,0.0
1935,2.5133396697185617e-08,0.0,0.0
1936,6.0623572828433225e-09,0.0,0.0
1937,1.1332006444320086e-08,0.0,0.0
1938,1.0372171566075394e-08,0.0,0.0
1939,0.0,0.0,0.0
1940,1.0143131667916805e-08,0.0,0.0
1941,2.066051862925633e-08,0.0,2.9515025978810172e-09
1942,1.8205270180260413e-08,0.0,0.0
1943,3.1935586841669306e-08,0.0,0.0
1944,6.4263723231761105e-09,0.0,0.0
1945,0.0,0.0,0.0
1946,1.2528993842408909e-08,0.0,0.0
1947,5.960435700558264e-09,0.0,0.0
1948,1.0871888278529696e-08,0.0,0.0
1949,6.8719059331812105e-09,2.9451024952109606e-09,0.0
1950,4.785912466331865e-08,3.190608444114673e-09,0.0
1951,5.330700769690111e-09,0.0,0.0
1952,1.6871686048247625e-08,0.0,0.0
1953,7.541679392097933e-09,0.0,0.0
1954,2.247683283940205e-08,9.772536113672459e-10,0.0
1955,1.407841176970237e-08,0.0,0.0
1956,1.3953826982771034e-08,0.0,0.0
1957,6.184526224473075e-09,0.0,0.0
1958,9.926692356998501e-09,0.0,0.0
1959,1.4726421193600459e-08,7.750747821333448e-10,0.0
1960,1.245750003153745e-08,0.0,0.0
1961,1.320150300188061e-08,0.0,0.0
1962,1.5854891455280296e-08,0.0,0.0
1963,1.1638895847099207e-08,0.0,0.0
1964,1.4601524211954597e-08,0.0,0.0
1965,1.4227312661319047e-08,1.0944086747954884e-09,0.0
1966,9.970334557962701e-09,0.0,0.0
1967,9.860671168482327e-09,4.930335584241163e-10,0.0
1968,6.737123747768692e-09,0.0,4.4914158503495116e-10
1969,1.1354394757745467e-08,4.5417578031781147e-10,4.5417578031781147e-10
1970,2.8512095129329396e-08,0.0,0.0
1971,1.0276794637498199e-08,0.0,0.0
1972,9.747278983951446e-09,0.0,5.130146862875051e-10
1973,1.5436970590698706e-08,5.513203782392395e-10,1.6539611902288698e-09
1974,5.625571564138454e-09,0.0,0.0
1975,7.539153745739213e-08,0.0,1.7134440533084216e-09
1976,6.856232415142216e-09,2.856763492431469e-09,5.713526873840635e-10
1977,6.464460078348111e-09,0.0,5.876781838942691e-10
1978,1.4257419245211622e-08,5.940591352171509e-10,0.0
1979,7.022368020415115e-09,0.0,1.1703946700691858e-09
1980,4.548120657865695e-09,0.0,5.685150683554241e-10
1981,3.795329828193417e-09,6.325549528618524e-10,0.0
1982,2.483000915987077e-09,6.207502289967692e-10,0.0
1983,6.315316047889041e-10,0.0,6.315316047889041e-10
1984,1.2757819078945687e-08,0.0,2.8995041922996734e-09
1985,4.210890747202711e-09,0.0,0.0
1986,1.1988970705090196e-08,0.0,0.0
1987,1.5888123539031795e-08,1.2221633705067347e-09,0.0
1988,4.197587610832443e-09,0.0,1.798966087207532e-09
1989,9.878619922076837e-09,1.0976244357863152e-09,0.0
1990,1.798054882762301e-08,0.0,5.44865097484859e-10
1991,7.033758464558559e-09,0.0,5.861465202094962e-10
1992,5.509944167592096e-09,0.0,2.7549720282848966e-09
1993,1.8279384506048046e-08,0.0,3.323524566667402e-09
1994,1.3714809510290138e-08,0.0,1.0549853213248639e-09
1995,3.795715741716776e-09,0.0,5.422450821690461e-10
1996,4.270473752399084e-09,0.0,0.0
1997,1.054876808126437e-08,0.0,5.274383707565278e-09
1998,4.29131630230728e-09,0.0,3.814503379828693e-09
1999,7.3123217758652714e-09,0.0,1.8280804647829996e-09
2000,7.510653432518666e-09,4.4180314962005696e-10,2.6508188977203417e-09
2001,7.0099388516098315e-09,0.0,2.6287270138425356e-09
2002,1.2705542729030128e-08,4.38122149670761e-10,3.504977141854937e-09
2003,8.333845613606172e-09,0.0,2.500153695184082e-09
2004,7.488145048473172e-09,0.0,2.642874807889939e-09
2005,1.2610498645315715e-08,0.0,6.7556245042510454e-09
2006,2.2648394715218956e-08,0.0,1.2353669198716943e-09
2007,1.55784704303219e-08,0.0,7.190063044948403e-09
2008,1.4475294962679186e-08,0.0,5.5346714711301814e-09
2009,7.629107789952627e-09,0.0,2.384096253749135e-09
2010,1.7005654884272303e-08,0.0,1.8895172093635892e-09
2011,1.300150453964477e-08,0.0,1.6060681617968697e-08
2012,1.63404133557421e-08,0.0,1.2936160032062105e-08
2013,1.812931227362924e-08,0.0,2.3149737238270518e-08
2014,2.1654451343167125e-08,0.0,2.598534254438789e-08
2015,3.347028920686057e-08,0.0,2.9037138360443748e-08
2016,4.9712159722048455e-08,0.0,3.707698525978742e-08
2017,5.5846572921680604e-08,0.0,4.603568637406852e-08
2018,2.1684320006265523e-08,0.0,4.104532047577436e-08
2019,1.5816124743217586e-08,0.0,3.061185260833099e-08
