year,ses_DET oies_NOUN,ses_DET fois_NOUN
1924,2.7072411756812187e-08,1.289162443462999e-09
1925,1.8696901804560184e-08,7.698724546756353e-09
1926,1.7833821197577038e-08,4.458455493683289e-09
1927,7.246995892273844e-08,2.2298449753321847e-09
1928,2.5137291359556002e-08,0.0
1929,2.2280811862174232e-08,2.2280812750352652e-09
1930,1.3654685049324655e-08,5.2518016602221e-09
1931,2.167017854048936e-08,1.1405356659111021e-09
1932,7.6716757391182e-09,1.0959536611565568e-09
1933,1.8353059516584835e-08,8.029463538505865e-09
1934,1.9170528275935794e-08,3.5944740517379614e-09
1935,2.752705263731059e-08,3.590485242455088e-09
1936,2.9099314957647948e-08,6.0623572828433225e-09
1937,2.5182236740306507e-08,2.5182236296217297e-09
1938,1.1668692678767911e-08,1.2965214457594243e-09
1939,2.141167065872196e-08,4.588215141154706e-09
1940,2.028626333583361e-08,7.607348528892999e-09
1941,1.1806010391524069e-08,0.0
1942,6.068423541449874e-09,3.034211770724937e-09
1943,3.4838823381733164e-08,0.0
1944,6.4263723231761105e-09,0.0
1945,1.5249527862692958e-08,4.357008087652048e-09
1946,2.3665877257883494e-08,0.0
1947,3.457052732969146e-08,2.3841741914054637e-09
1948,1.522064252412747e-08,2.174377566888097e-09
1949,2.1597417965146803e-08,4.908504269707237e-09
1950,2.4461330738745346e-08,2.1270722960764488e-09
1951,1.9190522948520083e-08,1.0661401761424827e-09
1952,2.5307528517259925e-08,0.0
1953,2.693456835345387e-08,0.0
1954,1.3681550115052232e-08,2.9317608341017376e-09
1955,1.220129064449793e-08,3.754243138587299e-09
1956,1.2209597999301991e-08,4.360570571293465e-09
1957,3.180613461495341e-08,8.835037701437898e-10
1958,2.1507833736222892e-08,0.0
1959,1.5501495198577686e-08,3.875373910666724e-09
1960,2.4914999841030294e-08,2.0762500052562416e-09
1961,1.876002997391879e-08,1.3896318540318475e-09
1962,1.2683912586908264e-08,3.8051738426858606e-09
1963,1.6165133231993423e-08,2.5864212993553792e-09
1964,1.946869854219102e-08,3.6503808864551957e-09
1965,2.0246559984116175e-08,3.283225968875314e-09
1966,5.095948907296588e-08,1.1078149508847446e-09
1967,1.972134178185314e-08,4.930335584241163e-09
1968,1.886394726535734e-08,1.796566312384229e-09
1969,4.587175481129968e-08,1.8167031212712459e-09
1970,1.7935028046034418e-08,6.438214850135182e-09
1971,3.596878228595557e-08,4.1107179882260425e-09
1972,2.0007572487656944e-08,1.0260293725750103e-09
1973,2.5360738176161135e-08,3.859242703185828e-09
1974,1.0688586016271984e-08,1.6876715580593782e-09
1975,1.4278700888326057e-08,5.140332159925265e-09
1976,1.3712464053128315e-08,1.7140580066410394e-09
1977,1.116588582705802e-08,1.1753563677885381e-09
1978,2.1386128423728223e-08,2.970295565063452e-09
1979,2.8089471748593553e-08,1.7555920051037788e-09
1980,2.6720207435548815e-08,2.8425752862659692e-09
1981,1.4548763582755697e-08,1.8976649140967083e-09
1982,3.2279010242497463e-08,6.207502289967692e-10
1983,2.273513821648976e-08,1.89459470334441e-09
1984,2.7835240168361253e-08,5.799008495621649e-10
1985,1.9851341903631692e-08,3.609334831011779e-09
1986,1.498621315931814e-08,1.1988970927134801e-09
1987,1.2221633483022742e-08,2.4443267410134695e-09
1988,1.5591039570495013e-08,4.797243047249822e-09
1989,1.8659615408367358e-08,1.6464366536794728e-09
1990,1.471135746555774e-08,1.6345953479657283e-09
1991,1.4653663171770859e-08,3.5168792322792797e-09
1992,2.5345743781546304e-08,3.30596661157756e-09
1993,1.0524494165053966e-08,5.539207426075166e-10
1994,2.479215582829042e-08,1.5824779264761446e-09
1995,2.1689803730851054e-08,5.422450821690461e-10
1996,2.028475121207407e-08,2.135236876199542e-09
1997,1.1507746866534774e-08,3.3564261370244708e-09
1998,1.6211639697338853e-08,2.86087753487152e-09
1999,1.7366764665238676e-08,1.8280804647829996e-09
2000,1.1928684817696933e-08,2.2090157481002848e-09
2001,1.401987734239718e-08,8.762423564512289e-10
2002,1.9715496790695397e-08,1.752488598683044e-09
2003,1.5417615628621206e-08,1.2500768753476166e-09
2004,1.673820673731008e-08,2.2023955992267474e-09
2005,2.7022498017004182e-08,1.3511248786457486e-09
2006,1.4412614379732958e-08,0.0
2007,1.477957436990529e-08,4.7933754743212376e-09
2008,1.830699147831183e-08,1.7029758714315335e-09
2009,2.0026408975581944e-08,0.0
2010,2.8815136610127468e-08,9.447586046817946e-10
2011,2.7532598423363197e-08,3.059177577924288e-09
2012,4.765953676155732e-08,1.3617010852229328e-09
2013,4.0442312609911824e-08,1.1156500168141292e-09
2014,5.543539623176219e-08,4.330890368553497e-10
2015,4.189327339199078e-08,1.994917855907552e-09
2016,4.0391132216655024e-08,2.4856081637381067e-09
2017,2.3646747338013085e-08,2.515611413622665e-09
2018,5.3436360447634e-08,2.323319980845895e-09
2019,3.4693431849586176e-08,2.55098775436835e-09
