year,les_DET îles_NOUN,les_DET iles_NOUN,les_DET fils_NOUN
1896,8.195690895718144e-06,1.9660694228207376e-06,1.2492856207302339e-05
1897,7.106842588200379e-06,1.6926602910416477e-06,1.2168508490617569e-05
1898,6.540492393014574e-06,1.8276486102308809e-06,1.1514186397221238e-05
1899,6.95866839350856e-06,2.0247519501026545e-06,1.219162665222484e-05
1900,8.085065303475858e-06,1.9123840111490154e-06,1.1127541597488744e-05
1901,6.624890914963544e-06,1.8023683487911057e-06,1.118586117598852e-05
1902,6.494832689440955e-06,1.8280986537888566e-06,2.131701513974349e-05
1903,6.772416384137614e-06,1.775592423314265e-06,1.072159688675356e-05
1904,6.416227449790313e-06,1.6521597743235361e-06,1.1257152578991736e-05
1905,6.988183628209299e-06,1.8805805694910305e-06,1.0334936320077759e-05
1906,7.256386652443325e-06,1.5854376762547417e-06,1.0940652089175273e-05
1907,6.721181904367768e-06,1.8596521584868242e-06,1.0225515566730792e-05
1908,6.483524771283555e-06,1.6374570961374957e-06,1.0344367368020357e-05
1909,6.183655614222516e-06,1.4671123054199597e-06,1.0893047459603622e-05
1910,6.111036213951593e-06,1.588816019193473e-06,1.0830455892119062e-05
1911,6.904249573835841e-06,1.6732576604283622e-06,1.0412504543921841e-05
1912,5.921548932974474e-06,1.4122741269773087e-06,1.0044805861753048e-05
1913,6.846689814210549e-06,2.133392705161441e-06,1.0429389512012222e-05
1914,7.797688340360764e-06,1.84763162636159e-06,1.075229178582049e-05
1915,7.564427050965605e-06,1.7211692764362851e-06,1.1271833130876985e-05
1916,6.048598038432829e-06,1.7173403286108169e-06,1.3595885960171472e-05
1917,6.311177230600151e-06,1.6932159851990036e-06,1.41302380782804e-05
1918,6.897568823660549e-06,2.0422776820794297e-06,1.2607446890910978e-05
1919,7.123191494429193e-06,1.444711411835442e-06,1.1246465646763681e-05
1920,6.844540422434875e-06,2.267126134825048e-06,9.942340447821607e-06
1921,6.313399381951967e-06,2.112039279467126e-06,9.918784272144876e-06
1922,6.376749638548063e-06,1.9153121257886596e-06,9.816343144564144e-06
1923,6.369568779973633e-06,1.846113434567087e-06,9.602125423668895e-06
1924,6.501246360812729e-06,1.866707282971447e-06,9.847911613292126e-06
1925,7.049831879157864e-06,2.4173995498699696e-06,9.852167536905654e-06
1926,6.200596885719278e-06,2.031941049196462e-06,9.232346499743471e-06
1927,7.1054009822546504e-06,2.332417825101629e-06,9.329671058821987e-06
1928,7.457777144281863e-06,2.1846590883001227e-06,8.564960268131472e-06
1929,7.118719736354251e-06,2.498793172378555e-06,8.375357438694664e-06
1930,7.584651939396281e-06,2.346505034722668e-06,8.570940508434433e-06
1931,6.884273204832425e-06,2.611826730003486e-06,8.45593142173584e-06
1932,7.63660528946275e-06,2.3004066846965543e-06,8.439938916637857e-06
1933,8.541054626221012e-06,2.6141639288823626e-06,8.171699711567726e-06
1934,7.985723186720861e-06,2.681477646149233e-06,8.083972261374583e-06
1935,8.864908465966437e-06,2.1554879943153082e-06,8.63631404968146e-06
1936,7.377888891824114e-06,2.5461900463596976e-06,8.305429318511415e-06
1937,6.547381673271957e-06,2.4439360082340045e-06,8.915770521866762e-06
1938,7.063448833832808e-06,2.0614691251807926e-06,8.88895067419071e-06
1939,6.816558311584231e-06,2.529635974468647e-06,8.375021820938855e-06
1940,6.6158574441033124e-06,2.2035953612942194e-06,8.938634479704888e-06
1941,7.665052066840872e-06,2.703576443607858e-06,8.405879341921718e-06
1942,7.691726864322845e-06,2.2180087917433866e-06,8.128653163907984e-06
1943,7.0258292623748275e-06,2.334201090192778e-06,1.0338420153743755e-05
1944,7.727712699079348e-06,2.45808745980014e-06,9.7166752439648e-06
1945,8.88611799609862e-06,2.3658553374161784e-06,8.356741417969715e-06
1946,7.005099888601762e-06,1.9865415694653166e-06,8.209275165427243e-06
1947,6.340711138363986e-06,1.9216444631098284e-06,8.27427646754586e-06
1948,6.252422537045277e-06,1.8503953622683866e-06,8.376789644159999e-06
1949,7.409877923691965e-06,2.1518881965221226e-06,7.50804780125236e-06
1950,6.8736342768715986e-06,1.888840227337596e-06,8.800761534644153e-06
1951,6.929911222641749e-06,2.317788766248441e-06,8.403316819283191e-06
1952,7.063964289955038e-06,2.4105421836395635e-06,7.082944620151466e-06
1953,7.455488628238527e-06,2.4865993122347163e-06,7.301422954242298e-06
1954,6.804616930367047e-06,2.37765803312584e-06,7.182814094619516e-06
1955,8.162662993527192e-06,2.7011778769292505e-06,7.969319575806821e-06
1956,6.77109426305833e-06,2.7724508413484727e-06,7.730419952167722e-06
1957,6.6033072414484195e-06,2.2962263415138295e-06,7.8640671716812e-06
1958,7.13398259222231e-06,2.1971078290050627e-06,8.151468840367215e-06
1959,7.2539247639724636e-06,2.8421992599447776e-06,8.233619297470796e-06
1960,6.041887729679729e-06,1.7807303667183305e-06,7.821234007110434e-06
1961,6.492360171250766e-06,1.5862647231301708e-06,7.936882298054115e-06
1962,6.622270802836283e-06,1.8315570571303397e-06,7.834852752353072e-06
1963,6.2875902244741155e-06,1.7988560081505511e-06,7.855607911722018e-06
1964,6.487335440397146e-06,1.6688325654712344e-06,7.839801440923111e-06
1965,5.23127346241381e-06,1.492226211041725e-06,7.856759651758694e-06
1966,7.0102530003168795e-06,1.8622368980203419e-06,8.124714753421358e-06
1967,5.768492769675504e-06,1.6122197763479562e-06,7.984678674688439e-06
1968,5.9717864360209205e-06,1.6142148560049918e-06,7.825842843089958e-06
1969,6.185419891835409e-06,1.5914319710930158e-06,8.071612050741805e-06
1970,6.289216145205501e-06,2.390417272124523e-06,8.29104148181159e-06
1971,5.390179069308942e-06,1.4228222795509282e-06,7.513878713893973e-06
1972,7.155528862767824e-06,1.7734917676648365e-06,7.280704515721936e-06
1973,6.089333652425921e-06,1.7950991342274847e-06,6.73327556910408e-06
1974,7.196231308626011e-06,2.2485410759998103e-06,7.0488412262648126e-06
1975,6.230653838201761e-06,2.3588412840780393e-06,7.395224756123753e-06
1976,6.379724254657049e-06,1.9465986120792422e-06,7.245894934726493e-06
1977,5.735151262342697e-06,2.1156414824474723e-06,7.132649940899682e-06
1978,6.358214960755504e-06,2.0904941155919232e-06,7.89801622147479e-06
1979,5.6149684724005056e-06,1.8223044691012547e-06,7.722264129483847e-06
1980,7.190578799054492e-06,1.7322653960150092e-06,6.938726585303812e-06
1981,6.10099237974282e-06,1.5586153896407495e-06,7.350288470320265e-06
1982,8.34536615457182e-06,1.7474118791938054e-06,7.78544920621016e-06
1983,7.239246997414739e-06,1.756289368159969e-06,6.910850565589044e-06
1984,7.372859386123309e-06,1.9560055370959617e-06,7.972476836926035e-06
1985,7.11640501549482e-06,1.7270666656798994e-06,7.584415541828093e-06
1986,7.440355318522052e-06,1.4476682608233205e-06,7.358230703857771e-06
1987,7.680074702420825e-06,2.0740112187667137e-06,8.19399419782485e-06
1988,8.06176677770054e-06,1.6898288262012784e-06,7.404544845712735e-06
1989,7.305788074063457e-06,1.5086848108580853e-06,7.074189653621943e-06
1990,8.242174374117894e-06,1.4101108494202208e-06,6.957927247697171e-06
1991,7.345588358020905e-06,1.4208191743136922e-06,7.325072871822158e-06
1992,8.569616227305232e-06,1.2920819063566569e-06,7.525481521497568e-06
1993,7.40038109370289e-06,1.2601697090275366e-06,7.138930513406194e-06
1994,7.755197032111028e-06,1.0776674841395106e-06,7.500945656602198e-06
1995,8.487762556796952e-06,1.1322077622111237e-06,7.498707347508571e-06
1996,9.453227278299892e-06,1.1823874501715181e-06,7.967102533257275e-06
1997,8.799111185453512e-06,9.719250932960222e-07,7.468048181635822e-06
1998,8.028099330203986e-06,9.016532427352786e-07,7.479764207118933e-06
1999,8.794894995389768e-06,8.496003705005251e-07,7.279873642573875e-06
2000,1.0068251697248343e-05,9.326464471826057e-07,7.918879504131837e-06
2001,9.564623610458511e-06,7.123850407353416e-07,7.955404399240251e-06
2002,9.062995161457366e-06,7.43493268728912e-07,8.333083165723565e-06
2003,8.540108922261425e-06,6.612906808811658e-07,7.185858393654598e-06
2004,8.676557399667217e-06,6.541115062930203e-07,7.620288997145508e-06
2005,8.42921781440964e-06,6.593489283446274e-07,7.843280116048845e-06
2006,8.318961079112341e-06,6.032708732561787e-07,7.371434818992384e-06
2007,8.00094215946956e-06,5.628221622089313e-07,7.701755926348142e-06
2008,8.855048633904516e-06,5.63685008447834e-07,7.1793205478343225e-06
2009,8.83832160525344e-06,6.122359277327405e-07,7.4898766087017066e-06
2010,7.776780478252476e-06,3.3113789443817154e-07,7.78339378371129e-06
2011,9.286133320074441e-06,3.1165371416896903e-07,6.989455869188532e-06
2012,9.980247966723255e-06,2.927657314355514e-07,8.347568005717676e-06
2013,7.5646650543603755e-06,2.4432734746504536e-07,8.246884860341197e-06
2014,7.616736809268332e-06,2.802086127573489e-07,8.348440843519711e-06
2015,8.475297931909154e-06,2.3828186002106122e-07,8.40636204202383e-06
2016,8.348536255198269e-06,2.839807158316887e-07,8.77378231223247e-06
2017,7.123959790078516e-06,1.8841928817181497e-07,1.4581992502371577e-05
2018,7.720908911323932e-06,1.6056722529356193e-07,7.08277001137958e-06
2019,7.993519943738647e-06,1.6938559088686134e-07,7.685360671416674e-06
