year,trois_DET oies_NOUN,trois_DET fois_NOUN
1800,1.2576657937302116e-08,2.276060729400342e-05
1801,3.333655484993869e-08,2.0490075598900148e-05
1802,3.5805442166747525e-08,1.8480084577277012e-05
1803,5.655983681407406e-08,1.9793992464656185e-05
1804,3.213406074564773e-08,2.0736357328132726e-05
1805,3.127165526528586e-08,2.089799374971335e-05
1806,8.645007376628655e-09,1.7278487348448834e-05
1807,0.0,1.950733667399618e-05
1808,4.5321479902327155e-09,1.8153517999053292e-05
1809,1.129515236897305e-08,2.1252959925277537e-05
1810,3.042164919975221e-08,2.015083180140209e-05
1811,0.0,1.837687261740939e-05
1812,3.467370746079723e-08,1.8699796726195927e-05
1813,3.163315653864629e-08,1.9316356770104903e-05
1814,3.1466771410748606e-09,1.871328805691519e-05
1815,0.0,1.6328991307545948e-05
1816,6.952811659743929e-09,1.6098076912385295e-05
1817,2.490997452753163e-08,1.8269908593993023e-05
1818,5.960588467246453e-09,1.7896071994982776e-05
1819,4.140420006848444e-09,1.706991690753057e-05
1820,8.306536791735653e-09,1.8347952504882414e-05
1821,8.875339574387908e-09,1.6678735732966743e-05
1822,1.804610860745015e-08,1.651619953690897e-05
1823,1.9765373782121287e-09,1.8351160974816594e-05
1824,3.3684450784221553e-09,1.6795066358099575e-05
1825,1.7610886082763955e-09,2.031679821357102e-05
1826,0.0,1.8620960474891035e-05
1827,0.0,1.7584713361884496e-05
1828,9.172301140836225e-09,1.7022874203576066e-05
1829,1.2002446148073886e-08,1.6675684889833065e-05
1830,0.0,1.891780942742116e-05
1831,7.795603274018958e-09,1.952486775280704e-05
1832,0.0,1.7740495934503997e-05
1833,6.950177322551099e-09,1.9172063502992387e-05
1834,6.534171426153534e-09,1.724927932400533e-05
1835,7.563087933704082e-09,1.8686877126583568e-05
1836,0.0,1.891353429073206e-05
1837,4.174734336004349e-09,1.9825118783955986e-05
1838,2.5248647617104325e-09,1.98997215647978e-05
1839,0.0,1.8632281296504516e-05
1840,5.7327197988676915e-09,1.7698817771361064e-05
1841,6.420548537278137e-10,1.7314293017989257e-05
1842,0.0,1.9294983303552726e-05
1843,1.7720733769266417e-09,1.8505760863263276e-05
1844,1.811225169845443e-08,1.8368018800174468e-05
1845,6.138250796539069e-09,1.782715418130465e-05
1846,5.854501328173001e-10,1.9089771910785203e-05
1847,8.089835468183537e-09,1.7694626649245038e-05
1848,0.0,1.863353804765211e-05
1849,8.379414495607307e-09,1.7435048675906728e-05
1850,1.0183494048021657e-08,1.943214283528505e-05
1851,8.384270167027807e-09,1.8623398545969394e-05
1852,3.2552727180501506e-09,1.6497721617270145e-05
1853,1.7915795513800958e-09,1.8398328109014983e-05
1854,3.1173986725363534e-09,1.7863214281987894e-05
1855,1.5920811335945473e-08,1.8575871649773035e-05
1856,3.624032518523279e-09,1.7539282168854697e-05
1857,3.905207268672939e-09,1.8328601981920656e-05
1858,9.787352039936081e-10,1.8571990608506894e-05
1859,3.055304009791371e-09,1.8199937414919987e-05
1860,1.1900677859832953e-08,1.882916222939457e-05
1861,5.187560159214399e-09,1.787114518947419e-05
1862,1.1294966073549517e-08,1.7522105508760433e-05
1863,1.1987089820753027e-08,1.8005108074703458e-05
1864,2.3973640850272204e-09,1.789056904044628e-05
1865,7.060266649094871e-09,1.8049806499220722e-05
1866,1.2650593461671633e-08,1.825869867388974e-05
1867,7.76449837758264e-09,1.692563620281362e-05
1868,8.397785578040384e-09,1.745553970522451e-05
1869,7.325278716940886e-09,1.6918464496029628e-05
1870,1.0894693147633916e-08,1.7276115158892935e-05
1871,1.6993883855676017e-08,1.6427775619831664e-05
1872,1.511834801792844e-08,1.7702376396755426e-05
1873,1.5563611011071288e-08,1.7559344655637688e-05
1874,1.553398404352535e-08,1.8420914727812487e-05
1875,5.721527140956084e-10,1.7143411753295368e-05
1876,4.836811839936672e-09,1.6439719672689534e-05
1877,4.329371194877751e-09,1.6659421135045704e-05
1878,4.831270938865373e-09,1.6733107088384713e-05
1879,6.109325489944695e-09,1.661247722495318e-05
1880,8.343199908722454e-09,1.675122115329941e-05
1881,1.2550513517339823e-08,1.6798165063391934e-05
1882,6.655385131892899e-09,1.6917988261866412e-05
1883,3.159669414998234e-09,1.64599819072464e-05
1884,5.281357573494461e-09,1.6866015926098044e-05
1885,3.2228177904158883e-09,1.5870444144638896e-05
1886,2.5813855497602844e-09,1.564900458106422e-05
1887,3.9173548849191775e-09,1.6227642220201233e-05
1888,7.60873763994141e-09,1.6592120687164424e-05
1889,1.8795409673089125e-09,1.6573165453337424e-05
1890,6.5543866445416654e-09,1.601892097369273e-05
1891,1.211101841036566e-08,1.6799893444385816e-05
1892,3.761107425503951e-09,1.6861671042534e-05
1893,8.005941687372342e-09,1.564730456493635e-05
1894,8.822155450616265e-09,1.668206556360019e-05
1895,1.8055843487019274e-09,1.570015746210629e-05
1896,9.435246750566506e-09,1.5730324946616747e-05
1897,1.1070755534525745e-08,1.5810204729405086e-05
1898,2.26334195829736e-09,1.5063672037740616e-05
1899,7.738609753005221e-09,1.5391542490306165e-05
1900,1.2458527431924438e-08,1.527155893654708e-05
1901,1.1177477832191585e-09,1.5152188552747248e-05
1902,8.34748237199534e-09,1.381361033736539e-05
1903,1.1880484818149739e-08,1.4839805544397677e-05
1904,3.2247751136083025e-09,1.4342725080496166e-05
1905,4.64468330463319e-09,1.447438080504071e-05
1906,8.230695236477459e-09,1.529314579329366e-05
1907,1.2342824262656649e-08,1.4654532321856095e-05
1908,8.349361424464519e-09,1.4872668032239744e-05
1909,6.051082024338683e-09,1.480479693327652e-05
1910,3.7409054742809644e-09,1.4710309244492237e-05
1911,6.384448969498635e-09,1.4684232951367449e-05
1912,1.1981668712746085e-08,1.4233701790544728e-05
1913,2.6514948014977335e-09,1.4838825507013098e-05
1914,4.68772043404897e-09,1.4684619259242027e-05
1915,1.5314990164938536e-08,1.355141023395845e-05
1916,4.394984820521586e-09,1.3598083398846939e-05
1917,5.483212106582869e-09,1.4702684836720437e-05
1918,2.2972752589112133e-09,1.3327642875538004e-05
1919,1.8415696745321952e-09,1.3915821227783454e-05
1920,2.2716695191604686e-09,1.3645918897964293e-05
1921,7.572747762196741e-09,1.3843739793628629e-05
1922,1.254249004656316e-08,1.4048326818283385e-05
1923,4.246379248229459e-09,1.4242355803162354e-05
1924,3.867487219366694e-09,1.3295132305302104e-05
1925,5.499088961968823e-09,1.3510161807062104e-05
1926,1.114613823460786e-08,1.3161360186586535e-05
1927,8.919379901328739e-09,1.4342362987918023e-05
1928,4.5704163786908225e-09,1.350101069874654e-05
1929,3.342121912552898e-09,1.3755059569575678e-05
1930,9.453243521306831e-09,1.3582209874130058e-05
1931,5.7026783295555106e-09,1.2803653760329325e-05
1932,5.4797681947604815e-09,1.3212817634666862e-05
1933,6.882397318719313e-09,1.286320036797406e-05
1934,3.5944740517379614e-09,1.2807111090751278e-05
1935,9.574627313213568e-09,1.29065976466336e-05
1936,7.274828739411987e-09,1.2996481473237509e-05
1937,6.295558963032022e-09,1.2644001174066943e-05
1938,9.075650453382877e-09,1.2796666567282955e-05
1939,6.117620188206274e-09,1.3403705736436677e-05
1940,5.0715658339584024e-09,1.2995887345823576e-05
1941,2.3612020338958928e-08,1.3606426534806815e-05
1942,9.102635312174812e-09,1.4321479454793007e-05
1943,1.7419411690866582e-08,1.3645205115153658e-05
1944,0.0,1.3816700175084407e-05
1945,4.357008087652048e-09,1.3127665340562089e-05
1946,8.352662561605939e-09,1.3478413052325777e-05
1947,1.1920870957027319e-09,1.3467007534018194e-05
1948,2.174377566888097e-09,1.3617039144264709e-05
1949,1.0798709482173763e-08,1.331971674289889e-05
1950,4.2541445921528975e-09,1.3599436670119758e-05
1951,4.264560704569931e-09,1.3042092405157746e-05
1952,2.1089607837865287e-09,1.2621075825336447e-05
1953,7.541679392097933e-09,1.2579521182942699e-05
1954,1.6613311615287785e-08,1.3662005528658483e-05
1955,6.569925492527773e-09,1.2524155351911759e-05
1956,3.488456634670456e-09,1.317502852771213e-05
1957,9.718541305048234e-09,1.2585511512952507e-05
1958,4.1361216673863055e-09,1.287243844672048e-05
1959,2.325224457422337e-09,1.2253932709427318e-05
1960,6.920833239831836e-09,1.2564080975607794e-05
1961,9.727422756178328e-09,1.2578252437833726e-05
1962,5.7077609305622445e-09,1.3103750063692132e-05
1963,8.405868889838075e-09,1.3051081623416394e-05
1964,6.692365273064382e-09,1.2917481171825784e-05
1965,6.5664522708175355e-09,1.2032475865453307e-05
1966,1.1078149397825143e-08,1.2698329214799742e-05
1967,7.395503320850594e-09,1.3042710122590506e-05
1968,7.635406862327443e-09,1.270037614631292e-05
1969,7.266812374062681e-09,1.2728276544748951e-05
1970,3.219107425067591e-09,1.1627876233433199e-05
1971,6.679916619845017e-09,1.2029502215682442e-05
1972,7.695220349823728e-09,1.1898349981720457e-05
1973,1.0475087075523248e-08,1.1679722490498534e-05
1974,7.875800456247362e-09,1.144466315849968e-05
1975,9.138368284311582e-09,1.136413226277e-05
1976,6.856232359631065e-09,1.0851130411992926e-05
1977,8.227494963097826e-09,1.1165885297259592e-05
1978,1.3069300752732715e-08,1.1909697263945418e-05
1979,7.0223681314374176e-09,1.1469868184121879e-05
1980,8.527726136353664e-09,1.1739267449684121e-05
1981,8.85576917353248e-09,1.1874321216964745e-05
1982,3.724501262958313e-09,1.1759491940210864e-05
1983,4.420721011477724e-09,1.150271646110923e-05
1984,5.799008384599347e-09,1.182881749173248e-05
1985,7.218669662023558e-09,1.1649729572127399e-05
1986,1.3187867742292525e-08,1.1788754648023314e-05
1987,6.110816741511371e-09,1.1598330104334309e-05
1988,1.1393452181707175e-08,1.1928944047667756e-05
1989,7.134558721588746e-09,1.1752813634302584e-05
1990,9.262706657242603e-09,1.1402936593185586e-05
1991,1.055063725274863e-08,1.1921048212570895e-05
1992,1.1019888168650738e-08,1.155545470510333e-05
1993,5.539207592608619e-09,1.1434585871938907e-05
1994,6.85740436656701e-09,1.1373796922953261e-05
1995,8.675921314704738e-09,1.1143678619873754e-05
1996,4.270473752399084e-09,1.1165686998992896e-05
1997,6.7128524960935465e-09,1.0975992609019158e-05
1998,4.768129113763564e-09,1.0978617410728475e-05
1999,3.656160929565999e-09,1.1038406682928326e-05
2000,3.092622158362701e-09,1.0948323705406438e-05
2001,3.5049694258049158e-09,1.0821592923093704e-05
2002,7.4480765999140885e-09,1.1341230134576108e-05
2003,3.333538334260311e-09,1.0921088090753983e-05
2004,4.404791115186768e-09,1.1141919230794883e-05
