year,trois_DET oies_NOUN,trois_DET fois_NOUN
2005,8.106749049829887e-09,1.143997471331204e-05
2006,9.47114670024618e-09,1.1434556711265031e-05
2007,5.592271090648637e-09,1.176414116343949e-05
2008,3.405951742863067e-09,1.184249447305774e-05
2009,2.860915504498962e-09,1.1882812373187335e-05
2010,5.196172492283324e-09,1.3076403888589994e-05
2011,7.64794394481072e-09,1.403588896664587e-05
2012,6.127654716969744e-09,1.569496663478276e-05
2013,5.857162532763027e-09,1.5667073228087247e-05
2014,8.012147278968484e-09,1.602927528665532e-05
2015,6.206411301556969e-09,1.5976854228938464e-05
2016,7.871092000399926e-09,1.6890327515284298e-05
2017,5.534344982294215e-09,1.4505014803489757e-05
2018,1.2132893356664454e-08,1.5595930790368584e-05
2019,5.101975730781305e-09,1.554699503003576e-05
