year,deux_DET ânes_NOUN,deux_DET anes_NOUN,deux_DET fans_NOUN
1882,5.1246464183307694e-08,1.9966155395678697e-09,0.0
1883,5.624211807386814e-08,1.2638677882037541e-09,0.0
1884,9.506443898743555e-08,0.0,1.3203393933736152e-09
1885,3.99629418446068e-08,7.090199150017185e-09,0.0
1886,3.613939769664398e-08,1.2906927748801422e-09,0.0
1887,6.006610636655196e-08,6.528924623161458e-10,0.0
1888,5.389522428345117e-08,6.340614699951175e-10,0.0
1889,4.8868068258656194e-08,1.8795410228200637e-09,1.8795410228200637e-09
1890,4.9813336122639384e-08,1.3108772956016423e-09,6.554386478008212e-10
1891,4.52569608455633e-08,6.374220040683554e-10,0.0
1892,4.199903225199364e-08,0.0,1.2537024751679837e-09
1893,2.093861639629324e-08,6.158416554491453e-10,1.2316833108982905e-09
1894,3.276800453200224e-08,1.2603078580752936e-09,6.301539290376468e-10
1895,5.356566923353512e-08,6.018614495673091e-10,0.0
1896,6.073939662343264e-08,4.717623069971921e-09,0.0
1897,3.437761009195128e-08,2.330685422435863e-09,0.0
1898,3.621346988946783e-08,5.6583548957434e-10,0.0
1899,3.371822643316591e-08,0.0,0.0
1900,3.322273922634622e-08,5.191053142894475e-10,0.0
1901,4.750427973210236e-08,1.676621730339889e-09,0.0
1902,2.504244789314214e-08,2.4551419786078554e-09,0.0
1903,3.9961630449170116e-08,4.860198243861191e-09,0.0
1904,3.869730136329963e-08,1.0749250378694342e-09,5.374625189347171e-10
1905,3.354493482987664e-08,5.160759042333041e-10,0.0
1906,5.144184367367188e-08,1.0288369045596824e-09,1.0288369045596824e-09
1907,3.394276637536109e-08,1.028568674676933e-09,0.0
1908,3.487086286391161e-08,4.4202499438483756e-09,0.0
1909,4.510806395074951e-08,3.300590023513905e-09,0.0
1910,2.6720753276698872e-08,1.6032452032632705e-09,0.0
1911,3.830669381699181e-08,1.0640748282497725e-09,0.0
1912,3.386123803572616e-08,1.0418842455450772e-09,5.209421227725386e-10
1913,3.712092810914669e-08,1.590896969716482e-09,1.060597942803554e-09
1914,4.0850137772441286e-08,6.696743715117748e-10,0.0
1915,5.0657277039789506e-08,0.0,0.0
1916,2.0876177231343718e-08,2.197492410260793e-09,0.0
1917,6.031533583694682e-08,0.0,0.0
1918,2.1824114959656526e-08,0.0,1.1486376294556067e-09
1919,1.1049418269237776e-08,0.0,0.0
1920,3.407504234331782e-08,7.572231730534895e-10,0.0
1921,2.6504616390532476e-08,1.5145494858259667e-09,0.0
1922,2.4347187099760248e-08,2.21338064543275e-09,0.0
1923,1.8047111804975202e-08,1.0615948120573648e-09,0.0
1924,5.0277335184034655e-08,6.4458122173149945e-09,0.0
1925,2.639562790562877e-08,1.0998177923937646e-09,0.0
1926,5.907453304310195e-08,3.3438415369957397e-09,0.0
1927,2.341337179689873e-08,2.2298449753321847e-09,0.0
1928,2.6279895148917376e-08,0.0,1.1426041224282812e-09
1929,4.121950469837543e-08,1.1140406375176326e-09,3.342121912552898e-09
1930,4.411513465640837e-08,1.0503603542488804e-09,2.100720708497761e-09
1931,4.1059285749156516e-08,0.0,1.1405356659111021e-09
1932,2.7398840751757803e-08,0.0,2.1919073223131136e-09
1933,2.5235456169170334e-08,2.2941324395731044e-09,0.0
1934,2.7557634396657704e-08,0.0,0.0
1935,7.061287377041481e-08,0.0,0.0
1936,4.7286384585731867e-08,1.2124714565686645e-09,1.2124714565686645e-09
1937,3.273690651894867e-08,0.0,0.0
1938,6.61225918463515e-08,1.2965214457594243e-09,0.0
1939,2.2941075705773528e-08,1.5294050470515685e-09,0.0
1940,1.5214697057785997e-08,0.0,0.0
1941,5.312704765003673e-08,2.9515025978810172e-09,0.0
1942,2.4273694831933312e-08,3.034211770724937e-09,0.0
1943,4.6451763546784264e-08,0.0,0.0
1944,3.534504600111177e-08,3.2131861615880553e-09,6.4263723231761105e-09
1945,1.9606536394434215e-08,0.0,0.0
1946,4.315542412314244e-08,0.0,0.0
1947,3.814678839475505e-08,2.3841741914054637e-09,0.0
1948,3.913879575989654e-08,3.2615663503321457e-09,0.0
1949,2.846932367628341e-08,0.0,0.0
1950,5.424034466017247e-08,4.2541445921528975e-09,1.0635361480382244e-09
1951,3.411648485940333e-08,2.1322803522849654e-09,0.0
1952,3.479785126714319e-08,0.0,0.0
1953,3.124409886368085e-08,1.0773827385790469e-09,0.0
1954,3.224936984125293e-08,9.772536113672459e-10,0.0
1955,4.129667274810345e-08,9.385607846468247e-10,0.0
1956,2.9651880950609666e-08,2.616342476002842e-09,8.72114158667614e-10
1957,3.9757668490736364e-08,8.835037701437898e-10,0.0
1958,3.8879544250747244e-08,2.481673033738474e-09,0.0
1959,3.332821663093455e-08,0.0,0.0
1960,3.3219999195921446e-08,1.3841666701708277e-09,6.920833350854139e-10
1961,3.3351164663297794e-08,1.3896318540318475e-09,0.0
1962,4.312530377248436e-08,1.9025869213429303e-09,0.0
1963,3.362347777979835e-08,1.2932106496776896e-09,0.0
1964,4.623815974547085e-08,2.4335873316516654e-09,6.083968329129164e-10
1965,4.322914293197755e-08,0.0,2.188817349590977e-09
1966,3.821961513938987e-08,1.6617224263271169e-09,1.6617224263271169e-09
1967,4.240088635754091e-08,3.9442684118817795e-09,7.395503320850594e-09
1968,4.446501522537005e-08,4.940557352117736e-09,8.982831700699023e-10
1969,2.770472290469783e-08,9.083515606356229e-10,4.541757636644661e-09
1970,2.713247715391276e-08,0.0,1.8394900047624674e-09
1971,1.8498230724972586e-08,1.0276794970565106e-09,3.5968783507200897e-09
1972,2.5137719461554298e-08,2.0520587451500205e-09,4.6171320100540925e-09
1973,2.5360738176161135e-08,2.205281512956958e-09,4.9618833486420044e-09
1974,2.869041559883101e-08,7.875800456247362e-09,1.6876715580593782e-09
1975,3.198428855100133e-08,1.1422960355389478e-09,5.711480177694739e-10
1976,3.7137924513430676e-08,1.7140580621521906e-09,0.0
1977,3.8199080898415616e-08,0.0,5.876781838942691e-10
1978,3.089107414311343e-08,2.9702956760857546e-09,5.940591130126904e-09
1979,2.340789395649523e-08,1.1703946700691858e-09,1.1703946700691858e-09
1980,2.160357237546151e-08,1.7055452605774235e-09,1.7055452605774235e-09
1981,2.8464973267361415e-08,4.427884614521815e-09,6.325549528618524e-10
1982,2.7313009631768637e-08,6.207502289967692e-10,2.483000915987077e-09
1983,2.905045337620038e-08,6.315316047889041e-10,0.0
1984,2.783524044591701e-08,4.059306002446306e-09,5.799008495621649e-10
1985,3.308556917325234e-08,0.0,6.015558051686298e-10
1986,3.356911859597744e-08,1.1988970927134801e-09,2.3977941854269602e-09
1987,4.1553554819273586e-08,0.0,0.0
1988,2.8783458949632745e-08,1.798966087207532e-09,1.798966087207532e-09
1989,4.11609154538084e-08,1.6464366536794728e-09,5.488122178931576e-10
1990,2.2884334871520196e-08,5.44865097484859e-10,0.0
1991,2.2273568156538914e-08,2.344586080837985e-09,0.0
1992,1.8182816252654277e-08,1.1019888335184191e-09,5.509944167592096e-10
1993,3.489700661774009e-08,1.1078414852150331e-09,1.661762283333701e-09
1994,3.692448635739254e-08,5.274926606624319e-10,5.274926606624319e-10
1995,3.578817542315704e-08,3.253470381991974e-09,1.0844901643380922e-09
1996,3.5765217454297726e-08,1.067618438099771e-09,3.2028553142993132e-09
1997,3.9797624973303414e-08,5.274384040632185e-09,1.438468344439059e-09
1998,2.956240197082849e-08,2.3840646123929332e-09,1.43043876743576e-09
1999,3.1077367124154875e-08,4.570201161957499e-10,9.140402323914998e-10
2000,4.1087692359553785e-08,8.836062992401139e-10,2.6508188977203417e-09
2001,3.373532986294947e-08,2.628727069353687e-09,3.06684819206815e-09
2002,4.994592517348906e-08,0.0,4.819343757400674e-09
2003,4.125253783016092e-08,4.166922806803086e-09,3.75023062604285e-09
2004,3.655976898997437e-08,4.404791253964646e-10,4.404791253964646e-09
2005,3.963299732845371e-08,0.0,1.3511248786457486e-09
2006,6.382729611509319e-08,0.0,2.4707338397433887e-09
2007,3.714865792758815e-08,2.3966877371606188e-09,5.1928234212628155e-09
2008,3.193079733954107e-08,4.257439678578834e-10,6.3861596011349775e-09
2009,5.531103219880151e-08,1.430457752249481e-09,1.907277002999308e-09
2010,5.243410194921694e-08,4.723793023408973e-10,4.251413721068076e-09
2011,5.200601815857908e-08,7.64794394481072e-10,6.500752380844688e-09
2012,6.093612192614728e-08,3.404252713057332e-10,7.82978132329859e-09
2013,5.717706264007916e-08,8.367375126105969e-10,5.578250084070646e-09
2014,5.240377243254102e-08,6.496335552830246e-10,9.094870079273676e-09
2015,6.184245293638924e-08,4.433150790905671e-10,1.2856136960559539e-08
2016,5.98617266867052e-08,0.0,7.663958356829426e-09
2017,8.90526430374905e-08,0.0,1.1571811953103861e-08
2018,4.7498985633609436e-08,2.323319980845895e-09,1.600509291765917e-08
2019,4.1326001287700365e-08,2.55098775436835e-10,1.045904995944369e-08
