year,plusieurs_DET arts_NOUN,plusieurs_DET phares_NOUN
1800,7.766086334015654e-07,3.144164395507687e-08
1801,5.357660786131646e-07,2.3811825844433088e-09
1802,5.661735258399858e-07,8.951360541686881e-09
1803,5.577970290104872e-07,1.5602713787643552e-08
1804,4.7212353271319785e-07,0.0
1805,4.093743901645297e-07,0.0
1806,2.9681191904273874e-07,0.0
1807,3.871858860193811e-07,0.0
1808,4.1922368332336646e-07,0.0
1809,7.635523013860279e-07,0.0
1810,3.112368620605821e-07,0.0
1811,4.512738200901367e-07,0.0
1812,2.853912830502736e-07,0.0
1813,2.990771328370556e-07,0.0
1814,2.6746754855366817e-07,0.0
1815,1.6722785467493395e-07,0.0
1816,1.4832664518849015e-07,0.0
1817,4.1568520714463375e-07,4.670620334934483e-09
1818,3.016057954496887e-07,0.0
1819,4.357792082743117e-07,0.0
1820,3.4650124192125986e-07,9.493184904840746e-09
1821,3.471243843478078e-07,0.0
1822,3.8498363608141517e-07,1.0025615893027862e-09
1823,3.9333094969951077e-07,0.0
1824,2.4758071415220684e-07,0.0
1825,3.099516074911435e-07,0.0
1826,2.5366994194087056e-07,1.7615968683770689e-09
1827,2.1752764922666756e-07,0.0
1828,3.21947770887121e-07,0.0
1829,3.0263310835110246e-07,0.0
1830,2.6092088400986313e-07,4.174734336004349e-09
1831,2.728461083734146e-07,1.5591206103948707e-09
1832,2.638344049898933e-07,1.7588959622116818e-08
1833,2.050302256861869e-07,1.1583628500844156e-09
1834,2.0535968037194152e-07,4.667265685043276e-09
1835,3.494146625371286e-07,0.0
1836,2.2447305703110487e-07,7.392825018825988e-09
1837,1.405494008954733e-07,4.87052354003481e-09
1838,2.0451403881516228e-07,5.049729523420865e-09
1839,2.1323999810363148e-07,6.9914751765765e-10
1840,1.5350949489345567e-07,2.547875410652267e-09
1841,1.5794548735570402e-07,1.6051371787284552e-08
1842,1.0599058430926789e-07,6.708265054555795e-10
1843,1.4058448238873922e-07,1.4176586571323924e-08
1844,1.7673167462817219e-07,2.4698525225019807e-08
1845,8.258737693722651e-08,5.580227835366713e-09
1846,8.898842129845264e-08,2.9272506640865004e-09
1847,9.707802473002403e-08,7.550513103637968e-09
1848,7.884317199113866e-08,1.609044275596716e-08
1849,4.1897074254393374e-08,0.0
1850,9.436704129228701e-08,6.788996032014438e-10
1851,1.5220675564364683e-07,1.2898877521649865e-09
1852,9.765818420603978e-08,0.0
1853,1.0868916211492774e-07,1.1943863675867306e-09
1854,9.923718924387259e-08,5.195664454227256e-10
1855,7.960405667972736e-08,9.552486801567284e-09
1856,7.040977090255751e-08,1.501384794266869e-08
1857,6.297146915024143e-08,1.464452725752352e-09
1858,9.444794857316197e-08,2.936205500958522e-09
1859,7.179964311987419e-08,3.055304009791371e-09
1860,5.263761626572716e-08,9.154367819341758e-10
1861,8.488734826173072e-08,2.357981809808507e-09
1862,1.1566044877397985e-07,3.162590411776023e-09
1863,7.09236124274426e-08,4.994620828036034e-10
1864,5.801620939216434e-08,6.233146221390484e-09
1865,6.966129806329491e-08,9.41368871743009e-10
1866,5.6927672575923793e-08,1.3623715766630795e-08
1867,3.882249011155636e-08,2.91168689159349e-09
1868,4.5940827586576916e-08,5.433861360870651e-09
1869,3.662639258550371e-08,6.348574999037737e-09
1870,4.7019200977160835e-08,2.752343419842873e-08
1871,3.611200227737754e-08,0.0
1872,5.684499060354398e-08,3.628403577593531e-09
1873,6.524744566860363e-08,6.584604750337064e-09
1874,4.002988296392118e-08,1.792382742227261e-09
1875,5.549881265665135e-08,4.005069165202713e-09
1876,9.613163598487517e-08,9.673623679873344e-09
1877,3.154256233983688e-08,8.658742500777805e-09
1878,6.884561010167545e-08,2.4156354694326865e-09
1879,5.864952212775165e-08,4.276527798552365e-09
1880,6.546203334956147e-08,7.701415727368044e-09
1881,2.3009274485730202e-08,1.2550513517339823e-08
1882,2.7952617998039386e-08,4.6587693702804245e-09
1883,5.308244865886991e-08,6.319338829996468e-09
1884,6.60169714450376e-08,1.4523733327109767e-08
1885,1.933690718658454e-08,1.2891271161663553e-08
1886,4.1947515683204983e-08,1.097088819790315e-08
1887,2.285123557044244e-08,2.6115698492645834e-09
1888,3.297119732792453e-08,3.1703073499755874e-09
1889,4.197641673142627e-08,8.144677543509005e-09
1890,1.7696843102044113e-08,1.1142456735058204e-08
1891,2.932141229816665e-08,8.286486163910922e-09
1892,2.1312942521944933e-08,0.0
1893,3.1407925149551374e-08,6.158416554491453e-10
1894,1.7014155417882648e-08,1.1342770722677642e-08
1895,9.629783193076946e-09,6.018614495673091e-10
1896,1.6511680689390573e-08,3.5382172747233653e-09
1897,2.7385553380554484e-08,8.157399200570126e-09
1898,2.8857610523402855e-08,1.13167097914868e-09
1899,3.592925956752424e-08,1.492446166651007e-08
1900,3.9452002220663474e-08,1.1939421895590385e-08
1901,2.6267072517072165e-08,5.029864968975062e-09
1902,2.160524809058373e-08,9.820567914431422e-09
1903,2.214090244478939e-08,8.640352433531007e-09
1904,2.2573424907079698e-08,5.374625189347171e-10
1905,1.9610883583709438e-08,1.3417973399043603e-08
1906,1.0802787109298606e-08,4.629766015007419e-09
1907,2.674278576364486e-08,1.0285686691258178e-08
1908,2.2592389292697135e-08,2.9468334439286537e-09
1909,1.705304847332556e-08,2.2003934230241384e-09
1910,2.778958352323002e-08,1.068830135508847e-09
1911,1.9685384544665396e-08,6.916486272601219e-09
1912,1.8753915753677575e-08,1.0418842455450772e-09
1913,3.7651225748280837e-08,9.015082902408267e-09
1914,2.0090231700464756e-08,2.6786975415582504e-09
1915,2.2383447872975637e-08,1.1780761921542648e-09
1916,1.4283700888739759e-08,8.789969641043172e-09
1917,5.483212106582869e-09,2.1932848870420685e-09
1918,1.378365155346728e-08,2.2972752589112133e-09
1919,5.524709190130039e-09,3.6831393490643904e-09
1920,3.7861159984942105e-08,1.514446346106979e-09
1921,2.574734203619755e-08,0.0
1922,2.8773949167781865e-08,1.4755870969551665e-09
1923,2.5478274601198336e-08,3.1847844361720945e-09
1924,3.480738497430025e-08,0.0
1925,2.859526304632709e-08,3.299453377181294e-09
1926,3.6782257240020044e-08,5.57306911730393e-09
1927,3.7907366134959375e-08,4.4596899506643695e-09
1928,6.8556245125250825e-09,2.2852082448565625e-09
1929,1.2254447234738564e-08,7.798284684668033e-09
1930,2.4158287814657342e-08,2.100720708497761e-09
1931,2.2810713318222042e-08,0.0
1932,2.191907289006423e-08,1.0959536611565568e-09
1933,2.982372038218273e-08,5.735331320977366e-09
1934,2.875579241390369e-08,7.188948103475923e-09
1935,3.590485242455088e-08,0.0
1936,2.5461901032031165e-08,0.0
1937,1.510934133364117e-08,3.777335444432595e-09
1938,1.8151300906765755e-08,2.5930428915188486e-09
1939,1.6823456405745674e-08,0.0
1940,2.5357829613881222e-08,0.0
1941,2.3612020783048138e-08,5.9030051957620344e-09
1942,3.3376331032286544e-08,0.0
1943,2.9032351633873077e-08,5.806470415592457e-09
1944,2.2492303131116387e-08,0.0
1945,6.535512131478072e-09,0.0
1946,2.7842208538686464e-08,2.7842208538686464e-09
1947,4.172304723937259e-08,3.5762612871081956e-09
1948,3.1528474497832804e-08,3.2615663503321457e-09
1949,1.1780409536754632e-08,9.817008317369869e-10
1950,1.9143649998554224e-08,2.1270722960764488e-09
1951,2.7719644801749155e-08,1.0661401761424827e-09
1952,2.319856839960721e-08,4.2179215675730575e-09
1953,2.8011951869189033e-08,0.0
1954,1.6613311615287785e-08,1.9545072227344917e-09
1955,1.6894095011821264e-08,3.754243138587299e-09
1956,1.3081712602058815e-08,8.72114158667614e-10
1957,2.8272120311534366e-08,8.835037701437898e-10
1958,2.0680608614487284e-08,1.6544486891589827e-09
1959,1.3951345856355601e-08,1.5501495642666896e-09
1960,1.5917916873497973e-08,1.3841666701708277e-09
1961,2.6403005282116254e-08,2.779263652552544e-09
1962,2.2196847748734427e-08,1.9025869768540815e-09
1963,2.4571002010809195e-08,1.939815863494232e-09
1964,2.8594651979574337e-08,6.083968329129164e-10
1965,3.337946569148542e-08,7.113656441681826e-09
1966,3.545007687399959e-08,1.6617224263271169e-09
1967,3.9935719176042994e-08,2.4651677921205817e-09
1968,3.8626174897471444e-08,3.143991039733507e-09
1969,4.7234279820784764e-08,4.5417578031781147e-10
1970,2.667260581845632e-08,9.197450023812337e-10
1971,4.419021681911772e-08,3.083038491169532e-09
1972,3.231992540264628e-08,2.0520587451500205e-09
1973,2.3155456441159572e-08,3.859242703185828e-09
1974,1.6876715414060328e-08,1.6876715580593782e-09
1975,2.2845921154868165e-08,2.2845920710778955e-09
1976,2.9138986334942274e-08,0.0
1977,2.7033195959536016e-08,2.9383909194713453e-09
1978,2.673266097374949e-08,1.1881182704343018e-09
1979,2.3407894067517532e-08,0.0
1980,3.52479344600809e-08,2.2740602734216964e-09
1981,1.8976649196478235e-08,5.69299452024552e-09
1982,1.8622506203769262e-08,6.207502289967692e-10
1983,2.2735137661378246e-08,1.89459470334441e-09
1984,3.537395221187012e-08,2.3196033982486597e-09
1985,1.9851341237497877e-08,2.4062232206745193e-09
1986,2.5176838613916175e-08,0.0
1987,2.0165694891716157e-08,0.0
1988,2.398621568033832e-08,2.398621523624911e-09
1989,2.7440611005680182e-08,0.0
1990,3.705082662897041e-08,1.089730194969718e-09
1991,1.3481369798284959e-08,2.344586080837985e-09
1992,2.4243753726782558e-08,1.65298330578878e-09
1993,2.7696036852820072e-08,1.661762283333701e-09
1994,3.2704544739026176e-08,0.0
1995,2.6027763999625364e-08,1.0844901643380922e-09
1996,2.2419987644184403e-08,4.270473752399084e-09
1997,1.7261619689179497e-08,1.438468344439059e-09
1998,4.100591088906924e-08,1.43043876743576e-09
1999,4.0674789814065804e-08,1.8280804647829996e-09
2000,3.048441687969472e-08,1.7672125984802278e-09
2001,2.541102750441837e-08,2.6287270138425356e-09
2002,2.935418369487408e-08,4.81934359086722e-09
2003,2.2918075992528486e-08,4.1669229178253886e-10
2004,3.832168307682515e-08,1.3214374039449694e-09
2005,3.332774656250592e-08,9.007499190971657e-10
2006,3.1707752479182005e-08,1.2353669753828456e-09
2007,3.395307507370049e-08,1.9972397347078896e-09
2008,3.4485261313221827e-08,1.7029758714315335e-09
2009,3.290052807969346e-08,9.53638501499654e-10
2010,2.6453241208646006e-08,1.8895172093635892e-09
2011,2.4473420484616426e-08,2.294383100176489e-09
2012,2.6212746445652968e-08,8.170206733382201e-09
2013,2.4265387144062345e-08,3.62586255464592e-09
2014,2.0788273907834665e-08,3.4647122532094343e-09
2015,2.8815481001309706e-08,4.654808538617772e-09
2016,2.7548822445488952e-08,5.799751928714514e-09
2017,1.911864622172743e-08,3.773417134311785e-09
2018,3.43335089247887e-08,4.646640072714092e-09
2019,2.8315964406555594e-08,4.591777846840728e-09
