year,dix_DET îles_NOUN,dix_DET iles_NOUN,dix_DET fils_NOUN
1800,9.118077315406481e-08,6.288328968651058e-09,3.144164484325529e-09
1801,1.904946067554647e-08,2.3811825844433088e-09,9.524730337773235e-09
1802,2.2378401354217203e-09,0.0,2.2378401354217203e-08
1803,0.0,0.0,9.751696339321825e-09
1804,1.2359254952798437e-08,0.0,2.7190360185613827e-08
1805,0.0,0.0,1.250866148438945e-07
1806,0.0,0.0,2.5935023018064385e-08
1807,1.7081731584767113e-08,0.0,2.2775641372874134e-08
1808,3.6257183921861724e-08,0.0,5.6651849433819734e-08
1809,4.518060991998141e-08,0.0,2.4849335034105025e-08
1810,0.0,0.0,4.680253340438867e-08
1811,5.0141535368197765e-09,0.0,4.011322829455821e-08
1812,0.0,0.0,1.3336041604361526e-08
1813,5.7514832008109806e-08,0.0,5.751483289628823e-09
1814,0.0,0.0,3.1466771410748606e-09
1815,2.4275012222574333e-08,2.4275012222574333e-08,4.315557688983063e-08
1816,1.3905623319487859e-08,0.0,1.3905623319487859e-08
1817,1.401186100480345e-08,0.0,2.3353100786493997e-08
1818,1.1921177378582115e-09,0.0,1.668964877410417e-08
1819,6.210630232317271e-09,0.0,5.4860564091541164e-08
1820,8.306536791735653e-09,0.0,4.9839220750413915e-08
1821,7.88919063410276e-09,0.0,6.409967312492881e-08
1822,2.606660132187244e-08,0.0,2.0051231786055723e-08
1823,2.9648061783404955e-09,0.0,2.569498569471307e-08
1824,4.210556348027694e-09,3.3684450784221553e-09,2.6947560627377243e-08
1825,7.924898959288385e-09,8.805443041381977e-10,4.842993561737785e-08
1826,2.2019960965735663e-08,1.7615968683770689e-09,5.19671061738336e-08
1827,5.530363722527909e-09,0.0,6.359918103271411e-08
1828,2.7516904310687096e-09,1.8344602503717056e-09,2.9351363395324626e-08
1829,4.286587973467704e-09,8.57317605795771e-10,8.230249193275085e-08
1830,3.1310507520032616e-09,2.0873671680021744e-09,2.1917355041978226e-08
1831,2.182768810143898e-08,0.0,4.677361609140007e-09
1832,4.058990921151917e-09,1.3529969367098715e-09,7.441483085290912e-08
1833,2.4325620628928846e-08,0.0,3.359252431778259e-08
1834,2.0535967593104942e-08,9.334530925997342e-10,5.1339920759119195e-08
1835,9.075705520444899e-09,3.025235173481633e-09,3.327758690829796e-08
1836,2.6210924986003192e-08,0.0,2.6210924986003192e-08
1837,9.045257876039159e-09,2.7831563720326358e-09,2.087367334535628e-08
1838,2.5248647617104325e-09,2.5248647617104325e-09,3.1560809077291196e-08
1839,5.5931801412612e-09,2.0974426639952526e-09,2.586845759822154e-08
1840,4.458782232319436e-09,0.0,3.630722522629526e-08
1841,9.630822361827995e-09,0.0,5.1364389630492724e-08
1842,7.379091560011375e-09,6.708265054555795e-10,2.1466447730489335e-08
1843,1.1223130869097986e-08,1.7720733769266417e-09,2.599040915818307e-08
1844,2.195424508855126e-09,1.6465684371524958e-09,3.951764071530306e-08
1845,3.9061593959388574e-09,5.580227946389016e-10,4.296775557577348e-08
1846,1.4050803187615202e-08,2.3418005312692003e-09,3.805426018743674e-08
1847,2.1572894581822766e-08,2.6966118227278457e-09,5.662884916546318e-08
1848,1.126331028444838e-08,0.0,2.574470947536156e-08
1849,5.02764896381791e-09,0.0,1.005529792763582e-08
1850,2.7155984128057753e-09,6.788996032014438e-10,2.5798184921654865e-08
1851,1.2898877521649865e-08,2.579775504329973e-09,4.514607199190834e-08
1852,3.906327261660181e-09,0.0,5.1433307390880145e-08
1853,1.4332636411040767e-08,0.0,5.1955808544335014e-08
1854,3.6369650624479277e-09,2.0782657816909023e-09,3.533051895487915e-08
1855,1.539011762474729e-08,5.306937111981824e-10,3.343370380548549e-08
1856,3.1063134287023786e-09,0.0,2.3815069916111042e-08
1857,2.4407544874094356e-09,0.0,3.0753506852221335e-08
1858,2.4468380654951716e-09,0.0,5.3830436996804565e-08
1859,0.0,0.0,4.6338777259791186e-08
1860,3.661747127736703e-09,1.373155145145688e-09,4.9891303699478584e-08
1861,0.0,0.0,5.0932406736592384e-08
1862,6.325180934574348e-09,0.0,6.099281457672134e-08
1863,3.496234635136375e-09,4.994620828036034e-10,3.49623441309177e-08
1864,9.589455896019672e-10,0.0,6.089304549483643e-08
1865,2.3534221238463715e-09,0.0,3.5772016238055926e-08
1866,3.8924903300596725e-09,0.0,3.7465220259491616e-08
1867,1.94112459439566e-09,4.85281148598915e-10,4.561642796829801e-08
1868,2.9639244392143382e-09,4.93987406535723e-10,5.2362665647898154e-08
1869,4.883519144627257e-10,0.0,7.227608322946111e-08
1870,4.013834153937523e-09,0.0,6.020751364133048e-08
1871,1.0621177271019633e-09,0.0,3.3987767267262825e-08
1872,6.047339295989218e-10,6.047339295989218e-10,2.9027228620748247e-08
1873,4.190203295451056e-09,2.3944017879529156e-09,2.334541804316359e-08
1874,4.779687312606029e-09,5.974609140757536e-10,4.719941060216115e-08
1875,1.5448122780981066e-08,5.721527140956084e-10,2.2313955794217577e-08
1876,7.255217759905008e-09,6.04601479992084e-10,4.17175023414984e-08
1877,6.184815992682502e-10,0.0,4.329371261491133e-08
1878,3.0195443923020093e-09,0.0,3.38188961279684e-08
1879,2.443730107160036e-09,0.0,3.054662633950045e-08
1880,1.9253538763308597e-09,2.5671385017744797e-09,2.0537108014195837e-08
1881,4.8807553554297556e-09,0.0,5.508281120114589e-08
1882,5.324308105514319e-09,0.0,2.728707926280549e-08
1883,6.319338941018771e-10,0.0,4.044376833434171e-08
1884,1.3203393933736152e-08,6.601696966868076e-10,2.9047465766041114e-08
1885,7.090199094506033e-09,6.445635691854079e-10,3.0294486974558055e-08
1886,3.2267319927115068e-09,0.0,2.5813855941692054e-08
1887,4.570247291724172e-09,6.528924623161458e-10,6.006610636655196e-08
1888,5.072491537916335e-09,4.4384300679212174e-09,4.057993407968752e-08
1889,2.5060546970934183e-09,6.265136742733546e-10,3.257871128425904e-08
1890,3.9326319978272295e-09,0.0,2.818386235503567e-08
1891,3.824531802365527e-09,0.0,4.079500826037474e-08
1892,4.387958441043338e-09,0.0,3.071571019752639e-08
1893,1.847525021858587e-09,1.2316833108982905e-09,3.571881657116194e-08
1894,3.150769645188234e-09,0.0,2.7096618282484997e-08
1895,4.213029924926559e-09,0.0,2.347259631108045e-08
1896,1.179405795248556e-09,0.0,3.597187547832448e-08
1897,4.661370844871726e-09,0.0,3.379493751509699e-08
1898,8.487532454637403e-09,1.13167097914868e-09,3.564763628727263e-08
1899,5.527578395003729e-09,5.527578395003729e-10,2.1004797901014172e-08
1900,4.15284251431558e-09,0.0,2.076421168339948e-08
