year,aux_ADP eaux_NOUN,aux_ADP faux_ADJ
1878,3.6820324211817024e-06,3.641570492929347e-07
1879,3.814662775880606e-06,3.5434087264363257e-07
1880,3.3039072224738675e-06,3.1511625819824474e-07
1881,3.977118396392143e-06,3.284051015572942e-07
1882,3.624522761924709e-06,3.806880242152033e-07
1883,3.839630316804232e-06,3.6588973384432677e-07
1884,3.39525268344687e-06,2.917950174818884e-07
1885,3.6933492033597304e-06,2.8747536129358764e-07
1886,3.4371147457079587e-06,2.794349894807979e-07
1887,3.7286687710746946e-06,3.7084292270339603e-07
1888,3.3586235552718335e-06,3.1893291740914265e-07
1889,3.472138734750274e-06,3.101242578296137e-07
1890,3.6737336674974586e-06,3.067452832850037e-07
1891,3.140578314742015e-06,3.811783488849585e-07
1892,3.5279188104198056e-06,2.8521730266461987e-07
1893,3.449329160076786e-06,2.3217229805361228e-07
1894,3.5118477423878858e-06,2.470203379623115e-07
1895,3.2873672566324785e-06,1.8176215377252447e-07
1896,3.3837152635385337e-06,2.500340348099428e-07
1897,3.165653367886989e-06,3.0648513527076204e-07
1898,3.2614757063953448e-06,2.897077799879355e-07
1899,3.372928309985923e-06,2.93514402116557e-07
1900,3.1634277384284815e-06,2.434604018386466e-07
1901,3.0631878296105697e-06,3.129693895154162e-07
1902,2.8243951923911936e-06,2.754669204962923e-07
1903,3.4285998609107082e-06,2.694709930750605e-07
1904,3.286045743067234e-06,2.1337261379983374e-07
1905,3.0236887518242384e-06,3.013883413949259e-07
1906,3.360181295875009e-06,2.659543327787617e-07
1907,2.879992280213628e-06,2.2114226971847728e-07
1908,3.0941751774093973e-06,2.475340190599695e-07
1909,3.0101382684222244e-06,2.2223974038837468e-07
1910,3.3903293044090788e-06,1.9238942328136943e-07
1911,2.9544037545292667e-06,2.564420479300722e-07
1912,3.0068778951175545e-06,2.443218614089915e-07
1913,2.7899029930722463e-06,2.2484676165390738e-07
1914,2.698787728405705e-06,2.571549538865625e-07
1915,2.220673532615791e-06,2.132317886704982e-07
1916,2.2172698876943286e-06,2.4611914839489657e-07
1917,2.071557680949354e-06,1.480467241021799e-07
1918,2.064101794374551e-06,2.0790341448417848e-07
1919,2.204358924728922e-06,2.467703372754926e-07
1920,2.267883445483676e-06,2.5139809034513405e-07
1921,2.3990464246281817e-06,1.9007596052666997e-07
1922,2.7563966220611746e-06,2.0658220062363952e-07
1923,2.380095640575064e-06,2.1019577411962587e-07
1924,2.5615658660882445e-06,2.578324993507408e-07
1925,2.5691744021116847e-06,2.122648390390225e-07
1926,2.1980185849201916e-06,2.4744426951883725e-07
1927,2.65909023866584e-06,2.263292577797671e-07
1928,2.3274845055709648e-06,1.953853097091951e-07
1929,2.3829329673930033e-06,2.5511530554744866e-07
1930,2.5124620428584876e-06,1.9746774404527656e-07
1931,2.185266243515116e-06,2.2924766085452575e-07
1932,2.266432183262168e-06,2.5974102246806297e-07
1933,2.4696335252372137e-06,2.2711911773498628e-07
1934,2.4358552295211666e-06,1.9889422908647703e-07
1935,2.161472160366884e-06,2.2380692055179452e-07
1936,2.2600467524114265e-06,2.4249429753098184e-07
1937,2.116566883980653e-06,1.7753476622139885e-07
1938,2.1651907946562687e-06,2.3078081734517752e-07
1939,2.2145785747440527e-06,1.9117563443415975e-07
1940,2.426744296180061e-06,2.2314888936669774e-07
1941,2.2815115485741444e-06,2.0070216999457102e-07
1942,2.4273693295384646e-06,1.9115533689273434e-07
1943,2.4416208086464053e-06,2.845170588017254e-07
1944,1.7351205627846866e-06,2.1207029021752533e-07
1945,1.8582639409459034e-06,2.069578859398291e-07
1946,1.8501147280858277e-06,2.3248244485074565e-07
1947,1.80243573399963e-06,2.2888072059856768e-07
1948,1.9960786410422315e-06,2.3157121598060826e-07
1949,1.848542678928311e-06,1.9044996069084164e-07
1950,2.0292270388466704e-06,2.0632600761238962e-07
1951,2.0757748222521855e-06,2.452122349616559e-07
1952,2.1015794349210637e-06,1.9929679329067085e-07
1953,1.87787811967155e-06,2.0793486577019848e-07
1954,2.0688458768347573e-06,1.964279747745934e-07
1955,1.8911999255522005e-06,2.3088595346720808e-07
1956,1.823590656258034e-06,2.1890064694218836e-07
1957,2.0585638385028915e-06,2.0762338293067728e-07
1958,2.0589614422306113e-06,2.0515163123846492e-07
1959,1.926835943244498e-06,2.1702093588871207e-07
1960,1.8630882969716822e-06,2.2008249378480116e-07
1961,1.9711927397025875e-06,2.3067888282879423e-07
1962,1.7319882541499965e-06,2.0738197958891647e-07
1963,1.8292464885050208e-06,2.2760508100461152e-07
1964,1.8750789969601556e-06,2.4640071272230557e-07
1965,1.7395626281668797e-06,2.418643143542454e-07
1966,1.699942078658978e-06,2.282098847672387e-07
1967,1.5688328369733995e-06,2.647590067184069e-07
1968,1.7224580073360585e-06,2.5511242227049813e-07
1969,1.5637272010593506e-06,2.670553660433228e-07
1970,1.7167040438081926e-06,2.3315535868650983e-07
1971,1.678200632682092e-06,2.4869843784358636e-07
1972,1.6442120243098657e-06,2.354737456133904e-07
1973,1.5420430745649583e-06,2.3431116247252248e-07
1974,1.4710869749023914e-06,2.3458634434980752e-07
1975,1.5980722078978715e-06,2.473070872532901e-07
1976,1.4443795803842363e-06,2.1140048800383227e-07
1977,1.3710532495991856e-06,2.3565895279631377e-07
1978,1.448316185648224e-06,2.3405930615894022e-07
1979,1.7269173215872513e-06,2.5807202741479074e-07
1980,1.5548887062344363e-06,2.3707078883328236e-07
1981,1.3789697419497315e-06,2.5998009389738286e-07
1982,1.544426535993182e-06,2.2781532793558767e-07
1983,1.343899265648929e-06,2.3114057334794325e-07
1984,1.3813238100013336e-06,2.5225687139140973e-07
1985,1.6097633457334837e-06,2.3941920579417797e-07
1986,1.5879391597195536e-06,2.5896177424655775e-07
1987,1.4452081895655056e-06,2.3221104594739472e-07
1988,1.2604755763589992e-06,2.716438820549172e-07
1989,1.3753234755498056e-06,2.1952488160614791e-07
1990,1.4270017452133743e-06,2.0813846313139095e-07
1991,1.3768581208495334e-06,2.496984174982231e-07
1992,1.428728560348702e-06,2.628243401803232e-07
1993,1.2668167705953692e-06,2.692054867914351e-07
1994,1.433197537537012e-06,2.510865022564701e-07
1995,1.2363187735786596e-06,2.2991191128696187e-07
1996,1.254451706955706e-06,2.316732041762748e-07
1997,1.1771465757703936e-06,2.785833563834217e-07
1998,1.1305234552949628e-06,2.536644705397606e-07
1999,1.268687850775052e-06,2.385645054836516e-07
2000,1.173870980863967e-06,2.6596548918789154e-07
2001,1.1649642326361231e-06,2.6813016429372283e-07
2002,1.1776723436440761e-06,2.4972963208469423e-07
2003,1.1921566098749281e-06,2.391813702651291e-07
2004,1.191495990759961e-06,2.7838279637038e-07
2005,1.1597155742393284e-06,2.85988098536194e-07
2006,1.1707160831875285e-06,2.717807459085009e-07
2007,1.119253095094308e-06,2.6363564620268676e-07
2008,1.3449252431740888e-06,2.686444555699552e-07
2009,1.325557462017457e-06,2.4460827496852744e-07
2010,1.300460217734667e-06,2.6878383407868967e-07
2011,1.3873370336980884e-06,3.1662488986228254e-07
2012,1.4781264763286117e-06,2.835742389795115e-07
2013,1.2366980790545767e-06,2.9397377376838563e-07
2014,1.382203651090208e-06,2.927681936881754e-07
2015,1.5352001083712707e-06,3.1586199011890415e-07
2016,1.8057942234861457e-06,3.392854979189508e-07
2017,1.313400698421674e-06,2.8451564948461794e-07
2018,1.3883128469061035e-06,2.9970829573677804e-07
2019,1.5050827668616762e-06,3.168326716540548e-07
