year,deux_DET arts_NOUN,deux_DET phares_NOUN
1893,6.8358424809567e-08,2.463366621796581e-08
1894,7.68787788985037e-08,1.9534772022211655e-08
1895,5.9584283951252814e-08,1.083350631425617e-08
1896,7.607167379353186e-08,2.4177819302195758e-08
1897,5.7684462984042284e-08,1.2818769379308037e-08
1898,9.166534642446322e-08,2.1501748381780317e-08
1899,7.517506261933704e-08,5.085372301039115e-08
1900,9.603448158923555e-08,4.983410928360854e-08
1901,1.0003842754180425e-07,3.632680201093308e-08
1902,6.039649003142245e-08,4.812078024940547e-08
1903,5.238213662828173e-08,3.7801541452608944e-08
1904,6.449550404852289e-08,3.4397600323643474e-08
1905,9.392581223899299e-08,3.148062965863119e-08
1906,6.173021177557914e-08,2.5206503995178764e-08
1907,5.451413809254291e-08,3.805704151815803e-08
1908,6.090122517399266e-08,4.322022473246534e-08
1909,8.086445618671334e-08,2.1453836041018803e-08
1910,6.306098043751263e-08,3.4736981069372064e-08
1911,6.863282675517723e-08,3.777465718002304e-08
1912,6.147117193044949e-08,3.64659484830554e-08
1913,6.469647362283837e-08,2.9166443094030825e-08
1914,4.352883264946428e-08,3.147469573860917e-08
1915,2.94519039156782e-08,5.0657276595700296e-08
1916,4.944358011904626e-08,3.955486294060506e-08
1917,6.68951898319392e-08,1.973956376133401e-08
1918,9.533692502117219e-08,1.4932290071101306e-08
1919,4.6960025201769895e-08,3.6831392158376275e-08
1920,7.49650914677602e-08,1.9687803387569147e-08
1921,9.996026761882604e-08,2.3475516253146367e-08
1922,7.451715111628232e-08,4.426761179843197e-08
1923,8.917396732144311e-08,3.715581797791856e-08
1924,7.73497492723152e-08,4.512068496609345e-08
1925,8.908524029571652e-08,3.2994533549768335e-08
1926,8.693988340358061e-08,3.232380096918064e-08
1927,1.0703256081434631e-07,5.017151338826409e-08
1928,7.08414584771333e-08,5.827281146508767e-08
1929,8.35530460374656e-08,4.901778738464202e-08
1930,1.1764036322858828e-07,6.407198505087308e-08
1931,9.808606460381952e-08,6.38699964028433e-08
1932,5.698959038014095e-08,2.9590748074070916e-08
1933,6.997103763062285e-08,4.3588516795978194e-08
1934,7.069132657022692e-08,2.995395043114968e-08
1935,7.77938495843955e-08,2.0346083040578833e-08
1936,4.364897199238271e-08,3.273673021553236e-08
1937,5.414180659357726e-08,4.155069088795926e-08
1938,7.779128452511941e-08,3.630259959308546e-08
1939,5.352917753498332e-08,3.364691103513451e-08
1940,2.7893612752905028e-08,2.2822046474857416e-08
1941,5.607854980382854e-08,2.6563522936839945e-08
1942,1.456421614420833e-07,2.4273694165799498e-08
1943,9.00002918857723e-08,2.9032352077962287e-08
1944,1.1888788975511488e-07,1.2852744646352221e-08
1945,4.1391576388605245e-08,2.832055345791673e-08
1946,6.403708052715729e-08,4.1763313696208115e-08
1947,1.060957499632309e-07,2.1457567278559964e-08
1948,8.371353343861188e-08,2.717971980814582e-08
1949,6.970075983048218e-08,2.0615717577499026e-08
1950,7.232045673433163e-08,3.296962125531877e-08
1951,8.315893085253379e-08,2.2388944032059044e-08
1952,5.1669539202769954e-08,4.323369529046772e-08
1953,5.1714371673838855e-08,3.1244100195948477e-08
1954,6.547599351591771e-08,4.299915712380198e-08
1955,7.977766358635563e-08,2.815682353940474e-08
1956,5.1454734917300016e-08,2.7907652633274438e-08
1957,5.124322016714089e-08,2.3854602293482685e-08
1958,6.948684561081109e-08,2.3989506381383308e-08
1959,6.433120458559927e-08,2.9452841054933288e-08
1960,7.405291518880475e-08,2.7683332959327345e-08
1961,7.017641134865471e-08,2.779263752472616e-08
1962,4.566208677836414e-08,3.995432518166808e-08
1963,6.789356221670317e-08,3.556329275511416e-08
1964,7.969998305767945e-08,2.7377857758636992e-08
1965,4.9248392031131516e-08,3.0643443338362886e-08
1966,4.1543059436932595e-08,2.8249282024717104e-08
1967,6.458739720827111e-08,3.1554147295054236e-08
1968,9.387059130006037e-08,3.817703397857031e-08
1969,6.585548750770442e-08,2.407131671766649e-08
1970,6.66815119232389e-08,2.6212732651131887e-08
1971,8.581123500661647e-08,3.5454942981516524e-08
1972,6.104874594736742e-08,2.103360219329886e-08
1973,4.796487346192535e-08,1.5988291357516005e-08
1974,4.050411750444738e-08,2.0814614476449833e-08
1975,5.140332204334186e-08,2.1132476657470534e-08
1976,5.1421741309454205e-08,2.4568165724048185e-08
1977,3.9962116504810297e-08,2.5857840313392444e-08
1978,6.831679932872703e-08,2.851483915655706e-08
1979,5.442335238026175e-08,2.5163485961599008e-08
1980,4.7186750062877536e-08,3.1268328370970266e-08
1981,3.985096119762943e-08,1.9609204038317785e-08
1982,5.0901519110801985e-08,2.4830009826004584e-08
1983,7.515226374543715e-08,2.462973247574496e-08
1984,6.552879394661204e-08,3.363425049585089e-08
1985,4.9929133605353115e-08,2.827312228781409e-08
1986,5.454981755192989e-08,2.517683883596078e-08
1987,5.5608433080500674e-08,2.8720839928553232e-08
1988,7.975416566052829e-08,2.6384836981918625e-08
1989,6.256459261777536e-08,2.5245362689219064e-08
1990,6.15697552941441e-08,2.5063793707147397e-08
1991,6.682070324837142e-08,3.39964989493069e-08
1992,5.179347439820958e-08,2.5345742393767523e-08
1993,8.91812389491875e-08,2.7142116110212555e-08
1994,6.857404555304925e-08,2.9539588330962374e-08
1995,7.211859909261875e-08,2.8738988522292175e-08
1996,5.4448540787177535e-08,3.25623616959092e-08
1997,7.671831503408555e-08,1.8220599251606018e-08
1998,6.627699500327822e-08,2.002614329921215e-08
1999,9.414614271507915e-08,3.0620347146737004e-08
2000,7.73155524047553e-08,2.9600811357610723e-08
2001,5.4765148943536346e-08,2.9792239786274877e-08
2002,7.053766437614684e-08,2.9354183972429837e-08
2003,7.375453814351118e-08,2.8335075175078828e-08
2004,6.871474655945065e-08,2.1142997796985696e-08
2005,5.854874407518196e-08,3.0175122844866564e-08
2006,7.082770936417404e-08,3.706100981659688e-08
2007,7.190063233686317e-08,3.475197196678437e-08
2008,6.726754731012363e-08,3.746546872740453e-08
2009,5.292693860958764e-08,3.194688891205999e-08
2010,5.6685517002552643e-08,4.912744877572095e-08
2011,3.7092529686644227e-08,6.04187553321367e-08
2012,3.574465295974605e-08,7.863823547893389e-08
2013,3.5421887201181335e-08,7.893223852306619e-08
2014,3.529675557389922e-08,7.947184155199238e-08
2015,4.654808366533203e-08,8.156997655106579e-08
2016,4.2876737493813266e-08,6.773282024141736e-08
2017,2.842640789424422e-08,7.144336144904173e-08
2018,3.149389249390566e-08,8.647913674053598e-08
2019,4.08158039588713e-08,7.142765756640301e-08
