year,vos_DET iles_NOUN,vos_DET fils_NOUN
1929,5.570202965543558e-09,2.2503620300540206e-07
1930,2.100720708497761e-09,1.8381305721959507e-07
1931,0.0,1.676587384480399e-07
1932,0.0,1.5891327631578633e-07
1933,0.0,1.4682447435632184e-07
1934,1.1981580172459871e-09,1.8331817663863603e-07
1935,1.196828414151696e-09,2.0585448545773488e-07
1936,4.849885826274658e-09,1.697460074723267e-07
1937,2.5182236296217297e-09,2.1656722726248745e-07
1938,0.0,2.0225733976531046e-07
1939,3.058810094103137e-09,2.7682231618086917e-07
1940,0.0,1.6736167451902872e-07
1941,0.0,2.8039273480828797e-07
1942,1.2136846860855144e-08,3.580369991595944e-07
1943,0.0,2.9322676287080185e-07
1944,0.0,4.305669492055131e-07
1945,2.178504043826024e-09,2.4181394397970735e-07
1946,0.0,2.8955898301319394e-07
1947,2.3841741914054637e-09,2.777562961853164e-07
1948,1.0871887834440486e-09,2.5114060520081694e-07
1949,0.0,2.0517547660858781e-07
1950,1.0635361480382244e-09,2.1696136798254884e-07
1951,1.0661401761424827e-09,2.1536031802327216e-07
1952,1.0544803918932644e-09,2.3514913038980012e-07
1953,1.0773827385790469e-09,1.7453599809869047e-07
1954,0.0,1.6222409726651676e-07
1955,0.0,1.6612526287929086e-07
1956,1.744228317335228e-09,1.9360934899737003e-07
1957,2.6505113659425206e-09,2.341284925932996e-07
1958,8.272243445794913e-10,1.8529825140944922e-07
1959,0.0,1.7981735656036335e-07
1960,0.0,2.678362545083246e-07
1961,0.0,2.1330848909428823e-07
1962,6.341956404476434e-10,2.1816329720536487e-07
1963,0.0,3.168366191630412e-07
1964,3.0419841090534305e-09,3.0359000824375926e-07
1965,1.0944086747954884e-09,2.402226968456489e-07
1966,1.1078149508847446e-09,2.3485676958756585e-07
1967,2.4651677921205817e-09,2.3024666928606052e-07
1968,2.245707925174756e-09,2.1244397174768892e-07
1969,3.179230406713529e-09,2.1210008949168468e-07
1970,1.3796175035718505e-09,1.959056845635132e-07
1971,0.0,2.1940957317667653e-07
1972,0.0,1.8930241374448542e-07
1973,3.307922213924286e-09,1.868976058361227e-07
1974,0.0,1.6932971025340748e-07
1975,0.0,2.0732672378898087e-07
1976,5.713526873840635e-10,2.0397290256823908e-07
1977,0.0,1.6278685599502296e-07
1978,0.0,2.619800891778823e-07
1979,1.7555920051037788e-09,1.8492235120959322e-07
1980,0.0,1.9784324223337535e-07
1981,0.0,1.821758228714998e-07
1982,1.2415004579935385e-09,1.4339330434154363e-07
1983,0.0,1.3135857912516258e-07
1984,5.799008495621649e-10,1.519340218081311e-07
1985,0.0,1.5941228959093223e-07
1986,3.5966913891627428e-09,1.8762739628641611e-07
1987,6.110816852533674e-10,1.5399258046500108e-07
1988,0.0,1.385203911574706e-07
1989,0.0,1.728758558527943e-07
1990,0.0,1.5910061534896158e-07
1991,5.861465202094962e-10,1.3833057543877203e-07
1992,5.509944167592096e-10,1.7301224897181555e-07
1993,0.0,1.6008309522419495e-07
1994,0.0,1.498079162942645e-07
1995,0.0,1.6213128084530126e-07
1996,0.0,1.713527613134147e-07
1997,9.58978896292706e-10,1.8891884323579688e-07
1998,0.0,1.9453967325944177e-07
1999,0.0,1.5447280432567823e-07
2000,4.4180314962005696e-10,2.1559994323183673e-07
2001,8.762423564512289e-10,1.9846889465213735e-07
2002,0.0,1.892687659932335e-07
2003,4.1669229178253886e-10,1.741773756336329e-07
2004,4.404791253964646e-10,1.9204889234458733e-07
2005,4.5037495954858286e-10,1.9140936036166067e-07
2006,0.0,1.7377494909709412e-07
2007,0.0,2.0731348904234892e-07
2008,0.0,2.1287197693453663e-07
2009,1.430457752249481e-09,2.5557511662555044e-07
2010,0.0,2.2012876055299557e-07
2011,7.64794394481072e-10,2.2255516185509805e-07
2012,0.0,2.903827418521132e-07
2013,0.0,3.1154525892418405e-07
2014,0.0,3.207024299456407e-07
2015,0.0,3.3470289473314097e-07
2016,0.0,3.734625977358519e-07
2017,0.0,6.754416439491706e-07
2018,0.0,3.3068588223272855e-07
2019,0.0,3.165775659397241e-07
