year,trois_DET os_NOUN,trois_DET fosses_NOUN
1928,1.3711249802206282e-08,1.0283437212876834e-08
1929,2.4508894469477127e-08,2.2280812750352652e-09
1930,1.995684684175103e-08,1.1553964007759987e-08
1931,1.9389105432310316e-08,1.2545892325022123e-08
1932,1.2055489939655217e-08,6.575722188983946e-09
1933,2.064719240024715e-08,6.882397318719313e-09
1934,9.585264137967897e-09,8.38710612072191e-09
1935,1.795242710045386e-08,2.5133395809007197e-08
1936,1.2124714565686645e-09,3.3949201672101026e-08
1937,8.813782592653752e-09,7.554670666820584e-09
1938,1.4261736125398272e-08,2.0744342577039276e-08
1939,9.176430282309411e-09,1.988226561167039e-08
1940,3.0429394115571995e-08,2.028626333583361e-08
1941,3.246652724442356e-08,0.0
1942,9.102635090130207e-09,3.641054280301148e-08
1943,3.4838823381733164e-08,3.774205858952939e-08
1944,2.2492303131116387e-08,3.855823393905666e-08
1945,2.178504043826024e-08,1.9606536838523425e-08
1946,1.9489545088902105e-08,1.5313214696277555e-08
1947,1.3112957830685446e-08,1.0728783861324587e-08
1948,4.5661928682605435e-08,8.697510045507784e-09
1949,7.853606653895895e-09,1.6688914139528777e-08
1950,1.3825969924496917e-08,8.508289184305795e-09
1951,7.996051021308404e-08,1.3859821956785368e-08
1952,8.541291351971125e-08,2.5307528517259925e-08
1953,2.9089334052656568e-08,2.2625037066070774e-08
1954,2.0522326726890583e-08,1.5636057781875934e-08
1955,2.0648337706319353e-08,1.8771215692936494e-08
1956,3.488456634670456e-09,9.593255523299149e-09
1957,2.650511388146981e-08,1.0602045297236629e-08
1958,2.5643954348897324e-08,2.5643954959519988e-08
1959,2.6352543258667538e-08,2.4802393583378546e-08
1960,1.3841666979264033e-08,1.5917916540431065e-08
1961,1.250668635321972e-08,1.4591134300800945e-08
1962,1.2049717501572133e-08,1.52206956482992e-08
1963,7.759263453976928e-09,9.052474325699222e-09
1964,1.3384730657151067e-08,1.0342746104008427e-08
1965,1.094408652591028e-08,2.2435377111662547e-08
1966,2.1602390987141007e-08,1.9940668449791588e-08
1967,1.4297973249810525e-08,1.1832804958089582e-08
1968,1.5270814168744096e-08,1.4372530499073832e-08
1969,3.451735774984144e-08,1.8621207575897358e-08
1970,1.1496812751810026e-08,1.7015282349763794e-08
1971,1.2332154186722732e-08,2.8775025917582298e-08
1972,2.2059631232806964e-08,2.1546616935097518e-08
1973,1.874489363729026e-08,1.5436971034787916e-08
1974,2.81278591529599e-08,1.6876714470370757e-08
1975,1.313640396460869e-08,1.770558855085369e-08
1976,1.0284348261890841e-08,3.199575093759677e-08
1977,9.402851386397515e-09,2.115641439814908e-08
1978,6.534650376366358e-09,2.613860239364385e-08
1979,9.363157360553487e-09,2.1652300841168426e-08
1980,1.5918422247018782e-08,2.5583178686616748e-08
1981,1.7711539124221076e-08,3.4790524017225266e-08
1982,1.179425412889401e-08,2.855451075589599e-08
1983,1.0736036948344463e-08,2.3998200759933752e-08
1984,1.1598016769198694e-08,3.2474447131392026e-08
1985,5.414002135495366e-09,2.707001023338762e-08
1986,4.795588426365072e-09,3.1770773123440676e-08
1987,6.110817019067127e-09,2.6276512743450553e-08
1988,1.3792073927376691e-08,4.077656567957888e-08
1989,9.329807704183679e-09,2.0854864501984594e-08
1990,1.3621627159565719e-08,3.2691905627046935e-08
1991,1.3481369798284959e-08,2.3445861696558268e-08
1992,9.366904696328504e-09,2.5345743948079758e-08
1993,1.384801839865446e-08,2.1048987719485268e-08
1994,6.329911705904578e-09,3.956194838394822e-08
1995,1.4640617385097698e-08,1.5182862522777896e-08
1996,1.1743803041142087e-08,2.0284750545940256e-08
1997,1.246672576282748e-08,2.6371919759071716e-08
1998,1.4304387452312994e-08,3.5284156041370807e-08
1999,1.6909744049442565e-08,4.250287144458298e-08
2000,6.185244316725402e-09,3.578605500820231e-08
2001,1.0076786849388952e-08,2.7163512550387736e-08
2002,1.445803121669087e-08,2.234422913360845e-08
2003,2.333476845084448e-08,3.9169075982670165e-08
2004,1.101197835695622e-08,2.686922684347337e-08
2005,1.261049931144953e-08,2.9724747108161864e-08
2006,1.4824403704594147e-08,1.976587249430395e-08
2007,1.4380126422963713e-08,2.7961357229600026e-08
2008,1.617827133371108e-08,2.1287199114539135e-08
2009,1.1443662017995848e-08,2.9562793990578484e-08
2010,1.369900015646408e-08,1.1809482836078189e-08
2011,1.9884654700597082e-08,1.3766299156170447e-08
2012,1.3957435707201427e-08,9.531907485538227e-09
2013,1.1156500223652444e-08,9.204112638716566e-09
2014,1.1043770342666903e-08,9.961048208495527e-09
2015,1.9284206786984726e-08,8.20132878276425e-09
2016,1.636358604173438e-08,1.2220906508986218e-08
2017,1.8112402244696568e-08,7.043711836018929e-09
2018,1.6263240809610835e-08,8.776986804015507e-09
2019,1.4285530980373551e-08,6.887667047816848e-09
