year,ces_DET humeurs_NOUN,ces_DET fumeurs_NOUN
1916,4.834483280369284e-08,2.197492410260793e-09
1917,4.386569829595288e-08,4.386569774084137e-09
1918,3.101321510712296e-08,6.89182577673364e-09
1919,4.511845741461684e-08,6.4454939163738345e-09
1920,6.133507834960028e-08,0.0
1921,6.664017426771807e-08,3.7863738810983705e-09
1922,5.6810101956017434e-08,5.164555005876537e-09
1923,5.8387714219065856e-08,3.1847844361720945e-09
1924,7.477142061063091e-08,6.445812328337297e-09
1925,1.2647905123230885e-07,8.798542339150117e-09
1926,5.5730692949396143e-08,3.343841648018042e-09
1927,8.027442000013707e-08,6.689535148041159e-09
1928,5.713020723163709e-08,6.85562484559199e-09
1929,6.2386274812809e-08,1.1140406375176326e-09
1930,6.197125768103717e-08,1.4705045403573536e-08
1931,7.185374784057785e-08,4.5621426636444085e-09
1932,4.931791597329038e-08,7.6716757391182e-09
1933,7.455930717270576e-08,4.588264879146209e-09
1934,5.511526701695857e-08,7.188948103475923e-09
1935,7.540019186791369e-08,1.196828414151696e-09
1936,6.789840334420205e-08,1.2124714565686645e-09
1937,9.443338866432782e-08,1.2591118148108649e-09
1938,5.8343464726107186e-08,1.2965214457594243e-09
1939,6.423501108798746e-08,1.5294050470515685e-09
1940,2.028626333583361e-08,0.0
1941,6.493305493293633e-08,2.9515025978810172e-09
1942,7.282108072104165e-08,0.0
1943,9.580676163523094e-08,1.161294105322952e-08
1944,4.177142187700156e-08,0.0
1945,8.278315277721049e-08,0.0
1946,8.352662206334571e-08,6.960552134671616e-09
1947,4.529931052488223e-08,0.0
1948,5.0010683150247814e-08,2.174377566888097e-09
1949,4.712163892417465e-08,5.890204768377316e-09
1950,7.444752903040808e-08,3.190608444114673e-09
1951,6.076998815274237e-08,2.1322803522849654e-09
1952,3.268889159357968e-08,1.0544803918932644e-09
1953,6.8952495269059e-08,5.386913581872932e-09
1954,3.518113000922085e-08,9.772536113672459e-10
1955,3.2849627018549654e-08,1.8771215692936494e-09
1956,6.976913446976596e-08,2.616342476002842e-09
1957,4.4175188840256396e-08,2.6505113659425206e-09
1958,4.1361217117952265e-08,1.6544486891589827e-09
1959,3.022791672524505e-08,3.100299128533379e-09
1960,6.367166616172426e-08,2.7683333403416555e-09
1961,4.168895673117845e-08,0.0
1962,1.166919982864556e-07,7.610347740882872e-09
1963,6.207411296088594e-08,7.759263787043835e-09
1964,7.179082839314788e-08,3.041984220075733e-09
1965,8.919431060405714e-08,7.660860668057268e-09
1966,6.81306195904341e-08,5.539074754423723e-09
1967,7.494110043637647e-08,3.451234853457663e-09
1968,4.087188543167031e-08,4.940557296606585e-09
1969,4.587175306269842e-08,9.537691525451919e-09
1970,7.311972760604135e-08,5.9783426265003214e-09
1971,4.52178992027541e-08,7.193756701440179e-09
1972,4.2580217574084145e-08,5.643161660184859e-09
1973,4.520827001641692e-08,2.7566018356850464e-09
1974,4.837991612882675e-08,2.8127858930915295e-09
1975,3.541117532535054e-08,3.998036124386317e-09
1976,4.399415542977181e-08,5.142174241967723e-09
1977,3.173462098660096e-08,2.938390863960194e-09
1978,5.584155804427837e-08,2.970295565063452e-09
1979,4.271940667877061e-08,8.192762912528906e-09
1980,6.99273527970945e-08,9.664756106531058e-09
1981,7.843681171237904e-08,6.958104370458074e-09
1982,3.972801554397165e-08,7.449002747961231e-09
1983,4.357567995327827e-08,3.78918940668882e-09
1984,5.799008340190426e-08,5.219107646059484e-09
1985,6.61711396787723e-08,2.4062232206745193e-09
1986,4.316029511564068e-08,4.7955883708539204e-09
1987,5.866384267250169e-08,6.110816852533674e-09
1988,5.99655392008458e-08,2.9982769045311386e-09
1989,5.7625281435491615e-08,4.939309850016116e-09
1990,4.903785777443659e-08,8.717841670780047e-09
1991,5.5683918809279476e-08,7.033758464558559e-09
1992,6.336435909304328e-08,7.162927639914329e-09
1993,5.539207315052863e-08,6.093128224193833e-09
1994,5.802419433820205e-08,3.692448513614721e-09
1995,5.747797793276277e-08,8.133675954979935e-09
1996,5.3380922793166974e-08,7.473329066698398e-09
1997,6.521056628017163e-08,1.1987236092636522e-08
1998,6.675380959109134e-08,7.629006759657386e-09
1999,5.392837465478806e-08,1.0968483010742602e-08
2000,4.68311323054138e-08,9.277865808954289e-09
2001,3.680217997015234e-08,4.381211837767296e-09
2002,6.703268695673614e-08,9.63868718173444e-09
2003,6.208715142008714e-08,7.083769126836614e-09
2004,7.928624379260896e-08,7.92862434040309e-09
2005,5.989986906485001e-08,1.6213498321704378e-08
2006,5.806224745441568e-08,3.006059756671675e-08
2007,7.150118186416421e-08,1.2782334524175099e-08
2008,5.83269237353079e-08,1.8732734474724566e-08
2009,6.43705968528252e-08,6.198650037703146e-09
2010,6.424358467427282e-08,1.2754241662804588e-08
2011,7.15082735247563e-08,1.2236710089652547e-08
2012,5.68510194476346e-08,1.6680837655602687e-08
2013,6.805465257997412e-08,1.0319762544508393e-08
2014,7.059351547766823e-08,1.1693403800805413e-08
2015,5.253283541506448e-08,1.3964424838697198e-08
2016,7.08398308901792e-08,1.1185236514776875e-08
2017,5.232471433913588e-08,8.804639684001359e-09
2018,5.6792266001082226e-08,8.26069346260283e-09
2019,5.790742108047198e-08,9.693753133532823e-09
