year,leurs_DET hôtes_NOUN,leurs_DET fautes_NOUN
1800,5.439404731077957e-07,1.2325125027246031e-06
1801,4.262316743997019e-07,1.4596648725273553e-06
1802,4.632329080322961e-07,1.3852230154043355e-06
1803,3.666637837795861e-07,1.259919186535896e-06
1804,3.707776556893805e-07,1.3669336098587337e-06
1805,2.985021543278066e-07,1.4100673979555722e-06
1806,4.437770542153885e-07,1.1958927323973967e-06
1807,4.298902354094025e-07,1.802122596927802e-06
1808,3.829665158328055e-07,1.5228017424817608e-06
1809,6.709320408138097e-07,1.450297588689864e-06
1810,5.429093903330795e-07,1.8206186402913715e-06
1811,4.1116058469015115e-07,1.0830572136910632e-06
1812,4.907662969344528e-07,1.0882209848794844e-06
1813,5.463909360514663e-07,1.1186635096027686e-06
1814,8.684829060356947e-07,1.6677388714469998e-06
1815,9.683033113105921e-07,1.2380255984822952e-06
1816,3.10558915472825e-07,1.325669392926443e-06
1817,4.5927764669162485e-07,1.6674114045045485e-06
1818,6.318224228252234e-07,1.6332013279551916e-06
1819,5.506758702367165e-07,1.852837899551929e-06
1820,4.2007343381555984e-07,1.6518141219279414e-06
1821,4.5855921371185104e-07,2.2148903617846827e-06
1822,5.494037509379268e-07,2.166535679748449e-06
1823,5.000639493601966e-07,1.8648630479844996e-06
1824,5.229511064186454e-07,1.7878022671169447e-06
1825,6.031728332356323e-07,1.7302695134446822e-06
1826,7.61890657230424e-07,1.631238652155531e-06
1827,5.61331955750699e-07,1.620396595569673e-06
1828,6.062890869351634e-07,1.7445717475084166e-06
1829,4.783832263655086e-07,1.695774193066768e-06
1830,5.541959737787039e-07,1.4684628375505326e-06
1831,6.127344249762245e-07,1.5326155755612803e-06
1832,5.46610749552201e-07,1.309701048057832e-06
1833,5.861315912625287e-07,1.4224695448206148e-06
1834,6.412822699530807e-07,1.4057803174871708e-06
1835,6.731148474159454e-07,1.6048872240048695e-06
1836,7.365942078507715e-07,1.8448458867226236e-06
1837,6.568248980265423e-07,1.4980339342329785e-06
1838,6.084923791505048e-07,1.7737175426191243e-06
1839,6.774739440551514e-07,1.306706685966219e-06
1840,6.089422512900455e-07,1.5376428734725778e-06
1841,5.245588168278914e-07,1.357303979432345e-06
1842,6.037438353700963e-07,1.638158334316131e-06
1843,5.08585065728262e-07,1.5564710516002833e-06
1844,5.625775303941261e-07,1.4945352344586382e-06
1845,5.117068827553695e-07,1.6444931425496634e-06
1846,5.73741117282367e-07,1.4565999668647578e-06
1847,5.830074805146523e-07,1.4615636638737328e-06
1848,5.559248279496387e-07,1.5108926305629211e-06
1849,4.6589546642827884e-07,1.4865082302861765e-06
1850,5.207160143072542e-07,1.510551660643955e-06
1851,6.520382798136382e-07,1.5091686584867148e-06
1852,5.677195531461621e-07,1.5775051629418613e-06
1853,5.685279056422132e-07,1.4452075258741814e-06
1854,4.000661555370044e-07,1.8465391891098193e-06
1855,4.999134901595426e-07,1.749166465003782e-06
1856,4.985633315079951e-07,1.7938960858998598e-06
1857,4.5251590141681675e-07,1.4634763711995902e-06
1858,5.020911675313044e-07,1.6731478718057247e-06
1859,5.494455150856226e-07,1.5775552473229482e-06
1860,5.890835534927419e-07,1.4930774119292778e-06
1861,5.993989682373524e-07,1.649172483908501e-06
1862,4.5993099484498146e-07,1.437171456508679e-06
1863,5.813738415128e-07,1.4973872684009848e-06
1864,5.034464618525192e-07,1.459035672723985e-06
1865,5.798832130587961e-07,1.5066609349023707e-06
1866,4.461767126873184e-07,1.4450870287063822e-06
1867,5.192508378826233e-07,1.2466872441052601e-06
1868,4.52986455456994e-07,1.2754754550314829e-06
1869,4.771198236497298e-07,1.3200152064740678e-06
1870,4.942750209124824e-07,1.30449610846739e-06
1871,5.193755789889565e-07,1.0706146227335012e-06
1872,5.581694328959941e-07,1.2397045843215437e-06
1873,5.327544001509921e-07,1.1247702715877494e-06
1874,4.815534893065632e-07,9.260644056041656e-07
1875,4.514285052437117e-07,1.0087052597640422e-06
1876,4.256394303681077e-07,1.1705084119739695e-06
1877,5.523040842447813e-07,1.071828565457622e-06
1878,4.656137333469701e-07,1.015170832618928e-06
1879,5.260129283257697e-07,1.1296142501393547e-06
1880,4.6336848846806333e-07,9.408562329227266e-07
1881,5.299105509948276e-07,9.677840928645765e-07
1882,5.177889665919366e-07,9.783416405895196e-07
1883,5.150261066511064e-07,8.594300870967686e-07
1884,5.637849360695668e-07,9.59886730100834e-07
1885,5.485235701208069e-07,8.10860957489723e-07
1886,6.350208243688371e-07,8.976768026691673e-07
1887,5.432065472987802e-07,9.950081141241185e-07
1888,5.535356812913506e-07,9.130485381092512e-07
1889,6.822734031075584e-07,9.723492082613916e-07
1890,5.492576056198573e-07,8.409277931775705e-07
1891,5.934398625839776e-07,8.165375717794632e-07
1892,5.666735143350365e-07,8.493834320333349e-07
1893,6.626456188207897e-07,7.420891856568801e-07
1894,6.301539396957878e-07,7.662671954733469e-07
1895,6.463991875094166e-07,8.371892539216219e-07
1896,5.891131680257899e-07,8.04354773231708e-07
1897,5.110027907484493e-07,6.71820055586636e-07
1898,6.144973312416369e-07,8.572407939055893e-07
1899,5.638129980667372e-07,8.202926444766945e-07
1900,4.599273091265843e-07,7.698332034067334e-07
1901,5.404310501333498e-07,7.282127052476994e-07
1902,4.713872400197161e-07,6.820384146344338e-07
1903,5.416420949533318e-07,6.879880347643308e-07
1904,5.557362525721032e-07,6.637662357533713e-07
1905,6.610932157258276e-07,7.524386811397221e-07
1906,5.663747069117875e-07,7.741997443133641e-07
1907,4.926844041630574e-07,7.184552357486496e-07
1908,5.736502464159798e-07,7.627387272890473e-07
1909,6.01807612632399e-07,7.492339664239012e-07
1910,6.42366935643679e-07,6.81913638445053e-07
1911,6.762195372544966e-07,7.304873932412193e-07
1912,4.995834927967735e-07,7.402587760552137e-07
1913,7.270398736380912e-07,6.89388678587477e-07
1914,6.087340125304763e-07,7.808402937570236e-07
1915,6.302707902250404e-07,7.633933760686773e-07
1916,8.581207984192929e-07,8.251583825114039e-07
1917,7.512000683718156e-07,7.172041600611578e-07
1918,6.753989181262909e-07,8.166813438847953e-07
1919,6.353415560322873e-07,7.614890882301495e-07
1920,6.489402579745729e-07,7.125470289359725e-07
1921,7.436438060892669e-07,6.277807611532182e-07
1922,6.322890966359296e-07,6.131064207437475e-07
1923,5.520293280270039e-07,7.664714338773138e-07
1924,5.221108023700793e-07,6.729427997065329e-07
1925,5.554079618441676e-07,6.785875594772506e-07
1926,6.353298802608265e-07,6.208399261353748e-07
1927,6.299312129698365e-07,6.455401226901358e-07
1928,4.913197758638077e-07,6.044375675529068e-07
1929,6.650822736986584e-07,6.026959837868162e-07
1930,5.503888442781601e-07,6.123601079544017e-07
1931,5.383328165464718e-07,5.793920960783794e-07
1932,5.260577542465228e-07,5.008508243697918e-07
1933,5.047091466980902e-07,5.677977599205519e-07
1934,5.056226957123044e-07,6.014752962357761e-07
1935,6.28334899666072e-07,6.091856787904248e-07
1936,8.463050695795005e-07,6.644343795159102e-07
1937,5.540092145039921e-07,4.5831669792661955e-07
1938,6.48260705560233e-07,6.378885402114065e-07
1939,5.138801082438249e-07,5.12350679215956e-07
1940,5.223712926660795e-07,5.730869299114261e-07
1941,6.581850673370582e-07,5.755429914877652e-07
1942,8.101345325695064e-07,6.644923948861958e-07
1943,8.390349979237044e-07,6.648408688025853e-07
1944,8.45067965826729e-07,6.394240550378072e-07
1945,6.470157245530572e-07,6.295876828765756e-07
1946,7.87934489210329e-07,6.180970100189143e-07
1947,5.590888623174806e-07,7.021392942618832e-07
1948,8.262635002864727e-07,6.436157597988768e-07
1949,6.371238359115239e-07,5.733132746321701e-07
1950,6.189780239473919e-07,5.296409781863076e-07
1951,6.897927065097065e-07,6.535439531774045e-07
1952,6.305792488170425e-07,5.799642202042321e-07
1953,4.869770049431565e-07,4.91286502590782e-07
1954,5.892839141097284e-07,5.023083637922809e-07
1955,5.255940331849729e-07,4.861744864470552e-07
1956,4.4826667622288596e-07,4.761743372938554e-07
1957,4.779755493622417e-07,5.398208222651135e-07
1958,5.04606868290125e-07,4.830990101289956e-07
1959,4.526436665486244e-07,4.5341874033155705e-07
1960,5.156020597141264e-07,4.7061665942038644e-07
1961,6.003209573890445e-07,6.489580623991742e-07
1962,4.388633758622973e-07,5.485792429205105e-07
1963,5.269833431853499e-07,5.004725274204702e-07
1964,4.483884525896542e-07,6.156975724813663e-07
1965,4.744261574707309e-07,5.417323132306251e-07
1966,4.3149391704133677e-07,4.636205668262505e-07
1967,4.072457295833942e-07,6.399575775972721e-07
1968,4.424044526274429e-07,5.45257868189708e-07
1969,3.7060743185435285e-07,5.309315005419535e-07
1970,3.5870054793107897e-07,5.072393740590542e-07
1971,4.1569636044513913e-07,5.174366330962243e-07
1972,3.9707335286465195e-07,4.529919692686235e-07
1973,4.090797343092589e-07,3.7765444771409307e-07
1974,3.746630641288107e-07,4.005407050478027e-07
1975,3.8209801989097514e-07,4.106554283289654e-07
1976,3.5023919542354065e-07,4.136593498849095e-07
1977,3.7728938107051135e-07,3.761140430214027e-07
1978,3.7603944580411053e-07,4.0396019995725396e-07
1979,4.2602366079336207e-07,3.9208222801789816e-07
1980,4.104678796856831e-07,3.7465143631898457e-07
1981,4.219141458428055e-07,3.6182141904816945e-07
1982,4.283176506802988e-07,3.68104873249564e-07
1983,4.869108582994386e-07,3.088189628464022e-07
1984,4.21008023110403e-07,4.0071147466846924e-07
1985,5.137286400724861e-07,3.5070702741890614e-07
1986,4.507853010871088e-07,3.350917361366612e-07
1987,4.4914504293558366e-07,3.195957305468511e-07
1988,4.317518853547142e-07,4.0776565368716433e-07
1989,3.9294954845559005e-07,3.9953530062142306e-07
1990,4.538726261493764e-07,3.786812525774508e-07
1991,4.296454045871201e-07,3.9037358234850217e-07
1992,4.452034909618874e-07,4.187557678392295e-07
1993,5.190237359897765e-07,3.6946512782520813e-07
1994,4.626110685634899e-07,4.520612000291635e-07
1995,5.644771521318148e-07,3.931276943980322e-07
1996,4.5160259354304344e-07,3.9982309973929375e-07
1997,4.416097958426235e-07,4.262661323917172e-07
1998,4.277011820263965e-07,4.2150262202778066e-07
1999,4.693596720173332e-07,3.9440836552273595e-07
2000,4.921687359882299e-07,4.4047775116240473e-07
2001,4.6878967019381435e-07,3.9255656214542967e-07
2002,4.411890044409006e-07,4.565232933906316e-07
2003,5.341995397145638e-07,3.958576817453263e-07
2004,4.5413399085703077e-07,4.2726474891452426e-07
2005,5.053206812988265e-07,3.873224579953316e-07
2006,5.447968254301827e-07,3.594917945548559e-07
2007,5.304668517780442e-07,4.1822199536856175e-07
2008,5.853979345715743e-07,3.674170407919064e-07
2009,6.170040993680459e-07,4.0768046294381577e-07
2010,6.972318251641241e-07,3.651492148648572e-07
2011,7.938565831366873e-07,3.261848016133939e-07
2012,7.955738841047832e-07,3.7753162285270037e-07
2013,7.40233803142587e-07,3.896407552161918e-07
2014,7.663510448452371e-07,4.365537518147278e-07
2015,7.390062410905784e-07,4.495214853683649e-07
