year,anciennes_ADJ âmes_NOUN,anciennes_ADJ ames_NOUN,anciennes_ADJ femmes_NOUN
1800,0.0,0.0,0.0
1801,0.0,0.0,0.0
1802,0.0,0.0,0.0
1803,0.0,9.751696339321825e-09,3.90067853572873e-08
1804,0.0,0.0,0.0
1805,0.0,0.0,4.8328921309348516e-08
1806,0.0,0.0,0.0
1807,0.0,0.0,0.0
1808,0.0,0.0,2.4926814390369145e-08
1809,0.0,0.0,9.036122072814123e-09
1810,0.0,0.0,2.3401267590372754e-09
1811,0.0,0.0,5.0141535368197765e-09
1812,0.0,0.0,2.6672082320544632e-09
1813,0.0,0.0,0.0
1814,0.0,0.0,0.0
1815,0.0,0.0,4.045835311217161e-08
1816,0.0,0.0,9.270415546325239e-09
1817,0.0,6.227493631882908e-09,0.0
1818,0.0,4.768470951432846e-09,1.9073883805731384e-08
1819,0.0,0.0,2.070210003424222e-09
1820,0.0,0.0,9.493184904840746e-09
1821,0.0,2.9584463767662328e-09,0.0
1822,0.0,0.0,3.8097340393505874e-08
1823,0.0,0.0,9.882686891060644e-10
1824,0.0,0.0,1.0105335235266466e-08
1825,8.805443041381977e-10,0.0,8.805443041381977e-10
1826,0.0,0.0,1.5854372037438225e-08
1827,0.0,0.0,0.0
1828,0.0,0.0,9.172301251858528e-10
1829,0.0,0.0,8.57317605795771e-10
1830,0.0,0.0,1.6698937344017395e-08
1831,0.0,0.0,3.1182412207897414e-09
1832,0.0,0.0,0.0
1833,0.0,0.0,4.6334514003376626e-09
1834,0.0,0.0,4.667265685043276e-09
1835,7.563087933704082e-10,0.0,1.8907719834260206e-08
1836,0.0,5.376600054063374e-09,1.008112526790228e-08
1837,0.0,0.0,8.349468672008697e-09
1838,0.0,6.312161904276081e-10,2.3354999711955315e-08
1839,0.0,2.7965900706306e-09,1.0487212875887053e-08
1840,0.0,6.369688665408546e-10,3.821813088222825e-09
1841,0.0,0.0,7.0626033910059505e-09
1842,0.0,0.0,3.3541325272778977e-09
1843,0.0,0.0,9.451057714215949e-09
1844,0.0,0.0,9.879410178825765e-09
1845,0.0,0.0,4.464182357111213e-09
1846,0.0,0.0,5.854501328173001e-09
1847,0.0,0.0,7.011190739092399e-09
1848,0.0,0.0,9.65426583121598e-09
1849,0.0,0.0,1.508294644736452e-08
1850,0.0,0.0,4.073397619208663e-09
1851,6.449438760824933e-10,0.0,2.0638204034639784e-08
1852,1.9531636308300904e-09,0.0,1.1718981340891332e-08
1853,0.0,0.0,8.360704129017904e-09
1854,0.0,0.0,4.1565315633818045e-09
1855,0.0,1.0613874223963649e-09,7.960405667972736e-09
1856,0.0,5.177189232874468e-10,4.659470143053568e-09
1857,0.0,0.0,5.369659827891837e-09
1858,0.0,0.0,3.9149408159744326e-09
1859,0.0,1.018434669930457e-09,1.2730433596175317e-08
1860,0.0,0.0,1.0069804545764782e-08
1861,1.4147891747029462e-09,0.0,7.073945429425521e-09
1862,0.0,0.0,5.873382225018986e-09
1863,9.989241656072068e-10,0.0,4.994620828036034e-10
1864,0.0,4.794727948009836e-10,4.315255264231155e-09
1865,0.0,9.41368871743009e-10,8.943004559114343e-09
1866,0.0,4.865612912574591e-10,1.4596838404656864e-08
1867,0.0,0.0,2.620518202434141e-08
1868,3.457911734727759e-09,4.93987406535723e-10,6.421836395986702e-09
1869,9.767038289254515e-10,0.0,5.860222973552709e-09
1870,1.1468097582678638e-09,0.0,1.2614907340946502e-08
1871,0.0,1.0621177271019633e-09,3.18635318130589e-09
1872,0.0,0.0,1.69325495846806e-08
1873,0.0,0.0,5.986004469882289e-10
1874,0.0,0.0,7.766991494406739e-09
1875,0.0,1.1443054281912168e-09,6.865832347102696e-09
1876,0.0,0.0,2.418405919968336e-09
1877,0.0,0.0,3.710889595609501e-09
1878,0.0,0.0,4.22736201599605e-09
1879,0.0,0.0,3.665595160740054e-09
1880,1.2835692508872398e-09,0.0,8.984985200299889e-09
1881,2.091752326904839e-09,0.0,1.1853263259808955e-08
1882,9.317538740560849e-09,0.0,1.3976308999019693e-08
1883,0.0,0.0,6.319338941018771e-10
1884,0.0,0.0,3.300848483434038e-09
1885,0.0,0.0,3.86738152613475e-09
1886,0.0,0.0,6.4534639854230136e-09
1887,6.528924623161458e-10,0.0,2.6115698492645834e-09
1888,0.0,0.0,5.706553452000662e-09
1889,0.0,0.0,1.6915869593958632e-08
1890,6.554386478008212e-10,0.0,1.0487018364813139e-08
1891,0.0,0.0,1.211101796627645e-08
1892,0.0,5.014809900671935e-09,1.0656471260972467e-08
1893,6.158416554491453e-10,0.0,1.0469308087124318e-08
1894,3.780923574225881e-09,0.0,3.150769645188234e-09
1895,1.8055843487019274e-09,0.0,5.416753268150387e-09
1896,5.89702897624278e-10,0.0,8.255840455717589e-09
1897,0.0,0.0,1.2236098356765979e-08
1898,2.26334195829736e-09,1.13167097914868e-09,7.921697076085366e-09
1899,5.527578395003729e-10,0.0,6.080336234504102e-09
1900,0.0,0.0,8.30568502863116e-09
1901,0.0,0.0,1.0618603774048552e-08
1902,0.0,0.0,8.347482705062248e-09
1903,5.400220270956879e-10,0.0,1.6200660368781428e-08
1904,1.0749250378694342e-09,0.0,1.2361637935498493e-08
1905,0.0,0.0,4.1286072338664326e-09
1906,0.0,0.0,9.259531807970234e-09
1907,4.6285588695127444e-09,0.0,5.142843484406967e-09
1908,9.822778146428846e-10,0.0,1.080505640516094e-08
1909,0.0,0.0,6.60118004702781e-09
1910,4.809735720812114e-09,0.0,6.947395991829808e-09
1911,0.0,0.0,1.2236860413850081e-08
1912,0.0,0.0,1.510732161591477e-08
1913,2.121195885607108e-09,0.0,9.545381374209683e-09
1914,0.0,3.3483718020477227e-09,1.0714789944188396e-08
1915,1.1780761921542648e-09,0.0,0.0
1916,1.0987462051303964e-09,0.0,5.493730803607377e-09
1917,1.0966424435210342e-09,0.0,0.0
1918,1.1486376294556067e-09,0.0,8.040463406189247e-09
1919,0.0,0.0,1.012863304339362e-08
1920,0.0,0.0,1.1358347151713133e-08
1921,0.0,0.0,7.572747429129834e-10
1922,0.0,0.0,8.115729421831475e-09
1923,2.1231896241147297e-09,0.0,1.6985516992917837e-08
1924,2.578324886925998e-09,0.0,1.933743654092268e-08
1925,3.299453377181294e-09,0.0,8.798542339150117e-09
1926,3.343841648018042e-09,0.0,4.458455382660986e-09
1927,2.2298449753321847e-09,0.0,1.1149224654616319e-08
1928,0.0,0.0,1.4853853258500749e-08
1929,0.0,0.0,1.5596569369336066e-08
1930,0.0,0.0,8.402882833991043e-09
1931,0.0,0.0,7.983749661377715e-09
1932,2.1919073223131136e-09,0.0,5.4797681947604815e-09
1933,0.0,0.0,8.02946331646126e-09
1934,2.3963160344919743e-09,0.0,8.38710612072191e-09
1935,0.0,0.0,4.787313656606784e-09
1936,4.849885826274658e-09,0.0,3.6374143697059935e-09
1937,2.5182236296217297e-09,0.0,8.813782592653752e-09
1938,1.2965214457594243e-09,0.0,9.075650453382877e-09
1939,0.0,0.0,1.6823456405745674e-08
1940,2.5357829169792012e-09,0.0,7.607348528892999e-09
1941,0.0,0.0,8.854508237732261e-09
1942,0.0,0.0,3.034211770724937e-09
1943,0.0,0.0,1.1612940831184915e-08
1944,9.639558484764166e-09,0.0,6.4263723231761105e-09
1945,0.0,0.0,0.0
1946,0.0,0.0,4.1763312808029696e-09
1947,0.0,0.0,8.344609447874518e-09
1948,0.0,0.0,1.195907639583993e-08
1949,0.0,0.0,1.570721330779179e-08
1950,0.0,0.0,7.444753258312176e-09
1951,0.0,0.0,3.1984206394497505e-09
1952,6.326882129314981e-09,0.0,1.4762725264461096e-08
1953,4.3095309543161875e-09,0.0,4.3095309543161875e-09
1954,2.9317608341017376e-09,0.0,5.863521668203475e-09
1955,1.8771215692936494e-09,0.0,1.0324168187025862e-08
1956,2.616342476002842e-09,0.0,4.360570571293465e-09
1957,0.0,0.0,7.951533653738352e-09
1958,0.0,0.0,9.926692356998501e-09
1959,0.0,0.0,5.425523585955716e-09
1960,0.0,0.0,5.536666680683311e-09
1961,4.86371165564492e-09,0.0,4.86371165564492e-09
1962,6.341956404476434e-10,0.0,5.0735651235811474e-09
1963,0.0,0.0,5.819448034571906e-09
1964,3.041984220075733e-09,0.0,8.517555549758526e-09
1965,1.6416130677043839e-09,0.0,9.849678406226303e-09
1966,1.1078149508847446e-09,0.0,5.539074976468328e-09
1967,1.4791006197611978e-09,0.0,8.381570104631919e-09
1968,1.7965663401398047e-09,0.0,1.122853987567396e-08
