year,des_DET os_NOUN,des_DET fosses_NOUN
1800,3.93649384022865e-06,1.0438626105724325e-06
1801,3.559867906233194e-06,1.2453585345184592e-06
1802,2.31840249398374e-06,9.108009351166402e-07
1803,3.7368498482237555e-06,1.257968754941885e-06
1804,2.481738448523174e-06,1.3273839591931846e-06
1805,4.201773322165536e-06,1.2821378234662006e-06
1806,3.279339523487579e-06,7.002455992832779e-07
1807,3.21705925898641e-06,1.2839767098427046e-06
1808,1.7969966705777551e-06,7.727312092420391e-07
1809,2.5323731023263463e-06,1.6965319185047179e-06
1810,1.6006467333795626e-06,7.511806643378804e-07
1811,1.6747272439943117e-06,9.050547191691294e-07
1812,5.0810316949423395e-06,9.041835937750875e-07
1813,2.464510671984499e-06,1.095657613747747e-06
1814,2.1303004942296866e-06,6.639488634441193e-07
1815,2.4409872310116043e-06,1.0815866811064723e-06
1816,2.9479920300445883e-06,1.068415356186847e-06
1817,2.234113367194368e-06,8.158016555626091e-07
1818,3.6574172099790303e-06,7.879898280549469e-07
1819,2.151983224507603e-06,9.62647643376613e-07
1820,2.0315414701599366e-06,9.196522618992731e-07
1821,2.2839206188507433e-06,8.717555388670917e-07
1822,2.9535464136642986e-06,7.489135072091813e-07
1823,2.7454104127855317e-06,8.924066312587797e-07
1824,2.128015211155798e-06,5.970568661695097e-07
1825,3.5406687572958617e-06,9.33376963274668e-07
1826,1.8065175808601452e-06,7.046387517917196e-07
1827,2.3771347024137413e-06,8.913103328178629e-07
1828,2.5719133844859243e-06,8.044108170679465e-07
1829,2.8891602710245934e-06,7.895895404175235e-07
1830,2.6812231226358563e-06,1.0478583307715894e-06
1831,2.5928175411138454e-06,1.2862745286668087e-06
1832,2.4462185308493645e-06,9.552158259928945e-07
1833,3.178547729021375e-06,9.764998445405126e-07
1834,3.236281926888296e-06,7.672984638773528e-07
1835,3.4404486939365597e-06,8.621920386531201e-07
1836,2.440304299966556e-06,8.992363338400367e-07
1837,3.0259868211146568e-06,1.0262889631462713e-06
1838,2.0224166021876044e-06,6.21747967777253e-07
1839,2.4903635136297453e-06,7.676639559583975e-07
1840,1.8784211501809978e-06,6.828306040596033e-07
1841,2.3691823614058194e-06,7.2552197316611e-07
1842,1.6529165023371206e-06,6.030730408390639e-07
1843,2.049107418855556e-06,6.934713403516923e-07
1844,1.7129799338988505e-06,8.441407013393132e-07
1845,2.0373412326080143e-06,6.807877870329548e-07
1846,1.6439440280180406e-06,7.441070963842833e-07
1847,1.374732754300112e-06,7.135234803001822e-07
1848,1.7216774281791913e-06,9.75080876486345e-07
1849,1.7345388663159156e-06,7.273332336410476e-07
1850,1.6307168309026565e-06,7.366060659208529e-07
1851,2.0238339200062683e-06,8.68094470085623e-07
1852,1.6523764863052293e-06,7.044410068601792e-07
1853,2.192296204128752e-06,8.760824092846065e-07
1854,1.6636517656820615e-06,6.660842011285695e-07
1855,2.0134520255510324e-06,7.689752052897347e-07
1856,1.4154435064028803e-06,7.108280959400304e-07
1857,1.6938836999713658e-06,6.931742637661387e-07
1858,1.4994223072051227e-06,5.544534751322772e-07
1859,1.6503733490935701e-06,6.436507060669783e-07
1860,1.9919903806453476e-06,7.804098727248743e-07
1861,1.7614124008247245e-06,6.644793124621629e-07
1862,1.589427558457146e-06,7.91099368235848e-07
1863,1.7685952578005981e-06,7.726678434849532e-07
1864,2.6088115347988605e-06,8.462694855992936e-07
1865,2.1303176929166057e-06,7.690983467867341e-07
1866,2.041611121939013e-06,8.057455165300098e-07
1867,2.9383772819358e-06,6.73570212939012e-07
1868,2.442767708998872e-06,8.106333329038762e-07
1869,2.029102212475209e-06,6.934597447383339e-07
1870,2.690415598749496e-06,9.335031343482569e-07
1871,2.4131315186082247e-06,7.987125307806764e-07
1872,2.296174749005786e-06,7.02700818422386e-07
1873,2.4189444083333456e-06,7.404687440981661e-07
1874,2.4687085264929465e-06,8.543690790396852e-07
1875,1.91728370424471e-06,7.186237906964266e-07
1876,1.9407707334551105e-06,8.192349776336982e-07
1877,1.940795218757785e-06,9.666867715196759e-07
1878,1.96753505932179e-06,6.504098277737569e-07
1879,1.9916400972874726e-06,8.11318383142634e-07
1880,1.531298092771749e-06,8.189171865069511e-07
1881,1.805182193947985e-06,9.524445072628396e-07
1882,1.7317311602482732e-06,7.460686504145997e-07
1883,1.7504568532444864e-06,7.254601239736758e-07
1884,1.6774912303674228e-06,7.644764972170037e-07
1885,2.178624825432962e-06,8.54691283969089e-07
1886,1.499784996639164e-06,6.195325181757028e-07
1887,1.2672642952793467e-06,7.508263166755569e-07
1888,1.3416740998195564e-06,7.481925350383278e-07
1889,1.6364537387403288e-06,7.549489797753495e-07
1890,1.262374800248267e-06,7.439228610905957e-07
1891,1.2340490496143275e-06,8.369350901205053e-07
1892,1.2875524717514963e-06,7.766686564991687e-07
1893,1.5519209473069395e-06,7.322357200578722e-07
1894,1.2628285190885435e-06,7.946241105116769e-07
1895,1.2127508295378675e-06,7.420951533276821e-07
1896,1.1929689396339427e-06,7.129507881842301e-07
1897,1.3174199295917788e-06,6.916309143178978e-07
1898,1.191649563025976e-06,6.693833798365745e-07
1899,1.2829509064005151e-06,7.666751287160878e-07
1900,1.2193783653913215e-06,6.4836253610423e-07
1901,1.1227776521849364e-06,6.82385037364952e-07
1902,1.000715890597803e-06,6.324445660510492e-07
1903,1.209109308675238e-06,7.068888505656901e-07
1904,1.0233286111827056e-06,7.712587164476759e-07
1905,1.1136917565934823e-06,7.963051231740792e-07
1906,1.1497252074832431e-06,7.932332479754223e-07
1907,1.0820542897249652e-06,8.089692675739002e-07
1908,1.161052409770491e-06,7.926982057426812e-07
1909,9.813754520138218e-07,8.020434121291942e-07
1910,1.0624171142836758e-06,8.123108896640474e-07
1911,1.0747155982926415e-06,8.24657981013388e-07
1912,1.0924156601532786e-06,6.313818587955211e-07
1913,9.789318617947629e-07,5.934045530509025e-07
1914,1.0848725011669558e-06,6.134217374054174e-07
1915,1.3630341637593801e-06,8.364341148592302e-07
1916,7.987885179971954e-07,5.372869162911798e-07
1917,9.288561457765354e-07,6.864981862975128e-07
1918,8.810050680096992e-07,5.559405975574805e-07
1919,8.351518463456387e-07,5.193226266797524e-07
1920,8.435466405387615e-07,5.247556487120164e-07
1921,1.0238354395397664e-06,5.505387501991699e-07
1922,8.580538768399038e-07,6.448315517104675e-07
1923,1.0424860903412991e-06,4.777176525472271e-07
1924,7.348225876668835e-07,5.736772932252165e-07
1925,9.557416422723009e-07,4.300287628211663e-07
1926,1.0789461768467845e-06,5.004616223658331e-07
1927,9.40994571152487e-07,4.794166610366801e-07
1928,9.929229634053627e-07,5.278831194388545e-07
1929,9.001448297851766e-07,4.0773886933465064e-07
1930,7.384033580137839e-07,4.075398134517627e-07
1931,8.850556980632973e-07,4.4024677237075593e-07
1932,1.0477317040624712e-06,4.405733617929286e-07
1933,9.096234894201416e-07,4.59973552136006e-07
1934,8.626737848516086e-07,4.145626615326137e-07
1935,7.911035808660927e-07,5.445569168927022e-07
1936,8.28118022155877e-07,4.910509225908299e-07
1937,8.083497959887609e-07,4.7594427154962204e-07
1938,8.816345840045869e-07,4.1618337220938884e-07
1939,7.983494469954167e-07,4.802331723396946e-07
1940,9.382396548573979e-07,4.640482680340341e-07
1941,9.739958279908478e-07,4.63385912752301e-07
1942,9.497082849030392e-07,5.279528210166973e-07
1943,1.170003759654037e-06,5.25485575053608e-07
1944,8.836262068712131e-07,4.7555155546774586e-07
1945,8.626875853678939e-07,5.119484569604538e-07
1946,8.631084753574214e-07,4.649648950305618e-07
1947,7.867774591829857e-07,3.7073909808782446e-07
1948,1.0099983391853584e-06,4.511833378018082e-07
1949,6.97989294806689e-07,4.5747257715333944e-07
1950,7.636189671700322e-07,3.701105839581942e-07
1951,9.211451406088145e-07,3.9660414152820067e-07
1952,1.25799513384095e-06,6.052717669291496e-07
1953,8.716026140831445e-07,4.805126998519427e-07
1954,7.915753972298489e-07,4.172873051544457e-07
1955,9.60147687578683e-07,4.6834183464739e-07
1956,9.113593080201099e-07,3.872186855602422e-07
1957,8.313770223367101e-07,3.860911350628271e-07
1958,9.273184886637864e-07,5.095701780533091e-07
1959,8.239044770874671e-07,4.975980374410938e-07
1960,7.329162627911501e-07,4.1871042189001173e-07
1961,7.302515392382247e-07,4.7247483081491737e-07
1962,7.223488456276073e-07,4.452053357084651e-07
1963,7.403630810642881e-07,4.616762012688014e-07
1964,7.270342070597735e-07,4.5021366812392216e-07
1965,6.927606630569016e-07,3.8960950110578096e-07
1966,7.461133684216747e-07,4.1376889159394636e-07
1967,7.37085178670327e-07,3.7864978708057606e-07
1968,7.662355585580372e-07,3.7997376711729203e-07
1969,9.928282622695406e-07,3.865035900219027e-07
1970,6.511794801156157e-07,4.0974641013491464e-07
1971,6.834068919658876e-07,3.879489991476248e-07
1972,7.059082118843207e-07,4.5760910438730207e-07
1973,5.92118063025282e-07,4.6917365370546804e-07
1974,5.884347746842877e-07,4.3091880286283413e-07
1975,6.899468036891676e-07,4.043728054625717e-07
1976,7.1019137060091e-07,5.17645558417712e-07
1977,6.552611910848327e-07,4.378202476118531e-07
1978,6.659402718156571e-07,5.132670697349795e-07
1979,6.378650887484127e-07,4.5645393331739115e-07
1980,6.708477542360924e-07,5.162116654133797e-07
1981,6.236991847430318e-07,4.7315109075185546e-07
1982,5.679864703012072e-07,5.760562196144292e-07
1983,6.245847306018959e-07,4.547027572243678e-07
1984,6.402105139358127e-07,5.039338368817425e-07
1985,6.135869412560169e-07,5.492204513402044e-07
1986,7.325261179857989e-07,4.597770324465955e-07
1987,6.453022720620538e-07,5.145307593323878e-07
1988,6.764112452373183e-07,4.881194666239708e-07
1989,6.72843786020394e-07,4.374033455434301e-07
1990,6.680046027440767e-07,4.843850849312048e-07
1991,6.676208919031978e-07,4.337484345029452e-07
1992,6.733151636240109e-07,5.124248136922915e-07
1993,6.458715837709406e-07,6.165137715896662e-07
1994,6.672782113525955e-07,5.227452231082452e-07
1995,6.664191936067709e-07,5.666461273534651e-07
1996,6.346991678896075e-07,4.980439971546957e-07
1997,5.988823126301668e-07,5.288768818445533e-07
1998,5.831422011937093e-07,5.154347899605227e-07
1999,7.403725774679515e-07,5.785874623853715e-07
2000,6.909801371079993e-07,6.030613164398346e-07
2001,6.532386525037737e-07,5.901492183824075e-07
2002,7.220252946638084e-07,5.607963542431094e-07
2003,7.362953056144761e-07,6.250384139150356e-07
2004,5.823133886195819e-07,5.6072994425449e-07
2005,6.764632018985139e-07,5.679228269883652e-07
2006,7.301019095962147e-07,5.151480344522952e-07
2007,7.222018911789974e-07,6.750670431543426e-07
2008,7.544183375784996e-07,5.074868134613553e-07
2009,7.590962347592267e-07,6.284477827023238e-07
2010,8.583132142803152e-07,4.388403729294055e-07
2011,9.575225661251352e-07,4.0036987947189573e-07
2012,1.1016161280963388e-06,4.1157416719173057e-07
2013,1.093615892955313e-06,3.9159315967651764e-07
2014,1.1281969349852261e-06,3.988749934791258e-07
2015,1.1255770360207862e-06,3.6551327031730807e-07
2016,1.1303302898113543e-06,3.589632284750621e-07
2017,1.0935362126929249e-06,3.4740592003146276e-07
2018,1.0904114873255821e-06,3.5985646107405955e-07
2019,1.065037409375691e-06,2.8392493778284233e-07
