year,branches_NOUN in_ADJ,branches_NOUN fines_ADJ
1874,5.974609140757536e-10,1.4339061493728877e-08
1875,0.0,7.437985338754061e-09
1876,0.0,1.934724735974669e-08
1877,1.2369631985365004e-09,1.855444864418132e-08
1878,1.8117265465633636e-09,6.6429977074733415e-09
1879,1.832797580370027e-09,8.55305515301552e-09
1880,0.0,1.4761046607247863e-08
1881,1.3945015142624584e-09,9.761510710859511e-09
1882,0.0,1.5307385581309063e-08
1883,0.0,1.9589950994713945e-08
1884,2.6406787867472303e-09,2.9047466654219534e-08
1885,1.2891271383708158e-09,7.7347630522695e-09
1886,6.453463874400711e-10,1.936039240035825e-08
1887,0.0,5.876032105334161e-09
1888,0.0,1.2047167707862627e-08
1889,6.265136742733546e-10,1.50363277384713e-08
1890,0.0,7.209825181320184e-09
1891,1.9122659011827636e-09,1.4023283867459213e-08
1892,0.0,1.2537024751679837e-09
1893,6.158416554491453e-10,3.4487133149241345e-08
1894,6.301539290376468e-10,2.7726773765834878e-08
1895,0.0,1.745398137131815e-08
1896,5.89702897624278e-10,1.6511680911435178e-08
1897,0.0,8.157399200570126e-09
1898,0.0,5.6583546736987955e-09
1899,5.527578395003729e-10,1.5477219506010442e-08
1900,0.0,1.349673794948103e-08
1901,5.588738916095792e-10,1.0059729937950124e-08
1902,1.9641135384773634e-09,2.0132164380015638e-08
1903,5.400220270956879e-10,2.376096830403185e-08
1904,5.374625189347171e-10,1.4511488011237361e-08
1905,5.160759042333041e-10,7.741138396966107e-09
1906,1.0288369045596824e-09,1.4403716441790948e-08
1907,1.028568674676933e-09,5.65712765521198e-09
1908,4.911389073214423e-10,1.9154416719402434e-08
1909,4.400786846048277e-09,2.0903737407707013e-08
1910,5.344150677544235e-10,1.2291546447329438e-08
1911,2.6601870706244313e-09,1.2236860413850081e-08
1912,5.730363294986773e-09,1.4586379215586476e-08
1913,1.060597942803554e-09,1.2196876397752021e-08
1914,2.0090231700464756e-09,2.209925398233281e-08
1915,0.0,1.767114277129167e-08
1916,2.197492410260793e-09,7.69122365795738e-09
1917,0.0,2.631941953268324e-08
1918,0.0,1.722956355365568e-08
1919,0.0,5.524709134618888e-09
1920,0.0,1.665890891899835e-08
1921,3.0290990271630847e-09,6.058197943303867e-09
1922,1.4755870969551665e-09,1.1804696775641332e-08
1923,2.1231896241147297e-09,1.3800733000834953e-08
1924,1.289162443462999e-09,1.4180787211159895e-08
1925,1.0998177923937646e-09,2.0896537833436923e-08
1926,0.0,2.4521504493613122e-08
1927,2.2298449753321847e-09,1.6723836537835268e-08
1928,1.1426041224282812e-09,2.170947865920425e-08
1929,0.0,6.684243825105796e-09
1930,2.100720708497761e-09,3.886333388436469e-08
1931,0.0,1.596749932275543e-08
1932,2.1919073223131136e-09,1.9727165678773417e-08
1933,2.2941324395731044e-09,1.3764794637438627e-08
1934,3.5944740517379614e-09,5.990790086229936e-09
1935,3.590485242455088e-09,1.4361940969820353e-08
1936,1.2124714565686645e-09,3.516167268458048e-08
1937,0.0,1.888667711114067e-08
1938,1.2965214457594243e-09,2.074434313215079e-08
1939,0.0,1.3764645423464117e-08
1940,0.0,7.607348528892999e-09
1941,0.0,3.836953510472085e-08
1942,0.0,3.034211815133858e-08
1943,0.0,2.9032351633873077e-08
1944,3.2131861615880553e-09,2.8918675454292497e-08
1945,0.0,1.5249528750871377e-08
1946,2.7842208538686464e-09,8.352662561605939e-09
1947,2.3841741914054637e-09,8.344609447874518e-09
1948,3.2615663503321457e-09,1.9569398546082084e-08
1949,3.926803215925645e-09,3.043272522873508e-08
1950,1.0635361480382244e-09,1.1698897850465073e-08
1951,2.1322803522849654e-09,3.0918066329377325e-08
1952,6.326882129314981e-09,2.741649041126948e-08
1953,0.0,2.0470272588113403e-08
1954,3.9090144454689835e-09,3.811289217559022e-08
1955,9.385607846468247e-10,4.1296673636281866e-08
1956,3.488456634670456e-09,2.3547081839936368e-08
1957,2.6505113104313693e-09,1.325255621908994e-08
1958,8.272243334772611e-09,3.391619740611418e-08
1959,1.5501495642666896e-09,3.022791617013354e-08
1960,5.536666680683311e-09,2.0070416439921246e-08
1961,2.779263708063695e-09,1.528595028332802e-08
1962,1.2683912808952869e-09,1.77574772664002e-08
1963,9.052474769788432e-09,4.332255842953714e-08
1964,3.0419841645645818e-09,1.0951143103454797e-08
1965,3.830430472806512e-09,2.0246559984116175e-08
1966,7.754704434148607e-09,2.3818021666066613e-08
1967,7.395503209828291e-09,7.395503320850594e-09
1968,2.6948494546985557e-09,1.4372530721118437e-08
1969,4.9959335557403506e-09,1.9983734195205827e-08
1970,1.793502701907812e-08,1.9314645882673176e-08
1971,1.4901353151408614e-08,2.877502514042618e-08
1972,5.130146973897354e-09,1.949455741279138e-08
1973,4.961883459664307e-09,2.7566018800939673e-08
1974,3.3753429495853027e-09,4.2191788784951e-08
1975,1.0851811893530794e-08,1.6563292959403952e-08
1976,5.142174186456572e-09,1.7711933197883667e-08
1977,1.1165885105413054e-08,5.171568062678489e-08
1978,4.8712847755538746e-08,2.673266052966028e-08
1979,2.3407893401383717e-09,1.6970723160092405e-08
1980,7.390696055153967e-09,2.672020760208227e-08
1981,6.325549417596221e-09,1.8976649196478235e-08
1982,3.7245013739806154e-09,8.690503427999374e-09
1983,6.315316269933646e-09,1.0736036948344463e-08
1984,2.8995041922996734e-09,7.538711266352749e-09
1985,3.0077789148208467e-09,9.624892882698077e-09
1986,1.7983456945813714e-09,1.3187867686781374e-08
1987,3.6664902225425067e-09,1.4665960890170027e-08
1988,3.597932174415064e-09,1.9788627569905515e-08
1989,2.7440609784434855e-09,1.81108031904742e-08
1990,2.724325487424295e-09,2.0704874259536155e-08
1991,0.0,1.699824869749733e-08
1992,1.1019888335184191e-09,1.5427843502724414e-08
1993,2.2156829704300662e-09,1.550978012687665e-08
1994,1.0549853213248639e-09,1.4769794165481187e-08
1995,1.626735190995987e-09,3.0907969517102174e-08
1996,5.338092190498855e-10,8.007138063703678e-09
1997,2.876936688878118e-09,1.1507746755512471e-08
1998,1.43043876743576e-09,1.2397135762398648e-08
1999,4.570201161957499e-10,9.140402212892695e-09
2000,0.0,8.83606254831193e-09
2001,8.762423564512289e-10,1.3581756164171566e-08
2002,2.1906108038649563e-09,1.9715496790695397e-08
2003,8.333845835650777e-10,7.91715315529018e-09
2004,4.404791253964646e-10,1.8940602330985712e-07
2005,2.702249757291497e-09,8.106749049829887e-09
2006,0.0,1.4824403926638752e-08
2007,0.0,1.0385646481703148e-08
2008,4.257439678578834e-10,1.4049550856043425e-08
2009,4.76819250749827e-10,1.8119131084404216e-08
2010,4.723793023408973e-10,1.2281861583307574e-08
2011,3.82397197240536e-10,2.0649448373433188e-08
2012,3.404252713057332e-10,1.7702114246676004e-08
2013,5.578250084070646e-10,2.370756213565528e-08
2014,8.661780737106994e-10,1.7540106256319632e-08
2015,2.2165753954528356e-10,2.194409687295007e-08
2016,8.285360175719347e-10,1.905632807108759e-08
2017,7.54683426862357e-10,1.911864622172743e-08
2018,7.744400121190154e-10,2.323320025254816e-08
2019,1.2754939326953263e-09,2.397928433595098e-08
