year,dix_DET oies_NOUN,dix_DET fois_NOUN
1872,6.047339295989218e-10,3.849736224026401e-06
1873,4.788803575905831e-09,4.0585108678214965e-06
1874,0.0,3.985661948036068e-06
1875,0.0,3.7670534709377534e-06
1876,1.209202959984168e-09,3.529663366919067e-06
1877,1.2369631985365004e-09,3.6082216468003026e-06
1878,4.831270938865373e-09,3.5860109335317247e-06
1879,0.0,3.7059167823372263e-06
1880,6.417846254436199e-10,3.67229158371174e-06
1881,6.972507571312292e-10,3.687759317472228e-06
1882,0.0,3.754302689173983e-06
1883,3.791603475633565e-09,3.7511596744366216e-06
1884,1.3203393933736152e-09,3.834925877299611e-06
1885,6.445635691854079e-10,3.4632400343070913e-06
1886,2.5813855497602844e-09,3.3267606553977203e-06
1887,0.0,3.2638093685477543e-06
1888,0.0,3.5589871316688004e-06
1889,0.0,3.7659737373019198e-06
1890,1.3108772956016423e-09,3.669145613116598e-06
1891,0.0,3.575937491007153e-06
1892,0.0,3.378101212092588e-06
1893,2.463366621796581e-09,3.600210227716616e-06
1894,0.0,3.4324483735304057e-06
1895,1.2037228991346183e-09,3.7393652974060387e-06
1896,0.0,3.5535496252236953e-06
1897,0.0,3.4074620529622734e-06
1898,0.0,3.4368848602639446e-06
1899,2.2110313580014918e-09,3.485690911020356e-06
1900,2.595526460424935e-09,3.5719636244380126e-06
1901,0.0,3.472283466976478e-06
1902,2.455141867585553e-09,3.1759716776491587e-06
1903,0.0,3.2860341008245086e-06
1904,2.6873125946735854e-09,3.2946452677151683e-06
1905,5.160759042333041e-10,3.2956606972334157e-06
1906,2.0576738091193647e-09,3.2614130489605486e-06
1907,4.114274698707732e-09,3.19679143956364e-06
1908,1.4734167219643268e-09,3.2867016415139005e-06
1909,4.400786735025974e-09,3.5360322740984884e-06
1910,0.0,3.1300690537250375e-06
1911,5.320374141248863e-10,3.2560689859906233e-06
1912,1.0418842455450772e-09,3.3527835441304887e-06
1913,1.060597942803554e-09,3.346186446151478e-06
1914,6.696743715117748e-10,3.1280490020435536e-06
1915,0.0,3.2102576241754832e-06
1916,0.0,3.381940736346678e-06
1917,0.0,3.918303562500114e-06
1918,0.0,3.576857579901116e-06
1919,1.8415696745321952e-09,3.461230264178994e-06
1920,0.0,3.186395112209084e-06
1921,1.5145494858259667e-09,3.1646510620930712e-06
1922,0.0,3.450660500448066e-06
1923,0.0,3.227248328130372e-06
1924,1.289162443462999e-09,2.9998811044151807e-06
1925,0.0,3.153177630110804e-06
1926,0.0,3.3828530803248213e-06
1927,0.0,3.636877110579917e-06
1928,0.0,3.1307352799103683e-06
1929,1.1140406375176326e-09,3.0513572113477494e-06
1930,0.0,3.2204049063011553e-06
1931,1.1405356659111021e-09,3.2619319085824827e-06
1932,0.0,3.197992867853827e-06
1933,0.0,3.0993728756811834e-06
1934,0.0,3.1547499474982033e-06
1935,1.196828414151696e-09,3.333167143182436e-06
1936,0.0,3.0711902425650806e-06
1937,0.0,3.030682137250551e-06
1938,5.186085783037697e-09,3.0027436466184554e-06
1939,0.0,3.1322216216267407e-06
1940,0.0,3.1824075676922803e-06
1941,0.0,3.1905742190474484e-06
1942,0.0,3.3710093703120947e-06
1943,0.0,3.1732360099567813e-06
1944,0.0,3.139282767961049e-06
1945,0.0,3.4311439094381058e-06
1946,0.0,3.5276079159984874e-06
1947,0.0,3.4177137280266834e-06
1948,0.0,3.3931161453892855e-06
1949,0.0,3.264155310489514e-06
1950,1.0635361480382244e-09,3.430967709050492e-06
1951,1.0661401761424827e-09,3.28797631254929e-06
1952,1.0544803918932644e-09,3.17293145712938e-06
1953,0.0,3.1922850638466116e-06
1954,0.0,3.192687529463001e-06
1955,0.0,3.093496445671917e-06
1956,1.744228317335228e-09,3.2433925127861585e-06
1957,0.0,3.1143508039122025e-06
1958,8.272243445794913e-10,3.3494313385062924e-06
1959,0.0,3.322745556033624e-06
1960,6.920833350854139e-10,3.103993648778669e-06
1961,0.0,3.1628021730512046e-06
1962,2.5367825617905737e-09,3.3155747871660424e-06
1963,6.466053248388448e-10,3.2045759468246615e-06
1964,6.083968329129164e-10,3.3851200953449734e-06
1965,0.0,3.005793359989184e-06
1966,0.0,3.1085288014764956e-06
1967,9.860671168482327e-10,3.114000051596122e-06
1968,2.245707841908029e-09,3.0635947467771985e-06
1969,2.2708788183223305e-09,3.024356516334592e-06
1970,0.0,2.7914260698480575e-06
1971,5.138397485282553e-10,2.8867517869457515e-06
1972,5.130146862875051e-10,2.7200039056651804e-06
1973,5.513203782392395e-10,2.7378570379710254e-06
1974,5.625571675160757e-10,2.6873355096768137e-06
1975,1.1422960355389478e-09,2.6295655857211386e-06
1976,3.9994687561772935e-09,2.717353481784812e-06
1977,3.526069214387917e-09,2.6327982993734622e-06
1978,1.1881182704343018e-09,2.667325546212851e-06
1979,0.0,2.7714945289858406e-06
1980,1.7055452605774235e-09,2.575941664417769e-06
1981,5.060439622894819e-09,2.7895672332078902e-06
1982,6.207502289967692e-10,2.7188859945681543e-06
1983,6.315316047889041e-10,2.6486436581762973e-06
1984,0.0,2.6466673830327636e-06
1985,6.015558051686298e-10,2.771969207060465e-06
1986,0.0,2.735883171567366e-06
1987,0.0,2.8091424155718414e-06
1988,0.0,2.8567583285621367e-06
1989,5.488122178931576e-10,2.897179797400895e-06
1990,0.0,2.855638015830664e-06
1991,0.0,2.684551077436481e-06
1992,3.856960972825618e-09,2.687199867068557e-06
1993,6.093128224193833e-09,2.7452312849618465e-06
1994,1.5824779264761446e-09,2.610561068649986e-06
1995,2.1689803286761844e-09,2.561565850101033e-06
1996,0.0,2.3978709080552107e-06
1997,9.58978896292706e-10,2.4439576122858853e-06
1998,5.2449422582867555e-09,2.5242476695552796e-06
1999,0.0,2.512696681833404e-06
2000,4.4180314962005696e-10,2.5439025463924736e-06
2001,0.0,2.3855698643160395e-06
2002,8.76244299341522e-10,2.4368353948034382e-06
2003,4.1669229178253886e-10,2.5543237143210717e-06
2004,1.7619165015858584e-09,2.575040973340492e-06
2005,4.5037495954858286e-10,2.550923696276186e-06
2006,4.1178899179428186e-10,2.715336663072776e-06
2007,3.994479469415779e-10,2.8404744369936452e-06
2008,1.7029758714315335e-09,2.756692097705127e-06
2009,9.53638501499654e-10,2.721684317918971e-06
2010,0.0,3.095501455163685e-06
2011,2.6767803529281764e-09,3.318825321230179e-06
2012,1.0212758416727752e-09,3.951316116967973e-06
2013,5.578250084070646e-10,3.84759800908796e-06
2014,4.330890368553497e-10,4.2388587644381914e-06
2015,8.866301581811342e-10,4.154527488253734e-06
2016,4.1426800878596737e-10,4.059412205492663e-06
2017,2.515611330355938e-10,3.553049438664857e-06
2018,5.162933414126769e-10,3.87839557447478e-06
2019,1.275493877184175e-09,3.943316983168188e-06
