year,espaces_NOUN in_ADJ,espaces_NOUN fines_ADJ
1991,2.344586080837985e-09,5.861465202094962e-10
1992,1.1019888335184191e-09,1.1019888335184191e-09
1993,1.661762283333701e-09,1.661762283333701e-09
1994,2.1099706426497278e-09,5.274926606624319e-10
1995,0.0,0.0
1996,0.0,0.0
1997,1.438468344439059e-09,4.79489448146353e-10
1998,1.43043876743576e-09,4.768129224785866e-10
1999,0.0,4.570201161957499e-10
2000,4.4180314962005696e-10,0.0
2001,8.762423564512289e-10,8.762423564512289e-10
2002,1.3143663935011318e-09,2.1906108038649563e-09
2003,2.083461403401543e-09,1.2500769308587678e-09
2004,4.404791253964646e-10,4.404791253964646e-10
2005,9.007499190971657e-10,1.8014998381943315e-09
2006,0.0,1.2353669198716943e-09
2007,7.988958938831558e-10,0.0
2008,8.514879357157668e-10,1.7029758714315335e-09
2009,9.53638501499654e-10,3.337734755248789e-09
2010,9.447586046817946e-10,4.723793023408973e-10
2011,3.82397197240536e-10,2.6767803529281764e-09
2012,6.808505426114664e-10,1.0212758416727752e-09
2013,0.0,1.6734750252211938e-09
2014,6.496335691608124e-10,8.661780737106994e-10
2015,2.2165753954528356e-10,8.866301581811342e-10
2016,1.0356699942093428e-09,2.0713400439298368e-10
2017,2.515611330355938e-10,1.0062445321423752e-09
2018,0.0,2.5814667070633845e-10
2019,0.0,1.02039510174734e-09
