year,très_ADV utile_ADJ,très_ADV futile_ADJ
1878,3.641570547330275e-07,1.2078177347163432e-09
1879,1.2621866325446263e-06,1.221865053580018e-09
1880,2.1865602590764865e-06,4.492492600149944e-09
1881,2.4947632617511317e-06,7.669758161910067e-09
1882,2.559661052004003e-06,4.6587693702804245e-09
1883,2.798835309292258e-06,3.791603475633565e-09
1884,2.766771155293668e-06,5.941527270181268e-09
1885,2.981106618449303e-06,1.933690763067375e-09
1886,2.7665999162707067e-06,3.872078213618124e-09
1887,3.0046112122761315e-06,0.0
1888,2.9934041538837164e-06,4.4384300679212174e-09
1889,2.943361211649176e-06,7.51816386923565e-09
1890,3.337493666322189e-06,3.9326319978272295e-09
1891,3.247665169681113e-06,2.5496880162734215e-09
1892,3.457084563507351e-06,1.3790726782758611e-08
1893,3.2424063682867654e-06,4.926733243593162e-09
1894,3.324692162465226e-06,8.822155450616265e-09
1895,3.2235698199656326e-06,1.023164486468886e-08
1896,3.285824439203111e-06,5.307326134129653e-09
1897,3.5659486350425595e-06,7.574727511894253e-09
1898,3.415383051930121e-06,1.2448380992680086e-08
1899,3.3519236524170992e-06,1.1055156790007459e-08
1900,3.3451147167795625e-06,4.15284251431558e-09
1901,3.4549584899679076e-06,2.235495566438317e-09
1902,3.1096828720933445e-06,5.4013122863239005e-09
1903,3.4242796189687397e-06,5.400220270956879e-09
1904,3.549402549651859e-06,7.524475265086039e-09
1905,3.5562789868492928e-06,4.64468330463319e-09
1906,3.56389095301779e-06,7.201858220895474e-09
1907,3.4904478241060133e-06,4.6285588695127444e-09
1908,3.347602831382801e-06,1.080505640516094e-08
1909,3.592142157060607e-06,1.320236009405562e-08
1910,3.4753011490806784e-06,2.137660271017694e-09
1911,3.44015396436248e-06,2.128149656499545e-09
1912,3.4762467748805648e-06,5.730363294986773e-09
1913,3.377474087074006e-06,1.1666577037772186e-08
1914,3.5486045106836173e-06,6.696743715117748e-10
1915,2.9004236523633153e-06,0.0
1916,2.919368597531502e-06,1.2086208478478966e-08
1917,3.0991116197753854e-06,0.0
1918,2.803824557418011e-06,3.44591288836682e-09
1919,2.6564641721904536e-06,4.603924352863942e-09
1920,2.9577136011482708e-06,3.786115865267448e-09
1921,3.001837033167476e-06,6.058197943303867e-09
1922,2.8744436271210816e-06,5.902348387820666e-09
1923,2.677342020973583e-06,2.1231896241147297e-09
1924,2.8619405370022832e-06,6.445812328337297e-09
1925,2.7781398408421865e-06,2.1996355847875293e-09
1926,2.677302525455616e-06,3.343841648018042e-09
1927,2.836362696712058e-06,3.3447675740205796e-09
1928,2.880505011404466e-06,6.8556245125250825e-09
1929,2.9054179879750563e-06,1.1140406375176326e-09
1930,3.0533976342894675e-06,2.100720708497761e-09
1931,3.081727392384437e-06,2.2810713318222042e-09
1932,3.0675742443975196e-06,3.287861094491973e-09
1933,2.9571366049196968e-06,1.1470662197865522e-09
1934,2.796500911728117e-06,1.1981580172459871e-09
1935,3.020794913766167e-06,1.196828414151696e-09
1936,2.83112075649683e-06,2.424942913137329e-09
1937,2.8896615198448217e-06,2.5182236296217297e-09
1938,2.9858889671885436e-06,3.8895642262559704e-09
1939,2.8829284559606094e-06,0.0
1940,2.75893180301523e-06,0.0
1941,2.192966331193702e-06,0.0
1942,2.2817272302688707e-06,1.2136847082899749e-08
1943,2.113555257921007e-06,5.806470415592457e-09
1944,2.0018148774170186e-06,6.4263723231761105e-09
1945,2.0739359527510715e-06,4.357008087652048e-09
1946,2.373548348089116e-06,1.5313215584455975e-08
1947,2.4330498682445523e-06,8.344609447874518e-09
1948,2.4179078685904187e-06,9.784699273041042e-09
1949,2.2608569985038685e-06,7.853606653895895e-09
1950,2.5620585155650133e-06,5.317680518146517e-09
1951,2.956406682130819e-06,7.462981344019681e-09
1952,2.7648476077501982e-06,1.0544803918932644e-09
1953,2.769951105818791e-06,6.464296653518886e-09
1954,2.645425496439202e-06,4.886268278880834e-09
1955,2.783771272163449e-06,8.447047505910632e-09
1956,2.906756542131461e-06,1.744228317335228e-09
1957,2.909377890603082e-06,8.835037701437898e-10
1958,2.7670654745293177e-06,1.4890038535497752e-08
1959,2.9445090810042984e-06,3.8753737996444215e-09
1960,2.7600283516449053e-06,1.038124963770315e-08
1961,2.8716742193068967e-06,1.667558180429296e-08
1962,2.7758744067796215e-06,2.5367825617905737e-09
1963,2.7513055620431714e-06,9.052474325699222e-09
1964,2.7968002420664106e-06,6.6923653285755336e-09
1965,3.004698939435002e-06,7.1136563306595235e-09
1966,2.7412880676536133e-06,6.092982118843793e-09
1967,2.708726327682598e-06,2.9582012395223956e-09
1968,2.6360120273238863e-06,3.1439910674890825e-09
1969,2.654657535572369e-06,5.450109252791435e-09
1970,2.8456911458363265e-06,1.5635665207014426e-08
1971,2.590266234392402e-06,4.624557625731995e-09
1972,2.6912749504504063e-06,3.5911027485013847e-09
1973,2.633657338435569e-06,7.1671650836435674e-09
1974,2.5061921782310037e-06,1.1251143350321513e-09
1975,2.6038638729630748e-06,3.4268881066168433e-09
1976,2.5402340853020178e-06,9.141642998145016e-09
1977,2.573442785092084e-06,4.7014254711541525e-09
1978,2.2734642186605925e-06,1.0099005187669263e-08
1979,2.415694538626667e-06,4.681578680276743e-09
1980,2.5418308737812367e-06,2.8425752862659692e-09
1981,2.4182576225939556e-06,5.060439622894819e-09
1982,2.5028649695002514e-06,6.2075020679230875e-09
1983,2.6101202124095835e-06,6.315316269933646e-09
1984,2.5585225316149263e-06,7.538710988796993e-09
1985,2.3274193026168177e-06,6.015557829641693e-09
1986,2.5686369724553515e-06,5.994485352545098e-09
1987,2.4657145836215477e-06,3.0554083707556856e-09
1988,2.435800265487842e-06,4.797243047249822e-09
1989,2.6787525087001995e-06,5.488122178931576e-10
1990,2.382150153579232e-06,1.3076762783725826e-08
1991,2.5315668992220708e-06,8.7921980806982e-09
1992,2.1356542738715234e-06,4.958949695321735e-09
1993,2.224545788465093e-06,1.661762283333701e-09
1994,2.478687967766291e-06,5.274926717646622e-09
1995,2.1575932187545277e-06,2.7112254663563817e-09
1996,2.297514772209297e-06,3.736664311304594e-09
1997,2.272300509531533e-06,3.835915585170824e-09
1998,2.2472194132205914e-06,3.337690568372409e-09
1999,2.319377156112523e-06,3.1991407301035224e-09
2000,2.2028305544097293e-06,5.3016377954406835e-09
2001,2.308022306607427e-06,3.066848330846028e-09
2002,2.389518222400966e-06,1.752488598683044e-09
2003,2.2713897180892673e-06,8.333845613606172e-09
2004,2.3327773526204965e-06,3.523833003171717e-09
2005,2.5099397475969454e-06,6.305249655724765e-09
2006,2.3834346833950804e-06,7.000412693969338e-09
2007,2.3799109101219074e-06,8.787854888225866e-09
2008,2.5412657933543414e-06,5.960415716543821e-09
2009,2.5319101837339986e-06,4.76819250749827e-09
2010,2.583442437753547e-06,4.2514138876015295e-09
2011,3.336415595356357e-06,2.2943831279320648e-09
2012,3.1812741667636146e-06,2.382976926895708e-09
2013,2.8730776548968606e-06,4.741512515948898e-09
2014,2.7009597829419363e-06,4.7639794331644225e-09
2015,2.6002646933420692e-06,4.211493376260478e-09
2016,2.5819254716452633e-06,5.3854840587064245e-09
2017,2.5966139176603065e-06,5.0312225496895735e-09
2018,2.709249379506673e-06,8.002547069452248e-09
2019,2.7573627363608466e-06,6.632568272380013e-09
