year,grands_ADJ arts_NOUN,grands_ADJ phares_NOUN
1906,2.3148830408104004e-08,1.4918134283448126e-08
1907,1.337139288182243e-08,7.71426478252124e-09
1908,2.2101250385375693e-08,1.3260750719723546e-08
1909,2.3654230019154454e-08,1.1552065082298668e-08
1910,1.870452770447173e-08,7.481810726517324e-09
1911,1.276889793899727e-08,4.0434844805758985e-08
1912,1.4586379215586476e-08,1.1981668990301841e-08
1913,1.4318072560914885e-08,9.545381374209683e-09
1914,1.4063162190325329e-08,1.808120764223986e-08
1915,1.1780761921542648e-09,2.1205371680821372e-08
1916,7.69122365795738e-09,2.307367097387214e-08
1917,7.676496771580332e-09,2.8512703309502285e-08
1918,1.1486376294556067e-08,1.378365155346728e-08
1919,1.749491218561161e-08,6.4454939163738345e-09
1920,9.086678076641874e-09,1.0601124422748853e-08
1921,8.330022005509363e-09,1.3630945261411398e-08
1922,2.2133805899215986e-08,1.3280283539529592e-08
1923,1.9108706617032567e-08,2.3355084977083607e-08
1924,2.1915761649893284e-08,1.4180787211159895e-08
1925,5.499089184013428e-09,1.4297631523163545e-08
1926,2.2292276136148814e-08,2.229227646921572e-08
1927,1.5608915049369898e-08,2.0068604555945058e-08
1928,2.0566874425753667e-08,1.9424270192303084e-08
1929,2.1166771446701205e-08,2.0052731031228177e-08
1930,1.6805765667982087e-08,2.3107928015519974e-08
1931,1.4826963656844327e-08,2.5091784650044247e-08
1932,1.4247397484012936e-08,2.1919072779041926e-08
1933,3.4411986149507356e-08,2.1794258842078307e-08
1934,2.036868629318178e-08,1.4377896206951846e-08
1935,1.3165112555668657e-08,3.590485242455088e-09
1936,7.274828739411987e-09,4.849885826274658e-09
1937,7.554670666820584e-09,1.888667711114067e-08
1938,2.5930429359277696e-08,1.1668692678767911e-08
1939,2.2941076593951948e-08,4.588215141154706e-09
1940,2.2822046474857416e-08,2.2822046474857416e-08
1941,1.4757512545315876e-08,2.066051862925633e-08
1942,6.068423541449874e-09,1.517105907566929e-08
1943,8.709705845433291e-09,2.6129116648121453e-08
1944,2.2492303131116387e-08,1.6065930807940276e-08
1945,1.742803190651898e-08,1.742803235060819e-08
1946,1.6705326011390298e-08,1.1136883415474585e-08
1947,2.1457568166738383e-08,1.549713246618012e-08
1948,1.7395020757149382e-08,1.195907639583993e-08
1949,3.2396128224476683e-08,1.2762110479513922e-08
1950,3.509669355139522e-08,1.2762433776458693e-08
1951,2.1322803078760444e-08,8.529121409139861e-09
1952,3.690681538159879e-08,1.4762725264461096e-08
1953,2.2625037843226892e-08,5.386913581872932e-09
1954,2.6385848173049453e-08,7.818028890937967e-09
1955,1.9709776921672528e-08,8.447047505910632e-09
1956,2.7907653077363648e-08,3.488456634670456e-09
1957,3.35731449863097e-08,4.417518795207798e-09
1958,1.4890038535497752e-08,9.099467845885556e-09
1959,3.100299039715537e-08,8.525822714489095e-09
1960,2.2146666722733244e-08,6.920833239831836e-09
1961,1.32015025577914e-08,5.55852741612739e-09
1962,2.029426049432459e-08,5.0735651235811474e-09
1963,2.9743845164631466e-08,9.052474325699222e-09
1964,9.125952438182594e-09,6.6923653285755336e-09
1965,1.3132904541635071e-08,1.094408652591028e-08
1966,2.0494576702390077e-08,1.2185964237687585e-08
1967,1.4297973249810525e-08,9.367637332502454e-09
1968,1.7067380397861598e-08,8.533690198930799e-09
1969,1.816703096291228e-08,8.629339909305145e-09
1970,1.609553734738256e-08,1.1956685419534097e-08
1971,2.1581270104320538e-08,1.284599360218408e-08
1972,1.692948464748767e-08,8.721249500354133e-09
1973,1.2129048487796723e-08,1.1577728109557484e-08
1974,1.2376257352286757e-08,6.1881286761433785e-09
1975,1.8847885030481848e-08,7.4249242310031605e-09
1976,1.3712464830284432e-08,6.8562320265641574e-09
1977,1.9981057530760182e-08,8.22749424145286e-09
1978,2.257424647211792e-08,1.7227714366185864e-08
1979,1.0533551808578068e-08,8.192762912528906e-09
1980,1.364436125195212e-08,9.096241093686785e-09
1981,1.8976649196478235e-08,6.325549417596221e-09
1982,1.1794254684005523e-08,9.311253101884631e-09
1983,1.3893695527400496e-08,8.841442245000053e-09
1984,1.1598016769198694e-08,1.1598016769198694e-08
1985,1.3835783185811579e-08,1.3234227935754461e-08
1986,1.6185110141009318e-08,8.392279760016663e-09
1987,1.4054879038383206e-08,6.110816741511371e-09
1988,1.739000587974715e-08,7.195864348830128e-09
1989,2.359892548042808e-08,1.0427432250992297e-08
1990,1.52562225630426e-08,1.0352437129768077e-08
1991,1.1136784217047335e-08,1.817054240405014e-08
1992,2.3692759532067953e-08,1.597883780846132e-08
1993,8.308811416668505e-09,1.1078414630105726e-08
1994,1.3714808788645172e-08,1.160483886764041e-08
1995,1.4640617607142303e-08,1.3556126887692699e-08
1996,2.4555223188116315e-08,5.871901187504136e-09
1997,1.2946214766884623e-08,6.233362714880286e-09
1998,1.2397135762398648e-08,1.0489884516573511e-08
1999,1.3710603319339043e-08,1.0054442611817649e-08
2000,1.0161472552283612e-08,1.3254094710646314e-08
2001,1.0076787404500465e-08,2.2782300490575835e-08
2002,1.3143664823189738e-08,1.9715496790695397e-08
2003,1.7917768602160322e-08,8.750538071922165e-09
2004,2.8631143678126136e-08,1.1011977996133737e-08
2005,9.007498968927052e-09,1.6663873836364473e-08
2006,1.2765459078689645e-08,1.2353670086895363e-08
2007,1.3181782249072072e-08,1.1983438241713884e-08
2008,1.2346575317678798e-08,4.6831836186811415e-09
2009,7.629108011997232e-09,1.0013204487790972e-08
2010,9.919965293647692e-09,1.5588517143783065e-08
2011,1.0324724186716594e-08,1.1471915861704929e-08
2012,6.468080293586809e-09,1.3957436095779485e-08
2013,3.904775169871755e-09,1.338780020176955e-08
2014,8.445236510112863e-09,1.5591204771681078e-08
2015,7.093041265449074e-09,1.3077794847049518e-08
2016,1.1806638333666797e-08,1.3670844012381167e-08
2017,6.792150397672003e-09,7.798394818792076e-09
2018,1.4714360396794746e-08,1.1100306451794495e-08
2019,8.673358642408147e-09,9.183556137770665e-09
