year,petites_ADJ âmes_NOUN,petites_ADJ ames_NOUN,petites_ADJ femmes_NOUN
1840,4.713569623504554e-08,1.9109066329292546e-08,3.05745047057826e-08
1841,1.0144466955352982e-07,8.988767952189392e-09,5.072233477676491e-08
1842,7.915753030829364e-08,1.408735705865638e-08,4.695785449371215e-08
1843,1.1459407289748924e-07,1.2995204023980023e-08,5.9069112268161916e-08
1844,1.0153838303494922e-07,1.1525978393933656e-08,3.951764071530306e-08
1845,9.263178668561522e-08,4.464182357111213e-09,4.8547981634783355e-08
1846,8.957387209740375e-08,9.367202569166011e-09,3.2785209214125643e-08
1847,6.094342541729247e-08,3.235934187273415e-09,4.260646591092154e-08
1848,8.367030801537112e-08,1.045878850192139e-08,4.907585093860689e-08
1849,8.379414850878675e-08,8.379414717651912e-09,2.76520690789539e-08
1850,4.6844071732721204e-08,1.0183494048021657e-08,4.955967014552698e-08
1851,7.28786559989203e-08,8.384270389072412e-09,2.8377531435808123e-08
1852,4.817803755940986e-08,6.510545436100301e-10,5.3386474130334705e-08
1853,6.270528274399112e-08,2.9859659189668264e-09,7.405195390219887e-08
1854,6.546537423268717e-08,1.5586992863081406e-08,5.195664343204953e-08
1855,8.862585332281014e-08,9.021793090369101e-09,5.413075854221461e-08
1856,8.076415536351078e-08,1.0354378465748937e-09,5.280732978674152e-08
1857,8.347380742179666e-08,1.4644527479568126e-08,1.137391620886774e-07
1858,1.0276719564217274e-07,1.0276719697444037e-08,8.955426977763636e-08
1859,1.0235268632641237e-07,1.018434669930457e-08,5.448625373105642e-08
1860,1.0252891691209243e-07,6.408057640072684e-09,8.559334219171433e-08
1861,8.394415118573306e-08,4.715963841661619e-09,5.75347591791342e-08
1862,1.1837123994884458e-07,3.614389038064658e-09,5.3312238179614724e-08
1863,8.840478926686046e-08,4.4951587452324304e-09,4.4951587341302e-08
1864,1.1459399473778831e-07,9.58945578499737e-09,6.616724590458034e-08
1865,9.319551708131257e-08,2.8241067262513297e-09,6.730787305286867e-08
1866,8.417510183322818e-08,4.865612801552288e-09,4.670988451582758e-08
1867,7.133633062039735e-08,4.85281148598915e-10,1.014237582808164e-07
1868,1.007734308222652e-07,1.4819622196071691e-09,8.101393689230463e-08
1869,1.289249057512265e-07,9.767038289254515e-10,1.0108884396231588e-07
1870,1.0206606759766146e-07,2.2936195165357276e-09,6.995539791887495e-08
1871,6.478918379571041e-08,2.1242354542039266e-09,9.452847393731645e-08
1872,4.656451224605007e-08,5.442605366390296e-09,9.433849423867713e-08
1873,5.6268440573603584e-08,1.1972008939764578e-09,9.338167250572127e-08
1874,6.691562504101967e-08,4.779687312606029e-09,9.141152013114606e-08
1875,6.636971505713518e-08,1.1443054281912168e-09,7.8957071991681e-08
1876,9.37132327294421e-08,2.418405919968336e-09,1.0640985825816074e-07
1877,6.308512467967375e-08,4.329371083855449e-09,9.09167958695889e-08
1878,7.428079129567777e-08,8.4547240319921e-09,7.307297522629597e-08
1879,6.353698012162567e-08,5.498392852132383e-09,9.958200386517291e-08
1880,1.0717803178295071e-07,1.2835692508872398e-09,1.0076018908122819e-07
1881,9.691785574084122e-08,5.5780060570498335e-09,1.234133813476923e-07
1882,5.723631346654656e-08,1.9966155395678697e-09,2.0099263364770081e-07
1883,8.404720680532662e-08,1.2638677882037541e-09,1.497683363993474e-07
1884,5.0172896948197376e-08,6.601696966868076e-10,1.4259665981342096e-07
1885,5.027595945117369e-08,6.445635691854079e-10,1.276235883640453e-07
1886,6.776136785013875e-08,1.2906927748801422e-09,1.2713323283009004e-07
1887,6.20247837535004e-08,1.3057849246322917e-09,1.6061154428648194e-07
1888,8.559830178000993e-08,1.9021844099853524e-09,2.7454860651587865e-07
1889,8.019375030698939e-08,4.385595886446936e-09,2.1426767204957287e-07
1890,9.37277233603595e-08,1.3108772956016423e-09,1.5402808628550702e-07
1891,9.688814495145692e-08,1.912266012205066e-09,1.778407421326733e-07
1892,9.089342967172342e-08,6.268512375839919e-10,1.8304055804385655e-07
1893,9.422377278411886e-08,1.108515002012922e-08,1.761307119041433e-07
1894,1.1657847864832149e-07,5.671385361338821e-09,2.060603350173551e-07
1895,1.149555393098467e-07,3.611168697403855e-09,1.7213237590851804e-07
1896,1.3975958679246503e-07,1.769108692872834e-09,1.6806532432411814e-07
1897,1.0371550374088656e-07,6.992056045262984e-09,2.0451764459750166e-07
1898,1.6805314251300274e-07,1.3014216371232123e-08,1.991740883333648e-07
1899,1.5753597892853577e-07,4.9748205555033564e-09,2.1944486761071857e-07
1900,1.515787526606971e-07,1.0901211378033793e-08,2.419030797895516e-07
1901,2.0287122826090354e-07,1.2295225559899592e-08,2.375213985494895e-07
1902,1.0213390755353657e-07,3.928227076954727e-09,2.3372951218902926e-07
1903,1.0746438294795269e-07,9.18037423858209e-09,2.0034816872183114e-07
1904,1.6070129849055093e-07,4.299700151477737e-09,2.214345649065308e-07
1905,1.3985656899251353e-07,8.25721468977747e-09,2.110750417227969e-07
1906,1.846762232027288e-07,8.230695236477459e-09,2.1194040122907154e-07
1907,1.3679963650758964e-07,3.0857060240307987e-09,1.938851954541576e-07
1908,2.062783472922547e-07,1.4243028090277221e-08,2.318175704729697e-07
1909,1.6612969933049726e-07,8.801573803118856e-09,2.2113954400992952e-07
1910,1.635310069580953e-07,1.4963621897123858e-08,2.9339387097593317e-07
1911,1.872771671074247e-07,5.320374141248863e-10,2.2239164021442548e-07
1912,1.7503654792250245e-07,1.7191089607404564e-08,2.4640562568123414e-07
1913,1.8136224411158253e-07,7.424185544113726e-09,2.2643765579255515e-07
1914,1.7411533043132366e-07,1.0714790055210699e-08,2.484491992693627e-07
1915,1.73177198803387e-07,3.5342285764627945e-09,1.6964297344657098e-07
1916,1.494294876724922e-07,3.2962386153911893e-09,1.8788559530413806e-07
1917,1.8423593461935894e-07,2.1932848870420685e-09,2.2590834003466398e-07
1918,1.7918746308964728e-07,5.743188147278033e-09,3.043889789111631e-07
1919,1.638997026986999e-07,1.0128633376460527e-08,2.596613125072089e-07
1920,1.5750242576828555e-07,8.329454903588385e-09,2.2110916120254842e-07
1921,1.7947411468099972e-07,9.844571380313027e-09,2.536870491454124e-07
1922,1.704303151939257e-07,8.115729033253416e-09,3.408606292776284e-07
1923,1.783479284256373e-07,1.4862327368803108e-08,3.057392943262016e-07
1924,1.6501279187508544e-07,7.734974549755691e-09,2.565433225854008e-07
1925,1.8256975509167717e-07,1.649726732999568e-08,2.584571916486311e-07
1926,1.8168205162538698e-07,1.783382086451013e-08,2.6862192825660713e-07
1927,2.2967402735218911e-07,1.0034302388994831e-08,3.24442444687989e-07
1928,1.2111603542308558e-07,4.5704163786908225e-09,2.9250666733204866e-07
1929,1.4816740079304225e-07,2.2280812750352652e-09,2.551153155394559e-07
1930,1.554533366476818e-07,5.251801771244402e-09,1.701583803859208e-07
1931,1.0606981515337566e-07,2.2810713318222042e-09,1.6993981066804054e-07
1932,1.304184875650094e-07,1.2055490605789032e-08,1.709687724726905e-07
1933,9.750062757163391e-08,9.176529758292418e-09,1.9156006514364776e-07
1934,1.1981579994824187e-07,1.1981580172459871e-09,1.317973872261291e-07
1935,1.2087967604657024e-07,2.393656828303392e-09,2.0705131742460026e-07
1936,7.032334670142859e-08,1.576212893539264e-08,1.2367209478725272e-07
1937,1.2591117970472965e-07,2.5182236296217297e-09,1.460569647449006e-07
1938,6.223302762009553e-08,9.07565012031597e-09,1.413208359224427e-07
1939,1.208229933880034e-07,9.176430282309411e-09,1.3152884026368383e-07
1940,7.353770370421842e-08,2.5357829169792012e-09,9.63597486247636e-08
1941,8.264207496111453e-08,2.9515025978810172e-09,1.387206172154265e-07
1942,1.6688164339306866e-07,6.068423541449874e-09,1.5777901296587515e-07
1943,1.2193587672904016e-07,2.9032352077962287e-09,1.1032293700807827e-07
1944,7.069009200222354e-08,9.639558484764166e-09,2.0564391789434922e-07
1945,1.241747327185294e-07,2.178504043826024e-09,1.3071024218547223e-07
1946,1.0301617248131834e-07,4.1763312808029696e-09,1.5870058778233442e-07
1947,1.3828210887467662e-07,9.536696765621855e-09,1.4066627329611947e-07
1948,1.2611390332040173e-07,0.0,1.58729567489857e-07
1949,1.070053921026215e-07,6.8719057111366055e-09,1.1584069958825438e-07
1950,1.2656080095041489e-07,3.616022947738884e-08,1.5208566295221715e-07
1951,8.422507624672448e-08,5.224086763178093e-08,1.3220137651259734e-07
1952,8.330395040445637e-08,6.326882351359586e-09,1.7082581926786133e-07
1953,6.141081443367113e-08,4.3095309543161875e-09,9.480967833042087e-08
1954,6.743050007251838e-08,0.0,1.2508846225500747e-07
1955,7.414630509572362e-08,7.508486277174597e-09,1.520468515536777e-07
1956,1.0378158399326765e-07,0.0,1.6657380652596032e-07
1957,6.979679767482594e-08,2.6505113104313693e-09,1.1838950308984408e-07
1958,1.0340304523737132e-07,5.790570412056439e-09,1.0174859310652096e-07
1959,6.820658227102427e-08,1.4726420971555854e-08,1.325377940730732e-07
1960,7.75133354169455e-08,2.0762500052562416e-09,1.4533749692624554e-07
1961,9.449496340963037e-08,3.4740795795684676e-09,1.3965799894322117e-07
1962,1.1098423513544731e-07,1.1415521861124489e-08,1.1542360756067183e-07
1963,8.211887925213546e-08,6.466053248388448e-09,8.793832662057355e-08
1964,8.335036461026846e-08,3.0419841090534305e-09,1.2289615541893895e-07
1965,1.061576426764077e-07,7.660860668057268e-09,1.8276625368685018e-07
1966,9.527208921777941e-08,5.539074754423723e-09,2.2820988432314948e-07
1967,8.726693634386606e-08,1.1832804958089582e-08,1.173419875710735e-07
1968,1.2441221364234423e-07,2.560107012494761e-08,1.863937599821952e-07
1969,8.901845349740256e-08,8.175163879187153e-09,1.4034031270426794e-07
1970,6.438215083282017e-08,2.2993624781975086e-09,1.264649334142831e-07
1971,8.992195454915475e-08,4.624557736754298e-09,1.5209656845094344e-07
1972,6.053573353703712e-08,1.2312352526411274e-08,9.542073087231984e-08
1973,6.891504811257221e-08,2.7566018356850464e-09,1.2790632331061147e-07
1974,3.937900233674796e-08,1.1251143350321513e-09,1.1476165984181108e-07
1975,3.426888239843606e-08,1.7134440533084216e-09,9.652401855575476e-08
1976,4.570821388050206e-08,2.285410694025103e-09,1.0912836656551406e-07
1977,2.9971587545141176e-08,1.7630345516828072e-09,1.463318741734554e-07
1978,4.811878939747771e-08,4.1584139465200565e-09,1.0514846870979255e-07
1979,4.3889801348839796e-08,3.511183899185255e-09,1.5624769111877157e-07
1980,4.2638629071944933e-08,1.7055452050662723e-09,1.216622262933953e-07
1981,4.3013736572561356e-08,1.897664808625521e-08,1.309388735770689e-07
1982,5.6488270616661396e-08,8.069752754913395e-09,1.3904805662434683e-07
1983,5.810090897284681e-08,6.315315936866739e-09,1.1114956310898094e-07
1984,6.088958781624854e-08,4.639206796497319e-09,1.211992808336504e-07
1985,4.992913327228621e-08,2.4062232206745193e-09,1.2211583433341389e-07
1986,9.411342294374236e-08,5.994485463567401e-10,1.390720678617896e-07
1987,4.8886534653735936e-08,3.055408426266837e-09,1.1182794779074356e-07
1988,4.977139755890647e-08,5.996553809062277e-10,1.0913728232253561e-07
1989,5.762528199060313e-08,1.0976244357863152e-09,1.0921362947335922e-07
1990,4.8492994286775115e-08,2.7243255429354463e-09,1.2586383268953227e-07
1991,7.150987713089307e-08,1.7584395606284886e-09,1.441920458589152e-07
1992,4.077358695120381e-08,4.407955445095979e-09,9.972998782359355e-08
1993,5.151463078334473e-08,6.647048800267896e-09,1.0801454752851214e-07
1994,5.485923848524976e-08,1.0549853213248639e-09,9.494868158377301e-08
1995,5.530900004657724e-08,2.7112253553340793e-09,9.65196222391107e-08
1996,8.274043228340133e-08,9.074756945892659e-09,9.661946620553863e-08
1997,8.966452957892557e-08,4.794894592485832e-09,1.1507746522365636e-07
1998,6.627699811190269e-08,2.3840646123929332e-09,1.0299159347582076e-07
1999,6.03266558929505e-08,3.1991407301035224e-09,1.2156734774393385e-07
2000,5.5225394923752447e-08,3.976228457602815e-09,1.2635570667551832e-07
2001,6.046072398291358e-08,2.190605918883648e-09,1.0383471771291397e-07
2002,5.7832122812850884e-08,3.943099347036849e-09,1.209217108666394e-07
2003,4.41693819297484e-08,4.166923028847691e-09,1.3709175883391822e-07
2004,5.0655098116081376e-08,4.1845516746130684e-08,1.515248224670529e-07
2005,5.1342747164895286e-08,2.702249757291497e-09,1.1619673701002142e-07
2006,6.835697019536013e-08,2.8825228315376705e-09,1.2106596436467498e-07
2007,4.7534305047669534e-08,3.994479441660204e-09,9.946253670678473e-08
2008,5.321799631530233e-08,3.4059516873519158e-09,1.1495086926771592e-07
2009,5.292693661118619e-08,9.53638501499654e-10,1.3350939576106668e-07
2010,4.6765552763616824e-08,2.3618964561933353e-09,1.1951196621229343e-07
2011,6.19483466746118e-08,7.64794394481072e-10,1.3536861487306595e-07
2012,6.025527238273654e-08,1.7021263287730903e-09,1.6782965273076655e-07
2013,7.781658617478371e-08,1.1156500168141292e-09,1.726468339402487e-07
2014,7.925529610375293e-08,0.0,2.3148608963019512e-07
2015,9.974589387784505e-08,2.2165753954528356e-10,2.2764229523630775e-07
2016,1.0791681859245728e-07,6.214020242811813e-09,2.1997630939019075e-07
2017,7.697770831871509e-08,1.7609279590047322e-09,1.529491721052878e-07
2018,7.847659100335136e-08,7.744400121190154e-10,1.8431672232921414e-07
2019,8.979476584514146e-08,0.0,1.9055877831242185e-07
