year,qualités_NOUN in_ADJ,qualités_NOUN fines_ADJ
1800,0.0,6.288328968651058e-09
1801,4.7623651688866175e-09,0.0
1802,4.475680270843441e-09,2.2378401354217203e-09
1803,3.900678446910888e-09,1.950339223455444e-09
1804,4.943701892301533e-09,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,2.8469551160981155e-09,5.693910232196231e-09
1808,4.5321479902327155e-09,2.2660739951163578e-09
1809,0.0,6.7770917766551975e-09
1810,4.680253518074551e-09,4.680253518074551e-09
1811,0.0,0.0
1812,2.6672082320544632e-09,5.3344164641089264e-09
1813,2.8757416448144113e-09,1.1502966579257645e-08
1814,0.0,0.0
1815,0.0,0.0
1816,2.3176038865813098e-09,4.6352077731626196e-09
1817,3.113746815941454e-09,1.556873407970727e-09
1818,1.1921177378582115e-09,1.0729059418679299e-08
1819,2.070210003424222e-09,0.0
1820,2.3732962262101864e-09,2.3732962262101864e-09
1821,7.88919063410276e-09,1.1833785507064931e-08
1822,1.0025615893027862e-09,0.0
1823,2.9648061783404955e-09,4.941343334508019e-09
1824,1.6842225392110777e-09,2.5263338088166165e-09
1825,1.7610886082763955e-09,0.0
1826,5.284790383086602e-09,0.0
1827,9.217273055917019e-10,3.594736597278825e-08
1828,8.255071293206129e-09,7.337841001486822e-09
1829,5.143905745796928e-09,7.715858174606183e-09
1830,0.0,9.39315203396518e-09
1831,4.677361609140007e-09,7.795603274018958e-09
1832,4.058990921151917e-09,1.3529969367098715e-09
1833,2.3167257001688313e-09,2.3167257001688313e-09
1834,1.8669061851994684e-09,1.8669061851994684e-09
1835,4.5378527602224494e-09,2.4958190181223472e-08
1836,1.3441500135158435e-09,3.1587525484155776e-08
1837,2.0873671680021744e-09,2.2961039292113128e-08
1838,1.2624323808552163e-09,4.418513555037862e-09
1839,6.9914751765765e-10,4.824117993962318e-08
1840,6.369688665408546e-10,1.7198159341091923e-08
1841,1.926164561183441e-09,6.22793194793303e-08
1842,1.341653010911159e-09,2.4820581145945653e-08
1843,0.0,1.1223130869097986e-08
1844,1.097712254427563e-09,7.683985892015244e-09
1845,4.464182357111213e-09,7.812318791877715e-09
1846,1.7563503984519002e-09,3.6297908678761814e-08
1847,1.6179670936367074e-09,2.8044762956369595e-08
1848,8.045221711050488e-10,3.378993085334514e-08
1849,8.379414939696517e-10,1.4245005175439474e-08
1850,1.3577992064028876e-09,1.2220192857625989e-08
1851,2.579775504329973e-09,2.902247508984601e-08
1852,0.0,3.6459056218518526e-08
1853,2.9859659189668264e-09,1.6721408258035808e-08
1854,1.0391328908454511e-09,4.520228102933288e-08
1855,1.0613874223963649e-09,2.0166361025530932e-08
1856,6.73034605824796e-09,4.141751475117417e-08
1857,4.881509085841174e-10,3.417056504417815e-08
1858,2.936205500958522e-09,1.468102794888182e-08
1859,0.0,3.055303920973529e-08
1860,4.577183909670879e-10,6.59114505197067e-08
1861,4.715963730639317e-10,4.433005784676425e-08
1862,1.8071945051545413e-09,4.111367601922211e-08
1863,1.9978483312144135e-09,3.646073309937492e-08
1864,9.589455896019672e-10,3.212467802882202e-08
1865,1.4120533631256649e-09,2.6358328852893465e-08
1866,1.4596839292835284e-09,1.2650593461671633e-08
1867,9.7056229719783e-10,3.736664666575962e-08
1868,4.939874287401835e-09,5.8290513749170714e-08
1869,9.767038289254515e-10,1.953407746668745e-08
1870,1.1468097582678638e-09,1.3761717099214366e-08
1871,2.1242354542039266e-09,1.911811864374613e-08
1872,5.442605477412599e-09,9.071008832961525e-09
1873,1.7958012854535355e-09,2.334541804316359e-08
1874,2.3898436563030145e-09,1.7923827755339516e-08
1875,1.716458086775674e-09,2.689117728493784e-08
1876,3.02300739996042e-09,3.4462285469771814e-08
1877,1.2369631985365004e-09,3.030559980743419e-08
1878,4.831270938865373e-09,4.166971123709118e-08
1879,6.109325489944695e-09,2.077170613290491e-08
1880,4.492492600149944e-09,4.428314070992201e-08
1881,3.4862537301449947e-09,6.275256936305595e-08
1882,1.3310770263785798e-09,4.858431168486277e-08
1883,1.2638677882037541e-09,3.981183382961717e-08
1884,3.300848483434038e-09,3.498899303622238e-08
1885,1.2891271383708158e-09,4.254119545521462e-08
1886,1.936039106809062e-09,4.4528899678653033e-08
1887,1.3057849246322917e-09,1.1099172247952538e-08
1888,0.0,1.9655905347804037e-08
1889,0.0,2.380751951136517e-08
1890,2.6217545912032847e-09,2.5562107097698572e-08
1891,1.2748440081367107e-09,2.5496881050912634e-08
1892,1.2537024751679837e-09,1.3790726782758611e-08
1893,1.847525021858587e-09,2.0938616174248637e-08
1894,0.0,1.7014155417882648e-08
1895,2.4074457982692365e-09,2.347259631108045e-08
1896,5.89702897624278e-10,1.3563166589847242e-08
1897,2.330685422435863e-09,1.8645483379486905e-08
1898,5.6583548957434e-10,7.355861253444118e-09
1899,5.527578395003729e-10,1.9346524382513053e-08
1900,4.671947717582725e-09,2.180242297811219e-08
1901,6.147612641171918e-09,2.4031576728589243e-08
1902,1.9641135384773634e-09,2.1605249145295602e-08
1903,1.6200660812870638e-09,1.4580594509538969e-08
1904,2.1498500757388683e-09,1.7736262236667244e-08
1905,0.0,1.8062657147766004e-08
1906,1.5432553013283723e-09,2.623534101076075e-08
1907,0.0,2.108565766434367e-08
1908,9.822778146428846e-10,3.094175227147389e-08
1909,5.500983557560346e-10,1.6502950117569526e-08
1910,1.6032452032632705e-09,2.778958396731923e-08
1911,2.128149656499545e-09,1.1704822888702893e-08
1912,1.5628263128064646e-09,2.6047105805560022e-08
1913,1.590896969716482e-09,1.590896836489719e-08
1914,2.678697486047099e-09,1.4732836284281348e-08
1915,3.534228465440492e-09,2.238344798399794e-08
1916,5.493730803607377e-09,2.197492321442951e-08
1917,5.483212106582869e-09,1.0966424213165737e-08
1918,1.1486376294556067e-09,1.378365155346728e-08
1919,1.8415696745321952e-09,1.9336480860943084e-08
1920,1.514446346106979e-09,2.7260034229925623e-08
1921,1.5145494858259667e-09,1.817459427400081e-08
1922,5.164555005876537e-09,3.467629738906908e-08
1923,1.0615948120573648e-09,2.0170300985000722e-08
1924,1.289162443462999e-09,9.02413699321869e-09
1925,1.0998177923937646e-09,1.3197813508725176e-08
1926,0.0,2.7865345586519652e-08
1927,0.0,1.0034302277972529e-08
1928,1.1426041224282812e-09,6.8556245125250825e-09
1929,0.0,1.893869061575515e-08
1930,0.0,1.2604324695075775e-08
1931,0.0,9.124285327288817e-09
1932,0.0,1.53433514782364e-08
1933,0.0,1.261772819560747e-08
1934,1.1981580172459871e-09,1.1981580172459871e-08
1935,0.0,8.377798899061872e-09
1936,0.0,1.33371855781661e-08
1937,1.2591118148108649e-09,1.888667711114067e-08
1938,1.2965214457594243e-09,1.2965214679638848e-08
1939,1.5294050470515685e-09,1.5294050470515685e-08
1940,0.0,5.0715658339584024e-09
1941,2.9515025978810172e-09,2.066051862925633e-08
1942,0.0,1.517105907566929e-08
1943,0.0,8.709705845433291e-09
1944,0.0,5.1410978585408884e-08
1945,0.0,4.357008087652048e-09
1946,1.3921104269343232e-09,1.2528993842408909e-08
1947,0.0,7.152522574216391e-09
1948,1.0871887834440486e-09,1.3046265401328583e-08
1949,0.0,8.835307596655184e-09
1950,0.0,1.0635361480382244e-09
1951,1.0661401761424827e-09,1.1727541604500402e-08
1952,1.0544803918932644e-09,1.370824520563474e-08
1953,4.3095309543161875e-09,5.386913581872932e-09
1954,1.9545072227344917e-09,4.886268278880834e-09
1955,2.815682353940474e-09,2.815682353940474e-09
1956,0.0,1.3081712602058815e-08
1957,3.534015080575159e-09,1.236905244894615e-08
1958,1.6544486891589827e-09,2.4816730892496253e-09
1959,1.5501495642666896e-09,4.650448914844674e-09
1960,6.920833350854139e-10,6.920833239831836e-09
1961,6.948159270159238e-10,6.25334317660986e-09
1962,6.341956404476434e-10,4.43936931660005e-09
1963,6.466053248388448e-10,4.526237162849611e-09
1964,6.083968329129164e-10,6.083968440151466e-09
1965,1.6416130677043839e-09,3.830430195250756e-09
1966,1.6617224263271169e-09,3.8773522170743036e-09
1967,1.4791006197611978e-09,3.451234853457663e-09
1968,3.1439910674890825e-09,4.940557296606585e-09
1969,4.5417578031781147e-10,4.541757636644661e-09
1970,1.8394900047624674e-09,6.898087434592526e-09
1971,1.0276794970565106e-09,3.083038491169532e-09
1972,5.130146862875051e-10,1.5390440033513642e-09
1973,5.513203782392395e-10,2.7566018356850464e-09
1974,5.625571675160757e-10,0.0
1975,2.2845920710778955e-09,7.4249242310031605e-09
1976,1.7140580066410394e-09,1.7140580066410394e-09
1977,5.876781838942691e-10,5.876781838942691e-10
1978,5.940591352171509e-10,7.72276909088987e-09
1979,0.0,4.681578680276743e-09
1980,0.0,1.7055452605774235e-09
1981,0.0,4.427884725544118e-09
1982,3.1037510339615437e-09,2.483000915987077e-09
1983,6.315316047889041e-10,1.89459470334441e-09
1984,2.3196033982486597e-09,4.639206796497319e-09
1985,1.2031116103372597e-09,1.8046674155058895e-09
1986,0.0,1.1988970927134801e-09
1987,3.0554083707556856e-09,6.110816852533674e-10
1988,5.996553809062277e-10,1.798966087207532e-09
1989,0.0,3.841685636274406e-09
1990,5.44865097484859e-10,3.814055737905164e-09
1991,0.0,1.7584396161396398e-09
1992,0.0,1.1019888335184191e-09
1993,5.539207426075166e-10,1.1078414852150331e-09
1994,0.0,2.1099706426497278e-09
1995,0.0,2.1689803286761844e-09
1996,0.0,8.007138063703678e-09
1997,0.0,9.58978896292706e-10
1998,0.0,9.536258449571733e-10
1999,0.0,1.8280804647829996e-09
2000,8.836062992401139e-10,1.3254094488601709e-09
2001,0.0,8.762423564512289e-10
2002,4.38122149670761e-10,8.76244299341522e-10
2003,4.1669229178253886e-10,8.333845835650777e-10
2004,1.3214374039449694e-09,2.642874807889939e-09
2005,4.5037495954858286e-10,3.602999676388663e-09
2006,0.0,8.235779835885637e-10
2007,3.994479469415779e-10,3.994479469415779e-10
2008,0.0,8.514879357157668e-10
2009,1.430457752249481e-09,1.907277002999308e-09
2010,0.0,4.723793023408973e-10
2011,0.0,3.82397197240536e-10
2012,0.0,3.404252713057332e-10
2013,0.0,1.6734750252211938e-09
2014,2.1654451842767486e-10,2.1654451842767486e-10
2015,0.0,6.649726325136385e-10
2016,0.0,3.935546111222266e-09
2017,2.515611330355938e-10,2.515611330355938e-10
2018,0.0,5.162933414126769e-10
2019,0.0,7.65296326310505e-10
