year,colonnes_NOUN in_ADJ,colonnes_NOUN fines_ADJ
1800,0.0,0.0
1801,0.0,0.0
1802,3.8043282302169246e-08,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,2.259030518203531e-09,0.0
1810,1.6380887757350138e-08,0.0
1811,0.0,0.0
1812,2.1337665856435706e-08,0.0
1813,5.463909147351842e-08,0.0
1814,1.8880061958270744e-08,0.0
1815,1.3486118000116676e-08,0.0
1816,5.0987285504788815e-08,0.0
1817,1.0898113522728181e-08,0.0
1818,1.5497530370112145e-08,0.0
1819,2.5877625375869684e-08,0.0
1820,0.0,0.0
1821,6.903041693817613e-09,0.0
1822,1.1028177482330648e-08,0.0
1823,9.882686891060644e-10,0.0
1824,9.263223965660927e-09,0.0
1825,0.0,0.0
1826,3.5231937367541377e-09,0.0
1827,1.474763688946723e-08,0.0
1828,0.0,0.0
1829,2.1432940755516938e-08,0.0
1830,1.5655253093882493e-08,0.0
1831,9.354723218280014e-09,0.0
1832,3.111892965534935e-08,0.0
1833,9.266902800675325e-09,0.0
1834,2.8003592333902816e-08,0.0
1835,6.731148260996633e-08,0.0
1836,1.2769425516978572e-08,0.0
1837,2.1569462660409044e-08,0.0
1838,3.1560809521380406e-09,0.0
1839,2.027527834513876e-08,0.0
1840,1.2102408852854296e-08,0.0
1841,1.0272877659645019e-08,8.346713542550788e-09
1842,2.2137275124123335e-08,1.341653010911159e-09
1843,8.269675610961258e-09,0.0
1844,2.195424464446205e-08,5.488561272137815e-10
1845,2.7901139176833567e-09,3.348136878855712e-09
1846,9.367202125076801e-09,1.1709002656346001e-09
1847,9.168480197274675e-09,3.235934187273415e-09
1848,1.045878850192139e-08,0.0
1849,7.54147322368226e-09,0.0
1850,8.146795238417326e-09,2.7155984128057753e-09
1851,2.0638204034639784e-08,0.0
1852,2.6042181744401205e-08,0.0
1853,1.0152284346531815e-08,0.0
1854,1.7665259477439577e-08,5.195664454227256e-10
1855,1.2205955357558196e-08,2.1227748447927297e-09
1856,1.8120163147727908e-08,0.0
1857,2.0502337605421417e-08,0.0
1858,2.0064071293290908e-08,0.0
1859,1.629495471888731e-08,0.0
1860,2.4259074749011234e-08,3.204028820036342e-09
1861,4.2443675241088386e-09,4.715963730639317e-10
1862,1.8523744316212287e-08,4.517986262886353e-10
1863,1.39849385405455e-08,0.0
1864,7.671564716815737e-09,9.589455896019672e-10
1865,3.812543880599151e-08,0.0
1866,2.8707116683790446e-08,4.865612912574591e-10
1867,1.747012134956094e-08,4.367530337390235e-09
1868,1.877152122631287e-08,0.0
1869,3.5161338729494673e-08,1.4650557433881772e-09
1870,1.9495765002375265e-08,0.0
1871,1.3807530230280918e-08,0.0
1872,9.071008832961525e-09,0.0
1873,2.1549615425442425e-08,0.0
1874,2.5093358502203955e-08,0.0
1875,1.4303817685856757e-08,5.721527140956084e-10
1876,1.3905833817773328e-08,4.232210137899983e-09
1877,1.7317484335421796e-08,0.0
1878,1.3285995414946683e-08,1.8117265465633636e-09
1879,1.4051448005147904e-08,1.221865053580018e-09
1880,2.5671385017744797e-08,3.2089231272180996e-09
1881,1.2550513517339823e-08,4.183504653809678e-09
1882,9.983077475794744e-09,6.655385131892899e-10
1883,5.687405213450347e-09,5.0554711528150165e-09
1884,1.7164412113856997e-08,1.3203393933736152e-09
1885,8.379326565943757e-09,5.156508553483263e-09
1886,3.807543791367607e-08,6.453463874400711e-10
1887,6.528924512139156e-09,1.3057849246322917e-09
1888,2.599652049184442e-08,4.4384300679212174e-09
1889,1.6915869593958632e-08,0.0
1890,1.9663159989136147e-09,6.554386478008212e-10
1891,1.9760081571007504e-08,0.0
1892,5.641661360300532e-09,1.2537024751679837e-09
1893,1.539604177480669e-08,1.847525021858587e-09
1894,2.520615716150587e-09,6.301539290376468e-10
1895,2.1065151400989635e-08,0.0
1896,1.1794058174530164e-08,1.7691086373616827e-09
1897,1.1070755867592652e-08,0.0
1898,1.1882545614128048e-08,5.6583548957434e-10
1899,1.3818945987509323e-08,6.633094074004475e-09
1900,1.7130474816440255e-08,0.0
1901,1.1736351446245408e-08,0.0
1902,8.347482705062248e-09,5.4013122863239005e-09
1903,9.720396931811592e-09,0.0
1904,1.1824175416563776e-08,5.374625189347171e-10
1905,6.192911072844254e-09,1.0321518084666081e-09
1906,5.144184633820714e-09,5.144184522798412e-10
1907,6.1714118260169926e-09,0.0
1908,1.3260750719723546e-08,0.0
1909,2.475442606453271e-08,1.6502950117569526e-09
1910,3.206490406526541e-09,0.0
1911,7.448523575703803e-09,1.0640748726586935e-08
1912,1.1460726589973547e-08,1.5628263128064646e-09
1913,3.6590627416899224e-08,3.71209285532359e-09
1914,2.6117300322425763e-08,0.0
1915,1.0602685840410686e-08,0.0
1916,7.69122365795738e-09,1.0987462051303964e-09
1917,1.0966424435210342e-09,3.289927441585405e-09
1918,5.743188147278033e-09,0.0
1919,1.1970202606903513e-08,0.0
1920,6.057785384427916e-09,7.572231730534895e-10
1921,1.438822039290244e-08,0.0
1922,1.1066902949607993e-08,1.4755870969551665e-09
1923,1.0615948120573648e-08,1.0615948120573648e-09
1924,6.445812328337297e-09,0.0
1925,1.3197813508725176e-08,2.1996355847875293e-09
1926,4.458455382660986e-09,1.1146138456652466e-09
1927,1.6723836537835268e-08,0.0
1928,1.7139061725401916e-08,3.4278122562625413e-09
1929,1.0026365515614089e-08,0.0
1930,2.520864939015155e-08,1.0503603542488804e-09
1931,1.596749932275543e-08,1.1405356659111021e-09
1932,1.4247397928102146e-08,3.287861094491973e-09
1933,1.261772819560747e-08,1.0323596200123575e-08
1934,1.3179738189705859e-08,0.0
1935,9.574627313213568e-09,2.393656828303392e-09
1936,1.576212937948185e-08,1.2124714565686645e-09
1937,1.1332006444320086e-08,3.777335333410292e-09
1938,9.075650453382877e-09,0.0
1939,2.4470480752825097e-08,1.5294050470515685e-09
1940,0.0,2.5357829169792012e-09
1941,2.9515025978810172e-09,2.9515025978810172e-09
1942,6.068423541449874e-09,0.0
1943,2.322588166236983e-08,0.0
1944,3.534504600111177e-08,0.0
1945,6.535512131478072e-09,0.0
1946,4.1763312808029696e-09,0.0
1947,1.549713246618012e-08,0.0
1948,1.0871888278529696e-08,0.0
1949,1.9634017078828947e-08,9.817008317369869e-10
1950,1.3825969702452312e-08,0.0
1951,1.4925962688039363e-08,0.0
1952,1.7926167217297007e-08,0.0
1953,2.8011951869189033e-08,3.232148326759443e-09
1954,2.9317608341017376e-09,0.0
1955,8.447047505910632e-09,0.0
1956,1.3953826538681824e-08,8.72114158667614e-10
1957,8.835037590415595e-09,3.534015080575159e-09
1958,1.6544486669545222e-08,0.0
1959,7.750747599288843e-09,7.750747821333448e-10
1960,2.629916728835724e-08,1.3841666701708277e-09
1961,8.33779090214648e-09,6.948159270159238e-10
1962,6.976152100435229e-09,1.9025869768540815e-09
1963,7.1126584622049904e-09,1.2932106496776896e-09
1964,1.1559539991878864e-08,0.0
1965,1.094408652591028e-08,5.472043373977442e-10
1966,2.1602390987141007e-08,1.1078149508847446e-09
1967,1.3804939413830652e-08,2.465167847631733e-09
1968,9.88111459321317e-09,4.042274071025531e-09
1969,2.497966811176866e-08,9.083515606356229e-10
1970,1.1496812390987543e-08,5.978342709767048e-09
1971,1.3873672877195986e-08,1.0276794970565106e-09
1972,1.7955514408640738e-08,2.565073486948677e-09
1973,9.37244681864513e-09,5.513203782392395e-10
1974,1.1813700240281833e-08,1.1251143350321513e-09
1975,9.709516746170266e-09,2.8557400888473694e-09
1976,2.171140245366132e-08,2.285410749536254e-09
1977,1.057820764316375e-08,1.7630346071939584e-09
1978,4.158414057542359e-09,2.3762365408686037e-09
1979,8.777959692451986e-09,5.851973350345929e-10
1980,1.4212877097463661e-08,1.7055452605774235e-09
1981,3.795329828193417e-09,6.325549528618524e-10
1982,5.586751949948621e-09,3.7245013739806154e-09
1983,1.515675762675528e-08,2.5261264191556165e-09
1984,2.609553817478627e-08,2.8995041922996734e-09
1985,1.6242006850575308e-08,1.2031116103372597e-09
1986,2.45773907892044e-08,2.3977941854269602e-09
1987,9.166225112267057e-09,6.110816852533674e-10
1988,8.994830658082265e-09,2.99827696004229e-09
1989,6.036934507847036e-09,2.1952488715726304e-09
1990,9.262707045820662e-09,2.179460389939436e-09
1991,1.817054240405014e-08,1.1722930404189924e-09
1992,8.264915862810085e-09,5.509944167592096e-10
1993,2.7696036575264316e-09,1.1078414852150331e-09
1994,1.5297286992677073e-08,5.274926606624319e-10
1995,1.1929391696696712e-08,5.422450821690461e-10
1996,1.3879040139386234e-08,5.338092190498855e-10
1997,2.157702461147437e-08,2.3974471297094624e-09
1998,2.193339376788117e-08,1.9072516899143466e-09
1999,7.769341614505265e-09,2.7421207526856506e-09
2000,1.3695897749244068e-08,4.4180314962005696e-10
2001,1.1829271784336015e-08,4.8193329327261836e-09
2002,8.324320788233308e-09,0.0
2003,1.1667384391955693e-08,8.333845835650777e-10
2004,1.8940601975714344e-08,1.7619165015858584e-09
2005,2.38698731891418e-08,1.8014998381943315e-09
2006,1.2353670086895363e-08,1.2353669198716943e-09
2007,4.393927444112933e-09,1.1983438685803094e-09
2008,7.663391698997657e-09,8.514879357157668e-10
2009,4.76819250749827e-09,3.814554005998616e-09
2010,8.030448306328708e-09,1.8895172093635892e-09
2011,2.6767803529281764e-09,3.823971805871906e-09
2012,3.063827413996023e-09,3.4042526575461807e-09
2013,3.3469500504423877e-09,1.9523875849358774e-09
2014,2.5985342766432495e-09,3.031623174720721e-09
2015,3.103205470367243e-09,2.659890530054554e-09
2016,2.6927420293532123e-09,4.764082017771898e-09
2017,7.54683426862357e-10,1.7609279590047322e-09
2018,4.130346731301415e-09,2.581466596041082e-09
2019,2.2958890344426663e-09,3.06118530524202e-09
