year,pâtes_NOUN fines_ADJ
1990,1.198703181159999e-08
1991,2.9307325455363298e-09
1992,7.713921945651236e-09
1993,1.2740176913439427e-08
1994,1.160483886764041e-08
1995,7.591431483433553e-09
1996,8.007138063703678e-09
1997,7.192341833217597e-09
1998,8.10582001520288e-09
1999,1.0054442611817649e-08
2000,7.95245647111642e-09
2001,8.324302136486494e-09
2002,1.2267419968736704e-08
2003,7.083769126836614e-09
2004,1.4095332012686868e-08
2005,1.4862373554080932e-08
2006,5.7650457740976435e-09
2007,8.787854888225866e-09
2008,5.108927503272298e-09
2009,1.3827758493789588e-08
2010,7.085689368580006e-09
2011,1.2236710311697152e-08
2012,8.510632198976964e-09
2013,3.6258624991347688e-09
2014,7.795602385840539e-09
2015,5.984753581600444e-09
2016,4.349814286541687e-09
2017,6.792150397672003e-09
2018,3.3559066636712487e-09
2019,6.632568272380013e-09
