year,ses_DET oies_NOUN,ses_DET foies_NOUN
1800,1.8864987794131594e-08,9.432493897065797e-09
1801,5.714838380299625e-08,9.524730337773235e-09
1802,4.475680270843441e-09,2.0140561218795483e-08
1803,0.0,3.900678446910888e-09
1804,7.4155526164076946e-09,2.4718509461507665e-09
1805,5.685755422035754e-09,0.0
1806,1.729001475325731e-08,0.0
1807,2.562259604488304e-08,0.0
1808,6.798221985349073e-09,2.2660739951163578e-09
1809,5.421673421324158e-08,0.0
1810,4.680253518074551e-09,4.680253518074551e-09
1811,2.757784400841956e-08,0.0
1812,1.0668832928217853e-08,2.6672082320544632e-09
1813,0.0,2.8757416448144113e-09
1814,9.440030979135372e-09,0.0
1815,1.0788894222457657e-08,0.0
1816,2.3176038865813098e-09,0.0
1817,1.556873407970727e-09,9.341240669868967e-09
1818,3.5763532135746345e-09,0.0
1819,0.0,0.0
1820,1.6613073583471305e-08,1.1866481131050932e-09
1821,9.861488403650753e-09,1.0847637454958203e-08
1822,2.0051231786055723e-09,8.02049271442229e-09
1823,3.261286707356703e-08,9.882686891060644e-10
1824,1.9368560089105813e-08,0.0
1825,7.044354433105582e-09,8.805443041381977e-10
1826,3.5231937367541377e-09,7.0463874735082754e-09
1827,2.8573547083965423e-08,9.217273055917019e-10
1828,1.3758452155343548e-08,9.172301251858528e-10
1829,8.57317605795771e-10,0.0
1830,7.305785310052215e-09,2.0873671680021744e-09
1831,1.091384405071949e-08,3.1182412207897414e-09
1832,1.7588959622116818e-08,1.3529969367098715e-09
1833,8.108539617524002e-09,2.3167257001688313e-09
1834,6.534171426153534e-09,3.733812370398937e-09
1835,2.0420337421001022e-08,0.0
1836,1.68018754465038e-08,2.016224964762614e-09
1837,9.74104708006962e-09,0.0
1838,8.2058102535143e-09,0.0
1839,7.690622583211848e-09,6.9914751765765e-10
1840,8.280594876453051e-09,6.369688665408546e-10
1841,2.5682194149112547e-09,0.0
1842,4.695785538189057e-09,0.0
1843,7.088293507706567e-09,1.7720733769266417e-09
1844,1.0977122322231025e-08,0.0
1845,1.339254718235594e-08,1.1160455892778032e-09
1846,1.5807152919933287e-08,0.0
1847,7.011190739092399e-09,5.393223645455691e-10
1848,1.045878850192139e-08,0.0
1849,1.5920887719289567e-08,0.0
1850,8.146795238417326e-09,0.0
1851,1.870337307252612e-08,6.449438760824933e-10
1852,1.3672145193766028e-08,0.0
1853,1.2541057081705276e-08,5.971931837933653e-10
1854,2.0782657927931325e-08,5.195664454227256e-10
1855,1.3798036491152743e-08,1.5920811335945473e-09
1856,2.174419400091665e-08,5.177189232874468e-10
1857,1.4644527368545823e-08,4.881509085841174e-10
1858,7.34051397444091e-09,2.936205500958522e-09
1859,2.6479302084325695e-08,1.5276520048956854e-09
1860,2.380135608048839e-08,0.0
1861,2.5466203590340797e-08,1.8863854922557266e-09
1862,1.3553958982948089e-08,0.0
1863,2.2975255475898848e-08,2.9967726078439227e-09
1864,1.821996631345968e-08,1.9178911792039344e-09
1865,2.7299698113214532e-08,9.41368871743009e-10
1866,7.784980660119345e-09,4.865612912574591e-10
1867,5.338092634588065e-09,0.0
1868,1.1361710683388537e-08,4.44588676984381e-09
1869,1.9534076356464425e-08,0.0
1870,7.454262984651905e-09,2.8670243956696595e-09
1871,2.230447138096281e-08,0.0
1872,3.205089793567595e-08,1.2094678591978436e-09
1873,8.979006871356887e-09,0.0
1874,3.226288780577846e-08,0.0
1875,3.2612703648737806e-08,0.0
1876,5.441413541973361e-09,0.0
1877,2.22653372405901e-08,0.0
1878,1.509772218355465e-08,1.2078177347163432e-09
1879,7.94212251520321e-09,0.0
1880,1.3477476912271413e-08,6.417846254436199e-10
1881,2.6495528548942104e-08,6.972507571312292e-10
1882,1.5972924316542958e-08,1.3310770263785798e-09
1883,1.7062215640351042e-08,1.8958017378167824e-09
1884,1.8484752395409032e-08,0.0
1885,1.933690724209569e-08,0.0
1886,3.033128009866104e-08,0.0
1887,1.828098916689669e-08,0.0
1888,2.9800888867725916e-08,1.9021844099853524e-09
1889,1.50363277384713e-08,1.8795409673089125e-09
1890,2.3595790488162294e-08,2.6217545912032847e-09
1891,1.5298128430707436e-08,1.2748440081367107e-09
1892,2.570090096298827e-08,1.2537024751679837e-09
1893,1.539604177480669e-08,3.695050043717174e-09
1894,1.5753848003896564e-08,1.2603078580752936e-09
1895,1.865770427045277e-08,1.2037228991346183e-09
1896,1.1794058174530164e-08,5.89702897624278e-10
1897,1.5149455578900017e-08,0.0
1898,1.4711722506888236e-08,5.6583548957434e-10
1899,3.8693048765026106e-08,0.0
1900,2.855079306307573e-08,1.5573159428683425e-09
1901,7.824234593556412e-09,1.1177477832191585e-09
1902,2.160524809058373e-08,1.4730852093691738e-09
1903,1.7820727560291516e-08,0.0
1904,2.0961038238453966e-08,1.0749250378694342e-09
1905,7.225062881310862e-09,5.160759042333041e-10
1906,3.806696469155213e-08,1.5432553013283723e-09
1907,4.525702124169584e-08,1.5428529565042481e-09
1908,2.1610112144188065e-08,1.964555629285769e-09
1909,2.2003934396774838e-08,1.1001967115120692e-09
1910,2.672075316567657e-08,3.740905363258662e-09
1911,3.724261865567513e-08,4.788336838146279e-09
1912,1.8753916364300238e-08,1.5628263128064646e-09
1913,2.227255713194154e-08,1.060597942803554e-09
1914,3.281404303834279e-08,2.0090231700464756e-09
1915,7.068456930880984e-09,7.068456930880984e-09
1916,2.966614687238689e-08,1.3184954461564757e-08
1917,1.315970976634162e-08,0.0
1918,1.9526840588923733e-08,3.44591288836682e-09
1919,1.012863304339362e-08,9.207848372660976e-10
1920,1.2872793941909322e-08,3.028892692213958e-09
1921,1.7417319808643583e-08,1.5145494858259667e-09
1922,2.7298360905092522e-08,7.377935484775833e-10
1923,2.7601466001669905e-08,2.1231896241147297e-09
1924,2.7072411756812187e-08,7.734974438733389e-09
1925,1.8696901804560184e-08,4.399271169575059e-09
1926,1.7833821197577038e-08,7.802296586589819e-09
1927,7.246995892273844e-08,0.0
1928,2.5137291359556002e-08,0.0
1929,2.2280811862174232e-08,2.2280812750352652e-09
1930,1.3654685049324655e-08,4.201441416995522e-09
1931,2.167017854048936e-08,1.0264820993199919e-08
1932,7.6716757391182e-09,6.575722188983946e-09
1933,1.8353059516584835e-08,4.588264879146209e-09
1934,1.9170528275935794e-08,2.3963160344919743e-09
1935,2.752705263731059e-08,4.787313656606784e-09
1936,2.9099314957647948e-08,1.33371855781661e-08
1937,2.5182236740306507e-08,0.0
1938,1.1668692678767911e-08,5.186085783037697e-09
1939,2.141167065872196e-08,7.647025235257843e-09
1940,2.028626333583361e-08,2.5357829169792012e-09
1941,1.1806010391524069e-08,0.0
1942,6.068423541449874e-09,0.0
1943,3.4838823381733164e-08,0.0
1944,6.4263723231761105e-09,0.0
1945,1.5249527862692958e-08,0.0
1946,2.3665877257883494e-08,5.568441707737293e-09
1947,3.457052732969146e-08,5.960435700558264e-09
1948,1.522064252412747e-08,1.0871887834440486e-09
1949,2.1597417965146803e-08,1.9634016634739737e-09
1950,2.4461330738745346e-08,3.190608444114673e-09
1951,1.9190522948520083e-08,9.595261474260042e-09
1952,2.5307528517259925e-08,8.435843135146115e-09
1953,2.693456835345387e-08,3.232148326759443e-09
1954,1.3681550115052232e-08,2.9317608341017376e-09
1955,1.220129064449793e-08,0.0
1956,1.2209597999301991e-08,1.744228317335228e-09
1957,3.180613461495341e-08,0.0
1958,2.1507833736222892e-08,0.0
1959,1.5501495198577686e-08,1.5501495642666896e-09
1960,2.4914999841030294e-08,2.7683333403416555e-09
1961,1.876002997391879e-08,4.86371165564492e-09
1962,1.2683912586908264e-08,1.9025869768540815e-09
1963,1.6165133231993423e-08,3.2330267352165265e-09
1964,1.946869854219102e-08,6.083968329129164e-10
1965,2.0246559984116175e-08,4.924839203113152e-09
1966,5.095948907296588e-08,3.3234448526542337e-09
1967,1.972134178185314e-08,9.860671168482327e-10
1968,1.886394726535734e-08,1.7965663401398047e-09
1969,4.587175481129968e-08,2.2708788183223305e-09
1970,1.7935028046034418e-08,3.219107425067591e-09
1971,3.596878228595557e-08,2.0553589941130213e-09
1972,2.0007572487656944e-08,7.69522046084603e-09
1973,2.5360738176161135e-08,4.410563025913916e-09
1974,1.0688586016271984e-08,1.6876715580593782e-09
1975,1.4278700888326057e-08,4.569184142155791e-09
1976,1.3712464053128315e-08,6.2848797277581525e-09
1977,1.116588582705802e-08,1.1753563677885381e-09
1978,2.1386128423728223e-08,5.940591130126904e-09
1979,2.8089471748593553e-08,4.096381456264453e-09
1980,2.6720207435548815e-08,3.97960553399912e-09
1981,1.4548763582755697e-08,8.855769451088236e-09
1982,3.2279010242497463e-08,4.966001831974154e-09
1983,2.273513821648976e-08,3.78918940668882e-09
1984,2.7835240168361253e-08,5.219107812592938e-09
1985,1.9851341903631692e-08,3.609334831011779e-09
1986,1.498621315931814e-08,6.593933843390687e-09
1987,1.2221633483022742e-08,6.110816741511371e-09
1988,1.5591039570495013e-08,8.395175221664886e-09
1989,1.8659615408367358e-08,3.2928733073589456e-09
1990,1.471135746555774e-08,2.179460389939436e-09
1991,1.4653663171770859e-08,2.344586080837985e-09
1992,2.5345743781546304e-08,6.060938417817852e-09
1993,1.0524494165053966e-08,1.1078414630105726e-08
1994,2.479215582829042e-08,5.274926606624319e-10
1995,2.1689803730851054e-08,5.4224509327127635e-09
1996,2.028475121207407e-08,4.270473752399084e-09
1997,1.1507746866534774e-08,5.753873377756236e-09
1998,1.6211639697338853e-08,3.337690568372409e-09
1999,1.7366764665238676e-08,7.769341614505265e-09
2000,1.1928684817696933e-08,3.092622158362701e-09
2001,1.401987734239718e-08,4.8193329327261836e-09
2002,1.9715496790695397e-08,2.6287327870022636e-09
2003,1.5417615628621206e-08,2.083461403401543e-09
2004,1.673820673731008e-08,3.9643119897903034e-09
2005,2.7022498017004182e-08,6.305249655724765e-09
2006,1.4412614379732958e-08,7.823991232669414e-09
2007,1.477957436990529e-08,2.3966877371606188e-09
2008,1.830699147831183e-08,7.663391698997657e-09
2009,2.0026408975581944e-08,4.76819250749827e-09
2010,2.8815136610127468e-08,4.723792912386671e-09
2011,2.7532598423363197e-08,9.55992973672437e-09
2012,4.765953676155732e-08,1.327658516458996e-08
2013,4.0442312609911824e-08,1.4224537991935904e-08
2014,5.543539623176219e-08,1.0827226226695075e-08
2015,4.189327339199078e-08,8.644644111654998e-09
2016,4.0391132216655024e-08,9.528164035543796e-09
2017,2.3646747338013085e-08,6.792150397672003e-09
2018,5.3436360447634e-08,4.130346731301415e-09
2019,3.4693431849586176e-08,7.90806176098613e-09
