year,divers_DET acteurs_NOUN,divers_DET facteurs_NOUN
1895,4.213029924926559e-09,4.935263930860856e-08
1896,5.897029087265082e-09,5.071444864057639e-08
1897,8.157399200570126e-09,6.176316347250577e-08
1898,0.0,7.695362658211025e-08
1899,2.7637891975018647e-09,7.296403659040607e-08
1900,2.595526460424935e-09,6.904100402493896e-08
1901,6.147612641171918e-09,6.930035945096336e-08
1902,0.0,6.874397406875232e-08
1903,1.0800440541913758e-09,1.263651512317665e-07
1904,1.6123875568041512e-09,1.1394205223780318e-07
1905,4.1286072338664326e-09,1.1560100343643853e-07
1906,5.658602919567102e-09,1.0957112639431443e-07
1907,0.0,1.4091390454495922e-07
1908,0.0,1.5372648221045893e-07
1909,2.7504918342913243e-09,1.8318275252227068e-07
1910,4.809735720812114e-09,1.6727191720633527e-07
1911,1.5961122423746588e-09,1.6493160259756223e-07
1912,2.0837684910901544e-09,1.5211509740709062e-07
1913,5.302989658506618e-09,1.9408942275589425e-07
1914,3.3483718020477227e-09,1.8817849678498533e-07
1915,1.1780762143587253e-08,1.9084834157467867e-07
1916,1.4283700444650549e-08,2.1645299952410824e-07
1917,0.0,2.3468147958283225e-07
1918,4.594550517822427e-09,2.5614619403313554e-07
1919,9.207848372660976e-10,2.0073109241458553e-07
1920,2.2716695191604686e-09,1.9384913407805016e-07
1921,0.0,2.453570111526915e-07
1922,3.6889677978990676e-09,2.9585522298702926e-07
1923,0.0,1.8896388098710304e-07
1924,7.734974438733389e-09,2.3720589048537022e-07
1925,4.399271169575059e-09,2.2876210081790305e-07
1926,6.687683296036084e-09,3.098626475406263e-07
1927,2.2298449753321847e-09,2.7092616861068564e-07
1928,5.713020723163709e-09,3.473516443364133e-07
1929,0.0,3.2084369827600767e-07
1930,8.402882833991043e-09,3.749786472440064e-07
1931,0.0,3.66111940763858e-07
1932,0.0,3.9673523843930525e-07
1933,5.735331320977366e-09,4.3014983930333983e-07
1934,9.585264137967897e-09,5.092171591059014e-07
1935,7.180970484910176e-09,5.050615818902315e-07
1936,8.487299751891442e-09,5.25000118045682e-07
1937,0.0,5.351225063066067e-07
1938,3.8895642262559704e-09,6.923424500371311e-07
1939,0.0,5.628210715258319e-07
1940,0.0,5.730869112596793e-07
1941,8.854508237732261e-09,5.903005302343445e-07
1942,0.0,5.461581196186671e-07
1943,8.709705845433291e-09,7.200023510733899e-07
1944,0.0,6.394240230633841e-07
1945,4.357008087652048e-09,5.119484569604538e-07
1946,5.568441707737293e-09,5.888627327976792e-07
1947,2.3841741914054637e-09,5.388233645930995e-07
1948,4.348755133776194e-09,7.403755439838733e-07
1949,7.853606653895895e-09,7.431475239627616e-07
1950,1.0635361480382244e-09,7.327764066644704e-07
1951,0.0,6.663376019844236e-07
1952,2.1089607837865287e-09,7.876968339814994e-07
1953,8.619061908632375e-09,7.78947736534974e-07
1954,9.772536113672459e-10,7.417354837002677e-07
1955,9.385607846468247e-10,8.625373695281269e-07
1956,8.72114158667614e-10,8.520555105917538e-07
1957,7.0680299946168645e-09,9.303294419282793e-07
1958,1.6544486891589827e-09,9.810880712279868e-07
1959,4.650448914844674e-09,9.161384184608323e-07
1960,2.7683333403416555e-09,9.073212439147937e-07
1961,2.779263708063695e-09,8.282206067633524e-07
1962,2.5367825617905737e-09,8.352356459795374e-07
1963,6.466053248388448e-09,9.311116428989408e-07
1964,6.692365217553231e-09,7.957830661098342e-07
1965,7.660860612546116e-09,7.556892072102528e-07
1966,8.308612464702492e-09,8.291994717524176e-07
1967,1.035370456037299e-08,7.469458225273229e-07
1968,4.042274071025531e-09,7.226687870343085e-07
1969,3.6334062425424918e-09,6.771760965307294e-07
1970,6.438214850135182e-09,6.640559107040644e-07
1971,7.707596449968435e-09,6.453827126051692e-07
1972,2.0520587451500205e-09,7.669569583867997e-07
1973,1.5436970424165253e-08,7.922473841404098e-07
1974,1.4626486688484874e-08,8.157078710269161e-07
1975,8.567219822452898e-09,7.978937901498284e-07
1976,9.141642998145016e-09,7.479006782773467e-07
1977,1.3516598507123945e-08,7.369484507080415e-07
1978,1.1881182260253809e-08,6.522769453454202e-07
1979,1.287434159280565e-08,6.226499635886285e-07
1980,1.591842130332921e-08,6.867662278864373e-07
1981,1.644642960707543e-08,6.907500207375961e-07
1982,1.9864007883008128e-08,6.114389847766688e-07
1983,1.9577480414589843e-08,6.814226125584355e-07
1984,1.9716629218180515e-08,6.141150024063791e-07
1985,2.8874678315027325e-08,6.069698130772849e-07
1986,3.237022139224166e-08,6.084402741635131e-07
1987,3.7275982134321595e-08,6.019154312753017e-07
1988,3.058242348252804e-08,6.344353877807407e-07
1989,2.57941739079115e-08,6.404638526191775e-07
1990,3.596109565684458e-08,7.045105547831554e-07
1991,4.6891722949027326e-08,6.769992495492261e-07
1992,6.391535434246975e-08,6.093998266010203e-07
1993,7.256361778118503e-08,5.882638447474164e-07
1994,6.435410382366058e-08,5.507023317363746e-07
1995,8.73014593949506e-08,5.080836587012527e-07
1996,8.540947327162485e-08,4.985778048194334e-07
1997,1.2083134182105937e-07,4.5839191642471633e-07
1998,1.5162650868205674e-07,4.3628382684346434e-07
1999,1.284226502917818e-07,4.725587885445748e-07
2000,1.475622513069652e-07,4.767056083210264e-07
2001,1.695528988321371e-07,5.21364199812524e-07
2002,1.4195157627128197e-07,4.718575468132258e-07
2003,1.945952958770647e-07,4.383602885127402e-07
2004,1.9204890300272837e-07,4.6294356792486724e-07
2005,2.0447023718617174e-07,4.81901210491742e-07
2006,1.873639918770209e-07,4.16730458141501e-07
2007,2.0571568892790992e-07,4.074368931128447e-07
2008,2.1585219034392367e-07,4.3511034419907446e-07
2009,1.993104428166248e-07,4.005281724062115e-07
2010,1.9650979243834854e-07,4.4167464352540264e-07
2011,1.5219407734079482e-07,4.275200709003002e-07
2012,1.47063719868612e-07,3.1182954174369115e-07
2013,1.3276235844017492e-07,2.8923227191057777e-07
2014,1.0112629311720411e-07,2.2412357481016443e-07
2015,1.1371032071494369e-07,1.9616692270574276e-07
2016,8.699628240016466e-08,1.8124225142912564e-07
2017,1.2452276587637812e-07,2.188581920137267e-07
2018,1.3836662171584635e-07,1.7399085905367428e-07
2019,1.0510069259339616e-07,1.977015564591511e-07
