year,nos_DET îles_NOUN,nos_DET iles_NOUN,nos_DET fils_NOUN
1880,1.3798368869721855e-07,1.2835692730917003e-08,3.5233974582382643e-07
1881,1.4921166702208666e-07,1.9523020977629812e-08,4.1556145902177377e-07
1882,1.2245908620478474e-07,3.9932310791357395e-09,3.61387421321524e-07
1883,8.531107464904153e-08,8.847074461915128e-09,2.8689799558279105e-07
1884,1.359949637347313e-07,1.0562715146988921e-08,4.0468403827986776e-07
1885,7.799219231552357e-08,1.2891271161663553e-08,3.931837762038981e-07
1886,1.7230748139418495e-07,3.355801142523873e-08,3.8849852668221274e-07
1887,1.240495715038037e-07,8.487601899087593e-09,3.5190902814008496e-07
1888,1.4710225570979674e-07,1.521747572397203e-08,3.335163283324505e-07
1889,1.1527851562220803e-07,1.3783301056058406e-08,4.2164369595809603e-07
1890,1.3043228896947312e-07,1.9007720730712663e-08,4.92889874692537e-07
1891,1.4596963193724832e-07,2.230977025341474e-08,3.665176517841928e-07
1892,1.2098229040802266e-07,2.3820346806147086e-08,4.6073567094850887e-07
1893,1.5211288983962845e-07,1.9706933418461858e-08,3.2578023922980037e-07
1894,1.1594832471928385e-07,1.827446372004715e-08,4.1023022134822895e-07
1895,1.1676112121605797e-07,1.745398225949657e-08,3.635243146504763e-07
1896,1.102744402459166e-07,1.1794058341063618e-08,3.8330687779364325e-07
1897,1.0429817154378185e-07,2.388952524690069e-08,4.329248053380752e-07
1898,8.883616908761383e-08,9.053367611144836e-09,5.018960820279972e-07
1899,1.509028848545313e-07,2.04520400615138e-08,4.880851847133272e-07
1900,1.2250885628173336e-07,1.0901211600078398e-08,4.298191935703244e-07
1901,9.05375689974619e-08,1.1736351668290013e-08,3.990359634942209e-07
1902,1.1097241481294873e-07,1.86590785600238e-08,3.825111143385129e-07
1903,9.34238100214202e-08,2.052083702963614e-08,4.41197986589259e-07
1904,7.739460272659926e-08,1.289910045443321e-08,4.1384614313244583e-07
1905,1.5069416292590176e-07,1.3417973898643965e-08,4.0150704005981197e-07
1906,1.116288048663705e-07,1.7490227210981146e-08,5.097886939253726e-07
1907,1.1057113447066058e-07,1.0799971361663552e-08,4.4228453521810707e-07
1908,8.103791993008258e-08,8.840500553830566e-09,3.899642884164223e-07
1909,9.791750699150725e-08,1.4302557360679202e-08,4.477800672475496e-07
1910,1.234498796520711e-07,1.4429207051414039e-08,4.5532163073236376e-07
1911,1.1013174727736441e-07,1.3832972434180135e-08,4.3893085166502033e-07
1912,9.376958187701234e-08,1.0939784356178706e-08,4.3446572028926767e-07
1913,1.320444384944608e-07,1.7499866000747488e-08,3.7704258248894007e-07
1914,1.0848724940615284e-07,1.607218474974914e-08,6.40208675406484e-07
1915,6.479418945826154e-08,8.246533234057551e-09,1.4843760141047824e-06
1916,1.3184953773226482e-07,2.0876177675432928e-08,1.60307066465748e-06
1917,1.4256352276476036e-07,2.4126133979507358e-08,1.4113788019409768e-06
1918,6.432370724951397e-08,4.479686666059024e-08,1.2749877598139392e-06
1919,2.127012925789984e-07,1.6574126959767455e-08,9.474876163650947e-07
1920,9.919623300547187e-08,2.4988364710765154e-08,7.01188634266714e-07
1921,7.648475197630233e-08,2.650461700115514e-08,6.247516330937231e-07
1922,1.3427842904256693e-07,5.1645547283207804e-09,5.186688660785421e-07
1923,9.129715206057654e-08,5.307974060286824e-09,4.6604012560180763e-07
1924,9.281969637342513e-08,7.734974438733389e-09,4.421827308753734e-07
1925,1.5507430628503016e-07,1.979672092922158e-08,3.9813405106059463e-07
1926,1.2818058658936593e-07,1.560459372829115e-08,4.737108927344025e-07
1927,6.132073648856817e-08,1.44939923396592e-08,4.537734614729061e-07
1928,1.5767937089350426e-07,3.08503115276082e-08,3.747741450510489e-07
1929,1.0471982081483588e-07,1.8938690837799754e-08,3.8545807257150955e-07
1930,6.407198382962775e-08,1.575540553577781e-08,4.138419669175164e-07
1931,1.7906410398893513e-07,8.097803405604509e-08,4.254197953912353e-07
1932,1.4247397595035238e-07,7.671675850140502e-09,3.4193754405720256e-07
1933,8.144170315915744e-08,1.032359597807897e-08,3.01678423797469e-07
1934,1.1741948569010674e-07,3.5944740517379614e-09,3.3548424660523324e-07
1935,1.6276866077191698e-07,2.0346083040578833e-08,3.1117538146219204e-07
1936,1.0184760546039229e-07,2.3036956786626206e-08,3.540416639857824e-07
1937,1.6494364984964704e-07,1.762756551837441e-08,3.7521532991746653e-07
1938,1.1798344823343854e-07,1.0372171899142302e-08,3.63025994598587e-07
1939,1.2999943432845384e-07,4.28233404292655e-08,4.190569740103456e-07
1940,6.846613898048304e-08,1.2678914584896006e-08,5.096923780811835e-07
1941,1.0625409174735978e-07,6.788455886308498e-08,6.257185667379872e-07
1942,1.2136847038490828e-07,6.068423519245414e-08,4.79405457554094e-07
1943,7.548411673496958e-08,6.967764720755554e-08,6.300020363170233e-07
1944,1.895779853100521e-07,2.2492303131116387e-08,6.683426967413197e-07
1945,2.1349339540677192e-07,1.5249528306782167e-08,6.230521663042055e-07
1946,9.605561590575462e-08,5.568441707737293e-08,3.9535935592027727e-07
1947,8.82144421954223e-08,3.337843779149807e-08,3.8981249161906817e-07
1948,1.217651464102687e-07,9.784699050996437e-09,3.6203387665523223e-07
1949,9.620667795751103e-08,2.846932423139492e-08,3.789365103923359e-07
1950,1.1167129665423658e-07,1.914365066468804e-08,3.1693377078312324e-07
1951,1.0661401561584682e-07,2.5587364671508794e-08,2.846594231442623e-07
1952,9.912115661592225e-08,1.2653764924763777e-08,3.0052690780379976e-07
1953,9.91192115051831e-08,1.2928592973970865e-08,3.1998266170063516e-07
1954,9.870261563627025e-08,2.0522326282801373e-08,3.1956192891868795e-07
1955,6.94535016165787e-08,1.0324168631115072e-08,2.98462326853155e-07
1956,5.145473380707699e-08,1.5698055078061657e-08,3.3314759884106593e-07
1957,5.831124960664624e-08,8.835037590415595e-09,2.738861670792403e-07
1958,7.445019178931034e-08,1.3235589513271862e-08,2.7794737889053067e-07
1959,4.417926291466756e-08,2.9452842387200917e-08,3.224311022620441e-07
1960,7.612916924637503e-08,2.0762500052562416e-09,2.920591650745763e-07
1961,6.948159336772619e-08,2.779263652552544e-09,3.07108640740239e-07
1962,9.322676186585e-08,8.87873907728931e-09,3.8939611357591275e-07
1963,1.6811739000921477e-07,7.759263898066138e-09,4.0994777883440747e-07
1964,8.517555327713922e-08,1.0951142881410192e-08,2.8533812024278404e-07
1965,8.80998953789458e-08,7.1136563306595235e-09,3.4911636515033706e-07
1966,7.090015363697688e-08,1.0524242144427376e-08,2.7196856855482565e-07
1967,7.099683418942959e-08,8.874604107145245e-09,3.0124349548188434e-07
1968,1.0330256516866143e-07,1.8414805180722027e-08,3.6829608518473833e-07
1969,1.489696570544652e-07,3.088395228445506e-08,3.0974788423066e-07
1970,7.357959797005265e-08,9.657322413980651e-09,3.2099099467330916e-07
1971,1.032817887880455e-07,1.0276795081587409e-08,4.434437137490477e-07
1972,1.231235187137969e-07,2.616374938924082e-08,2.4009087185028477e-07
1973,8.214673941076e-08,1.268036875501366e-08,3.131499628494794e-07
1974,9.84475070908708e-08,1.0126029126311664e-08,2.68902331512777e-07
1975,5.597250574140844e-08,1.770558810676448e-08,2.8214712699536904e-07
1976,1.1369918295756065e-07,1.5426522614880867e-08,4.313712729242525e-07
1977,7.639816645976794e-08,5.876781949964993e-09,2.550523277022876e-07
1978,1.3366330031683304e-07,1.603959642881847e-08,2.1504940761474245e-07
1979,1.0299473141017756e-07,1.345953837272873e-08,2.510496575069965e-07
1980,7.5043990133139e-08,1.0233271396931087e-08,2.8653159134250927e-07
1981,7.464148121805181e-08,4.427884781055269e-09,2.2961744328142686e-07
1982,1.0490678636898565e-07,4.966001831974154e-09,2.22228582202888e-07
1983,1.0041352194178899e-07,5.052252616266628e-09,2.2545677857976898e-07
1984,1.072816591118908e-07,1.3917620667047714e-08,2.476176632626448e-07
1985,1.0045982112849572e-07,1.0828004715079942e-08,2.2438031344051979e-07
1986,7.612996411054951e-08,9.591176797218992e-09,2.721496406010715e-07
1987,1.0143955719854603e-07,1.283271516827611e-08,2.3037779950385584e-07
1988,1.0314072773631722e-07,7.795519785247507e-09,2.3866284504237e-07
1989,1.1579937675421093e-07,9.329807815205982e-09,2.469654931669396e-07
1990,9.753084895258723e-08,2.45189291092629e-08,2.337471238789135e-07
1991,8.557738900849543e-08,3.5168791212569772e-09,2.432508013905377e-07
1992,7.107827659780241e-08,5.509944334125549e-09,2.1047986620281733e-07
1993,8.142634655428083e-08,1.6617621612091682e-08,2.2156829260211452e-07
1994,5.591422347350772e-08,3.6924485691258724e-09,2.632188298434812e-07
1995,6.832287802183146e-08,3.795715630694474e-09,2.635311098231341e-07
1996,6.779376837684481e-08,2.6690460952494277e-09,2.2633511242986515e-07
1997,7.575933014258851e-08,2.8769365778558154e-09,2.5844481221781734e-07
1998,1.110974112705776e-07,4.7681292247858664e-09,2.4508184637284103e-07
1999,1.3116477237673507e-07,5.027221139375371e-09,2.079441454583275e-07
2000,1.1265980015551236e-07,2.6508188977203417e-09,3.1014581836075195e-07
2001,8.762423781005779e-08,6.133696495158603e-09,2.624345913915249e-07
2002,9.112941024014276e-08,2.190610692842654e-09,2.703213661803261e-07
2003,7.292115400403532e-08,4.166923084358842e-09,2.2709729385894661e-07
2004,9.778636655966011e-08,1.5504865250037803e-07,2.5371597711654204e-07
2005,1.2835686202805618e-07,1.3511248786457486e-09,2.472558526811497e-07
2006,9.388789035114087e-08,1.6471559116659762e-09,2.281310989005192e-07
2007,1.1144597777956733e-07,1.5977917877663117e-09,2.6443454093083574e-07
2008,8.812899898735793e-08,8.514879357157668e-10,2.609810496601028e-07
2009,1.4161532480017058e-07,1.430457752249481e-09,2.3697916429199495e-07
2010,1.0297869090791778e-07,9.447586046817946e-10,3.216903001757032e-07
2011,7.953861913545524e-08,1.147191591721608e-09,2.485581730993225e-07
2012,8.442546706177723e-08,2.7234021704458655e-09,2.7506361544027413e-07
2013,1.1435412816673818e-07,8.367375126105969e-10,3.0652482863047226e-07
2014,1.0437446107403048e-07,2.1654451842767486e-09,3.3997489334858244e-07
2015,7.558522030493009e-08,1.773260274728905e-09,3.1431040292684287e-07
2016,9.735298345248111e-08,3.728412162340433e-09,3.798837715507375e-07
2017,6.565745924724808e-08,1.0062445321423752e-09,4.782177036588564e-07
2018,1.035168120111507e-07,1.0325866828253538e-09,3.3920471165238553e-07
2019,5.892781618221932e-08,2.5509878098795014e-09,3.334141034372351e-07
