year,mais_CONJ outre_ADP,mais_CONJ foutre_VERB
1902,4.983938026725809e-07,2.455141867585553e-09
1903,5.535225682251621e-07,0.0
1904,5.412247787717206e-07,0.0
1905,5.909069074050421e-07,5.160759042333041e-10
1906,5.782063396964077e-07,0.0
1907,5.862841589987511e-07,0.0
1908,5.795439221856213e-07,4.911389073214423e-10
1909,5.352457037588465e-07,1.1001967115120692e-09
1910,5.782371204077208e-07,2.137660271017694e-09
1911,5.783246734836212e-07,1.5961122423746588e-09
1912,5.662641058279405e-07,5.209421227725386e-10
1913,4.613601021219438e-07,5.30298971401777e-10
1914,5.384181918088871e-07,0.0
1915,4.0643628551606525e-07,0.0
1916,5.845329553721967e-07,0.0
1917,5.274850138903275e-07,0.0
1918,4.3418501149972144e-07,1.1486376294556067e-09
1919,4.3829358276070707e-07,0.0
1920,4.202588570478838e-07,0.0
1921,4.3391841586526425e-07,0.0
1922,3.8070146501922864e-07,6.640141769764796e-09
1923,4.055292208704486e-07,4.246379248229459e-09
1924,4.847250636430545e-07,0.0
1925,5.136149070494866e-07,1.0998177923937646e-09
1926,5.038054666783864e-07,1.1146138456652466e-09
1927,4.7161221061742253e-07,1.1149224876660924e-09
1928,4.696102848811279e-07,5.713020501119104e-09
1929,4.600987750791319e-07,0.0
1930,4.936693756008026e-07,0.0
1931,4.379656957098632e-07,0.0
1932,4.5372480883543176e-07,1.0959536611565568e-09
1933,4.5079701749273227e-07,0.0
1934,4.3013874062580726e-07,0.0
1935,4.930932959723577e-07,0.0
1936,3.8556592585337057e-07,0.0
1937,4.608349257750888e-07,2.5182236296217297e-09
1938,4.2655555887449736e-07,7.779128452511941e-09
1939,5.307035451096453e-07,0.0
1940,4.5136935966638703e-07,0.0
1941,4.338708805562419e-07,0.0
1942,5.613291733652659e-07,0.0
1943,4.906467552245886e-07,0.0
1944,4.755515448096048e-07,9.639558484764166e-09
1945,3.5291766664613533e-07,0.0
1946,3.856145838199154e-07,1.3921104269343232e-09
1947,4.4345640048959467e-07,1.1920870957027319e-09
1948,4.27265177904701e-07,1.0871887834440486e-09
1949,3.926803344711516e-07,9.817008317369869e-10
1950,4.009531409110423e-07,3.190608444114673e-09
1951,4.3711747821362223e-07,0.0
1952,4.1546526574620657e-07,6.326882351359586e-09
1953,3.7385180462479184e-07,3.2321482157371406e-09
1954,4.124010359873864e-07,0.0
1955,3.9325696832293033e-07,0.0
1956,4.1774268311201013e-07,2.616342476002842e-09
1957,4.6207246384710743e-07,2.6505113659425206e-09
1958,4.491828207164872e-07,2.481673033738474e-09
1959,5.30151140765156e-07,6.200598368089061e-09
1960,4.893029199593002e-07,8.997083078554624e-09
1961,5.072156454843935e-07,2.779263652552544e-09
1962,4.934042010518169e-07,2.536782617301725e-09
1963,4.332255798544793e-07,6.466053248388448e-10
1964,5.84060956043686e-07,4.867174552281028e-09
1965,6.205297324868297e-07,2.188817349590977e-09
1966,5.433832370727032e-07,1.1078149508847446e-09
1967,6.586928265051029e-07,5.916402701089396e-09
1968,5.31783655333129e-07,2.69484942694298e-09
1969,5.241188603122282e-07,3.0429776920470886e-08
1970,5.210355453755255e-07,2.759235007143701e-09
1971,5.719036408891043e-07,2.0553589941130213e-09
1972,5.232749629158207e-07,4.6171320100540925e-09
1973,6.384290145433624e-07,1.1577728109557484e-08
1974,4.320438904414914e-07,3.3753431161187564e-09
1975,4.643433300088873e-07,2.8557400888473694e-09
1976,4.5136862070194184e-07,3.9994687561772935e-09
1977,4.689671726509914e-07,5.876781838942691e-10
1978,4.7405917769083317e-07,2.970295565063452e-09
1979,5.167292442820326e-07,2.3407893401383717e-09
1980,5.054098863865875e-07,3.4110904101325445e-09
1981,4.130583874939475e-07,6.325549639640826e-09
1982,4.519061747032538e-07,1.2415004579935385e-09
1983,3.776559012180769e-07,6.946847541655643e-09
1984,4.3144622452473413e-07,4.059305891424003e-09
1985,4.2890927431926684e-07,6.015558051686298e-10
1986,4.328018547994361e-07,2.9972427872948515e-09
1987,3.978141762672749e-07,4.27757174126242e-09
1988,3.783825519576567e-07,5.996553698039975e-09
1989,4.280735197426111e-07,9.878619700032232e-09
1990,3.999309683422325e-07,2.1794604454505873e-09
1991,4.0737184292538586e-07,1.1722930404189924e-09
1992,4.567743587813311e-07,1.65298330578878e-09
1993,4.342738577634009e-07,2.2156830259412175e-09
1994,4.346539554944684e-07,1.0549853213248639e-09
1995,4.256623782339375e-07,4.880205795032566e-09
1996,4.681506879933295e-07,0.0
1997,3.9893522796319303e-07,1.438468344439059e-09
1998,4.4868096438221983e-07,3.337690346327804e-09
1999,4.684456200720888e-07,2.7421206694189237e-09
2000,4.188293871720816e-07,1.3254094488601709e-09
2001,4.6002723763649556e-07,3.5049695090716426e-09
2002,4.24540345989044e-07,1.3143663935011318e-09
2003,3.821068190745791e-07,4.166923028847691e-09
2004,3.937883334970138e-07,2.2023956547378987e-09
2005,3.742616030422141e-07,5.404499514582994e-09
2006,4.035532015222998e-07,1.6471559671771274e-09
2007,3.6589430862932204e-07,3.1955836310437746e-09
2008,3.7380318929081113e-07,2.1287198115338413e-09
2009,3.6190581909067987e-07,6.198650481792356e-09
2010,3.3397216725461476e-07,1.417137907022692e-09
2011,2.7838516558631454e-07,1.3766298767592389e-08
2012,2.965104073382463e-07,7.829781267787439e-09
2013,2.476743006241122e-07,3.6258624991347688e-09
2014,2.780431671567385e-07,6.279790909502481e-09
2015,2.7928849988256843e-07,3.32486305154589e-09
2016,2.9744442997525766e-07,3.72841224560716e-09
2017,2.3143623906207722e-07,2.5156113858670892e-09
2018,2.586629719303346e-07,2.0651733101395564e-09
2019,2.4795600239713167e-07,3.3162841917011576e-09
