year,mauvais_ADJ airs_NOUN,mauvais_ADJ fers_NOUN
1800,0.0,0.0
1801,0.0,2.3811825844433088e-09
1802,1.7902721083373763e-08,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,8.528632911009026e-09,0.0
1806,5.76333825108577e-09,0.0
1807,0.0,0.0
1808,3.3991110370834576e-08,1.1330369531492579e-08
1809,2.4849335034105025e-08,0.0
1810,1.4040760554223652e-08,0.0
1811,0.0,0.0
1812,2.6672082320544632e-09,0.0
1813,5.751483289628823e-09,0.0
1814,1.2586708564299443e-08,0.0
1815,5.394447111228828e-09,0.0
1816,0.0,0.0
1817,1.5568733857662664e-08,0.0
1818,1.1921177378582115e-09,9.536941902865692e-09
1819,8.280840013696888e-09,3.1053151161586356e-09
1820,1.1866481131050932e-09,0.0
1821,1.676452932031225e-08,0.0
1822,1.4035862250239006e-08,0.0
1823,6.917880934764753e-09,4.941343334508019e-09
1824,8.421112696055388e-10,2.5263338088166165e-09
1825,9.68598712347557e-09,1.7610886970942374e-08
1826,7.0463874735082754e-09,9.688783109140786e-09
1827,5.530363722527909e-09,1.7512819638909605e-08
1828,5.503380862137419e-09,4.586150570418113e-09
1829,8.573175946935407e-09,1.5431716349212365e-08
1830,6.262101504006523e-09,1.7742621594152297e-08
1831,0.0,7.795603274018958e-09
1832,0.0,0.0
1833,1.7375443306377747e-08,1.50587169400751e-08
1834,3.733812370398937e-09,9.334530925997342e-10
1835,2.2689263801112247e-09,9.075705520444899e-09
1836,6.720750067579218e-10,4.704525213838906e-09
1837,1.3915781860163179e-09,1.3915781860163179e-09
1838,5.680945491803868e-09,6.312161904276081e-09
1839,5.5931801412612e-09,1.8177836125232716e-08
1840,2.0383003729307347e-08,2.5478754661634184e-09
1841,4.494383976094696e-09,8.988767952189392e-09
1842,3.3541325272778977e-09,4.695785538189057e-09
1843,2.3627644285539873e-09,5.906911071384968e-10
1844,1.097712254427563e-09,5.488561161115513e-09
1845,2.2320911785556063e-09,2.5669049108500985e-08
1846,5.854501328173001e-10,2.6930706553685013e-08
1847,2.6966118227278457e-09,2.6966118227278457e-09
1848,3.218088684420195e-09,2.413566457803995e-09
1849,8.379414939696517e-10,8.379414939696517e-10
1850,6.788996032014438e-09,6.1100964288129944e-09
1851,0.0,1.0319102017319892e-08
1852,0.0,4.557382027314816e-09
1853,3.5831591027601917e-09,9.555090940693844e-09
1854,2.0782657816909023e-09,8.832629738719788e-09
1855,0.0,5.837630823180007e-09
1856,0.0,6.212626857404757e-09
1857,1.4644527812635033e-09,1.9526036343364694e-09
1858,5.3830437884982985e-09,7.34051397444091e-09
1859,2.036869339860914e-09,1.0693564256314403e-08
1860,4.577183909670879e-10,4.119465657481669e-09
1861,1.4147891747029462e-09,1.0375120318428799e-08
1862,0.0,5.421583626485926e-09
1863,0.0,3.496234635136375e-09
1864,9.589455896019672e-10,4.315255264231155e-09
1865,1.4120533631256649e-09,8.943004559114343e-09
1866,1.4596839292835284e-09,9.731225825149181e-10
1867,0.0,9.7056229719783e-10
1868,3.457911734727759e-09,9.87974813071446e-10
1869,5.371870948067681e-09,5.860222973552709e-09
1870,6.307453670473251e-09,5.734048791339319e-09
1871,6.37270636261178e-09,5.3105884134652115e-09
1872,4.23313739617015e-09,4.8378714367913744e-09
1873,9.577607151811662e-09,5.986004469882289e-10
1874,5.974609140757536e-10,5.377148060148329e-09
1875,8.58229043387837e-09,0.0
1876,1.9951848173604958e-08,1.813804439976252e-09
1877,1.4225077116236662e-08,3.0924081073635534e-09
1878,7.850815109122777e-09,3.6234530931267273e-09
1879,4.887460214320072e-09,6.10932526790009e-10
1880,6.417846254436199e-10,6.417846254436199e-10
1881,6.2752567586699115e-09,6.972507571312292e-10
1882,9.317538740560849e-09,2.6621540527571597e-09
1883,6.319338941018771e-10,2.5277355764075082e-09
1884,1.3203393933736152e-09,1.9805090900604227e-09
1885,3.86738152613475e-09,6.445635691854079e-10
1886,3.2267319927115068e-09,6.453463874400711e-10
1887,1.3057849246322917e-09,8.48760173255414e-09
1888,1.9021844099853524e-09,0.0
1889,2.5060546970934183e-09,0.0
1890,1.5075089621063853e-08,0.0
1891,0.0,6.374220040683554e-10
1892,1.2537024751679837e-09,6.268512375839919e-10
1893,3.695050043717174e-09,4.926733243593162e-09
1894,1.2603078580752936e-09,1.8904617871129403e-09
1895,0.0,1.2037228991346183e-09
1896,1.179405795248556e-09,1.7691086373616827e-09
1897,5.826713334045053e-09,0.0
1898,1.13167097914868e-09,3.3950129374460403e-09
1899,5.527578395003729e-09,0.0
1900,0.0,5.191053142894475e-10
1901,0.0,0.0
1902,1.4730852093691738e-09,0.0
1903,3.7801539676252105e-09,2.1600881083827517e-09
1904,0.0,0.0
1905,0.0,0.0
1906,2.0576738091193647e-09,1.5432553013283723e-09
1907,2.057137349353866e-09,5.142843373384665e-10
1908,9.822778146428846e-10,0.0
1909,2.2003934230241384e-09,0.0
1910,0.0,0.0
1911,1.5961122423746588e-09,5.320374141248863e-10
1912,5.209421227725386e-10,0.0
1913,6.893886794756554e-09,0.0
1914,6.696743715117748e-10,0.0
1915,0.0,0.0
1916,0.0,0.0
1917,0.0,0.0
1918,0.0,0.0
1919,2.762354567309444e-09,0.0
1920,7.572231730534895e-10,1.514446346106979e-09
1921,7.572747429129834e-10,0.0
1922,7.377935484775833e-10,0.0
1923,5.307974060286824e-09,0.0
1924,5.156649773851996e-09,0.0
1925,1.0998177923937646e-09,0.0
1926,1.114613823460786e-08,2.229227691330493e-09
1927,4.4596899506643695e-09,0.0
1928,0.0,0.0
1929,1.1140406375176326e-09,0.0
1930,4.201441416995522e-09,0.0
1931,6.843213995466613e-09,0.0
1932,5.4797681947604815e-09,0.0
1933,2.2941324395731044e-09,0.0
1934,4.7926320689839486e-09,0.0
1935,3.590485242455088e-09,0.0
1936,7.274828739411987e-09,2.424942913137329e-09
1937,3.777335333410292e-09,0.0
1938,6.482607339819424e-09,0.0
1939,1.070583532936098e-08,0.0
1940,2.5357829169792012e-09,0.0
1941,2.9515025978810172e-09,0.0
1942,0.0,0.0
1943,5.806470415592457e-09,0.0
1944,6.4263723231761105e-09,0.0
1945,0.0,0.0
1946,0.0,1.3921104269343232e-09
1947,0.0,0.0
1948,1.0871887834440486e-09,0.0
1949,4.908504269707237e-09,0.0
1950,1.0635361480382244e-09,1.0635361480382244e-09
1951,4.264560704569931e-09,0.0
1952,1.0544803918932644e-09,1.0544803918932644e-09
1953,4.3095309543161875e-09,1.0773827385790469e-09
1954,2.9317608341017376e-09,0.0
1955,3.754243138587299e-09,2.815682353940474e-09
1956,2.616342476002842e-09,0.0
1957,9.718541527092839e-09,0.0
1958,1.9026160202884057e-08,0.0
1959,7.750747821333448e-10,3.100299128533379e-09
1960,0.0,0.0
1961,7.64297514166401e-09,1.3896318540318475e-09
1962,1.2683912808952869e-09,1.2683912808952869e-09
1963,0.0,0.0
1964,7.909158661334459e-09,0.0
1965,5.472043373977442e-10,0.0
1966,3.8773522170743036e-09,0.0
1967,5.423369309198733e-09,9.860671168482327e-10
1968,5.838840522187638e-09,4.4914158503495116e-10
1969,4.087581828571274e-09,0.0
1970,5.978342709767048e-09,0.0
1971,6.166076982339064e-09,1.541519245584766e-09
1972,1.0260293947794707e-08,1.0260293725750103e-09
1973,4.9618833486420044e-09,0.0
1974,1.6876715580593782e-09,1.1251143350321513e-09
1975,6.282628195464213e-09,0.0
1976,2.285410749536254e-09,2.285410749536254e-09
1977,3.526069214387917e-09,0.0
1978,1.3663360221016774e-08,0.0
1979,3.5111840102075575e-09,1.1703946700691858e-09
1980,8.527726080842513e-09,0.0
1981,3.1627747087981106e-09,0.0
1982,4.345251713999687e-09,1.2415004579935385e-09
1983,1.89459470334441e-09,6.315316047889041e-10
1984,7.538710988796993e-09,1.739702604197646e-09
1985,5.414002135495366e-09,0.0
1986,2.3977941854269602e-09,1.7983456945813714e-09
1987,9.166225112267057e-09,6.110816852533674e-10
1988,4.797243047249822e-09,5.996553809062277e-10
1989,4.939309850016116e-09,0.0
1990,6.538381391862913e-09,0.0
1991,6.4476117778156095e-09,1.1722930404189924e-09
1992,4.4079553340736766e-09,1.1019888335184191e-09
1993,1.661762283333701e-09,1.1078414852150331e-09
1994,3.6924485691258724e-09,5.274926606624319e-10
1995,1.626735190995987e-09,0.0
1996,4.804283193493575e-09,0.0
1997,5.274384040632185e-09,0.0
1998,9.536258005482523e-09,4.768129224785866e-10
1999,6.8553016596695215e-09,4.570201161957499e-10
2000,5.3016377954406835e-09,0.0
2001,1.7524847129024579e-09,4.3812117822561447e-10
2002,6.571832411594869e-09,4.38122149670761e-10
2003,1.2500769308587678e-09,0.0
2004,3.0833537945085254e-09,4.404791253964646e-10
2005,5.854874363109275e-09,4.5037495954858286e-10
2006,5.353256948836815e-09,0.0
2007,2.7961355453243186e-09,0.0
2008,5.5346713878634546e-09,0.0
2009,3.337734755248789e-09,4.76819250749827e-10
2010,1.8895172093635892e-09,0.0
2011,4.206369030868018e-09,3.82397197240536e-10
2012,3.744677901096338e-09,0.0
2013,1.6734750252211938e-09,8.367375126105969e-10
2014,3.681256854903836e-09,1.5158115873603606e-09
2015,1.329945265027277e-09,0.0
2016,9.32103016992869e-09,4.1426800878596737e-10
2017,2.7671724911471074e-09,2.515611330355938e-10
2018,2.581466596041082e-09,2.323319980845895e-09
2019,3.3162841361900064e-09,2.55098775436835e-10
