year,des_DET hôtes_NOUN,des_DET fautes_NOUN
1882,2.9749572316717376e-07,2.937021420734709e-06
1883,3.639939105681833e-07,2.8215848164592217e-06
1884,3.7629673244055084e-07,2.963501742669905e-06
1885,3.8931640355954755e-07,2.739395242201681e-06
1886,4.853004842431119e-07,2.6575364628911302e-06
1887,3.623553115339462e-07,2.7441069825329123e-06
1888,3.493678786270493e-07,2.5990180283486097e-06
1889,3.784142688090242e-07,2.6163210016250105e-06
1890,3.696674006903322e-07,2.748254253504001e-06
1891,3.6524279689587047e-07,2.6389270146864874e-06
1892,3.667079777613935e-07,2.885396149565622e-06
1893,3.855168704269829e-07,2.8113171381960456e-06
1894,3.579274250320452e-07,2.700209599026948e-06
1895,3.978304210505712e-07,2.9485193167033685e-06
1896,3.378997508463044e-07,2.817010809508247e-06
1897,3.2571328700825575e-07,2.7688543227100126e-06
1898,3.7910978389898986e-07,2.6820603018506972e-06
1899,3.3884055206101493e-07,2.777608109738594e-06
1900,3.400139898523946e-07,2.516622501502752e-06
1901,4.057424587422531e-07,2.7815153860188957e-06
1902,2.916708670142043e-07,2.3201092282931768e-06
1903,3.882758514706097e-07,2.552144142242696e-06
1904,3.9288510400581345e-07,2.553484389267169e-06
1905,3.88605155166033e-07,2.656242685361576e-06
1906,3.8992917872349153e-07,2.7480232986931696e-06
1907,3.1937056688136067e-07,2.7452497874946857e-06
1908,3.8161494408939234e-07,2.6192437658778545e-06
1909,4.2412583844964047e-07,2.892417160893501e-06
1910,4.462365899016163e-07,2.8201082713508185e-06
1911,4.054125222197058e-07,2.8453361977653913e-06
1912,3.881018937335057e-07,2.793291695724065e-06
1913,4.634812889037221e-07,2.9118716717846382e-06
1914,3.8640211119655987e-07,2.7851756598806787e-06
1915,4.818331758027483e-07,2.856834790065932e-06
1916,4.7246085888019707e-07,2.8776162963595198e-06
1917,4.803293940369713e-07,2.853463541896417e-06
1918,4.66346891769831e-07,2.8417293904681173e-06
1919,4.318480790743706e-07,2.9299372457103345e-06
1920,4.354033351638975e-07,2.8138412204725682e-06
1921,4.293747881689569e-07,2.502035680862491e-06
1922,5.747411719880802e-07,2.5594058961075916e-06
1923,4.681632996828e-07,2.863121231655441e-06
1924,5.801231095503567e-07,2.752361815794302e-06
1925,4.4872564863851494e-07,2.750644362947696e-06
1926,5.216392926499225e-07,2.4766719270985504e-06
1927,5.061748167278779e-07,2.630102247991317e-06
1928,4.707528900027569e-07,2.5777149339489824e-06
1929,4.545285845480862e-07,2.736083693832825e-06
1930,3.9598585033218114e-07,2.676318192840199e-06
1931,4.0374962928524383e-07,2.4726813343534104e-06
1932,4.460531526362388e-07,2.4242495086923554e-06
1933,4.599735472510247e-07,2.376721266017512e-06
1934,5.068208146497e-07,2.3723527746710715e-06
1935,4.5958210037611025e-07,2.34099643847685e-06
1936,7.990186658979326e-07,2.3158203958928425e-06
1937,5.590456684245737e-07,2.198409212894603e-06
1938,5.65283331255273e-07,2.4633908282112316e-06
1939,6.071737859159043e-07,2.309401537559097e-06
1940,3.6261695068873223e-07,2.3684213559249656e-06
1941,5.696400298127458e-07,2.2106755039885684e-06
1942,6.887660695120701e-07,2.4152325579507306e-06
1943,8.970996967505585e-07,2.5345242313790095e-06
1944,6.297844876712588e-07,2.1753270758040344e-06
1945,6.535511936078819e-07,2.176325480718333e-06
1946,6.01391684007524e-07,2.1647317112183373e-06
1947,5.018686888291768e-07,2.4556994873137228e-06
1948,6.490517012736063e-07,2.257003938410662e-06
1949,5.654596533233303e-07,2.073352170839371e-06
1950,5.009254979704281e-07,2.282348667392853e-06
1951,5.106811631350183e-07,2.4489240715297456e-06
1952,4.52372074022378e-07,2.3093120589123828e-06
1953,4.3634001212211615e-07,1.9888485383035004e-06
1954,5.306487365075441e-07,2.2046841152700836e-06
1955,5.002529164244152e-07,2.139918560573051e-06
1956,4.6919742358042527e-07,2.289299604996131e-06
1957,4.965291413583373e-07,2.115991634354941e-06
1958,4.09476042406709e-07,2.061443005629826e-06
1959,3.945130728766344e-07,2.06712439521084e-06
1960,4.955316552646138e-07,1.932296697759739e-06
1961,6.281135993546627e-07,2.148370935373123e-06
1962,4.198375109787378e-07,2.3661840060640316e-06
1963,5.845312118779589e-07,1.935936353447687e-06
1964,4.118846681500088e-07,2.376397979730882e-06
1965,4.0602561668379167e-07,2.1942893617676873e-06
1966,3.68348467283397e-07,2.4072818973763788e-06
1967,4.368277428667966e-07,2.6401946087162287e-06
1968,4.136594009551686e-07,2.239869004938555e-06
1969,3.2746073808098686e-07,2.0360699721777564e-06
1970,3.738763565408476e-07,2.006883550009775e-06
1971,4.0850260840663566e-07,2.0594697396347783e-06
1972,3.4064176190895523e-07,1.9720284143431854e-06
1973,3.820650196217912e-07,1.7173629736078055e-06
1974,3.6509959788766366e-07,1.7551783884073302e-06
1975,3.512560295959588e-07,1.6717501960528125e-06
1976,2.9081852570556066e-07,1.6523519725808455e-06
1977,3.5260691433336433e-07,1.7013282871403135e-06
1978,3.6297013217279073e-07,1.5938606754417606e-06
1979,2.8674668950401383e-07,1.7591031866714957e-06
1980,3.35423904207488e-07,1.5560256869662226e-06
1981,3.365192240423198e-07,1.49156453410626e-06
1982,3.395503727077198e-07,1.473040244448498e-06
1983,3.6691985183523457e-07,1.3994740051259669e-06
1984,3.259042777870036e-07,1.515280914077266e-06
1985,3.3867592108549616e-07,1.3595161263424416e-06
1986,3.596691398044527e-07,1.4314831133788175e-06
1987,3.568717015234313e-07,1.3578235193989485e-06
1988,2.944307904151344e-07,1.446968395768522e-06
1989,3.0733483313838406e-07,1.3753233716329305e-06
1990,3.454444854611438e-07,1.5261670949229256e-06
1991,3.4524029324245475e-07,1.3211742917462743e-06
1992,3.4161654305364664e-07,1.3901589621667654e-06
1993,3.6614162191028754e-07,1.3931106117581749e-06
1994,2.959233702526376e-07,1.4949142137510307e-06
1995,2.9986152672023536e-07,1.4239355561329603e-06
1996,3.053388768492482e-07,1.417797319547276e-06
1997,3.289297731967622e-07,1.3588730620739398e-06
1998,3.1326609661874727e-07,1.4209025600564473e-06
1999,3.3271065014162104e-07,1.403965772084348e-06
2000,3.2030728647214346e-07,1.4230479585819467e-06
2001,3.5925937957870246e-07,1.4409805331183634e-06
2002,3.325347077698382e-07,1.3849041629043768e-06
2003,3.500215282059571e-07,1.5363445324823033e-06
2004,3.585499976921369e-07,1.2646155784779012e-06
2005,3.5804809517259173e-07,1.2628513470502867e-06
2006,3.0142955154133233e-07,1.3704338073239342e-06
2007,3.48718056208952e-07,1.3661119329100302e-06
2008,4.4575393598478286e-07,1.2755289162669214e-06
2009,3.914686192985073e-07,1.3775308271846143e-06
2010,3.7884820880407233e-07,1.211652898902571e-06
2011,4.4893430661829825e-07,1.1548395022487057e-06
2012,4.5855284724893863e-07,1.2650202787511944e-06
2013,4.540695712762499e-07,1.369181465094016e-06
2014,4.7423250038036713e-07,1.408838626204556e-06
2015,4.5151641803187204e-07,1.5261121451004556e-06
2016,4.902861885369703e-07,1.633251677901626e-06
2017,3.6828549987433234e-07,1.3239662290942533e-06
2018,4.4530300513656584e-07,1.346751195896445e-06
2019,4.594328979479201e-07,1.4155430978490813e-06
