year,ses_DET humeurs_NOUN,ses_DET fumeurs_NOUN
1858,1.5317205542819678e-07,0.0
1859,1.5327441338364167e-07,5.092173349652285e-10
1860,1.2953430167383928e-07,4.57718396518203e-09
1861,1.598711665273811e-07,0.0
1862,1.5451513490916113e-07,1.3553959066214816e-09
1863,1.8180420502389438e-07,0.0
1864,1.970633121128884e-07,0.0
1865,1.1249358067288995e-07,1.4120533631256649e-09
1866,1.1482846673516178e-07,9.731225825149181e-10
1867,8.783588612004678e-08,0.0
1868,1.36340521428302e-07,1.975949626142892e-09
1869,9.669368128406575e-08,0.0
1870,1.6858103446537598e-07,2.2936195165357276e-09
1871,1.8693272352265922e-07,5.3105884134652115e-09
1872,8.587221600464545e-08,1.2094678591978436e-09
1873,1.4665711151051752e-07,0.0
1874,1.4637791867500027e-07,1.7923826867161097e-09
1875,1.493318630418905e-07,2.8607636259891933e-09
1876,1.813804431094468e-07,1.209202959984168e-09
1877,1.8554448510954558e-07,0.0
1878,9.541759904418967e-08,1.8117265465633636e-09
1879,1.4540194115397753e-07,0.0
1880,1.0204375655575859e-07,0.0
1881,9.691785862742108e-08,6.972507571312292e-10
1882,1.1780031794472734e-07,0.0
1883,1.2512291203137238e-07,3.159669414998234e-09
1884,9.242375575979622e-08,4.621187876807653e-09
1885,1.2697901752289908e-07,6.445635691854079e-10
1886,8.970314979706018e-08,3.872078380151578e-09
1887,7.769420623526813e-08,5.876032105334161e-09
1888,8.813454144274147e-08,2.53624587998047e-09
1889,1.0963989183210288e-07,5.012109394186837e-09
1890,1.0487018037297346e-07,6.554386478008212e-10
1891,1.0836173913730818e-07,5.736798147637501e-09
1892,1.1972858593445324e-07,1.2537024751679837e-09
1893,1.0038218789532038e-07,6.774258265451749e-09
1894,1.0208493961272325e-07,6.9316934414587195e-09
1895,1.0472389444515784e-07,6.018614495673091e-10
1896,1.1263325205845831e-07,0.0
1897,7.458193351794762e-08,1.7480140668268973e-09
1898,1.5673643360969436e-07,5.6583548957434e-10
1899,1.2160673001915256e-07,0.0
1900,1.1731780347190579e-07,2.07642125715779e-09
1901,9.892067964756279e-08,0.0
1902,8.298379805538048e-08,1.9641135384773634e-09
1903,8.74835661690554e-08,0.0
1904,8.330668777034589e-08,3.7622376325430196e-09
1905,8.824898145576299e-08,5.160759042333041e-10
1906,8.333579160080262e-08,0.0
1907,1.2908537233569106e-07,0.0
1908,1.24258147993217e-07,0.0
1909,1.3257370201635865e-07,1.1001967115120692e-09
1910,1.3146611077541337e-07,0.0
1911,1.436501066987006e-07,5.852411444351446e-09
1912,1.052303068571625e-07,5.2094213387476884e-09
1913,1.1507487940320971e-07,2.6514948014977335e-09
1914,1.1317497189411441e-07,2.0090231145353243e-09
1915,2.0027295377644805e-08,0.0
1916,9.668966516329647e-08,0.0
1917,6.799183227546024e-08,0.0
1918,8.959373332118048e-08,0.0
1919,1.2154359219085364e-07,0.0
1920,1.0222512836222108e-07,0.0
1921,1.3782400287709606e-07,9.087297248022708e-09
1922,1.409185701461979e-07,7.377935484775833e-10
1923,9.235874642854469e-08,2.1231896241147297e-09
1924,1.4438619189149904e-07,3.867487330388997e-09
1925,1.6497266686066325e-07,2.1996355847875293e-09
1926,1.72765140860065e-07,3.3438415369957397e-09
1927,1.8396221701522109e-07,4.459690061686672e-09
1928,1.5196634706171608e-07,0.0
1929,1.6933417557041253e-07,6.684243825105796e-09
1930,1.0713675813178725e-07,8.402882945013346e-09
1931,1.6081552178803804e-07,3.4216069977333063e-09
1932,1.3041848490047414e-07,8.767629289252454e-09
1933,1.915600620350233e-07,2.2941324395731044e-09
1934,1.3419370326062108e-07,0.0
1935,2.046576526026911e-07,0.0
1936,1.5762128802165876e-07,2.424942913137329e-09
1937,1.133200659975131e-07,0.0
1938,1.646582201697555e-07,5.186085783037697e-09
1939,1.6058752727587944e-07,0.0
1940,1.2932493120842992e-07,0.0
1941,2.1250818349471956e-07,8.854508237732261e-09
1942,2.3666852189130339e-07,0.0
1943,2.4677498799974273e-07,0.0
1944,1.285274464635222e-07,6.4263723231761105e-09
1945,2.2220741868750338e-07,4.357008087652048e-09
1946,1.9071912227275334e-07,2.7842208538686464e-09
1947,2.205361133711392e-07,2.3841741914054637e-09
1948,2.4570465950723985e-07,2.174377566888097e-09
1949,1.7179765243735545e-07,2.945102384188658e-09
1950,2.137707610927464e-07,0.0
1951,2.1642645497976787e-07,0.0
1952,1.9086094926734631e-07,0.0
1953,1.8530983458830974e-07,0.0
1954,1.6613311970559153e-07,9.772536113672459e-10
1955,1.924049541912609e-07,0.0
1956,2.284939153440746e-07,0.0
1957,1.855357987246009e-07,8.835037701437898e-10
1958,1.8281657415686325e-07,4.1361216673863055e-09
1959,1.6819122361511063e-07,0.0
1960,1.785575010071483e-07,2.7683333403416555e-09
1961,1.9802253808931525e-07,0.0
1962,2.7650930012335095e-07,1.9025869768540815e-09
1963,2.0109425280523396e-07,1.2932106496776896e-09
1964,1.9712057186538345e-07,6.083968329129164e-10
1965,2.0684323587261133e-07,5.472043373977442e-10
1966,2.154700111667296e-07,5.539074754423723e-10
1967,1.9918555516085235e-07,2.465167847631733e-09
1968,2.4343473814525396e-07,8.982831700699023e-10
1969,1.96658106688119e-07,0.0
1970,1.7291205556269063e-07,1.3796175313274261e-09
1971,1.870376711288202e-07,3.0830383801472294e-09
1972,1.816072026095128e-07,2.0520587451500205e-09
1973,1.891028900136149e-07,5.513203782392395e-10
1974,1.5695345689792362e-07,1.1251143350321513e-09
1975,1.60492586331884e-07,5.140332159925265e-09
1976,2.2454160641949272e-07,1.142705374768127e-09
1977,1.9804755457819567e-07,1.1753563677885381e-09
1978,2.0613851958728446e-07,0.0
1979,2.089154492734835e-07,1.1703946700691858e-09
1980,2.4844109702826245e-07,2.2740602734216964e-09
1981,2.2898488793998695e-07,5.060439622894819e-09
1982,2.4519632768615907e-07,6.207502289967692e-10
1983,2.4503425066768614e-07,1.2630632095778083e-09
1984,2.708137110118969e-07,1.1598016991243298e-09
1985,2.803250147564995e-07,6.015558051686298e-10
1986,2.913320049646728e-07,0.0
1987,2.688759530578011e-07,3.6664902225425067e-09
1988,3.046249470450846e-07,0.0
1989,2.744061049497759e-07,1.0976244357863152e-09
1990,2.7297740756715427e-07,4.358920779878872e-09
1991,2.8721178146895454e-07,1.1722930404189924e-09
1992,2.958839888655973e-07,5.509944167592096e-10
1993,3.3235245577856176e-07,5.539207426075166e-10
1994,2.9486838548642424e-07,5.274926606624319e-10
1995,3.237203012318446e-07,5.422450821690461e-10
1996,2.941288785862639e-07,3.736664533349199e-09
1997,3.3660158127446493e-07,1.917957792585412e-09
1998,2.8894862946771127e-07,1.43043876743576e-09
1999,2.719269709405836e-07,9.140402323914998e-10
2000,3.158892427634896e-07,8.836062992401139e-10
2001,3.1413288104076287e-07,1.3143635069212678e-09
2002,3.1851479498357094e-07,2.6287327870022636e-09
2003,3.1793620802744726e-07,1.6667691671301554e-09
2004,3.3784748509901874e-07,1.3214373761893938e-09
2005,3.39132334659098e-07,4.5037495954858286e-10
2006,3.631979046403444e-07,8.235779835885637e-10
2007,4.198197833815698e-07,1.997239706952314e-09
2008,4.189320674807817e-07,3.831695793987677e-09
2009,4.6775969630985514e-07,2.860915504498962e-09
2010,5.3189911852769e-07,3.77903447423833e-09
2011,5.300025174292955e-07,2.6767803529281764e-09
2012,5.147229877877635e-07,3.7446779566074895e-09
2013,5.594984653356505e-07,2.789125042035323e-10
2014,6.440034105992254e-07,1.2992671383216248e-09
2015,5.04270892598413e-07,2.21657536769726e-09
2016,4.7143698811424883e-07,2.6927420848643635e-09
2017,5.403533016590245e-07,1.509366853724714e-09
2018,5.057093535043578e-07,5.162933414126769e-10
2019,5.216770180282992e-07,3.3162841361900064e-09
