year,les_DET oeufs_NOUN,les_DET feux_NOUN
1867,1.0918825665839904e-07,3.3853213210477406e-06
1868,1.0966520536115354e-07,3.35664446993178e-06
1869,8.790334371511221e-08,4.1295038215594104e-06
1870,1.5481931425753714e-07,4.6801307576060935e-06
1871,9.452847815616394e-08,4.965400535184017e-06
1872,1.1006157296655772e-07,4.0553457836267626e-06
1873,1.5862911295627669e-07,3.977700060886491e-06
1874,1.332337859483168e-07,3.464675870645806e-06
1875,2.0940789680068406e-07,3.491275904821123e-06
1876,1.0278224960025284e-07,3.256988094335611e-06
1877,1.6822699777652161e-07,3.4022673389699776e-06
1878,2.143876439708592e-07,3.3818895985859854e-06
1879,1.2035370577923032e-07,3.2012865176511696e-06
1880,1.5852080514910938e-07,3.4470251648599515e-06
1881,1.2480788336155513e-07,3.385849680626052e-06
1882,2.642187848511668e-07,3.314381785912701e-06
1883,2.799467148095758e-07,3.3808463228979235e-06
1884,1.1618986661687813e-07,3.600565520400778e-06
1885,1.2440076779807185e-07,3.251178668506327e-06
1886,1.35522741750993e-07,3.4880972918927e-06
1887,1.93909063028741e-07,3.304288668459776e-06
1888,1.4076164656096068e-07,3.7802743975134945e-06
1889,2.506054730400109e-07,3.3581133891402715e-06
1890,1.3502035778323318e-07,3.2260689124541386e-06
1891,2.9958834346643926e-07,3.2808110432824833e-06
1892,3.3787280573349676e-07,3.0678098710268387e-06
1893,1.1269902422950118e-06,3.0360993434896955e-06
1894,2.1047141474106468e-07,3.175345625550108e-06
1895,1.1014064926762046e-07,3.3511644517147943e-06
1896,1.4152869398653678e-07,3.072352015465185e-06
1897,2.0684832635620154e-07,3.4132888231397374e-06
1898,1.8163319970287972e-07,3.240539825810629e-06
1899,1.260287909587987e-07,2.855546995306213e-06
1900,1.6092264853995175e-07,2.9500755545086577e-06
1901,1.6095568655671855e-07,3.3130043277651566e-06
1902,2.1605248967659918e-07,3.011968090049777e-06
1903,2.65150816858295e-07,2.7049702850945323e-06
1904,2.1874724076553775e-07,2.739983941069113e-06
1905,2.4720036384540123e-07,2.5762509778815e-06
1906,2.3097389312276562e-07,2.749566704096651e-06
1907,3.0497060254930375e-07,2.6655357316940353e-06
1908,2.603036168835615e-07,2.983177722626351e-06
1909,4.692339121703526e-07,2.642122495899457e-06
1910,2.6987960999314e-07,2.979363983968142e-06
1911,3.89983427995233e-07,2.8272469023704616e-06
1912,4.282144366873908e-07,2.809961870298139e-06
1913,2.837099453145697e-07,2.806342109806792e-06
1914,4.151981181643727e-07,3.146130126197022e-06
1915,3.2750518208501944e-07,3.313928374382158e-06
1916,2.3293419881831312e-07,3.576418976081186e-06
1917,3.0705989151336155e-07,3.6298864642958506e-06
1918,2.83713492699178e-07,3.2988873783779127e-06
1919,2.9649270938403305e-07,3.6481494305462547e-06
1920,3.7936880126210326e-07,3.010719382245952e-06
1921,2.726189037294269e-07,3.306261532998178e-06
1922,2.847883099899029e-07,3.237438164660489e-06
1923,4.554241823662153e-07,3.0573930587252107e-06
1924,3.699896127251634e-07,3.4420637575749424e-06
1925,5.290123736845231e-07,3.1531775448456756e-06
1926,4.6813781517940356e-07,3.0016551022526983e-06
1927,4.2701530234001694e-07,3.6981979860684078e-06
1928,5.633038279162506e-07,3.221001094289022e-06
1929,8.789780379103718e-07,3.4512978857037524e-06
1930,5.840003525214854e-07,3.185742968980776e-06
1931,7.481913923967909e-07,3.433012324194351e-06
1932,6.257895375227918e-07,3.180457525786551e-06
1933,7.387106162326518e-07,2.9823721092725464e-06
1934,8.950240175664703e-07,3.2757641008629435e-06
1935,8.114496772293478e-07,3.1560365414406988e-06
1936,7.638570274082213e-07,3.502830082879882e-06
1937,6.408879105190834e-07,3.171702559257028e-06
1938,5.28980734770812e-07,3.641928628894675e-06
1939,1.049171872935517e-06,3.372338085227966e-06
1940,8.063789493917284e-07,2.7792179650987237e-06
1941,1.0005593633621856e-06,2.803927543482132e-06
1942,6.614581877784076e-07,3.380111905926242e-06
1943,3.629043916486552e-07,3.919367600246915e-06
1944,3.566636674889878e-07,4.427770306847378e-06
1945,7.014783127701207e-07,3.2612204847737303e-06
1946,6.180970544278352e-07,3.1837566041303944e-06
1947,3.8504414412443566e-07,4.091242999493261e-06
1948,1.057834707829386e-06,3.5681534882314736e-06
1949,5.566243777010982e-07,4.45004968696594e-06
1950,4.626382323902334e-07,3.475636219718581e-06
1951,7.633563519071629e-07,3.6259428384255443e-06
1952,7.497355831720398e-07,3.0833007258479483e-06
1953,6.011795739002679e-07,3.3894461068939563e-06
1954,5.511710292616101e-07,3.7419040097574907e-06
1955,8.034080436480906e-07,2.7593686411364615e-06
1956,5.764674670949432e-07,3.4439788407780725e-06
1957,7.72182288777401e-07,3.091379682018669e-06
1958,6.501983400575284e-07,3.239410432342993e-06
1959,4.828715949312112e-07,2.8848283761817584e-06
1960,5.22522918933177e-07,2.8001691987356025e-06
1961,6.982899829477418e-07,3.0203648577753484e-06
1962,5.898019761474416e-07,3.060628131379417e-06
1963,6.737627499253662e-07,2.9776174699236435e-06
1964,8.268112994258559e-07,2.844255277523189e-06
1965,5.554124030138219e-07,3.179257163310467e-06
1966,8.103666230274698e-07,2.9069063316455868e-06
1967,4.595072743418527e-07,3.2757149597273383e-06
1968,5.124705322046008e-07,3.5176769017652987e-06
1969,4.777929254462521e-07,2.8840162826782034e-06
1970,6.718737441957501e-07,2.971236284565748e-06
1971,5.662513892223942e-07,3.0116147797798476e-06
1972,5.740634398954114e-07,2.876986428645978e-06
1973,5.204464335606396e-07,2.8795462583275366e-06
1974,6.328768321073319e-07,2.953425138230159e-06
1975,7.544865474606866e-07,2.7746371813464066e-06
1976,6.833378223269904e-07,2.6316505739032436e-06
1977,7.73384478236494e-07,2.9031302233306633e-06
1978,6.986135150377493e-07,2.8586125040419574e-06
1979,6.419614724251232e-07,2.9640243894846208e-06
1980,6.111537174113835e-07,2.9028379060491716e-06
1981,6.717733417316296e-07,2.7876697572537523e-06
1982,6.362689918271158e-07,2.800825029680709e-06
1983,6.062703232778688e-07,3.0635599159722915e-06
1984,7.82866140802696e-07,2.9795306488722417e-06
1985,6.677269133170682e-07,2.9927401499207917e-06
1986,6.695840271686571e-07,2.9960437188947253e-06
1987,7.125212542757886e-07,3.2118452963914024e-06
1988,9.246686110131463e-07,2.898734123846225e-06
1989,6.519889432787807e-07,2.9147416853447794e-06
1990,5.889991832597197e-07,3.2190630747663818e-06
1991,7.238909756068779e-07,3.4230956771352794e-06
1992,5.835030778555961e-07,3.0431421009780024e-06
1993,6.00450086096771e-07,2.864878126729309e-06
1994,6.646407415544786e-07,3.0467976728232316e-06
1995,5.975540732228168e-07,3.08808586169107e-06
1996,6.448415177384703e-07,3.0475168557586585e-06
1997,5.341512370193868e-07,2.80884907510881e-06
1998,4.1673448558654513e-07,2.9023602792221936e-06
1999,3.482493194650882e-07,2.871914347224447e-06
2000,3.4107201796196307e-07,2.8739295885316096e-06
2001,3.4085828362617754e-07,2.7719925981273263e-06
2002,2.812744225866304e-07,2.976601962245695e-06
2003,2.537656054180104e-07,2.791421763959079e-06
2004,2.6076363504601296e-07,2.8177448712085607e-06
2005,2.1122585680544148e-07,2.8751937009019457e-06
2006,1.8818757102634365e-07,2.8709929438264226e-06
2007,1.7855323841686754e-07,2.8352814354093425e-06
2008,2.0435710545996244e-07,3.301644426301209e-06
2009,9.679430590381344e-08,3.2528609494875127e-06
2010,1.610813472052719e-07,3.334525416676115e-06
2011,4.672893813839618e-07,3.5937689801812667e-06
2012,1.0689353249770939e-07,4.0153160512090835e-06
2013,1.2021129158767963e-07,3.983428285891932e-06
2014,1.6305802340299547e-07,4.456919498352363e-06
2015,9.863760744299732e-08,4.206173571219551e-06
2016,5.136923367787816e-07,4.5596407289849594e-06
2017,1.3383052352433644e-07,3.719331289175898e-06
2018,1.6314870038280915e-07,4.01985994358256e-06
2019,1.8596700579465164e-07,3.822910315420813e-06
