year,des_DET âmes_NOUN,des_DET ames_NOUN,des_DET femmes_NOUN
1904,2.489526281124199e-06,6.879520242364379e-08,8.638635108582093e-06
1905,2.574702691049424e-06,5.8316577788986024e-08,8.65872169697468e-06
1906,2.7068698713605954e-06,8.745113405650429e-08,9.574870887263387e-06
1907,2.662964270427892e-06,1.172568288576592e-07,9.147575894985494e-06
1908,2.695861567758584e-06,9.822778057611004e-08,9.693117760889436e-06
1909,2.911670698324542e-06,7.316308270333138e-08,9.493597588061675e-06
1910,2.9697445498300112e-06,9.672912559821611e-08,1.0244202599096752e-05
1911,2.98472998139232e-06,8.565802545046353e-08,9.463881667670648e-06
1912,2.9443647733273792e-06,6.563870957876361e-08,9.20244247026858e-06
1913,2.9633107203608233e-06,8.537813567244257e-08,9.770758083504916e-06
1914,2.958621379889337e-06,6.964613419313537e-08,1.0101368559389812e-05
1915,3.0523953284955496e-06,5.890380982975785e-08,1.2104732832085574e-05
1916,3.4324831830190305e-06,4.834483280369284e-08,1.1735707857951638e-05
1917,3.173683289503515e-06,7.457168393898428e-08,1.2583972420543432e-05
1918,3.1897666019631288e-06,7.351280828515883e-08,1.169083395780035e-05
1919,3.0993617770036508e-06,4.880159615305857e-08,1.0584421943349298e-05
1920,2.9637714789032543e-06,4.694783628522714e-08,9.747734168286115e-06
1921,2.8579549748997124e-06,4.3164660068484295e-08,9.375818933676783e-06
1922,3.0611053318807535e-06,8.48462571312325e-08,9.490238028320164e-06
1923,3.0627010332295868e-06,7.749641994792e-08,9.906803029480216e-06
1924,3.0630499168182723e-06,7.992807038448291e-08,9.528199257147207e-06
1925,3.0420959973298523e-06,1.3417777311452994e-07,9.612407950498891e-06
1926,2.8701307002165777e-06,7.913758504063395e-08,9.665931543167972e-06
1927,2.9969116113193195e-06,7.024011772216454e-08,1.0872723748889257e-05
1928,2.8233747642048e-06,9.826395319656456e-08,8.867750807439734e-06
1929,2.562293403229887e-06,1.1029002466855786e-07,9.391362254973501e-06
1930,2.304490578808327e-06,1.0608639877673909e-07,8.971127613222052e-06
1931,2.282211930548783e-06,1.2773999191750818e-07,8.191327196982456e-06
1932,2.218210305215962e-06,1.1617108874872883e-07,7.635509177816857e-06
1933,2.213837813513919e-06,8.832409648107387e-08,7.631431685695134e-06
1934,2.359173208787979e-06,6.589869094852929e-08,7.5855382419831585e-06
1935,2.4008378503026506e-06,9.694310065810896e-08,8.359846162875328e-06
1936,2.2527720631160264e-06,5.2136269967917315e-08,8.13083369166634e-06
1937,2.236182481851756e-06,6.043736711092151e-08,7.5722985002357746e-06
1938,2.2157551278212395e-06,6.741911506846776e-08,8.090293817986094e-06
1939,2.268107571978817e-06,9.941132450563828e-08,7.97737681068611e-06
1940,1.955088649197023e-06,6.33945713701678e-08,6.793362615553633e-06
1941,2.3612020498831043e-06,1.1806010080661622e-07,7.552895169737894e-06
1942,2.6033536215663844e-06,8.192371825366251e-08,7.609803162722528e-06
1943,2.566459919250974e-06,7.548411495861274e-08,9.034867616719566e-06
1944,2.888654389465728e-06,6.105053707017305e-08,8.964789515175653e-06
1945,2.500922590797927e-06,7.189063566670484e-08,1.0106080367222603e-05
1946,2.6143834546132894e-06,7.09976326618289e-08,9.431547766780568e-06
1947,2.726303108602224e-06,8.463818690351843e-08,8.833365370719548e-06
1948,2.5896837669847628e-06,6.849289291288585e-08,8.218059804221411e-06
1949,1.998742966691225e-06,5.3011845579931105e-08,8.412194802076556e-06
1950,2.095166266258275e-06,1.0316300569357395e-07,8.445540629509196e-06
1951,1.8913326975678046e-06,7.036524984904702e-08,8.236998837674037e-06
1952,1.842177294264502e-06,5.5887459993186894e-08,8.098409580270527e-06
1953,1.8444792253546893e-06,7.002987878479416e-08,7.687125901156833e-06
1954,1.8069419773780737e-06,1.1140691213995524e-07,8.65944423367182e-06
1955,1.7804498035900451e-06,5.255940394022218e-08,7.749696294467867e-06
1956,1.844521470673044e-06,1.0639792957789496e-07,8.893820051980583e-06
1957,1.7095798234834092e-06,8.746687463201397e-08,7.631705670974043e-06
1958,1.6643753681933049e-06,7.527741330282112e-08,7.895029000337672e-06
1959,1.6423834097167855e-06,1.8369272325458041e-07,7.5957326544084935e-06
1960,1.5966362241215393e-06,6.367166754950304e-08,8.16243107237824e-06
1961,1.9524327683484444e-06,1.0769646863195703e-07,8.487176614835334e-06
1962,1.7541851349278659e-06,1.3635206724815774e-07,8.627597253507702e-06
1963,1.5912957280761475e-06,6.789355966319022e-08,8.414921694566146e-06
1964,1.8908974013243096e-06,2.6161065130869687e-07,8.879552126472845e-06
1965,1.9059127538412213e-06,1.7565259702312375e-07,8.749797189011588e-06
1966,1.630149661480118e-06,1.312760700145077e-07,9.405902915204933e-06
1967,1.5081896584945298e-06,3.8407314950639204e-07,8.85340330114559e-06
1968,1.923673377035584e-06,2.0166457148640404e-07,9.348432740807766e-06
1969,1.3584398068644532e-06,1.2126493231789937e-07,8.502624496031785e-06
1970,1.47205188838484e-06,2.1797956728519807e-07,8.351284293439676e-06
1971,1.406893257893671e-06,2.934025067347079e-07,8.68234991457939e-06
1972,1.2158447830756813e-06,2.4676007015500545e-07,8.571448972816142e-06
1973,1.167145246228074e-06,1.3397085574240464e-07,8.331002277373045e-06
1974,9.147179778068448e-07,9.619727331378058e-08,8.936220751820656e-06
1975,9.90941821044089e-07,5.711480133285818e-08,9.355975919334014e-06
1976,9.730136127927835e-07,1.034148389145173e-07,9.306192112035205e-06
1977,8.997352729522845e-07,1.0108064740776967e-07,1.076508908681717e-05
1978,1.1019796808398041e-06,1.0514846882081486e-07,1.1444549670613924e-05
1979,1.022339706224784e-06,1.3576577728713346e-07,1.0637716798100882e-05
1980,9.755718508586142e-07,7.163290005607337e-08,1.0964381601752393e-05
1981,9.684416255595352e-07,1.1259478127634281e-07,1.19603486723463e-05
1982,1.091899637373217e-06,7.57315259392044e-08,1.2234366010943631e-05
1983,9.119316359829099e-07,5.494325061583538e-08,1.1743961351839971e-05
1984,1.047300933976203e-06,9.104443093876924e-08,1.1795183468166215e-05
1985,9.715126481069092e-07,7.459292028499931e-08,1.2550258531973668e-05
1986,1.1401511628150729e-06,7.013548153356197e-08,1.2060904793997906e-05
1987,9.276219916642958e-07,8.982901023024681e-08,1.2412291482633009e-05
1988,9.438575556686146e-07,8.155313024893474e-08,1.2321718656949088e-05
1989,9.862155359030567e-07,8.561470732360021e-08,1.253816367352556e-05
1990,9.878404227947613e-07,8.009517205032068e-08,1.2641959926895652e-05
1991,9.694863454257074e-07,7.678519386988825e-08,1.3057586386366893e-05
1992,1.0810510815417729e-06,9.201606410158547e-08,1.3342881061362277e-05
1993,1.0325082850926037e-06,6.203912406022027e-08,1.3759945318270184e-05
1994,1.2348603313228068e-06,6.64640740222211e-08,1.3809230381411908e-05
1995,1.0687650604523924e-06,5.6935735237573226e-08,1.3874966782623233e-05
1996,1.0163727708345505e-06,7.313186278778971e-08,1.4256442568694183e-05
1997,1.0764538114216293e-06,5.178485862344928e-08,1.4825813309471414e-05
1998,1.1014378742402187e-06,6.81842481364825e-08,1.4849384456283587e-05
1999,1.0566305306269896e-06,8.04355411165858e-08,1.4557461554431939e-05
2000,1.1336668812589323e-06,6.847948796906422e-08,1.552142782657029e-05
2001,1.0931123934909692e-06,5.958447921172727e-08,1.572548376316263e-05
2002,1.1075728423293185e-06,6.615644299046153e-08,1.59704285351836e-05
2003,1.1246525524200024e-06,5.375330491830255e-08,1.669269283866015e-05
2004,1.0042924287745336e-06,6.430995158623887e-08,1.7541199895276804e-05
2005,1.076396209498398e-06,6.485399506317435e-08,1.6527409570699092e-05
2006,1.118418939682897e-06,6.876876201822313e-08,1.6887055380720994e-05
2007,1.0457547432451975e-06,8.588130812059447e-08,1.7591688219908974e-05
2008,1.0843698561302517e-06,6.428733789753949e-08,1.655462904182059e-05
2009,1.1214788528945974e-06,7.438380023039315e-08,1.6773070228737197e-05
2010,1.0798590430738386e-06,2.361896483948911e-08,1.7415680076737772e-05
2011,1.1074223280616025e-06,2.8679789765284625e-08,1.5576567420794163e-05
2012,1.2997437366379927e-06,3.234040135691174e-08,1.7321858649665955e-05
2013,1.3279024102530457e-06,2.147626199100472e-08,1.6931941559050756e-05
2014,1.6000474971633594e-06,1.1260314902727941e-08,1.7492249412498495e-05
2015,1.672406128250259e-06,1.573768493301486e-08,1.6094775673991535e-05
2016,1.832100302578965e-06,3.5419914334866576e-08,1.6000687310224748e-05
2017,1.3579269477759226e-06,1.9118645583349192e-08,1.5917278915367206e-05
2018,1.582180907178099e-06,2.0909879883124205e-08,1.6759398135945958e-05
2019,1.9170672587165427e-06,1.3265136544760026e-08,1.626407743060554e-05
